time_captured,05_unb_raw_accX
1970-01-01 00:00:00.000000475,-752.496
1970-01-01 00:00:00.000000476,-41.48
1970-01-01 00:00:00.000000477,876.326
1970-01-01 00:00:00.000000478,-213.622
1970-01-01 00:00:00.000000479,-667.95
1970-01-01 00:00:00.000000480,-925.858
1970-01-01 00:00:00.000000481,-96.502
1970-01-01 00:00:00.000000482,-85.644
1970-01-01 00:00:00.000000483,75.64
1970-01-01 00:00:00.000000484,155.55
1970-01-01 00:00:00.000000485,399.428
1970-01-01 00:00:00.000000486,1000.522
1970-01-01 00:00:00.000000487,1097.024
1970-01-01 00:00:00.000000488,-520.452
1970-01-01 00:00:00.000000489,-1130.818
1970-01-01 00:00:00.000000490,-972.95
1970-01-01 00:00:00.000000491,-861.564
1970-01-01 00:00:00.000000492,-522.038
1970-01-01 00:00:00.000000493,-529.724
1970-01-01 00:00:00.000000494,640.622
1970-01-01 00:00:00.000000495,1206.092
1970-01-01 00:00:00.000000496,-360.754
1970-01-01 00:00:00.000000497,-822.036
1970-01-01 00:00:00.000000498,-373.808
1970-01-01 00:00:00.000000499,-153.476
1970-01-01 00:00:00.000000500,33.916
1970-01-01 00:00:00.000000501,129.442
1970-01-01 00:00:00.000000502,466.528
1970-01-01 00:00:00.000000503,616.466
1970-01-01 00:00:00.000000504,1156.682
1970-01-01 00:00:00.000000505,366.976
1970-01-01 00:00:00.000000506,-740.54
1970-01-01 00:00:00.000000507,-788.974
1970-01-01 00:00:00.000000508,-783.24
1970-01-01 00:00:00.000000509,-1140.334
1970-01-01 00:00:00.000000510,-63.562
1970-01-01 00:00:00.000000511,-82.228
1970-01-01 00:00:00.000000512,927.322
1970-01-01 00:00:00.000000513,1104.832
1970-01-01 00:00:00.000000514,-613.66
1970-01-01 00:00:00.000000515,-589.138
1970-01-01 00:00:00.000000516,-88.694
1970-01-01 00:00:00.000000517,-164.212
1970-01-01 00:00:00.000000518,-49.776
1970-01-01 00:00:00.000000519,232.044
1970-01-01 00:00:00.000000520,497.76
1970-01-01 00:00:00.000000521,861.32
1970-01-01 00:00:00.000000522,1480.226
1970-01-01 00:00:00.000000523,-362.096
1970-01-01 00:00:00.000000524,-1277.34
1970-01-01 00:00:00.000000525,-1213.168
1970-01-01 00:00:00.000000526,-756.766
1970-01-01 00:00:00.000000527,-774.456
1970-01-01 00:00:00.000000528,-607.316
1970-01-01 00:00:00.000000529,424.072
1970-01-01 00:00:00.000000530,1072.868
1970-01-01 00:00:00.000000531,902.556
1970-01-01 00:00:00.000000532,-864.858
1970-01-01 00:00:00.000000533,-695.156
1970-01-01 00:00:00.000000534,-0.61
1970-01-01 00:00:00.000000535,31.964
1970-01-01 00:00:00.000000536,61.244
1970-01-01 00:00:00.000000537,454.206
1970-01-01 00:00:00.000000538,488.976
