time_captured,PFE_Low
2011-01-20,18.02
2011-01-21,18.17
2011-01-24,18.31
2011-01-25,18.41
2011-01-26,18.36
2011-01-27,18.27
2011-01-28,18.14
2011-01-31,18.16
2011-02-01,18.46
2011-02-02,18.82
2011-02-03,18.66
2011-02-04,18.94
2011-02-07,18.99
2011-02-08,19.0
2011-02-09,18.85
2011-02-10,18.89
2011-02-11,18.62
2011-02-14,18.72
2011-02-15,18.81
2011-02-16,19.0
2011-02-17,19.02
2011-02-18,19.08
2011-02-22,18.72
2011-02-23,18.67
2011-02-24,18.67
2011-02-25,18.72
2011-02-28,18.9
2011-03-01,19.13
2011-03-02,18.97
2011-03-03,19.31
2011-03-04,19.53
2011-03-07,19.35
2011-03-08,19.48
2011-03-09,19.5
2011-03-10,19.34
2011-03-11,19.3
2011-03-14,19.45
2011-03-15,19.27
2011-03-16,19.15
2011-03-17,19.48
2011-03-18,19.97
2011-03-21,19.93
2011-03-22,19.82
2011-03-23,19.74
2011-03-24,19.81
2011-03-25,20.3
2011-03-28,20.2
2011-03-29,20.11
2011-03-30,20.31
2011-03-31,20.22
2011-04-01,20.25
2011-04-04,20.44
2011-04-05,20.38
2011-04-06,20.27
2011-04-07,20.15
2011-04-08,20.31
2011-04-11,20.48
2011-04-12,20.43
2011-04-13,20.33
2011-04-14,20.4
2011-04-15,20.34
2011-04-18,20.21
2011-04-19,20.24
2011-04-20,20.21
2011-04-21,19.1
2011-04-25,19.9
2011-04-26,20.0
2011-04-27,20.21
2011-04-28,20.63
2011-04-29,20.76
2011-05-02,20.96
2011-05-03,20.07
2011-05-04,20.34
2011-05-05,20.28
2011-05-06,20.4
2011-05-09,20.45
2011-05-10,20.66
2011-05-11,20.52
2011-05-12,20.58
2011-05-13,20.78
2011-05-16,20.78
2011-05-17,20.98
2011-05-18,21.02
2011-05-19,20.92
2011-05-20,20.68
2011-05-23,20.4
2011-05-24,20.45
2011-05-25,20.35
2011-05-26,20.58
2011-05-27,20.78
2011-05-31,20.99
2011-06-01,20.98
2011-06-02,20.86
2011-06-03,20.66
2011-06-06,20.7
2011-06-07,20.74
2011-06-08,20.57
2011-06-09,20.62
2011-06-10,20.04
2011-06-13,20.08
2011-06-14,20.53
2011-06-15,20.03
2011-06-16,20.1
2011-06-17,20.05
2011-06-20,20.09
2011-06-21,20.23
2011-06-22,20.22
2011-06-23,20.48
2011-06-24,20.08
2011-06-27,20.05
2011-06-28,20.12
2011-06-29,20.46
2011-06-30,20.55
2011-07-01,20.48
2011-07-05,20.65
2011-07-06,20.74
2011-07-07,20.17
2011-07-08,20.11
2011-07-11,19.93
2011-07-12,19.97
2011-07-13,19.9
2011-07-14,19.8
2011-07-15,19.66
2011-07-18,19.5
2011-07-19,19.62
2011-07-20,19.77
2011-07-21,19.98
2011-07-22,19.97
2011-07-25,19.81
2011-07-26,19.57
2011-07-27,19.26
2011-07-28,19.25
2011-07-29,19.05
2011-08-01,18.75
2011-08-02,18.14
2011-08-03,17.75
2011-08-04,17.34
2011-08-05,17.03
2011-08-08,16.66
2011-08-09,16.63
2011-08-10,17.0
2011-08-11,17.05
2011-08-12,17.76
2011-08-15,18.0
2011-08-16,18.07
2011-08-17,18.35
2011-08-18,17.54
2011-08-19,17.5
2011-08-22,17.62
2011-08-23,17.67
2011-08-24,18.12
2011-08-25,17.86
2011-08-26,17.51
2011-08-29,18.61
2011-08-30,18.54
2011-08-31,18.77
2011-09-01,18.86
2011-09-02,18.43
2011-09-06,18.1
2011-09-07,18.81
2011-09-08,18.74
2011-09-09,18.13
2011-09-12,17.86
2011-09-13,18.12
2011-09-14,18.01
2011-09-15,18.25
2011-09-16,18.15
2011-09-19,17.82
2011-09-20,17.97
2011-09-21,17.81
2011-09-22,17.3
2011-09-23,17.35
2011-09-26,17.31
2011-09-27,17.66
2011-09-28,17.54
2011-09-29,17.68
2011-09-30,17.66
2011-10-03,17.3
2011-10-04,17.05
2011-10-05,17.39
2011-10-06,17.88
2011-10-07,18.29
2011-10-10,18.72
2011-10-11,16.82
2011-10-12,18.8
2011-10-13,18.58
2011-10-14,18.85
2011-10-17,18.64
2011-10-18,18.55
2011-10-19,18.71
2011-10-20,18.52
2011-10-21,18.9
2011-10-24,18.94
2011-10-25,18.82
2011-10-26,18.89
2011-10-27,19.52
2011-10-28,19.58
2011-10-31,19.26
2011-11-01,18.97
2011-11-02,19.4
2011-11-03,19.58
2011-11-04,19.53
2011-11-07,19.55
2011-11-08,19.77
2011-11-09,19.27
2011-11-10,19.47
2011-11-11,19.91
2011-11-14,19.58
2011-11-15,19.72
2011-11-16,19.53
2011-11-17,19.26
2011-11-18,19.41
2011-11-21,18.93
2011-11-22,18.81
2011-11-23,18.45
2011-11-25,18.15
2011-11-28,18.77
2011-11-29,19.06
2011-11-30,19.52
2011-12-01,19.89
2011-12-02,19.87
2011-12-05,19.73
2011-12-06,19.95
2011-12-07,20.1
2011-12-08,20.12
2011-12-09,20.24
2011-12-12,20.23
2011-12-13,20.51
2011-12-14,20.6
2011-12-15,20.91
2011-12-16,21.03
2011-12-19,21.04
2011-12-20,21.13
2011-12-21,21.39
2011-12-22,21.56
2011-12-23,21.59
2011-12-27,21.72
2011-12-28,21.45
2011-12-29,21.53
2011-12-30,21.48
2012-01-03,21.84
2012-01-04,21.75
2012-01-05,21.39
2012-01-06,21.56
2012-01-09,21.51
2012-01-10,21.8
2012-01-11,21.76
2012-01-12,21.88
2012-01-13,21.7
2012-01-17,21.89
2012-01-18,21.76
2012-01-19,21.59
2012-01-20,21.73
2012-01-23,21.63
2012-01-24,21.52
2012-01-25,21.47
2012-01-26,21.49
2012-01-27,21.45
2012-01-30,21.28
2012-01-31,21.22
2012-02-01,21.2
2012-02-02,20.8
2012-02-03,21.05
2012-02-06,20.87
2012-02-07,20.8
2012-02-08,20.85
2012-02-09,21.0
2012-02-10,20.9
2012-02-13,21.05
2012-02-14,21.17
2012-02-15,21.05
2012-02-16,21.06
2012-02-17,21.11
2012-02-21,21.12
2012-02-22,21.1
2012-02-23,21.02
2012-02-24,21.05
2012-02-27,20.75
2012-02-28,21.03
2012-02-29,21.06
2012-03-01,21.05
2012-03-02,21.32
2012-03-05,21.36
2012-03-06,21.19
2012-03-07,21.25
2012-03-08,21.42
2012-03-09,21.44
2012-03-12,21.42
2012-03-13,21.62
2012-03-14,21.88
2012-03-15,21.81
2012-03-16,21.88
2012-03-19,21.82
2012-03-20,21.76
2012-03-21,21.76
2012-03-22,21.7
2012-03-23,21.71
2012-03-26,21.95
2012-03-27,22.26
2012-03-28,22.21
2012-03-29,22.18
2012-03-30,22.42
2012-04-02,22.49
2012-04-03,22.35
2012-04-04,22.25
2012-04-05,22.22
2012-04-09,22.01
2012-04-10,21.95
2012-04-11,21.92
2012-04-12,21.86
2012-04-13,21.81
2012-04-16,21.77
2012-04-17,21.97
2012-04-18,22.16
2012-04-19,22.2
2012-04-20,22.28
2012-04-23,22.32
2012-04-24,22.35
2012-04-25,22.74
2012-04-26,22.82
2012-04-27,22.98
2012-04-30,22.8
2012-05-01,22.55
2012-05-02,22.58
2012-05-03,22.51
2012-05-04,22.28
2012-05-07,22.24
2012-05-08,22.27
2012-05-09,21.95
2012-05-10,22.62
2012-05-11,22.63
2012-05-14,22.42
2012-05-15,22.25
2012-05-16,22.3
2012-05-17,22.53
2012-05-18,22.34
2012-05-21,22.47
2012-05-22,22.22
2012-05-23,21.91
2012-05-24,21.92
2012-05-25,21.96
2012-05-29,22.13
2012-05-30,22.01
2012-05-31,21.85
2012-06-01,21.44
2012-06-04,21.45
2012-06-05,21.4
2012-06-06,21.55
2012-06-07,21.9
2012-06-08,21.8
2012-06-11,22.09
2012-06-12,21.93
2012-06-13,22.09
2012-06-14,22.15
2012-06-15,22.55
2012-06-18,22.52
2012-06-19,22.64
2012-06-20,22.53
2012-06-21,22.57
2012-06-22,22.61
2012-06-25,22.05
2012-06-26,22.41
2012-06-27,22.44
2012-06-28,22.26
2012-06-29,22.71
2012-07-02,22.85
2012-07-03,22.76
2012-07-05,22.57
2012-07-06,22.37
2012-07-09,22.45
2012-07-10,22.39
2012-07-11,22.0
2012-07-12,22.15
2012-07-13,22.7
2012-07-16,22.71
2012-07-17,23.1
2012-07-18,23.48
2012-07-19,23.46
2012-07-20,23.63
2012-07-23,23.38
2012-07-24,23.07
2012-07-25,23.1
2012-07-26,23.43
2012-07-27,23.51
2012-07-30,23.57
2012-07-31,23.9
2012-08-01,23.73
2012-08-02,23.63
2012-08-03,24.09
2012-08-06,24.2
2012-08-07,23.73
2012-08-08,23.7
2012-08-09,23.72
2012-08-10,23.75
2012-08-13,23.66
2012-08-14,23.83
2012-08-15,23.97
2012-08-16,23.83
2012-08-17,23.67
2012-08-20,23.71
2012-08-21,23.65
2012-08-22,23.59
2012-08-23,23.7
2012-08-24,23.72
2012-08-27,23.87
2012-08-28,23.82
2012-08-29,23.8
2012-08-30,23.81
2012-08-31,23.75
2012-09-04,23.74
2012-09-05,23.72
2012-09-06,24.09
2012-09-07,24.13
2012-09-10,24.1
2012-09-11,24.06
2012-09-12,24.07
2012-09-13,23.85
2012-09-14,23.63
2012-09-17,23.68
2012-09-18,23.91
2012-09-19,24.02
2012-09-20,24.04
2012-09-21,24.39
2012-09-24,24.45
2012-09-25,24.8
2012-09-26,24.79
2012-09-27,24.86
2012-09-28,24.76
2012-10-01,24.8
2012-10-02,24.97
2012-10-03,25.04
2012-10-04,25.31
2012-10-05,25.37
2012-10-08,25.21
2012-10-09,25.26
2012-10-10,25.01
2012-10-11,25.0
2012-10-12,25.03
2012-10-15,25.14
2012-10-16,25.65
2012-10-17,25.72
2012-10-18,25.68
2012-10-19,25.6
2012-10-22,25.37
2012-10-23,25.02
2012-10-24,25.21
2012-10-25,25.36
2012-10-26,25.38
2012-10-31,24.86
2012-11-01,24.39
2012-11-02,24.55
2012-11-05,24.42
2012-11-06,24.57
2012-11-07,23.99
2012-11-08,24.02
2012-11-09,24.02
2012-11-12,24.02
2012-11-13,23.85
2012-11-14,23.74
2012-11-15,23.55
2012-11-16,23.61
2012-11-19,23.87
2012-11-20,23.93
2012-11-21,24.2
2012-11-23,24.36
2012-11-26,24.31
2012-11-27,24.22
2012-11-28,24.15
2012-11-29,24.71
