time_captured,04_out_raw_accX
1970-01-01 00:00:00.000000533,-764.696
1970-01-01 00:00:00.000000534,-573.644
1970-01-01 00:00:00.000000535,-87.108
1970-01-01 00:00:00.000000536,622.932
1970-01-01 00:00:00.000000537,1306.864
1970-01-01 00:00:00.000000538,-195.078
1970-01-01 00:00:00.000000539,-729.072
1970-01-01 00:00:00.000000540,-729.072
1970-01-01 00:00:00.000000541,-380.152
1970-01-01 00:00:00.000000542,-402.112
1970-01-01 00:00:00.000000543,-414.19
1970-01-01 00:00:00.000000544,40.26
1970-01-01 00:00:00.000000545,813.13
1970-01-01 00:00:00.000000546,1225.368
1970-01-01 00:00:00.000000547,880.108
1970-01-01 00:00:00.000000548,-188.978
1970-01-01 00:00:00.000000549,-818.01
1970-01-01 00:00:00.000000550,-344.284
1970-01-01 00:00:00.000000551,-543.876
1970-01-01 00:00:00.000000552,-706.38
1970-01-01 00:00:00.000000553,43.676
1970-01-01 00:00:00.000000554,1014.674
1970-01-01 00:00:00.000000555,838.75
1970-01-01 00:00:00.000000556,565.47
1970-01-01 00:00:00.000000557,-603.9
1970-01-01 00:00:00.000000558,-527.528
1970-01-01 00:00:00.000000559,-248.392
1970-01-01 00:00:00.000000560,-361.242
1970-01-01 00:00:00.000000561,-399.794
1970-01-01 00:00:00.000000562,-202.642
1970-01-01 00:00:00.000000563,339.282
1970-01-01 00:00:00.000000564,877.424
1970-01-01 00:00:00.000000565,1205.238
1970-01-01 00:00:00.000000566,-605.486
1970-01-01 00:00:00.000000567,-601.338
1970-01-01 00:00:00.000000568,-601.338
1970-01-01 00:00:00.000000569,-361.852
1970-01-01 00:00:00.000000570,-744.688
1970-01-01 00:00:00.000000571,-294.386
1970-01-01 00:00:00.000000572,337.452
1970-01-01 00:00:00.000000573,1014.186
1970-01-01 00:00:00.000000574,1128.622
1970-01-01 00:00:00.000000575,137.86
1970-01-01 00:00:00.000000576,-785.558
1970-01-01 00:00:00.000000577,-526.674
1970-01-01 00:00:00.000000578,-245.098
1970-01-01 00:00:00.000000579,-387.838
1970-01-01 00:00:00.000000580,-399.794
1970-01-01 00:00:00.000000581,475.678
1970-01-01 00:00:00.000000582,952.332
1970-01-01 00:00:00.000000583,1220.976
1970-01-01 00:00:00.000000584,235.338
1970-01-01 00:00:00.000000585,-920.002
1970-01-01 00:00:00.000000586,-779.946
1970-01-01 00:00:00.000000587,-477.264
1970-01-01 00:00:00.000000588,-609.512
1970-01-01 00:00:00.000000589,-543.754
1970-01-01 00:00:00.000000590,-156.648
1970-01-01 00:00:00.000000591,666.974
1970-01-01 00:00:00.000000592,1101.904
1970-01-01 00:00:00.000000593,2.684
1970-01-01 00:00:00.000000594,-787.876
1970-01-01 00:00:00.000000595,-432.002
1970-01-01 00:00:00.000000596,-369.538
1970-01-01 00:00:00.000000597,-348.188
1970-01-01 00:00:00.000000598,-127.734
1970-01-01 00:00:00.000000599,88.694
