time_captured,UTX_High
2016-02-04,88.71
2016-02-05,88.51
2016-02-08,87.4
2016-02-09,87.77
2016-02-10,88.45
2016-02-11,86.55
2016-02-12,86.13
2016-02-16,87.5
2016-02-17,88.49
2016-02-18,89.04
2016-02-19,88.99
2016-02-22,94.91
2016-02-23,92.43
2016-02-24,94.15
2016-02-25,98.73
2016-02-26,100.55
2016-02-29,98.87
2016-03-01,95.05
2016-03-02,96.0
2016-03-03,96.15
2016-03-04,97.3
2016-03-07,97.46
2016-03-08,97.49
2016-03-09,97.48
2016-03-10,97.12
2016-03-11,97.65
2016-03-14,97.37
2016-03-15,96.7
2016-03-16,98.0
2016-03-17,99.27
2016-03-18,100.29
2016-03-21,99.6
2016-03-22,99.27
2016-03-23,99.46
2016-03-24,99.08
2016-03-28,99.29
2016-03-29,100.32
2016-03-30,101.0
2016-03-31,100.42
2016-04-01,100.46
2016-04-04,101.18
2016-04-05,100.35
2016-04-06,100.54
2016-04-07,101.41
2016-04-08,102.35
2016-04-11,102.93
2016-04-12,103.48
2016-04-13,104.75
2016-04-14,105.43
2016-04-15,105.16
2016-04-18,105.34
2016-04-19,106.28
2016-04-20,106.11
2016-04-21,105.96
2016-04-22,106.31
2016-04-25,105.2
2016-04-26,105.76
2016-04-27,107.07
2016-04-28,105.59
2016-04-29,104.94
2016-05-02,104.9
2016-05-03,103.86
2016-05-04,101.78
2016-05-05,101.23
2016-05-06,101.29
2016-05-09,101.37
2016-05-10,102.42
2016-05-11,102.68
2016-05-12,102.28
2016-05-13,101.72
2016-05-16,102.08
2016-05-17,101.94
2016-05-18,100.5
2016-05-19,98.94
2016-05-20,99.89
2016-05-23,99.07
2016-05-24,100.36
2016-05-25,100.94
2016-05-26,101.0
2016-05-27,100.77
2016-05-31,101.2
2016-06-01,100.5
2016-06-02,100.81
2016-06-03,100.78
2016-06-06,101.57
2016-06-07,102.4
2016-06-08,102.12
2016-06-09,102.35
2016-06-10,102.39
2016-06-13,102.4
2016-06-14,101.91
2016-06-15,101.74
2016-06-16,101.54
2016-06-17,101.69
2016-06-20,102.86
2016-06-21,102.1
2016-06-22,101.97
2016-06-23,102.5
2016-06-24,100.41
2016-06-27,98.21
2016-06-28,99.12
2016-06-29,100.7
2016-06-30,102.57
2016-07-01,104.19
2016-07-05,102.34
2016-07-06,101.49
2016-07-07,102.14
2016-07-08,103.74
2016-07-11,104.49
2016-07-12,105.06
2016-07-13,105.21
2016-07-14,105.99
2016-07-15,105.65
2016-07-18,105.93
2016-07-19,105.94
2016-07-20,106.28
2016-07-21,106.74
2016-07-22,105.2
2016-07-25,105.2
2016-07-26,107.96
2016-07-27,108.49
2016-07-28,107.98
2016-07-29,108.08
2016-08-01,107.65
2016-08-02,106.73
2016-08-03,106.52
2016-08-04,107.07
2016-08-05,107.74
2016-08-08,108.34
2016-08-09,108.4
2016-08-10,108.5
2016-08-11,109.29
2016-08-12,109.18
2016-08-15,109.83
2016-08-16,109.62
2016-08-17,109.01
2016-08-18,109.42
2016-08-19,109.42
2016-08-22,108.99
2016-08-23,109.35
2016-08-24,108.32
2016-08-25,108.14
2016-08-26,108.29
2016-08-29,108.15
2016-08-30,108.12
2016-08-31,107.19
2016-09-01,106.96
2016-09-02,107.72
2016-09-06,107.49
2016-09-07,106.29
2016-09-08,106.16
2016-09-09,105.1
2016-09-12,104.35
2016-09-13,103.35
2016-09-14,102.86
2016-09-15,102.91
2016-09-16,102.57
2016-09-19,101.18
2016-09-20,101.5
2016-09-21,102.08
2016-09-22,103.48
2016-09-23,103.0
2016-09-26,102.96
2016-09-27,102.73
2016-09-28,102.87
2016-09-29,102.78
2016-09-30,102.03
2016-10-03,102.67
2016-10-04,102.81
2016-10-05,102.33
2016-10-06,102.22
2016-10-07,101.01
2016-10-10,101.03
2016-10-11,99.87
2016-10-12,99.25
2016-10-13,100.08
2016-10-14,100.79
2016-10-17,100.44
2016-10-18,100.58
2016-10-19,100.43
2016-10-20,100.18
2016-10-21,98.78
2016-10-24,99.86
2016-10-25,102.1
2016-10-26,101.82
2016-10-27,101.62
2016-10-28,102.14
2016-10-31,102.6
2016-11-01,102.92
2016-11-02,102.56
2016-11-03,101.91
2016-11-04,101.77
2016-11-07,103.34
2016-11-08,103.92
2016-11-09,105.29
2016-11-10,108.46
2016-11-11,108.92
2016-11-14,109.42
2016-11-15,108.02
2016-11-16,107.38
2016-11-17,107.44
2016-11-18,106.96
2016-11-21,107.06
2016-11-22,107.33
2016-11-23,108.28
2016-11-25,109.2
2016-11-28,108.98
2016-11-29,109.44
2016-11-30,110.0
2016-12-01,108.17
2016-12-02,108.57
2016-12-05,108.8
2016-12-06,107.7
2016-12-07,109.84
2016-12-08,109.68
2016-12-09,109.99
2016-12-12,110.5
2016-12-13,111.69
2016-12-14,110.44
2016-12-15,109.43
2016-12-16,109.26
2016-12-19,111.07
2016-12-20,111.0
2016-12-21,111.13
2016-12-22,110.76
2016-12-23,110.83
2016-12-27,111.13
2016-12-28,111.09
2016-12-29,110.82
2016-12-30,110.79
2017-01-03,110.96
2017-01-04,111.7
2017-01-05,111.94
2017-01-06,112.83
2017-01-09,112.7
2017-01-10,111.83
2017-01-11,111.62
2017-01-12,111.14
2017-01-13,111.26
2017-01-17,110.27
2017-01-18,110.89
2017-01-19,111.6
2017-01-20,111.1
2017-01-23,111.3
2017-01-24,111.69
2017-01-25,112.51
2017-01-26,111.49
2017-01-27,110.9
2017-01-30,109.6
2017-01-31,109.81
2017-02-01,109.9
2017-02-02,108.68
2017-02-03,109.78
2017-02-06,111.25
2017-02-07,111.73
2017-02-08,111.09
2017-02-09,110.72
2017-02-10,111.26
2017-02-13,112.1
2017-02-14,112.32
2017-02-15,112.08
2017-02-16,112.33
2017-02-17,112.33
2017-02-21,112.8
2017-02-22,112.71
2017-02-23,112.88
2017-02-24,112.69
2017-02-27,112.97
2017-02-28,113.19
2017-03-01,114.44
2017-03-02,114.04
2017-03-03,113.43
2017-03-06,112.3
2017-03-07,112.41
2017-03-08,112.66
2017-03-09,112.34
2017-03-10,112.58
2017-03-13,112.73
2017-03-14,112.17
2017-03-15,113.3
2017-03-16,113.22
2017-03-17,113.95
2017-03-20,114.08
2017-03-21,114.15
2017-03-22,112.42
2017-03-23,112.45
2017-03-24,112.28
2017-03-27,111.93
2017-03-28,113.15
2017-03-29,112.55
2017-03-30,112.66
2017-03-31,112.63
2017-04-03,112.48
2017-04-04,113.25
2017-04-05,114.38
2017-04-06,112.93
2017-04-07,113.2
2017-04-10,113.75
2017-04-11,113.17
2017-04-12,112.82
2017-04-13,112.7
2017-04-17,113.28
2017-04-18,113.68
2017-04-19,114.26
2017-04-20,114.31
2017-04-21,115.28
2017-04-24,116.59
2017-04-25,117.31
2017-04-26,119.25
2017-04-27,119.23
2017-04-28,119.61
2017-05-01,119.7
2017-05-02,119.51
2017-05-03,120.46
2017-05-04,121.0
2017-05-05,121.45
2017-05-08,121.55
2017-05-09,121.95
2017-05-10,121.33
2017-05-11,121.38
2017-05-12,121.19
2017-05-15,121.29
2017-05-16,121.48
2017-05-17,120.3
2017-05-18,119.98
2017-05-19,121.35
2017-05-22,122.05
2017-05-23,122.48
2017-05-24,122.84
2017-05-25,122.6
2017-05-26,122.44
2017-05-30,121.93
2017-05-31,121.58
2017-06-01,122.15
2017-06-02,122.85
2017-06-05,122.35
2017-06-06,120.83
2017-06-07,120.68
2017-06-08,120.51
2017-06-09,120.82
2017-06-12,120.55
2017-06-13,120.16
2017-06-14,120.41
2017-06-15,120.92
2017-06-16,121.72
2017-06-19,122.26
2017-06-20,122.52
2017-06-21,122.2
2017-06-22,122.96
2017-06-23,122.44
2017-06-26,123.09
2017-06-27,122.14
2017-06-28,122.6
2017-06-29,122.46
2017-06-30,122.64
2017-07-03,123.15
2017-07-05,123.01
2017-07-06,123.0
2017-07-07,122.9
2017-07-10,123.74
2017-07-11,123.68
2017-07-12,124.79
2017-07-13,123.73
2017-07-14,123.64
2017-07-17,123.73
2017-07-18,122.95
2017-07-19,123.23
2017-07-20,123.29
2017-07-21,123.5
2017-07-24,123.75
2017-07-25,122.0
2017-07-26,120.57
2017-07-27,119.42
2017-07-28,119.45
2017-07-31,119.34
2017-08-01,119.25
2017-08-02,120.39
2017-08-03,121.11
2017-08-04,121.66
2017-08-07,119.75
2017-08-08,118.99
2017-08-09,118.76
2017-08-10,117.28
2017-08-11,117.76
2017-08-14,117.55
2017-08-15,117.12
2017-08-16,118.1
2017-08-17,117.78
2017-08-18,116.27
2017-08-21,115.7
2017-08-22,115.83
2017-08-23,118.87
2017-08-24,117.21
2017-08-25,116.09
2017-08-28,115.78
2017-08-29,118.74
2017-08-30,119.86
2017-08-31,120.19
2017-09-01,120.16
2017-09-05,115.9
2017-09-06,111.09
2017-09-07,110.07
2017-09-08,110.34
2017-09-11,110.73
2017-09-12,110.31
2017-09-13,110.47
2017-09-14,113.28
2017-09-15,113.92
2017-09-18,113.64
2017-09-19,113.65
2017-09-20,114.23
2017-09-21,114.83
2017-09-22,115.12
2017-09-25,115.0
2017-09-26,115.01
2017-09-27,117.46
2017-09-28,117.04
2017-09-29,116.13
2017-10-02,117.65
2017-10-03,118.0
2017-10-04,118.22
2017-10-05,118.33
2017-10-06,118.28
2017-10-09,118.88
2017-10-10,118.82
2017-10-11,118.6
2017-10-12,118.93
2017-10-13,119.95
2017-10-16,119.5
2017-10-17,119.37
2017-10-18,119.5
2017-10-19,119.53
2017-10-20,120.93
2017-10-23,121.18
2017-10-24,123.28
2017-10-25,120.29
2017-10-26,120.07
2017-10-27,119.95
2017-10-30,120.53
2017-10-31,120.24
2017-11-01,121.0
2017-11-02,121.51
2017-11-03,121.75
2017-11-06,121.46
2017-11-07,121.46
2017-11-08,120.99
2017-11-09,120.35
2017-11-10,118.48
2017-11-13,118.0
2017-11-14,119.02
2017-11-15,118.38
2017-11-16,118.21
2017-11-17,117.63
2017-11-20,117.18
2017-11-21,117.63
2017-11-22,117.19
2017-11-24,117.16
2017-11-27,117.22
2017-11-28,118.02
2017-11-29,118.46
2017-11-30,121.75
2017-12-01,121.95
2017-12-04,121.93
2017-12-05,122.53
2017-12-06,121.4
2017-12-07,122.83
2017-12-08,123.09
2017-12-11,123.52
2017-12-12,124.16
2017-12-13,124.7
2017-12-14,124.87
2017-12-15,126.44
2017-12-18,127.54
2017-12-19,127.21
2017-12-20,127.89
2017-12-21,127.56
2017-12-22,127.6
2017-12-26,127.94
2017-12-27,127.61
2017-12-28,128.17
2017-12-29,128.49
