time_captured,07_c75_raw_accZ
1970-01-01 00:00:00.000000591,909.876
1970-01-01 00:00:00.000000592,397.964
1970-01-01 00:00:00.000000593,973.072
1970-01-01 00:00:00.000000594,723.826
1970-01-01 00:00:00.000000595,1130.818
1970-01-01 00:00:00.000000596,1963.468
1970-01-01 00:00:00.000000597,1134.6
1970-01-01 00:00:00.000000598,671.122
1970-01-01 00:00:00.000000599,772.016
1970-01-01 00:00:00.000000600,819.718
1970-01-01 00:00:00.000000601,775.798
1970-01-01 00:00:00.000000602,502.274
1970-01-01 00:00:00.000000603,473.97
1970-01-01 00:00:00.000000604,1303.692
1970-01-01 00:00:00.000000605,716.994
1970-01-01 00:00:00.000000606,1841.834
1970-01-01 00:00:00.000000607,1398.974
1970-01-01 00:00:00.000000608,903.532
1970-01-01 00:00:00.000000609,767.502
1970-01-01 00:00:00.000000610,808.494
1970-01-01 00:00:00.000000611,484.34
1970-01-01 00:00:00.000000612,1171.078
1970-01-01 00:00:00.000000613,1409.344
1970-01-01 00:00:00.000000614,1564.406
1970-01-01 00:00:00.000000615,740.174
1970-01-01 00:00:00.000000616,1250.5
1970-01-01 00:00:00.000000617,884.744
1970-01-01 00:00:00.000000618,377.102
1970-01-01 00:00:00.000000619,583.404
1970-01-01 00:00:00.000000620,442.86
1970-01-01 00:00:00.000000621,969.534
1970-01-01 00:00:00.000000622,730.292
1970-01-01 00:00:00.000000623,1542.69
1970-01-01 00:00:00.000000624,1304.058
1970-01-01 00:00:00.000000625,1119.838
1970-01-01 00:00:00.000000626,686.006
1970-01-01 00:00:00.000000627,486.78
1970-01-01 00:00:00.000000628,844.728
1970-01-01 00:00:00.000000629,495.32
1970-01-01 00:00:00.000000630,1031.998
1970-01-01 00:00:00.000000631,1025.288
1970-01-01 00:00:00.000000632,1284.294
1970-01-01 00:00:00.000000633,1014.064
1970-01-01 00:00:00.000000634,765.184
1970-01-01 00:00:00.000000635,683.688
1970-01-01 00:00:00.000000636,662.46
1970-01-01 00:00:00.000000637,562.908
1970-01-01 00:00:00.000000638,703.696
1970-01-01 00:00:00.000000639,1306.498
1970-01-01 00:00:00.000000640,384.544
1970-01-01 00:00:00.000000641,1693.482
1970-01-01 00:00:00.000000642,1130.696
1970-01-01 00:00:00.000000643,1288.808
1970-01-01 00:00:00.000000644,612.318
1970-01-01 00:00:00.000000645,540.216
1970-01-01 00:00:00.000000646,902.556
1970-01-01 00:00:00.000000647,994.788
1970-01-01 00:00:00.000000648,1651.026
