time_captured,01_off_hrm_accY
1970-01-01 00:00:00.000000494,-12.5430127442561
1970-01-01 00:00:00.000000495,-14.884
1970-01-01 00:00:00.000000496,-13.7142085510398
1970-01-01 00:00:00.000000497,-14.1082785573019
1970-01-01 00:00:00.000000498,-14.4392147823103
1970-01-01 00:00:00.000000499,-14.8968759501188
1970-01-01 00:00:00.000000500,-14.8199779343243
1970-01-01 00:00:00.000000501,-14.2457169264417
1970-01-01 00:00:00.000000502,-14.343612822618
1970-01-01 00:00:00.000000503,-15.4945975965525
1970-01-01 00:00:00.000000504,-15.494
1970-01-01 00:00:00.000000505,-14.7593667194557
1970-01-01 00:00:00.000000506,-15.2184930197665
1970-01-01 00:00:00.000000507,-15.372
1970-01-01 00:00:00.000000508,-15.014702829021
1970-01-01 00:00:00.000000509,-15.5839779755559
1970-01-01 00:00:00.000000510,-13.542
1970-01-01 00:00:00.000000511,-15.6723050095795
1970-01-01 00:00:00.000000512,-15.1169934676943
1970-01-01 00:00:00.000000513,-13.3291688875516
1970-01-01 00:00:00.000000514,-15.5285604353318
1970-01-01 00:00:00.000000515,-12.4665598587291
1970-01-01 00:00:00.000000516,-15.4985095465819
1970-01-01 00:00:00.000000517,-14.0641712914805
1970-01-01 00:00:00.000000518,-14.4295328472984
1970-01-01 00:00:00.000000519,-15.006
1970-01-01 00:00:00.000000520,-14.217976972232
1970-01-01 00:00:00.000000521,-12.6933373032363
1970-01-01 00:00:00.000000522,-15.982
1970-01-01 00:00:00.000000523,-15.3514578920721
1970-01-01 00:00:00.000000524,-14.6109795853974
1970-01-01 00:00:00.000000525,-15.25
1970-01-01 00:00:00.000000526,-13.4180313417771
1970-01-01 00:00:00.000000527,-15.7905416122592
1970-01-01 00:00:00.000000528,-14.3901716993137
1970-01-01 00:00:00.000000529,-14.5368036066579
1970-01-01 00:00:00.000000530,-15.4619432782687
1970-01-01 00:00:00.000000531,-16.1861843794101
1970-01-01 00:00:00.000000532,-13.875435215187
1970-01-01 00:00:00.000000533,-14.897222668678
1970-01-01 00:00:00.000000534,-13.664
1970-01-01 00:00:00.000000535,-15.5621683801175
1970-01-01 00:00:00.000000536,-14.3839003187117
1970-01-01 00:00:00.000000537,-15.372
1970-01-01 00:00:00.000000538,-16.3030051253229
1970-01-01 00:00:00.000000539,-16.7082531879826
1970-01-01 00:00:00.000000540,-14.884
1970-01-01 00:00:00.000000541,-13.9934347354726
1970-01-01 00:00:00.000000542,-14.3568222306533
1970-01-01 00:00:00.000000543,-14.0399651834159
1970-01-01 00:00:00.000000544,-15.3077879117198
1970-01-01 00:00:00.000000545,-16.0576894093729
1970-01-01 00:00:00.000000546,-13.7596194453998
1970-01-01 00:00:00.000000547,-15.0653671795895
1970-01-01 00:00:00.000000548,-13.7069665529913
1970-01-01 00:00:00.000000549,-14.64
