time_captured,KO_Open
2006-09-05,22.5
2006-09-06,22.3
2006-09-07,22.32
2006-09-08,22.22
2006-09-11,22.15
2006-09-12,22.24
2006-09-13,22.39
2006-09-14,22.21
2006-09-15,22.35
2006-09-18,22.26
2006-09-19,22.27
2006-09-20,22.22
2006-09-21,22.22
2006-09-22,22.05
2006-09-25,22.08
2006-09-26,22.24
2006-09-27,22.28
2006-09-28,22.4
2006-09-29,22.4
2006-10-02,22.45
2006-10-03,22.25
2006-10-04,21.9
2006-10-05,22.36
2006-10-06,22.41
2006-10-09,22.28
2006-10-10,22.24
2006-10-11,22.0
2006-10-12,22.1
2006-10-13,22.06
2006-10-16,22.08
2006-10-17,22.05
2006-10-18,21.96
2006-10-19,22.35
2006-10-20,22.6
2006-10-23,23.38
2006-10-24,23.52
2006-10-25,23.58
2006-10-26,23.58
2006-10-27,23.48
2006-10-30,23.48
2006-10-31,23.41
2006-11-01,23.37
2006-11-02,23.26
2006-11-03,23.4
2006-11-06,23.35
2006-11-07,23.34
2006-11-08,23.33
2006-11-09,23.35
2006-11-10,23.32
2006-11-13,23.2
2006-11-14,23.16
2006-11-15,23.24
2006-11-16,23.4
2006-11-17,23.56
2006-11-20,23.56
2006-11-21,23.44
2006-11-22,23.5
2006-11-24,23.45
2006-11-27,23.43
2006-11-28,23.18
2006-11-29,23.3
2006-11-30,23.22
2006-12-01,23.32
2006-12-04,23.36
2006-12-05,23.5
2006-12-06,24.02
2006-12-07,24.29
2006-12-08,24.39
2006-12-11,24.42
2006-12-12,24.38
2006-12-13,24.57
2006-12-14,24.44
2006-12-15,24.5
2006-12-18,24.42
2006-12-19,24.34
2006-12-20,24.36
2006-12-21,24.38
2006-12-22,24.36
2006-12-26,24.2
2006-12-27,24.34
2006-12-28,24.32
2006-12-29,24.22
2007-01-03,24.18
2007-01-04,24.21
2007-01-05,24.25
2007-01-08,24.0
2007-01-09,24.27
2007-01-10,24.24
2007-01-11,24.38
2007-01-12,24.3
2007-01-16,24.24
2007-01-17,24.26
2007-01-18,24.21
2007-01-19,24.2
2007-01-22,24.06
2007-01-23,24.08
2007-01-24,24.1
2007-01-25,24.04
2007-01-26,24.0
2007-01-29,23.88
2007-01-30,23.92
2007-01-31,23.9
2007-02-01,24.0
2007-02-02,24.05
2007-02-05,24.06
2007-02-06,24.0
2007-02-07,24.02
2007-02-08,23.98
2007-02-09,23.86
2007-02-12,23.92
2007-02-13,24.05
2007-02-14,24.3
2007-02-15,23.94
2007-02-16,24.0
2007-02-20,23.76
2007-02-21,23.78
2007-02-22,23.84
2007-02-23,23.84
2007-02-26,23.85
2007-02-27,23.74
2007-02-28,23.38
2007-03-01,23.21
2007-03-02,23.22
2007-03-05,22.95
2007-03-06,23.14
2007-03-07,23.46
2007-03-08,23.45
2007-03-09,23.62
2007-03-12,23.78
2007-03-13,23.68
2007-03-14,23.98
2007-03-15,23.48
2007-03-16,23.62
2007-03-19,23.67
2007-03-20,23.71
2007-03-21,23.81
2007-03-22,23.96
2007-03-23,24.06
2007-03-26,23.98
2007-03-27,24.0
2007-03-28,23.9
2007-03-29,23.8
2007-03-30,24.13
2007-04-02,24.1
2007-04-03,24.26
2007-04-04,24.5
2007-04-05,24.73
2007-04-09,24.8
2007-04-10,24.89
2007-04-11,25.04
2007-04-12,24.82
2007-04-13,25.14
2007-04-16,25.0
2007-04-17,25.4
2007-04-18,25.8
2007-04-19,25.68
2007-04-20,26.02
2007-04-23,26.04
2007-04-24,25.99
2007-04-25,26.0
2007-04-26,26.0
2007-04-27,25.92
2007-04-30,25.96
2007-05-01,26.1
2007-05-02,26.3
2007-05-03,26.4
2007-05-04,26.5
2007-05-07,26.6
2007-05-08,26.68
2007-05-09,26.54
2007-05-10,26.48
2007-05-11,26.22
2007-05-14,26.27
2007-05-15,26.09
2007-05-16,26.25
2007-05-17,26.49
2007-05-18,26.18
2007-05-21,26.32
2007-05-22,25.98
2007-05-23,25.82
2007-05-24,25.64
2007-05-25,25.78
2007-05-29,26.02
2007-05-30,26.09
2007-05-31,26.48
2007-06-01,26.5
2007-06-04,26.38
2007-06-05,26.24
2007-06-06,26.16
2007-06-07,26.0
2007-06-08,25.62
2007-06-11,25.84
2007-06-12,25.67
2007-06-13,25.58
2007-06-14,25.68
2007-06-15,25.8
2007-06-18,25.79
2007-06-19,25.79
2007-06-20,25.7
2007-06-21,25.7
2007-06-22,26.02
2007-06-25,25.84
2007-06-26,25.95
2007-06-27,25.88
2007-06-28,26.16
2007-06-29,26.42
2007-07-02,26.16
2007-07-03,26.4
2007-07-05,26.45
2007-07-06,26.28
2007-07-09,26.36
2007-07-10,26.47
2007-07-11,26.0
2007-07-12,26.08
2007-07-13,26.32
2007-07-16,26.7
2007-07-17,27.15
2007-07-18,26.66
2007-07-19,26.95
2007-07-20,26.87
2007-07-23,26.66
2007-07-24,26.48
2007-07-25,26.74
2007-07-26,26.58
2007-07-27,26.46
2007-07-30,26.53
2007-07-31,26.37
2007-08-01,26.06
2007-08-02,26.58
2007-08-03,26.91
2007-08-06,26.58
2007-08-07,26.98
2007-08-08,27.2
2007-08-09,27.4
2007-08-10,27.7
2007-08-13,27.5
2007-08-14,27.39
2007-08-15,27.08
2007-08-16,26.75
2007-08-17,27.46
2007-08-20,27.19
2007-08-21,27.2
2007-08-22,27.18
2007-08-23,26.94
2007-08-24,26.82
2007-08-27,26.99
2007-08-28,27.0
2007-08-29,26.74
2007-08-30,26.61
2007-08-31,26.88
2007-09-04,26.84
2007-09-05,27.06
2007-09-06,26.78
2007-09-07,27.3
2007-09-10,27.3
2007-09-11,27.36
2007-09-12,27.8
2007-09-13,27.98
2007-09-14,27.86
2007-09-17,28.0
2007-09-18,27.7
2007-09-19,28.25
2007-09-20,28.28
2007-09-21,28.19
2007-09-24,28.26
2007-09-25,28.34
2007-09-26,28.58
2007-09-27,28.66
2007-09-28,28.65
2007-10-01,28.8
2007-10-02,29.0
2007-10-03,28.88
2007-10-04,28.82
2007-10-05,28.98
2007-10-08,28.98
2007-10-09,28.8
2007-10-10,29.0
2007-10-11,29.0
2007-10-12,28.6
2007-10-15,29.04
2007-10-16,28.84
2007-10-17,29.18
2007-10-18,29.52
2007-10-19,29.76
2007-10-22,29.27
2007-10-23,29.66
2007-10-24,29.75
2007-10-25,30.12
2007-10-26,30.67
2007-10-29,30.75
2007-10-30,30.92
2007-10-31,31.0
2007-11-01,30.82
2007-11-02,30.57
2007-11-05,30.25
2007-11-06,30.2
2007-11-07,30.45
2007-11-08,30.36
2007-11-09,30.75
2007-11-12,30.32
2007-11-13,30.12
2007-11-14,30.65
2007-11-15,30.5
2007-11-16,31.12
2007-11-19,31.25
2007-11-20,31.26
2007-11-21,31.4
2007-11-23,31.27
2007-11-26,31.18
2007-11-27,30.98
2007-11-28,31.61
2007-11-29,31.46
2007-11-30,31.55
2007-12-03,31.05
2007-12-04,30.98
2007-12-05,31.42
2007-12-06,31.46
2007-12-07,31.53
2007-12-10,31.54
2007-12-11,31.62
2007-12-12,31.62
2007-12-13,31.79
2007-12-14,31.88
2007-12-17,32.0
2007-12-18,31.4
2007-12-19,31.1
2007-12-20,31.38
2007-12-21,31.25
2007-12-24,31.52
2007-12-26,31.72
2007-12-27,31.45
2007-12-28,31.16
2007-12-31,31.03
2008-01-02,30.72
2008-01-03,30.58
2008-01-04,30.84
2008-01-07,31.05
2008-01-08,31.8
2008-01-09,31.81
2008-01-10,32.5
2008-01-11,32.69
2008-01-14,31.88
2008-01-15,31.82
2008-01-16,31.64
2008-01-17,31.62
2008-01-18,31.17
2008-01-22,29.36
2008-01-23,28.76
2008-01-24,29.58
2008-01-25,30.17
2008-01-28,29.18
2008-01-29,29.83
2008-01-30,29.25
2008-01-31,28.65
2008-02-01,29.64
2008-02-04,29.71
2008-02-05,29.24
2008-02-06,28.95
2008-02-07,28.92
2008-02-08,29.54
2008-02-11,29.68
2008-02-12,29.9
2008-02-13,30.22
2008-02-14,29.76
2008-02-15,29.22
2008-02-19,29.5
2008-02-20,29.04
2008-02-21,29.16
2008-02-22,29.0
2008-02-25,29.1
2008-02-26,29.3
2008-02-27,29.64
2008-02-28,30.0
2008-02-29,29.55
2008-03-03,29.18
2008-03-04,29.3
2008-03-05,29.62
2008-03-06,29.76
2008-03-07,29.38
2008-03-10,29.42
2008-03-11,29.5
2008-03-12,29.58
2008-03-13,29.34
2008-03-14,29.46
2008-03-17,28.45
2008-03-18,29.1
2008-03-19,29.68
2008-03-20,30.08
2008-03-24,30.62
2008-03-25,30.59
2008-03-26,30.7
2008-03-27,30.68
2008-03-28,30.79
2008-03-31,30.4
2008-04-01,30.5
2008-04-02,30.68
2008-04-03,30.14
2008-04-04,30.26
2008-04-07,30.14
2008-04-08,30.14
2008-04-09,30.25
2008-04-10,30.44
2008-04-11,30.51
2008-04-14,30.2
2008-04-15,30.52
2008-04-16,30.88
2008-04-17,30.5
2008-04-18,30.38
2008-04-21,29.96
2008-04-22,30.11
2008-04-23,29.88
2008-04-24,30.14
2008-04-25,30.12
2008-04-28,29.66
2008-04-29,29.4
2008-04-30,29.36
2008-05-01,29.3
2008-05-02,29.54
2008-05-05,29.38
2008-05-06,29.12
2008-05-07,29.14
2008-05-08,28.68
2008-05-09,28.14
2008-05-12,28.09
2008-05-13,28.14
2008-05-14,28.32
2008-05-15,28.25
2008-05-16,28.53
2008-05-19,28.55
2008-05-20,28.75
2008-05-21,28.46
2008-05-22,28.34
2008-05-23,29.06
2008-05-27,29.28
2008-05-28,29.42
2008-05-29,28.76
2008-05-30,28.84
2008-06-02,28.52
2008-06-03,28.43
2008-06-04,28.12
2008-06-05,28.38
2008-06-06,28.5
2008-06-09,27.75
2008-06-10,28.06
2008-06-11,28.86
2008-06-12,28.66
2008-06-13,28.52
2008-06-16,27.71
2008-06-17,27.28
2008-06-18,26.89
2008-06-19,26.7
2008-06-20,26.54
2008-06-23,26.92
2008-06-24,26.5
2008-06-25,26.73
2008-06-26,26.96
2008-06-27,26.58
2008-06-30,25.93
2008-07-01,25.96
2008-07-02,25.5
2008-07-03,25.68
2008-07-07,25.84
2008-07-08,25.54
2008-07-09,25.82
2008-07-10,25.48
2008-07-11,24.83
2008-07-14,25.27
2008-07-15,25.32
2008-07-16,25.94
2008-07-17,25.6
2008-07-18,25.24
2008-07-21,25.05
2008-07-22,25.06
2008-07-23,25.76
2008-07-24,26.22
2008-07-25,26.12
2008-07-28,26.0
2008-07-29,25.6
2008-07-30,25.92
2008-07-31,25.75
2008-08-01,25.97
2008-08-04,26.56
2008-08-05,27.05
2008-08-06,27.44
2008-08-07,27.58
2008-08-08,27.0
2008-08-11,27.57
2008-08-12,27.6
2008-08-13,27.28
2008-08-14,27.52
2008-08-15,27.61
2008-08-18,27.54
2008-08-19,27.12
2008-08-20,27.28
2008-08-21,27.1
2008-08-22,26.81
2008-08-25,27.07
2008-08-26,26.78
2008-08-27,26.8
2008-08-28,26.62
2008-08-29,26.54
2008-09-02,26.11
2008-09-03,25.83
2008-09-04,25.87
2008-09-05,25.84
2008-09-08,26.36
2008-09-09,26.58
2008-09-10,27.04
2008-09-11,26.6
2008-09-12,26.92
2008-09-15,26.88
2008-09-16,27.02
2008-09-17,27.28
2008-09-18,26.61
2008-09-19,27.38
2008-09-22,26.26
2008-09-23,25.72
2008-09-24,25.5
2008-09-25,25.2
2008-09-26,25.47
2008-09-29,26.04
2008-09-30,25.9
2008-10-01,26.31
2008-10-02,26.52
2008-10-03,26.89
2008-10-06,25.67
2008-10-07,25.65
2008-10-08,24.32
2008-10-09,23.78
2008-10-10,21.02
2008-10-13,21.72
2008-10-14,23.55
2008-10-15,23.42
2008-10-16,22.4
2008-10-17,22.48
2008-10-20,22.54
2008-10-21,23.18
2008-10-22,22.8
2008-10-23,22.8
2008-10-24,20.5
2008-10-27,20.58
2008-10-28,20.78
2008-10-29,22.3
2008-10-30,22.47
2008-10-31,22.57
2008-11-03,22.26
2008-11-04,23.35
2008-11-05,22.86
2008-11-06,22.38
2008-11-07,22.42
2008-11-10,23.44
2008-11-11,22.68
2008-11-12,21.84
2008-11-13,21.92
2008-11-14,22.8
2008-11-17,22.31
2008-11-18,21.66
2008-11-19,21.82
2008-11-20,21.0
2008-11-21,20.82
2008-11-24,22.24
2008-11-25,22.92
2008-11-26,22.13
2008-11-28,22.6
2008-12-01,23.1
2008-12-02,22.51
2008-12-03,21.84
2008-12-04,22.78
2008-12-05,22.16
2008-12-08,23.24
2008-12-09,22.76
2008-12-10,22.24
2008-12-11,22.59
2008-12-12,21.88
2008-12-15,22.44
2008-12-16,22.64
2008-12-17,23.04
2008-12-18,23.04
2008-12-19,22.72
2008-12-22,22.36
2008-12-23,22.36
2008-12-24,22.02
2008-12-26,22.2
2008-12-29,22.43
2008-12-30,22.31
2008-12-31,22.58
2009-01-02,22.7
2009-01-05,22.78
2009-01-06,22.85
2009-01-07,22.11
2009-01-08,22.42
2009-01-09,22.62
2009-01-12,22.23
2009-01-13,21.9
2009-01-14,21.75
2009-01-15,21.28
2009-01-16,21.95
2009-01-20,21.89
2009-01-21,21.7
2009-01-22,21.32
2009-01-23,21.32
2009-01-26,21.15
2009-01-27,21.64
2009-01-28,22.0
2009-01-29,21.85
2009-01-30,21.72
2009-02-02,21.1
2009-02-03,21.25
2009-02-04,21.68
2009-02-05,21.11
2009-02-06,21.36
2009-02-09,21.66
2009-02-10,21.0
2009-02-11,20.48
2009-02-12,21.32
2009-02-13,22.1
2009-02-17,21.5
2009-02-18,21.39
2009-02-19,21.56
2009-02-20,21.48
2009-02-23,21.51
2009-02-24,21.36
2009-02-25,21.47
2009-02-26,21.38
2009-02-27,20.48
2009-03-02,20.22
2009-03-03,19.9
2009-03-04,19.62
2009-03-05,19.58
2009-03-06,19.08
2009-03-09,19.74
2009-03-10,19.82
2009-03-11,19.58
2009-03-12,19.79
2009-03-13,20.54
2009-03-16,20.73
2009-03-17,20.67
2009-03-18,20.65
2009-03-19,20.92
2009-03-20,21.16
2009-03-23,21.58
2009-03-24,21.8
2009-03-25,22.2
2009-03-26,22.48
2009-03-27,22.22
2009-03-30,22.25
2009-03-31,22.14
2009-04-01,21.88
2009-04-02,22.65
2009-04-03,22.68
2009-04-06,22.35
2009-04-07,22.42
2009-04-08,22.34
2009-04-09,22.86
2009-04-13,22.48
2009-04-14,22.3
2009-04-15,22.1
2009-04-16,22.68
2009-04-17,22.62
2009-04-20,22.42
2009-04-21,22.08
2009-04-22,21.6
2009-04-23,21.54
2009-04-24,21.48
2009-04-27,21.21
2009-04-28,21.06
2009-04-29,21.18
2009-04-30,21.56
2009-05-01,21.57
2009-05-04,21.3
2009-05-05,21.66
2009-05-06,21.75
2009-05-07,21.66
2009-05-08,21.48
2009-05-11,21.36
2009-05-12,21.48
2009-05-13,22.02
2009-05-14,21.96
2009-05-15,22.42
2009-05-18,22.57
2009-05-19,23.07
2009-05-20,23.4
2009-05-21,23.32
2009-05-22,23.34
2009-05-26,23.5
2009-05-27,23.56
2009-05-28,23.32
2009-05-29,23.5
2009-06-01,24.62
2009-06-02,24.5
2009-06-03,24.67
2009-06-04,24.57
2009-06-05,24.96
2009-06-08,24.62
2009-06-09,24.76
2009-06-10,24.65
2009-06-11,24.06
2009-06-12,24.34
2009-06-15,24.3
2009-06-16,24.1
2009-06-17,23.94
2009-06-18,24.0
2009-06-19,24.86
2009-06-22,24.26
2009-06-23,24.1
2009-06-24,24.06
2009-06-25,23.71
2009-06-26,23.86
2009-06-29,24.07
2009-06-30,24.1
2009-07-01,24.24
2009-07-02,24.38
2009-07-06,24.34
2009-07-07,24.36
2009-07-08,24.28
2009-07-09,24.36
2009-07-10,24.25
2009-07-13,24.19
2009-07-14,24.51
2009-07-15,24.74
2009-07-16,25.18
2009-07-17,25.16
2009-07-20,25.3
2009-07-21,25.42
2009-07-22,25.16
2009-07-23,24.56
2009-07-24,24.7
2009-07-27,24.68
2009-07-28,24.72
2009-07-29,24.71
2009-07-30,24.91
2009-07-31,24.82
2009-08-03,25.02
2009-08-04,24.78
2009-08-05,24.76
2009-08-06,24.7
2009-08-07,24.83
2009-08-10,24.63
2009-08-11,24.71
2009-08-12,24.48
2009-08-13,24.22
2009-08-14,24.02
2009-08-17,24.22
2009-08-18,24.38
2009-08-19,24.16
2009-08-20,24.7
2009-08-21,24.8
2009-08-24,24.9
2009-08-25,24.56
2009-08-26,24.41
2009-08-27,24.59
2009-08-28,24.81
2009-08-31,24.42
2009-09-01,24.36
2009-09-02,24.28
2009-09-03,24.82
2009-09-04,24.65
2009-09-08,24.97
2009-09-09,25.2
2009-09-10,25.26
2009-09-11,25.06
2009-09-14,25.54
2009-09-15,26.04
2009-09-16,26.22
2009-09-17,26.25
2009-09-18,26.84
2009-09-21,26.74
2009-09-22,26.66
2009-09-23,26.47
2009-09-24,26.29
2009-09-25,26.16
2009-09-28,26.52
2009-09-29,26.7
2009-09-30,26.66
2009-10-01,26.7
2009-10-02,26.53
2009-10-05,26.9
2009-10-06,26.9
2009-10-07,27.43
2009-10-08,27.5
2009-10-09,27.34
2009-10-12,27.42
2009-10-13,27.38
2009-10-14,27.46
2009-10-15,27.36
2009-10-16,27.46
2009-10-19,27.57
2009-10-20,26.8
2009-10-21,26.91
2009-10-22,26.79
2009-10-23,26.96
2009-10-26,26.54
2009-10-27,26.62
2009-10-28,26.62
2009-10-29,26.76
2009-10-30,27.03
2009-11-02,26.76
2009-11-03,26.82
2009-11-04,26.71
2009-11-05,26.76
2009-11-06,26.98
2009-11-09,27.3
2009-11-10,27.68
2009-11-11,28.03
2009-11-12,28.06
2009-11-13,28.03
2009-11-16,28.32
2009-11-17,28.32
2009-11-18,28.46
2009-11-19,28.12
2009-11-20,28.34
2009-11-23,28.86
2009-11-24,29.22
2009-11-25,29.18
2009-11-27,28.49
2009-11-30,28.64
2009-12-01,28.8
2009-12-02,28.92
2009-12-03,29.04
2009-12-04,28.8
2009-12-07,28.48
2009-12-08,28.76
2009-12-09,28.72
2009-12-10,28.99
2009-12-11,29.3
2009-12-14,29.56
2009-12-15,29.58
2009-12-16,29.48
2009-12-17,29.13
2009-12-18,28.63
2009-12-21,28.51
2009-12-22,28.58
2009-12-23,28.6
2009-12-24,28.74
2009-12-28,28.7
2009-12-29,28.72
2009-12-30,28.87
2009-12-31,28.79
2010-01-04,28.58
2010-01-05,28.42
2010-01-06,28.18
2010-01-07,28.16
2010-01-08,27.73
2010-01-11,27.58
2010-01-12,28.04
2010-01-13,28.43
2010-01-14,28.52
2010-01-15,28.48
2010-01-19,28.11
2010-01-20,28.08
2010-01-21,27.78
2010-01-22,27.18
2010-01-25,27.24
2010-01-26,27.04
2010-01-27,27.0
2010-01-28,27.36
2010-01-29,27.22
2010-02-01,27.26
2010-02-02,27.26
2010-02-03,27.46
2010-02-04,27.28
2010-02-05,26.62
2010-02-08,26.64
2010-02-09,26.84
2010-02-10,27.3
2010-02-11,26.8
2010-02-12,26.96
2010-02-16,27.26
2010-02-17,27.4
2010-02-18,27.58
2010-02-19,27.9
2010-02-22,27.9
2010-02-23,27.7
2010-02-24,27.5
2010-02-25,26.57
2010-02-26,26.54
2010-03-01,26.61
2010-03-02,26.69
2010-03-03,26.65
2010-03-04,27.35
2010-03-05,27.34
2010-03-08,27.36
2010-03-09,27.17
2010-03-10,27.13
2010-03-11,26.89
2010-03-12,26.84
2010-03-15,26.86
2010-03-16,26.9
2010-03-17,26.91
2010-03-18,26.95
2010-03-19,27.07
2010-03-22,27.24
2010-03-23,27.36
2010-03-24,27.61
2010-03-25,27.46
2010-03-26,27.4
2010-03-29,27.4
2010-03-30,27.45
2010-03-31,27.4
2010-04-01,27.68
2010-04-05,27.78
2010-04-06,27.42
2010-04-07,27.15
2010-04-08,26.89
2010-04-09,26.96
2010-04-12,27.32
2010-04-13,27.34
2010-04-14,27.52
2010-04-15,27.38
2010-04-16,27.12
2010-04-19,27.49
2010-04-20,27.61
2010-04-21,27.28
2010-04-22,27.07
2010-04-23,27.23
2010-04-26,27.0
2010-04-27,26.83
2010-04-28,26.5
2010-04-29,26.81
2010-04-30,26.81
2010-05-03,26.86
2010-05-04,26.7
2010-05-05,26.72
2010-05-06,26.84
2010-05-07,26.1
2010-05-10,26.92
2010-05-11,26.81
2010-05-12,26.9
2010-05-13,26.98
2010-05-14,26.68
2010-05-17,26.74
2010-05-18,26.85
2010-05-19,26.5
2010-05-20,26.25
2010-05-21,25.42
2010-05-24,25.6
2010-05-25,25.18
2010-05-26,25.42
2010-05-27,25.3
2010-05-28,25.59
2010-06-01,25.56
2010-06-02,25.77
2010-06-03,26.34
2010-06-04,26.07
2010-06-07,25.62
2010-06-08,25.4
2010-06-09,25.78
2010-06-10,25.93
2010-06-11,25.86
2010-06-14,25.97
2010-06-15,25.92
2010-06-16,25.92
2010-06-17,26.25
2010-06-18,26.2
2010-06-21,26.41
2010-06-22,26.23
2010-06-23,26.28
2010-06-24,26.06
2010-06-25,25.9
2010-06-28,25.36
2010-06-29,25.29
2010-06-30,25.19
2010-07-01,25.15
2010-07-02,25.11
2010-07-06,25.3
2010-07-07,25.27
2010-07-08,25.84
2010-07-09,26.18
2010-07-12,26.08
2010-07-13,26.37
2010-07-14,26.28
2010-07-15,26.36
2010-07-16,26.38
2010-07-19,26.27
2010-07-20,25.98
2010-07-21,26.75
2010-07-22,27.0
2010-07-23,27.1
2010-07-26,27.42
2010-07-27,27.46
2010-07-28,27.52
2010-07-29,27.54
2010-07-30,27.36
2010-08-02,27.91
2010-08-03,28.14
2010-08-04,28.26
2010-08-05,28.2
2010-08-06,28.05
2010-08-09,28.18
2010-08-10,28.32
2010-08-11,28.12
2010-08-12,27.76
2010-08-13,27.82
2010-08-16,27.76
2010-08-17,28.01
2010-08-18,28.06
2010-08-19,27.86
2010-08-20,27.46
2010-08-23,27.76
2010-08-24,27.58
2010-08-25,27.71
2010-08-26,27.72
2010-08-27,27.72
2010-08-30,28.1
2010-08-31,27.6
2010-09-01,28.19
2010-09-02,28.71
2010-09-03,28.68
2010-09-07,28.76
2010-09-08,28.86
2010-09-09,29.12
2010-09-10,29.14
2010-09-13,29.24
2010-09-14,28.92
2010-09-15,28.68
2010-09-16,28.7
2010-09-17,28.82
2010-09-20,28.81
2010-09-21,28.9
2010-09-22,29.08
2010-09-23,29.01
2010-09-24,29.16
2010-09-27,29.38
2010-09-28,29.3
2010-09-29,29.5
2010-09-30,29.43
2010-10-01,29.52
2010-10-04,29.46
2010-10-05,29.58
2010-10-06,29.82
2010-10-07,29.84
2010-10-08,29.74
2010-10-11,29.78
2010-10-12,29.67
2010-10-13,29.86
2010-10-14,29.97
2010-10-15,29.98
2010-10-18,29.9
2010-10-19,29.98
2010-10-20,30.18
2010-10-21,30.5
2010-10-22,30.74
2010-10-25,30.64
2010-10-26,30.4
2010-10-27,30.51
2010-10-28,30.64
2010-10-29,30.58
2010-11-01,30.68
2010-11-02,30.9
2010-11-03,30.92
2010-11-04,30.97
2010-11-05,31.21
2010-11-08,31.25
2010-11-09,31.24
2010-11-10,31.28
2010-11-11,31.24
2010-11-12,31.36
2010-11-15,31.44
2010-11-16,31.46
2010-11-17,31.07
2010-11-18,31.44
2010-11-19,31.8
2010-11-22,32.03
2010-11-23,31.96
2010-11-24,31.92
2010-11-26,32.06
2010-11-29,31.78
2010-11-30,31.48
2010-12-01,31.97
2010-12-02,32.32
2010-12-03,32.4
2010-12-06,32.18
2010-12-07,32.2
2010-12-08,32.04
2010-12-09,32.3
2010-12-10,32.44
2010-12-13,32.2
2010-12-14,32.42
2010-12-15,31.95
2010-12-16,32.42
2010-12-17,32.51
2010-12-20,32.73
2010-12-21,32.68
2010-12-22,32.7
2010-12-23,32.76
2010-12-27,32.78
2010-12-28,32.56
2010-12-29,32.7
2010-12-30,32.72
2010-12-31,32.68
2011-01-03,32.94
2011-01-04,32.51
2011-01-05,31.9
2011-01-06,31.81
2011-01-07,31.39
2011-01-10,31.35
2011-01-11,31.67
2011-01-12,31.6
2011-01-13,31.62
2011-01-14,31.68
2011-01-18,31.6
