time_captured,PG_Close
2007-05-14,61.72
2007-05-15,62.07
2007-05-16,63.32
2007-05-17,63.37
2007-05-18,63.48
2007-05-21,63.27
2007-05-22,63.0
2007-05-23,63.1
2007-05-24,62.87
2007-05-25,62.96
2007-05-29,63.65
2007-05-30,63.85
2007-05-31,63.55
2007-06-01,63.48
2007-06-04,63.19
2007-06-05,63.46
2007-06-06,63.19
2007-06-07,62.32
2007-06-08,63.07
2007-06-11,63.05
2007-06-12,62.16
2007-06-13,62.37
2007-06-14,62.42
2007-06-15,62.57
2007-06-18,61.77
2007-06-19,61.82
2007-06-20,61.94
2007-06-21,61.88
2007-06-22,61.03
2007-06-25,61.08
2007-06-26,61.19
2007-06-27,61.43
2007-06-28,61.36
2007-06-29,61.19
2007-07-02,61.74
2007-07-03,61.79
2007-07-05,61.67
2007-07-06,61.48
2007-07-09,61.52
2007-07-10,61.03
2007-07-11,61.56
2007-07-12,62.93
2007-07-13,62.66
2007-07-16,63.15
2007-07-17,62.68
2007-07-18,62.59
2007-07-19,62.79
2007-07-20,62.15
2007-07-23,63.34
2007-07-24,62.96
2007-07-25,62.98
2007-07-26,62.56
2007-07-27,62.82
2007-07-30,63.27
2007-07-31,61.86
2007-08-01,63.16
2007-08-02,63.3
2007-08-03,62.88
2007-08-06,65.0
2007-08-07,65.23
2007-08-08,65.16
2007-08-09,64.97
2007-08-10,65.39
2007-08-13,64.28
2007-08-14,63.72
2007-08-15,63.48
2007-08-16,64.03
2007-08-17,65.35
2007-08-20,65.01
2007-08-21,64.46
2007-08-22,64.74
2007-08-23,65.04
2007-08-24,65.93
2007-08-27,65.23
2007-08-28,64.7
2007-08-29,65.12
2007-08-30,65.01
2007-08-31,65.31
2007-09-04,65.45
2007-09-05,65.46
2007-09-06,66.11
2007-09-07,65.47
2007-09-10,65.9
2007-09-11,66.99
2007-09-12,67.31
2007-09-13,67.46
2007-09-14,67.81
2007-09-17,67.95
2007-09-18,68.68
2007-09-19,68.79
2007-09-20,68.98
2007-09-21,69.39
2007-09-24,69.8
2007-09-25,69.85
2007-09-26,70.51
2007-09-27,70.1
2007-09-28,70.34
2007-10-01,70.91
2007-10-02,70.73
2007-10-03,70.41
2007-10-04,70.83
2007-10-05,70.83
2007-10-08,70.71
2007-10-09,71.08
2007-10-10,71.4
2007-10-11,71.77
2007-10-12,71.7
2007-10-15,71.0
2007-10-16,70.82
2007-10-17,70.59
2007-10-18,70.9
2007-10-19,70.8
2007-10-22,71.06
2007-10-23,71.26
2007-10-24,71.38
2007-10-25,71.35
2007-10-26,71.75
2007-10-29,71.83
2007-10-30,68.95
2007-10-31,69.52
2007-11-01,68.59
2007-11-02,69.55
2007-11-05,70.18
2007-11-06,70.47
2007-11-07,69.42
2007-11-08,70.84
2007-11-09,70.42
2007-11-12,70.77
2007-11-13,71.57
2007-11-14,71.54
2007-11-15,71.83
2007-11-16,73.19
2007-11-19,72.82
2007-11-20,73.21
2007-11-21,72.26
2007-11-23,72.86
2007-11-26,72.19
2007-11-27,73.13
2007-11-28,73.91
2007-11-29,74.15
2007-11-30,74.0
2007-12-03,73.52
2007-12-04,73.29
2007-12-05,73.81
2007-12-06,74.18
2007-12-07,74.12
2007-12-10,74.33
2007-12-11,73.84
2007-12-12,74.67
2007-12-13,74.4
2007-12-14,73.9
2007-12-17,73.24
2007-12-18,72.84
2007-12-19,72.98
2007-12-20,73.19
2007-12-21,74.08
2007-12-24,73.94
2007-12-26,74.04
2007-12-27,73.89
2007-12-28,74.25
2007-12-31,73.42
2008-01-02,72.31
2008-01-03,72.31
2008-01-04,72.02
2008-01-07,72.49
2008-01-08,72.68
2008-01-09,72.54
2008-01-10,72.48
2008-01-11,70.18
2008-01-14,70.29
2008-01-15,69.7
2008-01-16,68.84
2008-01-17,68.07
2008-01-18,67.15
2008-01-22,65.13
2008-01-23,66.24
2008-01-24,66.15
2008-01-25,65.31
2008-01-28,65.29
2008-01-29,64.68
2008-01-30,65.09
2008-01-31,65.42
2008-02-01,66.05
2008-02-04,66.15
2008-02-05,65.04
2008-02-06,65.31
2008-02-07,65.77
2008-02-08,65.02
2008-02-11,66.0
2008-02-12,67.16
2008-02-13,67.0
2008-02-14,66.63
2008-02-15,66.3
2008-02-19,66.31
2008-02-20,66.17
2008-02-21,65.96
2008-02-22,66.21
2008-02-25,66.68
2008-02-26,67.68
2008-02-27,67.21
2008-02-28,66.97
2008-02-29,66.18
2008-03-03,66.35
2008-03-04,66.05
2008-03-05,66.7
2008-03-06,66.51
2008-03-07,65.8
2008-03-10,65.76
2008-03-11,66.66
2008-03-12,67.04
2008-03-13,67.36
2008-03-14,66.74
2008-03-17,67.05
2008-03-18,68.54
2008-03-19,67.81
2008-03-20,69.37
2008-03-24,69.97
2008-03-25,69.54
2008-03-26,69.64
2008-03-27,69.41
2008-03-28,69.44
2008-03-31,70.07
2008-04-01,71.14
2008-04-02,70.48
2008-04-03,70.47
2008-04-04,70.6
2008-04-07,70.51
2008-04-08,70.65
2008-04-09,70.21
2008-04-10,70.18
2008-04-11,70.0
2008-04-14,70.12
2008-04-15,70.23
2008-04-16,69.27
2008-04-17,67.56
2008-04-18,67.17
2008-04-21,67.8
2008-04-22,67.47
2008-04-23,67.17
2008-04-24,66.83
2008-04-25,66.55
2008-04-28,66.21
2008-04-29,65.9
2008-04-30,67.05
2008-05-01,67.03
2008-05-02,66.8
2008-05-05,66.65
2008-05-06,66.65
2008-05-07,65.8
2008-05-08,65.92
2008-05-09,65.21
2008-05-12,65.35
2008-05-13,65.73
2008-05-14,65.5
2008-05-15,66.36
2008-05-16,66.75
2008-05-19,66.86
2008-05-20,65.86
2008-05-21,65.17
2008-05-22,65.62
2008-05-23,65.27
2008-05-27,65.07
2008-05-28,64.87
2008-05-29,65.47
2008-05-30,66.05
2008-06-02,65.36
2008-06-03,65.41
2008-06-04,66.45
2008-06-05,66.67
2008-06-06,65.37
2008-06-09,66.07
2008-06-10,66.66
2008-06-11,66.2
2008-06-12,66.46
2008-06-13,66.45
2008-06-16,65.9
2008-06-17,65.8
2008-06-18,65.0
2008-06-19,64.9
2008-06-20,63.16
2008-06-23,62.93
2008-06-24,62.86
2008-06-25,63.49
2008-06-26,62.25
2008-06-27,60.49
2008-06-30,60.81
2008-07-01,61.98
2008-07-02,62.69
2008-07-03,63.67
2008-07-07,62.91
2008-07-08,63.66
2008-07-09,63.8
2008-07-10,64.22
2008-07-11,63.45
2008-07-14,63.93
2008-07-15,64.35
2008-07-16,63.89
2008-07-17,63.89
2008-07-18,63.67
2008-07-21,63.64
2008-07-22,64.1
2008-07-23,64.7
2008-07-24,64.51
2008-07-25,64.46
2008-07-28,63.83
2008-07-29,65.54
2008-07-30,66.57
2008-07-31,65.48
2008-08-01,64.95
2008-08-04,65.82
2008-08-05,67.97
2008-08-06,67.77
2008-08-07,67.48
2008-08-08,69.63
2008-08-11,69.43
2008-08-12,70.34
2008-08-13,69.6
2008-08-14,69.71
2008-08-15,71.6
2008-08-18,71.27
2008-08-19,70.72
2008-08-20,70.3
2008-08-21,69.9
2008-08-22,71.61
2008-08-25,70.13
2008-08-26,69.84
2008-08-27,70.06
2008-08-28,71.01
2008-08-29,69.77
2008-09-02,70.47
2008-09-03,71.42
2008-09-04,70.44
2008-09-05,70.78
2008-09-08,72.37
2008-09-09,71.89
2008-09-10,72.39
2008-09-11,73.08
2008-09-12,73.15
2008-09-15,72.14
2008-09-16,72.0
2008-09-17,70.94
2008-09-18,71.31
2008-09-19,70.36
2008-09-22,68.04
2008-09-23,67.28
2008-09-24,68.74
2008-09-25,68.51
2008-09-26,68.84
2008-09-29,66.75
2008-09-30,69.69
2008-10-01,71.27
2008-10-02,71.44
2008-10-03,71.02
2008-10-06,68.58
2008-10-07,66.25
2008-10-08,66.1
2008-10-09,60.88
2008-10-10,59.56
2008-10-13,63.29
2008-10-14,64.1
2008-10-15,59.82
2008-10-16,61.77
2008-10-17,61.74
2008-10-20,63.91
2008-10-21,62.96
2008-10-22,58.76
2008-10-23,60.57
2008-10-24,58.87
2008-10-27,57.37
2008-10-28,63.23
2008-10-29,61.33
2008-10-30,63.08
2008-10-31,64.54
2008-11-03,64.4
2008-11-04,66.07
2008-11-05,63.81
2008-11-06,63.35
2008-11-07,64.49
2008-11-10,64.95
2008-11-11,63.82
2008-11-12,61.85
2008-11-13,65.05
2008-11-14,63.11
2008-11-17,62.51
2008-11-18,64.25
2008-11-19,62.27
2008-11-20,59.33
2008-11-21,63.09
2008-11-24,64.68
2008-11-25,63.18
2008-11-26,63.16
2008-11-28,64.35
2008-12-01,60.49
2008-12-02,61.44
2008-12-03,62.88
2008-12-04,61.25
2008-12-05,62.63
2008-12-08,62.49
2008-12-09,59.79
2008-12-10,59.12
2008-12-11,58.58
2008-12-12,58.94
2008-12-15,59.36
2008-12-16,61.62
2008-12-17,60.7
2008-12-18,60.31
2008-12-19,60.18
2008-12-22,60.46
2008-12-23,59.83
2008-12-24,60.39
2008-12-26,60.53
2008-12-29,60.2
2008-12-30,61.12
2008-12-31,61.82
2009-01-02,62.8
2009-01-05,62.35
2009-01-06,62.17
2009-01-07,61.08
2009-01-08,60.41
2009-01-09,59.86
2009-01-12,59.94
2009-01-13,59.47
2009-01-14,57.86
2009-01-15,57.46
2009-01-16,57.73
2009-01-20,57.43
2009-01-21,57.57
2009-01-22,56.96
2009-01-23,56.0
2009-01-26,56.37
2009-01-27,56.7
2009-01-28,58.18
2009-01-29,58.22
2009-01-30,54.5
2009-02-02,53.05
2009-02-03,53.91
2009-02-04,52.52
2009-02-05,53.32
2009-02-06,54.0
2009-02-09,52.94
2009-02-10,51.45
2009-02-11,51.16
2009-02-12,51.28
2009-02-13,51.09
2009-02-17,50.11
2009-02-18,50.95
2009-02-19,51.13
2009-02-20,50.25
2009-02-23,48.9
2009-02-24,49.77
2009-02-25,49.92
2009-02-26,48.97
2009-02-27,48.17
2009-03-02,46.87
2009-03-03,46.63
2009-03-04,47.31
2009-03-05,45.4
2009-03-06,45.71
2009-03-09,44.18
2009-03-10,45.17
2009-03-11,45.07
2009-03-12,45.78
2009-03-13,46.95
2009-03-16,47.82
2009-03-17,47.98
2009-03-18,48.02
2009-03-19,46.31
2009-03-20,45.59
2009-03-23,47.74
2009-03-24,47.07
2009-03-25,48.06
2009-03-26,48.76
2009-03-27,48.57
2009-03-30,47.28
2009-03-31,47.09
2009-04-01,48.21
2009-04-02,49.42
2009-04-03,49.63
2009-04-06,49.65
2009-04-07,48.68
2009-04-08,48.47
2009-04-09,49.19
2009-04-13,48.04
2009-04-14,47.25
2009-04-15,48.75
2009-04-16,50.43
2009-04-17,51.66
2009-04-20,50.73
2009-04-21,51.37
2009-04-22,49.6
2009-04-23,49.32
2009-04-24,49.51
2009-04-27,49.97
2009-04-28,49.69
2009-04-29,50.42
2009-04-30,49.44
2009-05-01,49.5
2009-05-04,50.99
2009-05-05,49.79
2009-05-06,50.84
2009-05-07,51.34
2009-05-08,51.57
2009-05-11,50.37
2009-05-12,50.94
2009-05-13,50.96
2009-05-14,50.8
2009-05-15,50.67
2009-05-18,52.52
2009-05-19,52.95
2009-05-20,54.02
2009-05-21,53.02
2009-05-22,53.03
2009-05-26,53.78
2009-05-27,51.78
2009-05-28,52.59
2009-05-29,51.94
2009-06-01,53.36
2009-06-02,53.71
2009-06-03,53.81
2009-06-04,53.35
2009-06-05,53.18
2009-06-08,53.14
2009-06-09,52.41
2009-06-10,52.08
2009-06-11,52.01
2009-06-12,52.55
2009-06-15,51.33
2009-06-16,50.1
2009-06-17,50.01
2009-06-18,51.17
2009-06-19,50.64
2009-06-22,50.56
2009-06-23,50.55
2009-06-24,50.55
2009-06-25,51.68
2009-06-26,51.75
2009-06-29,52.23
2009-06-30,51.1
2009-07-01,52.0
2009-07-02,51.11
2009-07-06,52.17
2009-07-07,51.91
2009-07-08,52.64
2009-07-09,52.41
2009-07-10,52.22
2009-07-13,52.98
2009-07-14,53.54
2009-07-15,54.65
2009-07-16,55.21
2009-07-17,55.92
2009-07-20,55.56
2009-07-21,55.49
2009-07-22,54.87
2009-07-23,55.16
2009-07-24,55.84
2009-07-27,55.78
2009-07-28,55.71
2009-07-29,56.12
2009-07-30,56.23
2009-07-31,55.51
2009-08-03,55.61
2009-08-04,55.46
2009-08-05,53.91
2009-08-06,51.46
2009-08-07,52.03
2009-08-10,52.17
2009-08-11,51.93
2009-08-12,52.08
2009-08-13,52.3
2009-08-14,52.37
2009-08-17,52.21
2009-08-18,52.45
2009-08-19,52.8
2009-08-20,53.02
2009-08-21,53.58
2009-08-24,53.34
2009-08-25,53.4
2009-08-26,53.36
2009-08-27,53.06
2009-08-28,53.19
2009-08-31,54.11
2009-09-01,53.02
2009-09-02,52.8
2009-09-03,52.87
2009-09-04,52.86
2009-09-08,54.2
2009-09-09,53.76
2009-09-10,56.04
2009-09-11,55.64
2009-09-14,55.3
2009-09-15,55.03
2009-09-16,55.31
2009-09-17,55.53
2009-09-18,57.32
2009-09-21,57.1
2009-09-22,57.24
2009-09-23,57.25
2009-09-24,57.84
2009-09-25,58.01
2009-09-28,58.16
2009-09-29,57.91
2009-09-30,57.92
2009-10-01,56.62
2009-10-02,56.75
2009-10-05,56.68
2009-10-06,57.03
2009-10-07,56.95
2009-10-08,57.65
2009-10-09,57.56
2009-10-12,57.5
2009-10-13,57.26
2009-10-14,57.31
2009-10-15,57.24
2009-10-16,57.44
2009-10-19,57.79
2009-10-20,58.13
2009-10-21,57.49
2009-10-22,58.13
2009-10-23,57.64
2009-10-26,56.9
2009-10-27,57.18
2009-10-28,57.23
2009-10-29,59.54
2009-10-30,58.0
2009-11-02,58.95
2009-11-03,58.58
2009-11-04,59.03
2009-11-05,60.47
2009-11-06,61.04
2009-11-09,61.85
2009-11-10,61.86
2009-11-11,62.23
2009-11-12,61.3
2009-11-13,61.61
2009-11-16,62.27
2009-11-17,62.31
2009-11-18,62.41
2009-11-19,62.15
2009-11-20,61.8
2009-11-23,62.73
2009-11-24,62.8
2009-11-25,62.87
2009-11-27,62.48
2009-11-30,62.35
2009-12-01,62.91
2009-12-02,63.19
2009-12-03,62.56
2009-12-04,62.6
2009-12-07,62.47
2009-12-08,61.87
2009-12-09,62.24
2009-12-10,62.24
2009-12-11,62.34
2009-12-14,63.01
2009-12-15,62.12
2009-12-16,62.16
2009-12-17,61.59
2009-12-18,61.55
2009-12-21,61.3
2009-12-22,61.3
2009-12-23,61.31
2009-12-24,61.28
2009-12-28,61.25
2009-12-29,61.58
2009-12-30,61.37
2009-12-31,60.63
2010-01-04,61.12
2010-01-05,61.14
2010-01-06,60.85
2010-01-07,60.52
2010-01-08,60.44
2010-01-11,60.2
2010-01-12,60.89
2010-01-13,61.52
2010-01-14,61.58
2010-01-15,60.82
2010-01-19,61.72
2010-01-20,60.45
2010-01-21,59.84
2010-01-22,60.31
2010-01-25,60.63
2010-01-26,60.69
2010-01-27,60.81
2010-01-28,61.68
2010-01-29,61.55
2010-02-01,61.99
2010-02-02,62.9
2010-02-03,62.65
2010-02-04,61.4
2010-02-05,61.3
2010-02-08,61.01
2010-02-09,61.76
2010-02-10,61.67
2010-02-11,61.96
2010-02-12,61.76
2010-02-16,62.83
2010-02-17,62.85
2010-02-18,63.39
2010-02-19,63.45
2010-02-22,63.42
2010-02-23,63.21
2010-02-24,63.89
2010-02-25,63.7
2010-02-26,63.28
2010-03-01,63.51
2010-03-02,63.71
2010-03-03,63.55
2010-03-04,63.67
2010-03-05,63.69
2010-03-08,63.19
2010-03-09,63.3
2010-03-10,63.01
2010-03-11,63.17
2010-03-12,63.32
2010-03-15,63.7
2010-03-16,63.53
2010-03-17,64.01
2010-03-18,63.73
2010-03-19,63.84
2010-03-22,63.88
2010-03-23,64.53
2010-03-24,63.61
2010-03-25,63.62
2010-03-26,63.69
2010-03-29,63.73
2010-03-30,63.66
2010-03-31,63.27
2010-04-01,63.36
2010-04-05,63.76
2010-04-06,63.11
2010-04-07,62.5
2010-04-08,62.56
2010-04-09,62.73
2010-04-12,62.7
2010-04-13,63.0
2010-04-14,63.19
2010-04-15,63.0
2010-04-16,62.85
2010-04-19,63.22
2010-04-20,63.19
2010-04-21,63.63
2010-04-22,63.59
2010-04-23,63.54
2010-04-26,63.94
2010-04-27,63.11
2010-04-28,63.17
2010-04-29,62.2
2010-04-30,62.16
2010-05-03,62.68
2010-05-04,61.71
2010-05-05,62.16
2010-05-06,60.75
2010-05-07,60.31
2010-05-10,62.42
2010-05-11,62.37
2010-05-12,63.02
2010-05-13,62.75
2010-05-14,62.54
2010-05-17,63.38
2010-05-18,63.21
2010-05-19,63.22
2010-05-20,61.61
2010-05-21,61.85
2010-05-24,61.4
2010-05-25,61.05
2010-05-26,60.44
2010-05-27,60.95
2010-05-28,61.09
2010-06-01,61.16
2010-06-02,61.74
2010-06-03,61.8
2010-06-04,60.8
2010-06-07,60.62
2010-06-08,62.14
2010-06-09,61.47
2010-06-10,61.91
2010-06-11,61.01
2010-06-14,61.25
2010-06-15,61.91
2010-06-16,61.19
2010-06-17,61.76
2010-06-18,61.3
2010-06-21,61.1
2010-06-22,60.72
2010-06-23,61.38
2010-06-24,60.87
2010-06-25,59.79
2010-06-28,60.62
2010-06-29,60.32
2010-06-30,59.98
2010-07-01,59.54
2010-07-02,59.38
2010-07-06,59.34
2010-07-07,60.82
2010-07-08,61.95
2010-07-09,61.75
2010-07-12,62.09
2010-07-13,62.39
2010-07-14,62.66
2010-07-15,62.73
2010-07-16,61.99
2010-07-19,61.86
2010-07-20,62.07
2010-07-21,61.11
2010-07-22,61.37
2010-07-23,61.91
2010-07-26,62.52
2010-07-27,63.08
2010-07-28,62.7
2010-07-29,61.67
2010-07-30,61.16
2010-08-02,62.06
2010-08-03,59.94
2010-08-04,59.55
2010-08-05,59.86
2010-08-06,60.02
2010-08-09,60.38
2010-08-10,60.78
2010-08-11,60.27
2010-08-12,59.99
2010-08-13,59.82
2010-08-16,59.77
2010-08-17,60.29
2010-08-18,60.75
2010-08-19,60.19
2010-08-20,59.98
2010-08-23,60.03
2010-08-24,59.66
2010-08-25,59.67
2010-08-26,59.54
2010-08-27,59.8
2010-08-30,59.37
2010-08-31,59.51
2010-09-01,59.8
2010-09-02,60.07
2010-09-03,60.29
2010-09-07,60.14
2010-09-08,60.37
2010-09-09,60.29
2010-09-10,60.4
2010-09-13,60.48
2010-09-14,60.64
2010-09-15,61.11
2010-09-16,61.11
2010-09-17,60.97
2010-09-20,61.43
2010-09-21,61.52
2010-09-22,61.79
2010-09-23,61.22
2010-09-24,61.64
2010-09-27,61.04
2010-09-28,60.62
2010-09-29,60.25
2010-09-30,59.97
2010-10-01,60.16
2010-10-04,59.96
2010-10-05,60.82
2010-10-06,60.87
2010-10-07,60.8
2010-10-08,61.86
2010-10-11,62.14
2010-10-12,62.02
2010-10-13,62.63
2010-10-14,62.8
2010-10-15,62.76
2010-10-18,63.35
2010-10-19,63.18
2010-10-20,63.37
2010-10-21,63.51
2010-10-22,63.4
2010-10-25,63.54
2010-10-26,62.86
2010-10-27,63.08
2010-10-28,63.19
2010-10-29,63.57
2010-11-01,63.62
2010-11-02,64.02
2010-11-03,64.31
2010-11-04,65.0
2010-11-05,65.0
2010-11-08,64.75
2010-11-09,64.81
2010-11-10,64.57
2010-11-11,64.36
2010-11-12,64.33
2010-11-15,64.29
2010-11-16,63.45
2010-11-17,63.27
2010-11-18,64.02
2010-11-19,64.05
2010-11-22,63.56
2010-11-23,62.61
2010-11-24,62.6
2010-11-26,62.13
2010-11-29,62.13
2010-11-30,61.07
2010-12-01,62.15
2010-12-02,62.36
2010-12-03,62.33
2010-12-06,62.06
2010-12-07,62.15
2010-12-08,62.63
2010-12-09,62.87
2010-12-10,63.2
2010-12-13,63.19
2010-12-14,63.55
2010-12-15,63.64
2010-12-16,64.5
2010-12-17,64.81
2010-12-20,64.97
2010-12-21,64.87
2010-12-22,64.95
2010-12-23,65.24
2010-12-27,64.67
2010-12-28,64.76
2010-12-29,64.4
2010-12-30,64.28
2010-12-31,64.33
2011-01-03,64.77
2011-01-04,64.95
2011-01-05,64.8
2011-01-06,64.69
2011-01-07,64.5
2011-01-10,64.36
2011-01-11,64.04
2011-01-12,64.97
2011-01-13,65.48
2011-01-14,65.53
2011-01-18,65.5
