time_captured,MCD_Volume
2016-02-02,7633214
2016-02-03,9289788
2016-02-04,7577192
2016-02-05,13222990
2016-02-08,11299518
2016-02-09,7496672
2016-02-10,5716552
2016-02-11,7523670
2016-02-12,8534917
2016-02-16,10510953
2016-02-17,12717518
2016-02-18,9704961
2016-02-19,10744738
2016-02-22,6187593
2016-02-23,5245846
2016-02-24,5346989
2016-02-25,6032129
2016-02-26,5190277
2016-02-29,6265988
2016-03-01,4731139
2016-03-02,4263799
2016-03-03,9128701
2016-03-04,5834292
2016-03-07,5635944
2016-03-08,6221599
2016-03-09,6424249
2016-03-10,6171431
2016-03-11,7036711
2016-03-14,7910720
2016-03-15,5061379
2016-03-16,6708901
2016-03-17,6096408
2016-03-18,14727122
2016-03-21,4041301
2016-03-22,3484693
2016-03-23,4129873
2016-03-24,5796994
2016-03-28,4775803
2016-03-29,7187634
2016-03-30,4845136
2016-03-31,7679618
2016-04-01,5210636
2016-04-04,4238231
2016-04-05,6279899
2016-04-06,5619540
2016-04-07,4713337
2016-04-08,3624278
2016-04-11,6967387
2016-04-12,5205450
2016-04-13,4978440
2016-04-14,4812444
2016-04-15,3098381
2016-04-18,4524251
2016-04-19,4605325
2016-04-20,5002274
2016-04-21,7927205
2016-04-22,9302586
2016-04-25,6975113
2016-04-26,4081315
2016-04-27,4435386
2016-04-28,3385547
2016-04-29,6270760
2016-05-02,4823184
2016-05-03,4040741
2016-05-04,6613180
2016-05-05,4519732
2016-05-06,4417097
2016-05-09,5004256
2016-05-10,4076687
2016-05-11,6874179
2016-05-12,4286808
2016-05-13,6162402
2016-05-16,4343215
2016-05-17,5820763
2016-05-18,7293117
2016-05-19,6254504
2016-05-20,9732235
2016-05-23,7077225
2016-05-24,4494068
2016-05-25,5305724
2016-05-26,3709787
2016-05-27,3220817
2016-05-31,7995178
2016-06-01,5057195
2016-06-02,4740240
2016-06-03,4643011
2016-06-06,4901956
2016-06-07,4562104
2016-06-08,3925901
2016-06-09,4583522
2016-06-10,4347385
2016-06-13,5436736
2016-06-14,6351355
2016-06-15,4168099
2016-06-16,3931956
2016-06-17,8331396
2016-06-20,5951035
2016-06-21,4749755
2016-06-22,6578905
2016-06-23,3832757
2016-06-24,6985935
2016-06-27,14159800
2016-06-28,6172978
2016-06-29,5020404
2016-06-30,4808068
2016-07-01,3798100
2016-07-05,5191103
2016-07-06,5102758
2016-07-07,3621346
2016-07-08,3809635
2016-07-11,4266347
2016-07-12,3742030
2016-07-13,3464177
2016-07-14,6011933
2016-07-15,3688425
2016-07-18,5254727
2016-07-19,6277670
2016-07-20,3353313
2016-07-21,3596912
2016-07-22,4304163
2016-07-25,6210059
2016-07-26,14563682
2016-07-27,9939199
2016-07-28,6239355
2016-07-29,7460860
2016-08-01,4208757
2016-08-02,4504168
2016-08-03,4120014
2016-08-04,4313219
2016-08-05,3883771
2016-08-08,3589327
2016-08-09,3491668
2016-08-10,2941743
2016-08-11,3490215
2016-08-12,3015659
2016-08-15,3391619
2016-08-16,3333942
2016-08-17,5184865
2016-08-18,3710532
2016-08-19,7065676
2016-08-22,4484694
2016-08-23,4305419
2016-08-24,4135442
2016-08-25,6694088
2016-08-26,5294499
2016-08-29,4982952
2016-08-30,5085332
2016-08-31,5394668
2016-09-01,3966619
2016-09-02,3410123
2016-09-06,6337938
2016-09-07,2647685
2016-09-08,3085582
2016-09-09,4961070
2016-09-12,5014014
2016-09-13,4162162
2016-09-14,4530713
2016-09-15,3674687
2016-09-16,9500452
2016-09-19,3741507
2016-09-20,3841800
2016-09-21,4528903
2016-09-22,3808802
2016-09-23,2775956
2016-09-26,3022356
2016-09-27,3745396
2016-09-28,5638874
2016-09-29,4924448
2016-09-30,4188694
2016-10-03,3085770
2016-10-04,4742913
2016-10-05,3720334
2016-10-06,3899954
2016-10-07,4153139
2016-10-10,3290302
2016-10-11,3943282
2016-10-12,3340166
2016-10-13,4464728
2016-10-14,5312532
2016-10-17,5655748
2016-10-18,6198363
2016-10-19,6433443
2016-10-20,7250742
2016-10-21,10108048
2016-10-24,6173488
2016-10-25,4878955
2016-10-26,3763114
2016-10-27,2960726
2016-10-28,3304686
2016-10-31,4181577
2016-11-01,3935634
2016-11-02,3512534
2016-11-03,3890687
2016-11-04,3457385
2016-11-07,3842380
2016-11-08,3300157
2016-11-09,5099493
2016-11-10,4437714
2016-11-11,4331192
2016-11-14,7093249
2016-11-15,4447865
2016-11-16,5371085
2016-11-17,2833579
2016-11-18,3655358
2016-11-21,3603269
2016-11-22,3699103
2016-11-23,2872059
2016-11-25,1709105
2016-11-28,5931717
2016-11-29,6370935
2016-11-30,5696096
2016-12-01,4444978
2016-12-02,3348723
2016-12-05,5191935
2016-12-06,3367984
2016-12-07,4059907
2016-12-08,3255709
2016-12-09,2623713
2016-12-12,4172434
2016-12-13,4307966
2016-12-14,4967405
2016-12-15,4402760
2016-12-16,10793788
2016-12-19,3545487
2016-12-20,2768822
2016-12-21,2762883
2016-12-22,3037126
2016-12-23,2164391
2016-12-27,1919649
2016-12-28,1980189
2016-12-29,1943461
2016-12-30,3574609
2017-01-03,5123752
2017-01-04,3780783
2017-01-05,4261070
2017-01-06,4089186
2017-01-09,3021844
2017-01-10,3108394
2017-01-11,3565185
2017-01-12,3480802
2017-01-13,2877498
2017-01-17,4077567
2017-01-18,3395003
2017-01-19,3155158
2017-01-20,4887114
2017-01-23,7022556
2017-01-24,3495211
2017-01-25,3968263
2017-01-26,2497470
2017-01-27,3592676
2017-01-30,3777994
2017-01-31,3733323
2017-02-01,3233576
2017-02-02,3236564
2017-02-03,3183438
2017-02-06,2760306
2017-02-07,2847175
2017-02-08,2835161
2017-02-09,2493605
2017-02-10,3681436
2017-02-13,2993779
2017-02-14,2663089
2017-02-15,2974932
2017-02-16,3006011
2017-02-17,3677392
2017-02-21,4495173
2017-02-22,3670720
2017-02-23,3177951
2017-02-24,3537175
2017-02-27,5184016
2017-02-28,4619284
2017-03-01,5471550
2017-03-02,6738068
2017-03-03,4071613
2017-03-06,3271529
2017-03-07,3332350
2017-03-08,3571805
2017-03-09,3266027
2017-03-10,3178943
2017-03-13,3130804
2017-03-14,2492670
2017-03-15,3529288
2017-03-16,3945669
2017-03-17,12532692
2017-03-20,3415501
2017-03-21,4062394
2017-03-22,3174246
2017-03-23,2774527
2017-03-24,3568234
2017-03-27,2540421
2017-03-28,3487426
2017-03-29,3197762
2017-03-30,2018028
2017-03-31,3041677
2017-04-03,3287117
2017-04-04,3413965
2017-04-05,4052194
2017-04-06,3857127
2017-04-07,2176598
2017-04-10,2709287
2017-04-11,3677631
2017-04-12,3195534
2017-04-13,2429242
2017-04-17,3236373
2017-04-18,3617373
2017-04-19,3132760
2017-04-20,2697250
2017-04-21,3466098
2017-04-24,5040990
2017-04-25,10893766
2017-04-26,7132234
2017-04-27,5183662
2017-04-28,4779887
2017-05-01,3747202
2017-05-02,3774136
2017-05-03,4278614
2017-05-04,4178808
2017-05-05,2452736
2017-05-08,2813463
2017-05-09,3053786
2017-05-10,2273313
2017-05-11,1941939
2017-05-12,2747921
2017-05-15,3332792
2017-05-16,3540887
2017-05-17,3875597
2017-05-18,2730870
2017-05-19,4071176
2017-05-22,3294675
2017-05-23,3262308
2017-05-24,3390450
2017-05-25,3408113
2017-05-26,3258239
2017-05-30,3113940
2017-05-31,6415744
2017-06-01,4349787
2017-06-02,4316652
2017-06-05,2633659
2017-06-06,3661935
2017-06-07,2922873
2017-06-08,3709866
2017-06-09,4143139
2017-06-12,5902610
2017-06-13,4267682
2017-06-14,2675487
2017-06-15,2517538
2017-06-16,5443905
2017-06-19,3263818
2017-06-20,3614426
2017-06-21,2448456
2017-06-22,2003838
2017-06-23,2214734
2017-06-26,2360865
2017-06-27,2139026
2017-06-28,1302825
2017-06-29,1975891
2017-06-30,2508213
2017-07-03,1100668
2017-07-05,2497334
2017-07-06,2019798
2017-07-07,4117750
2017-07-10,2402682
2017-07-11,2008830
2017-07-12,2094889
2017-07-13,3169726
2017-07-14,2440151
2017-07-17,2408743
2017-07-18,3890738
2017-07-19,3072177
2017-07-20,2240178
2017-07-21,3522350
2017-07-24,5307438
2017-07-25,9511383
2017-07-26,4678963
2017-07-27,4624114
2017-07-28,3964456
2017-07-31,4280364
2017-08-01,4185050
2017-08-02,3325986
2017-08-03,3666110
2017-08-04,4435402
2017-08-07,3252104
2017-08-08,4234291
2017-08-09,3006466
2017-08-10,3874541
2017-08-11,2925044
2017-08-14,2809051
2017-08-15,2160072
2017-08-16,2921762
2017-08-17,3071602
2017-08-18,2595695
2017-08-21,2195074
2017-08-22,2122581
2017-08-23,2190674
2017-08-24,1634784
2017-08-25,2019582
2017-08-28,2027283
2017-08-29,3283371
2017-08-30,2236471
2017-08-31,2717014
2017-09-01,1878291
2017-09-05,4005591
2017-09-06,4143348
2017-09-07,2965378
2017-09-08,2984223
2017-09-11,2333557
2017-09-12,10324140
2017-09-13,4705601
2017-09-14,3109655
2017-09-15,7425112
2017-09-18,3832243
2017-09-19,3554601
2017-09-20,3641093
2017-09-21,2503437
2017-09-22,2442658
2017-09-25,3661538
2017-09-26,6420043
2017-09-27,3892677
2017-09-28,4210238
2017-09-29,3670057
2017-10-02,2406969
2017-10-03,2188429
2017-10-04,1823061
2017-10-05,2796033
2017-10-06,3548478
2017-10-09,2120035
2017-10-10,2910445
2017-10-11,648618
2017-10-12,3023607
2017-10-13,2957929
2017-10-16,2133063
2017-10-17,2379725
2017-10-18,2798259
2017-10-19,2478221
2017-10-20,5577713
2017-10-23,6214780
2017-10-24,7855167
2017-10-25,3716202
2017-10-26,2934412
2017-10-27,2298244
2017-10-30,2050964
2017-10-31,2873004
2017-11-01,2186059
2017-11-02,2290972
2017-11-03,1960340
2017-11-06,3088388
2017-11-07,2506006
2017-11-08,2605530
2017-11-09,4218989
2017-11-10,4226775
2017-11-13,2605607
2017-11-14,2180883
2017-11-15,2019256
2017-11-16,2293402
2017-11-17,2221422
2017-11-20,2442260
2017-11-21,2653109
2017-11-22,2719456
2017-11-24,963233
2017-11-27,2082561
2017-11-28,2909928
2017-11-29,4590301
2017-11-30,6023705
2017-12-01,4279176
2017-12-04,3943113
2017-12-05,3228719
2017-12-06,2619230
2017-12-07,2284815
2017-12-08,2241149
2017-12-11,2340780
2017-12-12,2805872
2017-12-13,2554009
2017-12-14,2667075
2017-12-15,7435241
2017-12-18,2426273
2017-12-19,3122460
2017-12-20,2749398
2017-12-21,2343276
2017-12-22,3234143
2017-12-26,1280227
2017-12-27,1596817
2017-12-28,1800068
2017-12-29,2201771
