time_captured,01_off_raw_accX
1970-01-01 00:00:00.000000527,-12.078
1970-01-01 00:00:00.000000528,-6.1
1970-01-01 00:00:00.000000529,-8.052
1970-01-01 00:00:00.000000530,-6.71
1970-01-01 00:00:00.000000531,-8.052
1970-01-01 00:00:00.000000532,-7.808
1970-01-01 00:00:00.000000533,-9.394
1970-01-01 00:00:00.000000534,-9.76
1970-01-01 00:00:00.000000535,-6.832
1970-01-01 00:00:00.000000536,-10.248
1970-01-01 00:00:00.000000537,-11.224
1970-01-01 00:00:00.000000538,-5.246
1970-01-01 00:00:00.000000539,-10.37
1970-01-01 00:00:00.000000540,-13.176
1970-01-01 00:00:00.000000541,-9.76
1970-01-01 00:00:00.000000542,-7.686
1970-01-01 00:00:00.000000543,-7.808
1970-01-01 00:00:00.000000544,-6.588
1970-01-01 00:00:00.000000545,-5.734
1970-01-01 00:00:00.000000546,-10.004
1970-01-01 00:00:00.000000547,-12.444
1970-01-01 00:00:00.000000548,-5.612
1970-01-01 00:00:00.000000549,-8.662
1970-01-01 00:00:00.000000550,-11.468
1970-01-01 00:00:00.000000551,-5.856
1970-01-01 00:00:00.000000552,-7.198
1970-01-01 00:00:00.000000553,-10.126
1970-01-01 00:00:00.000000554,-9.394
1970-01-01 00:00:00.000000555,-8.54
1970-01-01 00:00:00.000000556,-10.492
1970-01-01 00:00:00.000000557,-10.004
1970-01-01 00:00:00.000000558,-5.368
1970-01-01 00:00:00.000000559,-8.54
1970-01-01 00:00:00.000000560,-11.102
1970-01-01 00:00:00.000000561,-6.222
1970-01-01 00:00:00.000000562,-6.466
1970-01-01 00:00:00.000000563,-9.15
1970-01-01 00:00:00.000000564,-7.808
1970-01-01 00:00:00.000000565,-6.344
1970-01-01 00:00:00.000000566,-6.466
1970-01-01 00:00:00.000000567,-8.174
1970-01-01 00:00:00.000000568,-5.002
1970-01-01 00:00:00.000000569,-4.514
1970-01-01 00:00:00.000000570,-6.71
1970-01-01 00:00:00.000000571,-6.71
1970-01-01 00:00:00.000000572,-7.198
1970-01-01 00:00:00.000000573,-9.516
1970-01-01 00:00:00.000000574,-8.662
1970-01-01 00:00:00.000000575,-7.808
1970-01-01 00:00:00.000000576,-7.686
1970-01-01 00:00:00.000000577,-8.296
1970-01-01 00:00:00.000000578,-8.54
1970-01-01 00:00:00.000000579,-7.076
1970-01-01 00:00:00.000000580,-8.54
1970-01-01 00:00:00.000000581,-10.004
1970-01-01 00:00:00.000000582,-7.442
1970-01-01 00:00:00.000000583,-7.686
1970-01-01 00:00:00.000000584,-8.418
1970-01-01 00:00:00.000000585,-7.686
1970-01-01 00:00:00.000000586,-6.1
1970-01-01 00:00:00.000000587,-7.198
1970-01-01 00:00:00.000000588,-8.296
1970-01-01 00:00:00.000000589,-8.296
1970-01-01 00:00:00.000000590,-8.174
1970-01-01 00:00:00.000000591,-7.686
1970-01-01 00:00:00.000000592,-8.418
1970-01-01 00:00:00.000000593,-7.93
1970-01-01 00:00:00.000000594,-5.612
1970-01-01 00:00:00.000000595,-6.344
1970-01-01 00:00:00.000000596,-6.832
1970-01-01 00:00:00.000000597,-6.71
1970-01-01 00:00:00.000000598,-7.442
1970-01-01 00:00:00.000000599,-7.442
1970-01-01 00:00:00.000000600,-7.808
1970-01-01 00:00:00.000000601,-8.174
1970-01-01 00:00:00.000000602,-8.052
1970-01-01 00:00:00.000000603,-7.442
1970-01-01 00:00:00.000000604,-4.636
1970-01-01 00:00:00.000000605,-7.808
1970-01-01 00:00:00.000000606,-8.662
1970-01-01 00:00:00.000000607,-8.174
1970-01-01 00:00:00.000000608,-8.174
1970-01-01 00:00:00.000000609,-8.174
1970-01-01 00:00:00.000000610,-7.686
1970-01-01 00:00:00.000000611,-8.418
1970-01-01 00:00:00.000000612,-10.492
1970-01-01 00:00:00.000000613,-3.172
1970-01-01 00:00:00.000000614,-6.71
1970-01-01 00:00:00.000000615,-9.394
1970-01-01 00:00:00.000000616,-8.296
1970-01-01 00:00:00.000000617,-7.32
1970-01-01 00:00:00.000000618,-6.71
1970-01-01 00:00:00.000000619,-6.71
1970-01-01 00:00:00.000000620,-6.71
1970-01-01 00:00:00.000000621,-6.832
1970-01-01 00:00:00.000000622,-11.712
1970-01-01 00:00:00.000000623,-6.1
1970-01-01 00:00:00.000000624,-5.978
1970-01-01 00:00:00.000000625,-10.126
1970-01-01 00:00:00.000000626,-7.442
1970-01-01 00:00:00.000000627,-9.272
1970-01-01 00:00:00.000000628,-9.272
1970-01-01 00:00:00.000000629,-9.272
