time_captured,WMT_Low
2006-01-03,45.57
2006-01-04,46.1
2006-01-05,45.29
2006-01-06,45.1
2006-01-09,45.56
2006-01-10,45.46
2006-01-11,45.76
2006-01-12,45.67
2006-01-13,45.31
2006-01-17,44.7
2006-01-18,44.61
2006-01-19,45.06
2006-01-20,44.81
2006-01-23,44.54
2006-01-24,45.5
2006-01-25,45.66
2006-01-26,45.83
2006-01-27,44.88
2006-01-30,46.21
2006-01-31,46.03
2006-02-01,45.57
2006-02-02,45.47
2006-02-03,45.44
2006-02-06,45.05
2006-02-07,44.68
2006-02-08,44.52
2006-02-09,45.33
2006-02-10,45.31
2006-02-13,45.47
2006-02-14,45.28
2006-02-15,45.89
2006-02-16,46.35
2006-02-17,45.8
2006-02-21,45.47
2006-02-22,45.44
2006-02-23,45.34
2006-02-24,45.26
2006-02-27,45.55
2006-02-28,45.22
2006-03-01,45.03
2006-03-02,44.93
2006-03-03,44.86
2006-03-06,44.97
2006-03-07,45.05
2006-03-08,45.16
2006-03-09,45.11
2006-03-10,45.21
2006-03-13,45.22
2006-03-14,45.16
2006-03-15,45.22
2006-03-16,45.42
2006-03-17,46.29
2006-03-20,46.99
2006-03-21,47.72
2006-03-22,47.74
2006-03-23,48.05
2006-03-24,48.02
2006-03-27,47.9
2006-03-28,47.66
2006-03-29,47.5
2006-03-30,47.31
2006-03-31,47.2
2006-04-03,46.53
2006-04-04,46.35
2006-04-05,46.5
2006-04-06,46.35
2006-04-07,45.81
2006-04-10,45.51
2006-04-11,45.27
2006-04-12,45.65
2006-04-13,45.62
2006-04-17,45.63
2006-04-18,46.07
2006-04-19,46.25
2006-04-20,46.26
2006-04-21,45.68
2006-04-24,45.4
2006-04-25,45.5
2006-04-26,45.67
2006-04-27,45.62
2006-04-28,44.99
2006-05-01,45.54
2006-05-02,45.9
2006-05-03,46.29
2006-05-04,46.12
2006-05-05,46.52
2006-05-08,47.1
2006-05-09,47.58
2006-05-10,47.58
2006-05-11,47.03
2006-05-12,46.53
2006-05-15,46.08
2006-05-16,47.69
2006-05-17,46.83
2006-05-18,46.65
2006-05-19,46.89
2006-05-22,47.1
2006-05-23,47.5
2006-05-24,47.37
2006-05-25,48.65
2006-05-26,49.45
2006-05-30,48.23
2006-05-31,48.1
2006-06-01,47.92
2006-06-02,47.32
2006-06-05,47.1
2006-06-06,46.55
2006-06-07,46.92
2006-06-08,46.84
2006-06-09,47.0
2006-06-12,46.92
2006-06-13,47.03
2006-06-14,47.37
2006-06-15,47.31
2006-06-16,48.2
2006-06-19,48.0
2006-06-20,48.21
2006-06-21,48.3
2006-06-22,48.27
2006-06-23,47.76
2006-06-26,47.8
2006-06-27,47.57
2006-06-28,47.36
2006-06-29,47.91
2006-06-30,48.16
2006-07-03,47.1
2006-07-05,46.76
2006-07-06,46.51
2006-07-07,45.88
2006-07-10,46.05
2006-07-11,45.41
2006-07-12,45.11
2006-07-13,43.71
2006-07-14,42.81
2006-07-17,42.72
2006-07-18,42.31
2006-07-19,43.23
2006-07-20,44.15
2006-07-21,43.56
2006-07-24,44.03
2006-07-25,43.94
2006-07-26,43.63
2006-07-27,43.47
2006-07-28,43.77
2006-07-31,44.33
2006-08-01,43.79
2006-08-02,44.0
2006-08-03,44.17
2006-08-04,44.65
2006-08-07,44.5
2006-08-08,44.37
2006-08-09,43.86
2006-08-10,43.75
2006-08-11,44.3
2006-08-14,44.73
2006-08-15,44.05
2006-08-16,44.05
2006-08-17,44.33
2006-08-18,44.3
2006-08-21,44.02
2006-08-22,43.98
2006-08-23,43.48
2006-08-24,43.66
2006-08-25,43.52
2006-08-28,44.16
2006-08-29,44.06
2006-08-30,44.2
2006-08-31,44.52
2006-09-01,44.02
2006-09-05,45.36
2006-09-06,45.15
2006-09-07,45.3
2006-09-08,45.55
2006-09-11,46.3
2006-09-12,47.47
2006-09-13,47.55
2006-09-14,47.58
2006-09-15,48.15
2006-09-18,47.66
2006-09-19,48.0
2006-09-20,48.42
2006-09-21,48.21
2006-09-22,47.6
2006-09-25,48.03
2006-09-26,48.8
2006-09-27,49.04
2006-09-28,49.03
2006-09-29,49.31
2006-10-02,48.03
2006-10-03,48.06
2006-10-04,48.13
2006-10-05,48.1
2006-10-06,48.24
2006-10-09,47.97
2006-10-10,47.88
2006-10-11,47.87
2006-10-12,48.08
2006-10-13,48.12
2006-10-16,48.11
2006-10-17,47.64
2006-10-18,48.16
2006-10-19,48.39
2006-10-20,48.65
2006-10-23,49.03
2006-10-24,51.05
2006-10-25,50.55
2006-10-26,50.65
2006-10-27,50.63
2006-10-30,49.1
2006-10-31,49.12
2006-11-01,48.65
2006-11-02,47.66
2006-11-03,47.2
2006-11-06,47.2
2006-11-07,47.41
2006-11-08,47.03
2006-11-09,46.31
2006-11-10,46.31
2006-11-13,45.97
2006-11-14,47.19
2006-11-15,47.58
2006-11-16,47.5
2006-11-17,47.41
2006-11-20,47.42
2006-11-21,47.6
2006-11-22,47.76
2006-11-24,47.55
2006-11-27,46.55
2006-11-28,46.48
2006-11-29,46.63
2006-11-30,46.02
2006-12-01,45.42
2006-12-04,45.87
2006-12-05,46.07
2006-12-06,46.36
2006-12-07,46.36
2006-12-08,46.25
2006-12-11,45.92
2006-12-12,45.58
2006-12-13,45.8
2006-12-14,45.91
2006-12-15,46.39
2006-12-18,46.28
2006-12-19,45.5
2006-12-20,45.87
2006-12-21,45.61
2006-12-22,45.0
2006-12-26,44.8
2006-12-27,45.75
2006-12-28,45.81
2006-12-29,46.03
2007-01-03,47.06
2007-01-04,47.32
2007-01-05,47.15
2007-01-08,46.9
2007-01-09,47.0
2007-01-10,46.51
2007-01-11,47.21
2007-01-12,47.21
2007-01-16,47.79
2007-01-17,48.09
2007-01-18,48.08
2007-01-19,48.19
2007-01-22,47.6
2007-01-23,47.46
2007-01-24,47.99
2007-01-25,48.09
2007-01-26,47.47
2007-01-29,47.5
2007-01-30,46.91
2007-01-31,47.04
2007-02-01,47.44
2007-02-02,47.64
2007-02-05,48.42
2007-02-06,48.32
2007-02-07,48.28
2007-02-08,48.13
2007-02-09,47.67
2007-02-12,47.68
2007-02-13,47.74
2007-02-14,47.75
2007-02-15,47.82
2007-02-16,48.25
2007-02-20,49.41
2007-02-21,49.87
2007-02-22,49.55
2007-02-23,49.29
2007-02-26,49.45
2007-02-27,48.2
2007-02-28,48.01
2007-03-01,47.19
2007-03-02,47.71
2007-03-05,47.44
2007-03-06,47.75
2007-03-07,47.61
2007-03-08,47.38
2007-03-09,47.15
2007-03-12,47.1
2007-03-13,46.03
2007-03-14,45.06
2007-03-15,45.49
2007-03-16,45.75
2007-03-19,46.38
2007-03-20,46.44
2007-03-21,46.95
2007-03-22,47.56
2007-03-23,47.75
2007-03-26,47.15
2007-03-27,47.03
2007-03-28,46.46
2007-03-29,46.36
2007-03-30,46.64
2007-04-02,46.85
2007-04-03,47.47
2007-04-04,47.9
2007-04-05,47.86
2007-04-09,47.89
2007-04-10,47.94
2007-04-11,47.06
2007-04-12,46.9
2007-04-13,46.83
2007-04-16,47.51
2007-04-17,47.89
2007-04-18,47.83
2007-04-19,47.65
2007-04-20,48.51
2007-04-23,48.84
2007-04-24,48.13
2007-04-25,48.63
2007-04-26,48.57
2007-04-27,48.32
2007-04-30,47.87
2007-05-01,47.51
2007-05-02,48.17
2007-05-03,48.2
2007-05-04,48.05
2007-05-07,48.28
2007-05-08,48.08
2007-05-09,47.84
2007-05-10,47.45
2007-05-11,47.41
2007-05-14,47.49
2007-05-15,47.41
2007-05-16,46.98
2007-05-17,47.02
2007-05-18,47.18
2007-05-21,46.62
2007-05-22,46.47
2007-05-23,46.32
2007-05-24,46.35
2007-05-25,46.64
2007-05-29,46.76
2007-05-30,46.47
2007-05-31,47.1
2007-06-01,47.73
2007-06-04,50.15
2007-06-05,50.36
2007-06-06,50.15
2007-06-07,49.61
2007-06-08,49.6
2007-06-11,49.55
2007-06-12,48.9
2007-06-13,48.97
2007-06-14,48.98
2007-06-15,49.21
2007-06-18,49.07
2007-06-19,47.77
2007-06-20,48.56
2007-06-21,48.08
2007-06-22,47.83
2007-06-25,47.69
2007-06-26,47.75
2007-06-27,47.76
2007-06-28,48.17
2007-06-29,47.87
2007-07-02,48.14
2007-07-03,48.13
2007-07-05,48.08
2007-07-06,47.99
2007-07-09,48.26
2007-07-10,47.49
2007-07-11,47.23
2007-07-12,47.68
2007-07-13,48.67
2007-07-16,48.7
2007-07-17,48.3
2007-07-18,47.96
2007-07-19,48.1
2007-07-20,47.92
2007-07-23,47.95
2007-07-24,47.72
2007-07-25,47.55
2007-07-26,46.53
2007-07-27,45.73
2007-07-30,45.8
2007-07-31,45.9
2007-08-01,45.48
2007-08-02,46.08
2007-08-03,45.5
2007-08-06,45.7
2007-08-07,46.55
2007-08-08,46.7
2007-08-09,46.39
2007-08-10,45.7
2007-08-13,46.08
2007-08-14,43.52
2007-08-15,43.09
2007-08-16,42.92
2007-08-17,43.19
2007-08-20,42.96
2007-08-21,43.19
2007-08-22,43.43
2007-08-23,43.03
2007-08-24,43.13
2007-08-27,43.56
2007-08-28,43.4
2007-08-29,43.45
2007-08-30,43.16
2007-08-31,43.35
2007-09-04,43.27
2007-09-05,42.35
2007-09-06,42.65
2007-09-07,42.31
2007-09-10,42.09
2007-09-11,42.31
2007-09-12,42.58
2007-09-13,42.77
2007-09-14,42.65
2007-09-17,42.99
2007-09-18,43.35
2007-09-19,44.41
2007-09-20,43.96
2007-09-21,44.15
2007-09-24,43.86
2007-09-25,42.68
2007-09-26,42.95
2007-09-27,43.48
2007-09-28,43.51
2007-10-01,43.66
2007-10-02,44.36
2007-10-03,44.49
2007-10-04,44.77
2007-10-05,44.97
2007-10-08,45.08
2007-10-09,44.63
2007-10-10,45.1
2007-10-11,46.72
2007-10-12,46.8
2007-10-15,46.26
2007-10-16,45.58
2007-10-17,45.28
2007-10-18,45.34
2007-10-19,44.96
2007-10-22,44.64
2007-10-23,43.5
2007-10-24,43.27
2007-10-25,43.28
2007-10-26,44.11
2007-10-29,44.62
2007-10-30,44.69
2007-10-31,44.53
2007-11-01,43.94
2007-11-02,43.66
2007-11-05,43.78
2007-11-06,43.81
2007-11-07,43.82
2007-11-08,42.82
2007-11-09,42.5
2007-11-12,42.66
2007-11-13,45.0
2007-11-14,46.12
2007-11-15,45.87
2007-11-16,45.62
2007-11-19,45.25
2007-11-20,44.7
2007-11-21,44.68
2007-11-23,44.87
2007-11-26,45.0
2007-11-27,45.15
2007-11-28,46.0
2007-11-29,46.76
2007-11-30,47.6
2007-12-03,47.57
2007-12-04,47.49
2007-12-05,48.51
2007-12-06,48.0
2007-12-07,48.8
2007-12-10,48.92
2007-12-11,48.62
2007-12-12,47.61
2007-12-13,47.75
2007-12-14,47.6
2007-12-17,47.26
2007-12-18,46.87
2007-12-19,47.85
2007-12-20,47.32
2007-12-21,47.8
2007-12-24,48.12
2007-12-26,47.92
2007-12-27,47.62
2007-12-28,47.77
2007-12-31,47.33
2008-01-02,46.46
2008-01-03,46.23
2008-01-04,45.37
2008-01-07,45.59
2008-01-08,45.88
2008-01-09,45.24
2008-01-10,47.1
2008-01-11,47.5
2008-01-14,43.11
2008-01-15,46.77
2008-01-16,46.68
2008-01-17,47.1
2008-01-18,47.42
2008-01-22,46.09
2008-01-23,48.31
2008-01-24,48.48
2008-01-25,47.99
2008-01-28,47.9
2008-01-29,48.13
2008-01-30,48.5
2008-01-31,48.73
2008-02-01,50.31
2008-02-04,49.83
2008-02-05,49.46
2008-02-06,48.51
2008-02-07,47.84
2008-02-08,48.64
2008-02-11,48.34
2008-02-12,49.48
2008-02-13,50.22
2008-02-14,49.76
2008-02-15,49.11
2008-02-19,49.3
2008-02-20,49.01
2008-02-21,49.6
2008-02-22,49.47
2008-02-25,49.7
2008-02-26,50.19
2008-02-27,50.92
2008-02-28,50.63
2008-02-29,49.53
2008-03-03,49.22
2008-03-04,49.62
2008-03-05,49.26
2008-03-06,49.85
2008-03-07,49.68
2008-03-10,48.64
2008-03-11,49.54
2008-03-12,49.94
2008-03-13,49.46
2008-03-14,49.17
2008-03-17,49.29
2008-03-18,50.22
2008-03-19,50.66
2008-03-20,50.78
2008-03-24,53.23
2008-03-25,52.91
2008-03-26,52.66
2008-03-27,52.28
2008-03-28,51.77
2008-03-31,51.63
2008-04-01,52.81
2008-04-02,54.0
2008-04-03,53.99
2008-04-04,54.22
2008-04-07,53.91
2008-04-08,53.99
2008-04-09,53.74
2008-04-10,54.41
2008-04-11,54.13
2008-04-14,54.86
2008-04-15,55.19
2008-04-16,56.35
2008-04-17,56.19
2008-04-18,56.14
2008-04-21,55.75
2008-04-22,55.84
2008-04-23,56.31
2008-04-24,57.01
2008-04-25,57.14
2008-04-28,57.2
2008-04-29,57.4
2008-04-30,57.88
2008-05-01,57.63
2008-05-02,56.9
2008-05-05,56.81
2008-05-06,56.03
2008-05-07,56.03
2008-05-08,56.75
2008-05-09,56.61
2008-05-12,57.64
2008-05-13,56.37
2008-05-14,56.65
2008-05-15,56.65
2008-05-16,56.59
2008-05-19,56.16
2008-05-20,55.48
2008-05-21,55.05
2008-05-22,55.09
2008-05-23,55.4
2008-05-27,55.8
2008-05-28,56.56
2008-05-29,56.93
2008-05-30,57.5
2008-06-02,56.52
2008-06-03,57.36
2008-06-04,57.34
2008-06-05,58.41
2008-06-06,58.32
2008-06-09,58.44
2008-06-10,59.05
2008-06-11,58.47
2008-06-12,58.73
2008-06-13,58.86
2008-06-16,58.5
2008-06-17,58.5
2008-06-18,57.59
2008-06-19,57.37
2008-06-20,56.2
2008-06-23,56.43
2008-06-24,56.25
2008-06-25,57.35
2008-06-26,56.83
2008-06-27,55.85
2008-06-30,56.02
2008-07-01,55.61
2008-07-02,56.45
2008-07-03,56.03
2008-07-07,56.2
2008-07-08,56.91
2008-07-09,57.6
2008-07-10,56.07
2008-07-11,55.64
2008-07-14,55.98
2008-07-15,55.34
2008-07-16,55.64
2008-07-17,55.42
2008-07-18,57.06
2008-07-21,57.0
2008-07-22,57.15
2008-07-23,56.69
2008-07-24,56.79
2008-07-25,56.58
2008-07-28,55.95
2008-07-29,56.09
2008-07-30,57.61
2008-07-31,57.91
2008-08-01,57.36
2008-08-04,57.55
2008-08-05,58.83
2008-08-06,59.7
2008-08-07,56.88
2008-08-08,56.81
2008-08-11,57.34
2008-08-12,58.4
2008-08-13,57.23
2008-08-14,56.89
2008-08-15,58.13
2008-08-18,58.63
2008-08-19,57.89
2008-08-20,57.68
2008-08-21,57.48
2008-08-22,58.71
2008-08-25,58.3
2008-08-26,58.04
2008-08-27,58.48
2008-08-28,59.02
2008-08-29,59.06
2008-09-02,59.5
2008-09-03,59.16
2008-09-04,59.7
2008-09-05,59.02
2008-09-08,60.25
2008-09-09,60.91
2008-09-10,61.21
2008-09-11,61.27
2008-09-12,61.58
2008-09-15,61.09
2008-09-16,61.0
2008-09-17,59.22
2008-09-18,59.1
2008-09-19,59.45
2008-09-22,58.75
2008-09-23,58.33
2008-09-24,58.15
2008-09-25,59.02
2008-09-26,59.08
2008-09-29,58.27
2008-09-30,57.74
2008-10-01,58.99
2008-10-02,58.23
2008-10-03,58.87
2008-10-06,54.55
2008-10-07,54.45
2008-10-08,52.75
2008-10-09,49.76
2008-10-10,47.0
2008-10-13,51.2
2008-10-14,52.72
2008-10-15,49.88
2008-10-16,48.73
2008-10-17,49.71
2008-10-20,52.38
2008-10-21,53.56
2008-10-22,51.14
2008-10-23,50.0
2008-10-24,49.99
2008-10-27,49.6
2008-10-28,50.8
2008-10-29,53.55
2008-10-30,53.81
2008-10-31,54.27
2008-11-03,55.76
2008-11-04,55.56
2008-11-05,54.0
2008-11-06,53.06
2008-11-07,53.4
2008-11-10,54.35
2008-11-11,53.12
2008-11-12,52.32
2008-11-13,51.06
2008-11-14,52.5
2008-11-17,51.18
2008-11-18,50.97
2008-11-19,50.73
2008-11-20,50.36
2008-11-21,50.2
2008-11-24,52.23
2008-11-25,53.35
2008-11-26,53.7
2008-11-28,55.51
2008-12-01,52.94
2008-12-02,52.22
2008-12-03,52.5
2008-12-04,54.0
2008-12-05,54.0
2008-12-08,56.51
2008-12-09,54.91
2008-12-10,54.18
2008-12-11,54.1
2008-12-12,53.75
2008-12-15,54.01
2008-12-16,54.14
2008-12-17,54.67
2008-12-18,54.78
2008-12-19,55.53
2008-12-22,55.48
2008-12-23,55.17
2008-12-24,55.27
2008-12-26,55.2
2008-12-29,54.52
2008-12-30,54.33
2008-12-31,54.77
2009-01-02,55.78
2009-01-05,55.68
2009-01-06,55.6
2009-01-07,55.06
2009-01-08,50.31
2009-01-09,51.25
2009-01-12,51.16
2009-01-13,51.56
2009-01-14,51.24
2009-01-15,50.33
2009-01-16,51.01
2009-01-20,50.44
2009-01-21,48.52
2009-01-22,47.77
2009-01-23,48.0
2009-01-26,48.03
2009-01-27,48.53
2009-01-28,48.51
2009-01-29,47.79
2009-01-30,46.92
2009-02-02,46.25
2009-02-03,46.57
2009-02-04,46.29
2009-02-05,47.16
2009-02-06,48.53
2009-02-09,48.77
2009-02-10,47.34
2009-02-11,47.75
2009-02-12,47.03
2009-02-13,46.48
2009-02-17,47.3
2009-02-18,48.52
2009-02-19,49.44
2009-02-20,49.53
2009-02-23,48.79
2009-02-24,48.69
2009-02-25,48.56
2009-02-26,48.14
2009-02-27,47.58
2009-03-02,47.96
2009-03-03,47.0
2009-03-04,47.15
2009-03-05,49.29
2009-03-06,48.1
2009-03-09,47.3
2009-03-10,47.27
2009-03-11,47.16
2009-03-12,47.32
2009-03-13,48.34
2009-03-16,48.66
2009-03-17,48.79
2009-03-18,48.95
2009-03-19,49.61
2009-03-20,48.99
2009-03-23,49.35
2009-03-24,50.59
2009-03-25,50.64
2009-03-26,51.95
2009-03-27,52.04
2009-03-30,51.26
2009-03-31,51.06
2009-04-01,51.22
2009-04-02,53.2
2009-04-03,52.95
2009-04-06,52.9
2009-04-07,52.0
2009-04-08,52.27
2009-04-09,49.65
2009-04-13,50.62
2009-04-14,50.55
2009-04-15,50.62
2009-04-16,50.27
2009-04-17,50.14
2009-04-20,49.19
2009-04-21,48.93
2009-04-22,48.82
2009-04-23,48.27
2009-04-24,47.72
2009-04-27,47.64
2009-04-28,48.03
2009-04-29,48.5
2009-04-30,49.93
2009-05-01,49.23
2009-05-04,50.19
2009-05-05,49.95
2009-05-06,49.07
2009-05-07,49.54
2009-05-08,49.75
2009-05-11,49.73
2009-05-12,50.66
2009-05-13,49.54
2009-05-14,48.75
2009-05-15,48.12
2009-05-18,48.69
2009-05-19,49.35
2009-05-20,48.85
2009-05-21,48.67
2009-05-22,49.11
2009-05-26,49.16
2009-05-27,49.25
2009-05-28,48.92
2009-05-29,49.07
2009-06-01,49.58
2009-06-02,49.87
2009-06-03,49.7
2009-06-04,50.25
2009-06-05,50.21
2009-06-08,50.4
2009-06-09,50.5
2009-06-10,49.73
2009-06-11,49.29
2009-06-12,49.21
2009-06-15,48.22
2009-06-16,48.05
2009-06-17,48.1
2009-06-18,48.4
2009-06-19,48.1
2009-06-22,48.02
2009-06-23,48.25
2009-06-24,48.11
2009-06-25,48.32
2009-06-26,48.43
2009-06-29,48.4
2009-06-30,48.3
2009-07-01,48.17
2009-07-02,47.76
2009-07-06,47.57
2009-07-07,47.73
2009-07-08,47.98
2009-07-09,47.88
2009-07-10,47.35
2009-07-13,47.42
2009-07-14,47.54
2009-07-15,47.96
2009-07-16,47.99
2009-07-17,48.02
2009-07-20,48.22
2009-07-21,48.45
2009-07-22,48.66
2009-07-23,48.64
2009-07-24,48.76
2009-07-27,48.53
2009-07-28,48.66
2009-07-29,48.8
2009-07-30,49.5
2009-07-31,49.77
2009-08-03,49.52
2009-08-04,49.5
2009-08-05,49.18
2009-08-06,48.75
2009-08-07,48.94
2009-08-10,49.01
2009-08-11,49.52
2009-08-12,50.1
2009-08-13,50.55
2009-08-14,51.54
2009-08-17,51.14
2009-08-18,51.24
2009-08-19,50.95
2009-08-20,51.25
2009-08-21,51.25
2009-08-24,51.15
2009-08-25,51.56
2009-08-26,51.56
2009-08-27,51.12
2009-08-28,50.61
2009-08-31,50.73
2009-09-01,50.64
2009-09-02,50.77
2009-09-03,50.99
2009-09-04,51.5
2009-09-08,51.33
2009-09-09,50.84
2009-09-10,50.73
2009-09-11,50.62
2009-09-14,50.2
2009-09-15,49.83
2009-09-16,49.75
2009-09-17,49.84
2009-09-18,49.94
2009-09-21,50.02
2009-09-22,50.92
2009-09-23,50.4
2009-09-24,50.34
2009-09-25,49.42
2009-09-28,49.33
2009-09-29,49.18
2009-09-30,48.73
2009-10-01,48.73
2009-10-02,48.84
2009-10-05,48.85
2009-10-06,49.13
2009-10-07,49.32
2009-10-08,49.4
2009-10-09,49.62
2009-10-12,49.47
2009-10-13,49.65
2009-10-14,50.1
2009-10-15,50.2
2009-10-16,50.62
2009-10-19,51.25
2009-10-20,51.5
2009-10-21,50.36
2009-10-22,50.03
2009-10-23,49.98
2009-10-26,49.82
2009-10-27,49.77
2009-10-28,49.73
2009-10-29,49.81
2009-10-30,49.62
2009-11-02,49.69
2009-11-03,49.52
2009-11-04,49.86
2009-11-05,50.49
2009-11-06,50.7
2009-11-09,51.41
2009-11-10,51.76
2009-11-11,52.18
2009-11-12,53.11
2009-11-13,53.06
2009-11-16,52.81
2009-11-17,53.1
2009-11-18,53.61
2009-11-19,53.76
2009-11-20,54.0
2009-11-23,54.52
2009-11-24,54.53
2009-11-25,54.78
2009-11-27,54.09
2009-11-30,54.1
2009-12-01,54.62
2009-12-02,54.48
2009-12-03,54.31
2009-12-04,53.95
2009-12-07,54.14
2009-12-08,54.06
2009-12-09,53.76
2009-12-10,54.21
2009-12-11,54.64
2009-12-14,53.81
2009-12-15,53.49
2009-12-16,53.13
2009-12-17,52.36
2009-12-18,52.31
2009-12-21,52.93
2009-12-22,53.25
2009-12-23,53.25
2009-12-24,53.37
2009-12-28,53.61
2009-12-29,53.9
2009-12-30,53.89
2009-12-31,53.42
2010-01-04,53.67
2010-01-05,53.57
2010-01-06,53.42
2010-01-07,53.26
2010-01-08,53.02
2010-01-11,53.1
2010-01-12,53.86
2010-01-13,54.41
2010-01-14,54.16
2010-01-15,53.6
2010-01-19,53.5
2010-01-20,53.23
2010-01-21,52.84
2010-01-22,52.69
2010-01-25,52.78
2010-01-26,52.73
2010-01-27,53.1
2010-01-28,52.51
2010-01-29,53.4
2010-02-01,53.31
2010-02-02,53.33
2010-02-03,53.64
2010-02-04,52.96
2010-02-05,52.76
2010-02-08,52.92
2010-02-09,52.82
2010-02-10,52.96
2010-02-11,52.91
2010-02-12,52.66
2010-02-16,52.9
2010-02-17,53.65
2010-02-18,52.91
2010-02-19,53.07
2010-02-22,53.34
2010-02-23,53.45
2010-02-24,53.48
2010-02-25,53.25
2010-02-26,53.5
2010-03-01,53.54
2010-03-02,53.47
2010-03-03,53.15
2010-03-04,53.75
2010-03-05,53.5
2010-03-08,53.93
2010-03-09,53.92
2010-03-10,53.53
2010-03-11,53.53
2010-03-12,53.79
2010-03-15,54.35
2010-03-16,55.6
2010-03-17,55.66
2010-03-18,55.54
2010-03-19,55.15
2010-03-22,55.13
2010-03-23,55.61
2010-03-24,55.43
2010-03-25,55.6
2010-03-26,55.47
2010-03-29,55.43
2010-03-30,55.66
2010-03-31,55.5
2010-04-01,55.17
2010-04-05,55.22
2010-04-06,55.29
2010-04-07,55.14
2010-04-08,55.16
2010-04-09,54.64
2010-04-12,54.58
2010-04-13,54.66
2010-04-14,54.34
2010-04-15,53.92
2010-04-16,53.84
2010-04-19,54.0
2010-04-20,54.38
2010-04-21,54.18
2010-04-22,54.15
2010-04-23,53.92
2010-04-26,54.01
2010-04-27,53.53
2010-04-28,53.52
2010-04-29,53.55
2010-04-30,53.64
2010-05-03,53.47
2010-05-04,53.55
2010-05-05,53.82
2010-05-06,51.53
2010-05-07,51.8
2010-05-10,51.83
2010-05-11,52.17
2010-05-12,52.13
2010-05-13,52.36
2010-05-14,52.02
2010-05-17,52.04
2010-05-18,53.2
2010-05-19,52.79
2010-05-20,51.3
2010-05-21,50.51
2010-05-24,50.9
2010-05-25,50.0
2010-05-26,50.01
2010-05-27,50.32
2010-05-28,50.5
2010-06-01,50.52
2010-06-02,51.02
2010-06-03,51.48
2010-06-04,50.22
2010-06-07,50.32
2010-06-08,50.53
2010-06-09,50.59
2010-06-10,51.06
2010-06-11,50.55
2010-06-14,50.89
2010-06-15,51.06
2010-06-16,50.92
2010-06-17,50.96
2010-06-18,51.41
2010-06-21,50.71
2010-06-22,50.6
2010-06-23,50.4
2010-06-24,49.95
2010-06-25,48.8
2010-06-28,49.01
2010-06-29,48.43
2010-06-30,48.01
2010-07-01,47.77
2010-07-02,47.84
2010-07-06,48.26
2010-07-07,48.16
2010-07-08,48.79
2010-07-09,49.15
2010-07-12,49.68
2010-07-13,50.1
2010-07-14,50.04
2010-07-15,49.91
2010-07-16,49.52
2010-07-19,49.09
2010-07-20,49.26
2010-07-21,50.11
2010-07-22,50.51
2010-07-23,50.9
2010-07-26,50.91
2010-07-27,50.66
2010-07-28,50.8
2010-07-29,50.8
2010-07-30,50.5
2010-08-02,50.95
2010-08-03,51.03
2010-08-04,51.01
2010-08-05,51.22
2010-08-06,51.11
2010-08-09,51.8
2010-08-10,51.69
2010-08-11,50.98
2010-08-12,50.01
2010-08-13,50.0
2010-08-16,50.06
2010-08-17,50.66
2010-08-18,50.62
2010-08-19,50.0
2010-08-20,50.03
2010-08-23,50.39
2010-08-24,50.6
2010-08-25,51.09
2010-08-26,50.75
2010-08-27,50.72
2010-08-30,50.53
2010-08-31,50.12
2010-09-01,50.46
2010-09-02,51.12
2010-09-03,51.55
2010-09-07,51.84
2010-09-08,51.52
2010-09-09,51.84
2010-09-10,51.72
2010-09-13,52.01
2010-09-14,52.15
2010-09-15,52.41
2010-09-16,52.55
2010-09-17,52.88
2010-09-20,53.09
2010-09-21,53.32
2010-09-22,53.45
2010-09-23,53.53
2010-09-24,53.84
2010-09-27,53.47
2010-09-28,53.05
2010-09-29,53.11
2010-09-30,53.14
2010-10-01,53.2
2010-10-04,53.14
2010-10-05,53.83
2010-10-06,53.9
2010-10-07,54.04
2010-10-08,54.02
2010-10-11,54.43
2010-10-12,53.75
2010-10-13,53.73
2010-10-14,52.93
2010-10-15,53.02
2010-10-18,53.25
2010-10-19,53.13
2010-10-20,53.25
2010-10-21,53.59
2010-10-22,53.86
2010-10-25,53.9
2010-10-26,53.83
2010-10-27,53.55
2010-10-28,53.59
2010-10-29,53.61
2010-11-01,54.02
2010-11-02,54.49
2010-11-03,54.22
2010-11-04,54.95
2010-11-05,54.9
2010-11-08,54.51
2010-11-09,54.83
2010-11-10,54.09
2010-11-11,53.96
2010-11-12,53.86
2010-11-15,53.87
2010-11-16,54.24
2010-11-17,53.56
2010-11-18,53.9
2010-11-19,53.95
2010-11-22,53.92
2010-11-23,53.56
2010-11-24,53.74
2010-11-26,53.57
2010-11-29,53.43
2010-11-30,53.6
2010-12-01,54.39
2010-12-02,54.38
2010-12-03,54.31
2010-12-06,54.47
2010-12-07,54.54
2010-12-08,54.45
2010-12-09,54.32
2010-12-10,54.14
2010-12-13,54.0
2010-12-14,54.02
2010-12-15,54.04
2010-12-16,54.0
2010-12-17,54.38
2010-12-20,53.61
2010-12-21,53.64
2010-12-22,53.16
2010-12-23,53.14
2010-12-27,53.23
2010-12-28,53.51
2010-12-29,53.57
2010-12-30,53.84
2010-12-31,53.79
2011-01-03,54.15
2011-01-04,54.28
2011-01-05,54.32
2011-01-06,53.78
2011-01-07,53.76
2011-01-10,53.54
2011-01-11,53.73
2011-01-12,54.34
2011-01-13,54.69
2011-01-14,54.42
2011-01-18,54.75
2011-01-19,54.71
