time_captured,05_unb_raw_accY
1970-01-01 00:00:00.000000549,-244.732
1970-01-01 00:00:00.000000550,70.394
1970-01-01 00:00:00.000000551,818.986
1970-01-01 00:00:00.000000552,265.228
1970-01-01 00:00:00.000000553,-505.446
1970-01-01 00:00:00.000000554,-396.378
1970-01-01 00:00:00.000000555,-409.676
1970-01-01 00:00:00.000000556,-478.362
1970-01-01 00:00:00.000000557,-263.886
1970-01-01 00:00:00.000000558,65.88
1970-01-01 00:00:00.000000559,90.89
1970-01-01 00:00:00.000000560,17.934
1970-01-01 00:00:00.000000561,-30.378
1970-01-01 00:00:00.000000562,394.67
1970-01-01 00:00:00.000000563,370.27
1970-01-01 00:00:00.000000564,21.35
1970-01-01 00:00:00.000000565,-189.832
1970-01-01 00:00:00.000000566,12.81
1970-01-01 00:00:00.000000567,113.704
1970-01-01 00:00:00.000000568,264.74
1970-01-01 00:00:00.000000569,211.06
1970-01-01 00:00:00.000000570,-369.172
1970-01-01 00:00:00.000000571,-263.886
1970-01-01 00:00:00.000000572,-211.182
1970-01-01 00:00:00.000000573,-283.772
1970-01-01 00:00:00.000000574,-44.774
1970-01-01 00:00:00.000000575,120.902
1970-01-01 00:00:00.000000576,-13.42
1970-01-01 00:00:00.000000577,-97.478
1970-01-01 00:00:00.000000578,554.246
1970-01-01 00:00:00.000000579,738.832
1970-01-01 00:00:00.000000580,195.688
1970-01-01 00:00:00.000000581,13.42
1970-01-01 00:00:00.000000582,-156.77
1970-01-01 00:00:00.000000583,8.906
1970-01-01 00:00:00.000000584,-470.676
1970-01-01 00:00:00.000000585,-672.952
1970-01-01 00:00:00.000000586,-368.318
1970-01-01 00:00:00.000000587,-250.832
1970-01-01 00:00:00.000000588,269.986
1970-01-01 00:00:00.000000589,-9.15
1970-01-01 00:00:00.000000590,339.282
1970-01-01 00:00:00.000000591,-51.606
1970-01-01 00:00:00.000000592,-222.284
1970-01-01 00:00:00.000000593,23.668
1970-01-01 00:00:00.000000594,40.016
1970-01-01 00:00:00.000000595,211.426
1970-01-01 00:00:00.000000596,133.468
1970-01-01 00:00:00.000000597,-122.244
1970-01-01 00:00:00.000000598,-294.02
1970-01-01 00:00:00.000000599,-215.574
1970-01-01 00:00:00.000000600,-105.408
1970-01-01 00:00:00.000000601,-24.888
1970-01-01 00:00:00.000000602,50.264
1970-01-01 00:00:00.000000603,563.396
1970-01-01 00:00:00.000000604,521.55
1970-01-01 00:00:00.000000605,537.654
1970-01-01 00:00:00.000000606,169.092
1970-01-01 00:00:00.000000607,162.748
1970-01-01 00:00:00.000000608,-513.254
1970-01-01 00:00:00.000000609,-396.866
1970-01-01 00:00:00.000000610,-39.284
1970-01-01 00:00:00.000000611,-329.888
1970-01-01 00:00:00.000000612,-106.628
1970-01-01 00:00:00.000000613,-106.628
1970-01-01 00:00:00.000000614,97.844
1970-01-01 00:00:00.000000615,158.6
1970-01-01 00:00:00.000000616,311.222
1970-01-01 00:00:00.000000617,244.854
1970-01-01 00:00:00.000000618,-144.936
1970-01-01 00:00:00.000000619,-190.93
1970-01-01 00:00:00.000000620,-10.37
1970-01-01 00:00:00.000000621,-478.606
1970-01-01 00:00:00.000000622,-478.606
1970-01-01 00:00:00.000000623,-512.888
1970-01-01 00:00:00.000000624,-383.202
1970-01-01 00:00:00.000000625,-305.61
1970-01-01 00:00:00.000000626,-546.56
1970-01-01 00:00:00.000000627,-562.176
1970-01-01 00:00:00.000000628,-61.854
1970-01-01 00:00:00.000000629,351.848
1970-01-01 00:00:00.000000630,330.132
1970-01-01 00:00:00.000000631,330.132
1970-01-01 00:00:00.000000632,1.342
1970-01-01 00:00:00.000000633,97.478
1970-01-01 00:00:00.000000634,-82.716
1970-01-01 00:00:00.000000635,-143.96
1970-01-01 00:00:00.000000636,-118.828
1970-01-01 00:00:00.000000637,-437.004
1970-01-01 00:00:00.000000638,-69.906
1970-01-01 00:00:00.000000639,635.498
1970-01-01 00:00:00.000000640,635.498
1970-01-01 00:00:00.000000641,88.938
1970-01-01 00:00:00.000000642,179.95
1970-01-01 00:00:00.000000643,-343.552
1970-01-01 00:00:00.000000644,-19.642
