time_captured,BA_Open
2011-06-13,73.06
2011-06-14,73.34
2011-06-15,74.07
2011-06-16,73.74
2011-06-17,74.62
2011-06-20,73.96
2011-06-21,75.02
2011-06-22,73.59
2011-06-23,71.17
2011-06-24,71.37
2011-06-27,71.44
2011-06-28,71.82
2011-06-29,72.22
2011-06-30,73.0
2011-07-01,73.81
2011-07-05,74.17
2011-07-06,74.13
2011-07-07,75.33
2011-07-08,75.58
2011-07-11,74.17
2011-07-12,73.62
2011-07-13,72.56
2011-07-14,71.94
2011-07-15,71.7
2011-07-18,70.66
2011-07-19,70.11
2011-07-20,71.12
2011-07-21,72.58
2011-07-22,73.19
2011-07-25,71.38
2011-07-26,71.38
2011-07-27,71.73
2011-07-28,71.0
2011-07-29,70.0
2011-08-01,71.61
2011-08-02,69.56
2011-08-03,67.89
2011-08-04,66.36
2011-08-05,64.09
2011-08-08,61.1
2011-08-09,60.04
2011-08-10,60.92
2011-08-11,57.65
2011-08-12,59.98
2011-08-15,62.06
2011-08-16,61.73
2011-08-17,62.44
2011-08-18,60.4
2011-08-19,58.3
2011-08-22,59.14
2011-08-23,58.7
2011-08-24,60.59
2011-08-25,62.05
2011-08-26,60.64
2011-08-29,63.99
2011-08-30,65.23
2011-08-31,66.69
2011-09-01,66.96
2011-09-02,65.01
2011-09-06,61.91
2011-09-07,63.94
2011-09-08,64.34
2011-09-09,62.11
2011-09-12,60.83
2011-09-13,62.3
2011-09-14,63.05
2011-09-15,63.65
2011-09-16,64.78
2011-09-19,64.08
2011-09-20,64.36
2011-09-21,63.54
2011-09-22,59.33
2011-09-23,58.57
2011-09-26,60.8
2011-09-27,64.13
2011-09-28,63.28
2011-09-29,63.2
2011-09-30,61.5
2011-10-03,60.1
2011-10-04,57.53
2011-10-05,58.9
2011-10-06,60.01
2011-10-07,61.91
2011-10-10,62.87
2011-10-11,63.66
2011-10-12,64.46
2011-10-13,63.78
2011-10-14,64.0
2011-10-17,63.34
2011-10-18,61.93
2011-10-19,62.61
2011-10-20,63.01
2011-10-21,63.31
2011-10-24,64.41
2011-10-25,64.81
2011-10-26,67.56
2011-10-27,68.59
2011-10-28,67.55
2011-10-31,67.12
2011-11-01,64.23
2011-11-02,63.97
2011-11-03,65.16
2011-11-04,65.59
2011-11-07,65.71
2011-11-08,66.44
2011-11-09,65.17
2011-11-10,65.09
2011-11-11,65.43
2011-11-14,68.89
2011-11-15,67.9
2011-11-16,67.13
2011-11-17,67.2
2011-11-18,66.93
2011-11-21,66.32
2011-11-22,65.3
2011-11-23,63.62
2011-11-25,62.16
2011-11-28,64.53
2011-11-29,65.02
2011-11-30,67.08
2011-12-01,68.7
2011-12-02,71.7
2011-12-05,72.28
2011-12-06,70.92
2011-12-07,70.3
2011-12-08,70.46
2011-12-09,70.81
2011-12-12,71.51
2011-12-13,71.67
2011-12-14,70.35
2011-12-15,70.81
2011-12-16,71.11
2011-12-19,71.2
2011-12-20,71.23
2011-12-21,72.73
2011-12-22,73.83
2011-12-23,74.53
2011-12-27,73.68
2011-12-28,74.48
2011-12-29,73.44
2011-12-30,73.86
2012-01-03,74.7
2012-01-04,74.1
2012-01-05,73.77
2012-01-06,73.73
2012-01-09,74.81
2012-01-10,75.13
2012-01-11,74.78
2012-01-12,74.81
2012-01-13,75.04
2012-01-17,75.3
2012-01-18,74.95
2012-01-19,75.27
2012-01-20,75.68
2012-01-23,75.66
2012-01-24,75.06
2012-01-25,73.97
2012-01-26,75.84
2012-01-27,74.8
2012-01-30,73.99
2012-01-31,74.51
2012-02-01,74.96
2012-02-02,75.2
2012-02-03,76.09
2012-02-06,75.26
2012-02-07,75.04
2012-02-08,74.71
2012-02-09,75.78
2012-02-10,75.45
2012-02-13,75.5
2012-02-14,75.51
2012-02-15,75.86
2012-02-16,75.04
2012-02-17,75.53
2012-02-21,75.67
2012-02-22,75.56
2012-02-23,75.76
2012-02-24,75.75
2012-02-27,75.69
2012-02-28,75.18
2012-02-29,75.28
2012-03-01,74.96
2012-03-02,75.07
2012-03-05,74.95
2012-03-06,73.24
2012-03-07,72.58
2012-03-08,74.27
2012-03-09,74.14
2012-03-12,73.2
2012-03-13,73.88
2012-03-14,74.32
2012-03-15,75.5
2012-03-16,75.76
2012-03-19,75.0
2012-03-20,75.09
2012-03-21,75.05
2012-03-22,74.62
2012-03-23,74.05
2012-03-26,74.52
2012-03-27,75.11
2012-03-28,74.99
2012-03-29,73.77
2012-03-30,74.32
2012-04-02,74.0
2012-04-03,75.0
2012-04-04,73.97
2012-04-05,73.42
2012-04-09,72.63
2012-04-10,72.25
2012-04-11,71.63
2012-04-12,71.69
2012-04-13,73.18
2012-04-16,72.98
2012-04-17,73.13
2012-04-18,73.58
2012-04-19,73.73
2012-04-20,73.27
2012-04-23,72.69
2012-04-24,73.21
2012-04-25,75.05
2012-04-26,76.71
2012-04-27,77.28
2012-04-30,76.51
2012-05-01,76.59
2012-05-02,76.77
2012-05-03,77.13
2012-05-04,76.35
2012-05-07,75.79
2012-05-08,75.38
2012-05-09,74.25
2012-05-10,74.46
2012-05-11,73.59
2012-05-14,72.89
2012-05-15,73.0
2012-05-16,72.82
2012-05-17,72.31
2012-05-18,69.95
2012-05-21,70.46
2012-05-22,71.65
2012-05-23,70.69
2012-05-24,71.64
2012-05-25,71.21
2012-05-29,70.28
2012-05-30,69.88
2012-05-31,69.54
2012-06-01,68.67
2012-06-04,68.15
2012-06-05,67.31
2012-06-06,67.97
2012-06-07,69.57
2012-06-08,69.66
2012-06-11,70.61
2012-06-12,70.93
2012-06-13,72.41
2012-06-14,72.08
2012-06-15,72.09
2012-06-18,71.69
2012-06-19,72.36
2012-06-20,72.7
2012-06-21,73.35
2012-06-22,71.55
2012-06-25,71.81
2012-06-26,71.3
2012-06-27,70.98
2012-06-28,71.15
2012-06-29,73.06
2012-07-02,74.21
2012-07-03,73.08
2012-07-05,74.38
2012-07-06,73.78
2012-07-09,74.27
2012-07-10,74.63
2012-07-11,72.69
2012-07-12,71.2
2012-07-13,71.93
2012-07-16,73.13
2012-07-17,73.25
2012-07-18,72.71
2012-07-19,73.99
2012-07-20,74.5
2012-07-23,72.31
2012-07-24,72.87
2012-07-25,74.2
2012-07-26,75.13
2012-07-27,75.58
2012-07-30,74.6
2012-07-31,74.82
2012-08-01,74.32
2012-08-02,72.39
2012-08-03,73.13
2012-08-06,73.21
2012-08-07,73.27
2012-08-08,74.03
2012-08-09,74.61
2012-08-10,73.87
2012-08-13,73.71
2012-08-14,74.3
2012-08-15,73.34
2012-08-16,73.1
2012-08-17,73.69
2012-08-20,73.61
2012-08-21,74.09
2012-08-22,73.34
2012-08-23,72.09
2012-08-24,70.32
2012-08-27,70.95
2012-08-28,71.18
2012-08-29,71.64
2012-08-30,71.05
2012-08-31,71.27
2012-09-04,70.7
2012-09-05,71.38
2012-09-06,72.37
2012-09-07,72.87
2012-09-10,72.31
2012-09-11,71.19
2012-09-12,71.43
2012-09-13,70.68
2012-09-14,72.02
2012-09-17,70.77
2012-09-18,69.86
2012-09-19,70.74
2012-09-20,69.35
2012-09-21,70.09
2012-09-24,69.45
2012-09-25,70.29
2012-09-26,69.34
2012-09-27,70.4
2012-09-28,69.75
2012-10-01,69.86
2012-10-02,70.11
2012-10-03,69.9
2012-10-04,70.24
2012-10-05,70.26
2012-10-08,70.72
2012-10-09,70.7
2012-10-10,70.8
2012-10-11,70.9
2012-10-12,71.08
2012-10-15,71.85
2012-10-16,72.76
2012-10-17,73.74
2012-10-18,73.52
2012-10-19,74.03
2012-10-22,73.8
2012-10-23,72.99
2012-10-24,74.95
2012-10-25,73.05
2012-10-26,71.16
2012-10-31,71.35
2012-11-01,70.59
2012-11-02,71.0
2012-11-05,69.87
2012-11-06,70.47
2012-11-07,70.69
2012-11-08,70.13
2012-11-09,70.76
2012-11-12,73.41
2012-11-13,73.02
2012-11-14,73.34
2012-11-15,71.22
2012-11-16,71.19
2012-11-19,71.49
2012-11-20,71.87
2012-11-21,72.54
2012-11-23,73.35
2012-11-26,73.4
2012-11-27,74.12
2012-11-28,74.0
2012-11-29,74.36
2012-11-30,74.36
2012-12-03,74.41
2012-12-04,73.89
2012-12-05,73.94
2012-12-06,73.8
2012-12-07,74.09
2012-12-10,74.62
2012-12-11,75.62
2012-12-12,75.84
2012-12-13,75.42
2012-12-14,74.33
2012-12-17,74.2
2012-12-18,74.3
2012-12-19,75.61
2012-12-20,75.75
2012-12-21,75.08
2012-12-24,75.89
2012-12-26,75.97
2012-12-27,76.01
2012-12-28,75.21
2012-12-31,74.61
2013-01-02,76.55
2013-01-03,76.99
2013-01-04,77.79
2013-01-07,77.54
2013-01-08,75.24
2013-01-09,74.92
2013-01-10,76.93
2013-01-11,75.71
2013-01-14,75.23
2013-01-15,76.21
2013-01-16,73.85
2013-01-17,72.78
2013-01-18,75.16
2013-01-22,74.12
2013-01-23,73.99
2013-01-24,74.41
2013-01-25,75.29
2013-01-28,73.9
2013-01-29,74.24
2013-01-30,74.42
2013-01-31,74.5
2013-02-01,74.49
2013-02-04,74.29
2013-02-05,75.69
2013-02-06,75.47
2013-02-07,76.32
2013-02-08,77.24
2013-02-11,76.42
2013-02-12,76.06
2013-02-13,75.67
2013-02-14,74.69
2013-02-15,75.26
2013-02-19,74.99
