time_captured,GOOGL_Low
2016-10-06,800.51
2016-10-07,796.82
2016-10-10,802.24
2016-10-11,807.37
2016-10-12,808.55
2016-10-13,798.62
2016-10-14,802.32
2016-10-17,803.83
2016-10-18,813.33
2016-10-19,823.2
2016-10-20,820.55
2016-10-21,818.31
2016-10-24,829.04
2016-10-25,825.3
2016-10-26,816.35
2016-10-27,814.61
2016-10-28,817.0
2016-10-31,808.0
2016-11-01,798.26
2016-11-02,785.0
2016-11-03,778.63
2016-11-04,771.0
2016-11-07,792.9
2016-11-08,799.62
2016-11-09,792.04
2016-11-10,768.23
2016-11-11,765.54
2016-11-14,743.59
2016-11-15,765.22
2016-11-16,766.33
2016-11-17,779.85
2016-11-18,775.35
2016-11-21,776.3
2016-11-22,783.74
2016-11-23,772.65
2016-11-25,778.19
2016-11-28,778.1
2016-11-29,785.34
2016-11-30,773.14
2016-12-01,753.36
2016-12-02,759.0
2016-12-05,766.97
2016-12-06,773.32
2016-12-07,773.53
2016-12-08,787.9
2016-12-09,798.05
2016-12-12,804.53
2016-12-13,811.94
2016-12-14,812.78
2016-12-15,812.0
2016-12-16,808.12
2016-12-19,804.5
2016-12-20,811.0
2016-12-21,805.1
2016-12-22,806.03
2016-12-23,805.11
2016-12-27,805.8
2016-12-28,802.44
2016-12-29,798.14
2016-12-30,789.62
2017-01-03,796.89
2017-01-04,804.11
2017-01-05,805.92
2017-01-06,811.5
2017-01-09,821.62
2017-01-10,823.14
2017-01-11,821.47
2017-01-12,821.01
2017-01-13,829.52
2017-01-17,823.2
2017-01-18,824.08
2017-01-19,823.96
2017-01-20,824.6
2017-01-23,828.7
2017-01-24,842.28
2017-01-25,849.74
2017-01-26,850.52
2017-01-27,841.9
2017-01-30,821.03
2017-01-31,813.4
2017-02-01,812.25
2017-02-02,812.05
2017-02-03,819.35
2017-02-06,814.29
2017-02-07,823.29
2017-02-08,825.11
2017-02-09,826.5
2017-02-10,830.51
2017-02-13,836.25
2017-02-14,835.83
2017-02-15,836.22
2017-02-16,837.26
2017-02-17,839.78
2017-02-21,846.55
2017-02-22,846.71
2017-02-23,842.5
2017-02-24,842.96
2017-02-27,843.01
2017-02-28,841.44
2017-03-01,849.02
2017-03-02,848.72
2017-03-03,844.7
2017-03-06,841.17
2017-03-07,845.52
2017-03-08,851.25
2017-03-09,852.67
2017-03-10,857.61
2017-03-13,860.82
2017-03-14,860.13
2017-03-15,861.3
2017-03-16,867.52
2017-03-17,868.37
2017-03-20,864.66
2017-03-21,847.69
2017-03-22,847.0
2017-03-23,833.0
2017-03-24,829.1
2017-03-27,824.3
2017-03-28,832.26
2017-03-29,841.38
2017-03-30,846.77
2017-03-31,845.24
2017-04-03,847.53
2017-04-04,847.5
2017-04-05,847.52
2017-04-06,844.0
2017-04-07,837.3
2017-04-10,840.79
2017-04-11,834.6
2017-04-12,837.59
2017-04-13,837.85
2017-04-17,841.03
2017-04-18,851.25
2017-04-19,853.53
2017-04-20,857.5
2017-04-21,857.73
2017-04-24,866.11
2017-04-25,879.28
2017-04-26,885.15
2017-04-27,887.18
2017-04-28,923.22
2017-05-01,920.8
2017-05-02,931.0
2017-05-03,935.21
2017-05-04,947.37
2017-05-05,948.1
2017-05-08,947.4
2017-05-09,954.4
2017-05-10,949.84
2017-05-11,948.61
2017-05-12,952.06
2017-05-15,952.82
2017-05-16,960.35
2017-05-17,940.06
2017-05-18,941.27
2017-05-19,952.0
2017-05-22,956.56
2017-05-23,964.5
2017-05-24,971.63
2017-05-25,977.82
2017-05-26,987.36
2017-05-30,991.36
2017-05-31,981.68
2017-06-01,981.29
2017-06-02,987.07
2017-06-05,995.45
2017-06-06,994.8
2017-06-07,995.81
2017-06-08,996.62
2017-06-09,953.37
2017-06-12,936.8
2017-06-13,962.01
2017-06-14,959.51
2017-06-15,940.37
2017-06-16,948.7
2017-06-19,968.2
2017-06-20,968.2
2017-06-21,969.16
2017-06-22,973.31
2017-06-23,974.46
2017-06-26,970.33
2017-06-27,947.09
2017-06-28,936.16
2017-06-29,929.6
2017-06-30,929.61
2017-07-03,915.31
2017-07-05,918.63
2017-07-06,919.85
2017-07-07,929.79
2017-07-10,941.95
2017-07-11,945.12
2017-07-12,957.04
2017-07-13,964.8
2017-07-14,970.15
2017-07-17,970.8
2017-07-18,972.04
2017-07-19,987.01
2017-07-20,984.62
2017-07-21,984.17
2017-07-24,990.27
2017-07-25,963.8
2017-07-26,960.23
2017-07-27,937.06
2017-07-28,945.31
2017-07-31,941.72
2017-08-01,944.96
2017-08-02,932.52
2017-08-03,939.44
2017-08-04,939.8
2017-08-07,943.5
2017-08-08,942.48
2017-08-09,933.92
2017-08-10,921.78
2017-08-11,921.22
2017-08-14,934.48
2017-08-15,936.64
2017-08-16,940.04
2017-08-17,927.64
2017-08-18,923.45
2017-08-21,918.6
2017-08-22,926.17
2017-08-23,935.24
2017-08-24,930.74
2017-08-25,930.1
2017-08-28,926.11
2017-08-29,919.31
2017-08-30,934.05
2017-08-31,946.25
2017-09-01,950.28
2017-09-05,935.6
2017-09-06,932.68
2017-09-07,937.53
2017-09-08,940.01
2017-09-11,941.0
2017-09-12,937.5
2017-09-13,944.74
2017-09-14,938.36
2017-09-15,931.25
2017-09-18,925.4
2017-09-19,926.66
2017-09-20,937.5
2017-09-21,939.38
2017-09-22,940.84
2017-09-25,924.51
2017-09-26,935.12
2017-09-27,941.95
2017-09-28,955.55
2017-09-29,966.0
2017-10-02,961.95
2017-10-03,962.7
2017-10-04,965.61
2017-10-05,970.27
2017-10-06,978.51
2017-10-09,991.5
2017-10-10,981.11
2017-10-11,987.94
2017-10-12,1001.1
2017-10-13,1007.06
2017-10-16,1001.52
2017-10-17,1006.05
2017-10-18,1005.32
2017-10-19,997.3
2017-10-20,1002.27
2017-10-23,983.1
2017-10-24,977.08
2017-10-25,977.72
2017-10-26,990.47
2017-10-27,1026.85
2017-10-30,1022.33
2017-10-31,1026.3
2017-11-01,1034.0
2017-11-02,1028.66
2017-11-03,1037.65
2017-11-06,1042.0
2017-11-07,1043.0
2017-11-08,1047.05
2017-11-09,1035.85
2017-11-10,1041.22
2017-11-13,1039.26
2017-11-14,1029.33
2017-11-15,1030.76
2017-11-16,1038.0
2017-11-17,1033.73
2017-11-20,1032.68
2017-11-21,1039.14
2017-11-22,1047.25
2017-11-24,1051.92
2017-11-27,1054.77
2017-11-28,1054.54
2017-11-29,1029.65
2017-11-30,1030.07
2017-12-01,1016.9
2017-12-04,1009.22
2017-12-05,1002.32
2017-12-06,1015.31
2017-12-07,1035.36
2017-12-08,1045.86
2017-12-11,1044.12
2017-12-12,1044.87
2017-12-13,1046.58
2017-12-14,1053.6
2017-12-15,1060.09
2017-12-18,1070.37
2017-12-19,1072.27
2017-12-20,1068.6
2017-12-21,1069.0
2017-12-22,1067.64
2017-12-26,1058.64
2017-12-27,1058.38
2017-12-28,1053.38
2017-12-29,1052.7
