time_captured,08_vnt_raw_accX
1970-01-01 00:00:00.000000496,-601.826
1970-01-01 00:00:00.000000497,-355.996
1970-01-01 00:00:00.000000498,-26.23
1970-01-01 00:00:00.000000499,145.912
1970-01-01 00:00:00.000000500,830.82
1970-01-01 00:00:00.000000501,1408.124
1970-01-01 00:00:00.000000502,1238.91
1970-01-01 00:00:00.000000503,-194.224
1970-01-01 00:00:00.000000504,-734.318
1970-01-01 00:00:00.000000505,-926.59
1970-01-01 00:00:00.000000506,-699.67
1970-01-01 00:00:00.000000507,-869.494
1970-01-01 00:00:00.000000508,174.582
1970-01-01 00:00:00.000000509,681.98
1970-01-01 00:00:00.000000510,834.968
1970-01-01 00:00:00.000000511,345.626
1970-01-01 00:00:00.000000512,-419.436
1970-01-01 00:00:00.000000513,-542.778
1970-01-01 00:00:00.000000514,-330.132
1970-01-01 00:00:00.000000515,-496.296
1970-01-01 00:00:00.000000516,-251.93
1970-01-01 00:00:00.000000517,604.876
1970-01-01 00:00:00.000000518,1007.354
1970-01-01 00:00:00.000000519,1208.41
1970-01-01 00:00:00.000000520,770.186
1970-01-01 00:00:00.000000521,-458.598
1970-01-01 00:00:00.000000522,-688.446
1970-01-01 00:00:00.000000523,-671.244
1970-01-01 00:00:00.000000524,-1017.724
1970-01-01 00:00:00.000000525,-526.552
1970-01-01 00:00:00.000000526,425.78
1970-01-01 00:00:00.000000527,1105.076
1970-01-01 00:00:00.000000528,995.276
1970-01-01 00:00:00.000000529,-223.382
1970-01-01 00:00:00.000000530,-769.942
1970-01-01 00:00:00.000000531,-198.25
1970-01-01 00:00:00.000000532,-215.696
1970-01-01 00:00:00.000000533,-308.904
1970-01-01 00:00:00.000000534,109.312
1970-01-01 00:00:00.000000535,793.0
1970-01-01 00:00:00.000000536,1477.908
1970-01-01 00:00:00.000000537,1196.21
1970-01-01 00:00:00.000000538,92.476
1970-01-01 00:00:00.000000539,-832.284
1970-01-01 00:00:00.000000540,-733.342
1970-01-01 00:00:00.000000541,-729.316
1970-01-01 00:00:00.000000542,-888.526
1970-01-01 00:00:00.000000543,-198.372
1970-01-01 00:00:00.000000544,745.054
1970-01-01 00:00:00.000000545,1320.65
1970-01-01 00:00:00.000000546,475.434
1970-01-01 00:00:00.000000547,-308.05
1970-01-01 00:00:00.000000548,-646.478
1970-01-01 00:00:00.000000549,-451.644
1970-01-01 00:00:00.000000550,-451.644
1970-01-01 00:00:00.000000551,-275.232
1970-01-01 00:00:00.000000552,342.942
1970-01-01 00:00:00.000000553,999.912
1970-01-01 00:00:00.000000554,1301.252
1970-01-01 00:00:00.000000555,869.738
1970-01-01 00:00:00.000000556,-243.878
1970-01-01 00:00:00.000000557,-726.998
1970-01-01 00:00:00.000000558,-1033.584
1970-01-01 00:00:00.000000559,-1033.584
1970-01-01 00:00:00.000000560,-677.71
1970-01-01 00:00:00.000000561,436.638
1970-01-01 00:00:00.000000562,1191.818
1970-01-01 00:00:00.000000563,882.06
1970-01-01 00:00:00.000000564,25.986
1970-01-01 00:00:00.000000565,-789.828
1970-01-01 00:00:00.000000566,-494.466
1970-01-01 00:00:00.000000567,-359.412
1970-01-01 00:00:00.000000568,-359.412
1970-01-01 00:00:00.000000569,-45.018
1970-01-01 00:00:00.000000570,620.004
1970-01-01 00:00:00.000000571,1089.704
1970-01-01 00:00:00.000000572,1346.636
1970-01-01 00:00:00.000000573,490.562
1970-01-01 00:00:00.000000574,-479.46
1970-01-01 00:00:00.000000575,-742.126
1970-01-01 00:00:00.000000576,-1042.612
1970-01-01 00:00:00.000000577,-1042.612
1970-01-01 00:00:00.000000578,-238.266
1970-01-01 00:00:00.000000579,498.248
1970-01-01 00:00:00.000000580,1164.978
1970-01-01 00:00:00.000000581,655.14
1970-01-01 00:00:00.000000582,-238.266
1970-01-01 00:00:00.000000583,-670.634
1970-01-01 00:00:00.000000584,-373.442
1970-01-01 00:00:00.000000585,-423.584
1970-01-01 00:00:00.000000586,-423.584
1970-01-01 00:00:00.000000587,111.02
1970-01-01 00:00:00.000000588,1063.474
1970-01-01 00:00:00.000000589,1475.224
1970-01-01 00:00:00.000000590,1069.696
1970-01-01 00:00:00.000000591,-139.568
1970-01-01 00:00:00.000000592,-499.102
1970-01-01 00:00:00.000000593,-537.898
1970-01-01 00:00:00.000000594,-997.96
1970-01-01 00:00:00.000000595,-997.96
1970-01-01 00:00:00.000000596,100.406
1970-01-01 00:00:00.000000597,737.734
1970-01-01 00:00:00.000000598,1159.976
1970-01-01 00:00:00.000000599,94.55
1970-01-01 00:00:00.000000600,-468.236
1970-01-01 00:00:00.000000601,-573.644
1970-01-01 00:00:00.000000602,-216.916
1970-01-01 00:00:00.000000603,-253.028
1970-01-01 00:00:00.000000604,-253.028
1970-01-01 00:00:00.000000605,500.444
1970-01-01 00:00:00.000000606,922.32
1970-01-01 00:00:00.000000607,1330.898
1970-01-01 00:00:00.000000608,835.944
1970-01-01 00:00:00.000000609,-235.704
1970-01-01 00:00:00.000000610,-699.182
1970-01-01 00:00:00.000000611,-1009.184
1970-01-01 00:00:00.000000612,-784.826
1970-01-01 00:00:00.000000613,-554.856
1970-01-01 00:00:00.000000614,645.258
1970-01-01 00:00:00.000000615,1070.916
1970-01-01 00:00:00.000000616,972.584
1970-01-01 00:00:00.000000617,-167.018
1970-01-01 00:00:00.000000618,-554.002
1970-01-01 00:00:00.000000619,-390.278
1970-01-01 00:00:00.000000620,-367.464
1970-01-01 00:00:00.000000621,-149.694
1970-01-01 00:00:00.000000622,97.112
1970-01-01 00:00:00.000000623,533.262
1970-01-01 00:00:00.000000624,1122.034
1970-01-01 00:00:00.000000625,1578.68
1970-01-01 00:00:00.000000626,273.402
1970-01-01 00:00:00.000000627,-679.906
1970-01-01 00:00:00.000000628,-851.072
1970-01-01 00:00:00.000000629,-1009.062
1970-01-01 00:00:00.000000630,-687.226
1970-01-01 00:00:00.000000631,-255.956
1970-01-01 00:00:00.000000632,729.926
