time_captured,MSFT_Open
2015-02-27,44.13
2015-03-02,43.67
2015-03-03,43.56
2015-03-04,43.01
2015-03-05,43.07
2015-03-06,43.0
2015-03-09,42.19
2015-03-10,42.35
2015-03-11,42.31
2015-03-12,41.33
2015-03-13,40.7
2015-03-16,41.47
2015-03-17,41.37
2015-03-18,41.43
2015-03-19,42.26
2015-03-20,42.56
2015-03-23,42.88
2015-03-24,42.78
2015-03-25,42.92
2015-03-26,41.22
2015-03-27,41.12
2015-03-30,41.1
2015-03-31,40.78
2015-04-01,40.6
2015-04-02,40.66
2015-04-06,40.34
2015-04-07,41.61
2015-04-08,41.46
2015-04-09,41.25
2015-04-10,41.63
2015-04-13,41.4
2015-04-14,41.8
2015-04-15,41.76
2015-04-16,41.95
2015-04-17,41.67
2015-04-20,41.73
2015-04-21,43.0
2015-04-22,42.67
2015-04-23,42.89
2015-04-24,45.66
2015-04-27,47.23
2015-04-28,47.78
2015-04-29,48.72
2015-04-30,48.7
2015-05-01,48.58
2015-05-04,48.37
2015-05-05,47.82
2015-05-06,47.57
2015-05-07,46.27
2015-05-08,47.55
2015-05-11,47.55
2015-05-12,46.85
2015-05-13,48.19
2015-05-14,48.03
2015-05-15,48.87
2015-05-18,47.98
2015-05-19,47.56
2015-05-20,47.39
2015-05-21,47.28
2015-05-22,47.3
2015-05-26,46.83
2015-05-27,46.82
2015-05-28,47.5
2015-05-29,47.43
2015-06-01,47.06
2015-06-02,46.93
2015-06-03,47.37
2015-06-04,46.79
2015-06-05,46.31
2015-06-08,46.3
2015-06-09,45.76
2015-06-10,45.79
2015-06-11,46.66
2015-06-12,46.22
2015-06-15,45.45
2015-06-16,45.35
2015-06-17,45.73
2015-06-18,46.22
2015-06-19,46.79
2015-06-22,46.33
2015-06-23,46.13
2015-06-24,45.67
2015-06-25,46.03
2015-06-26,45.65
2015-06-29,45.04
2015-06-30,44.71
2015-07-01,44.46
2015-07-02,44.48
2015-07-06,43.96
2015-07-07,44.34
2015-07-08,44.44
2015-07-09,44.75
2015-07-10,45.01
2015-07-13,44.98
2015-07-14,45.45
2015-07-15,45.68
2015-07-16,46.01
2015-07-17,46.55
2015-07-20,46.65
2015-07-21,46.78
2015-07-22,45.44
2015-07-23,45.27
2015-07-24,45.91
2015-07-27,45.94
2015-07-28,45.58
2015-07-29,45.4
2015-07-30,46.26
2015-07-31,47.29
2015-08-03,46.98
2015-08-04,46.75
2015-08-05,47.98
2015-08-06,47.71
2015-08-07,46.39
2015-08-10,46.95
2015-08-11,46.82
2015-08-12,46.19
2015-08-13,47.06
2015-08-14,46.53
2015-08-17,46.81
2015-08-18,46.84
2015-08-19,46.78
2015-08-20,46.07
2015-08-21,45.3
2015-08-24,40.45
2015-08-25,42.56
2015-08-26,42.01
2015-08-27,43.23
2015-08-28,43.4
2015-08-31,43.56
2015-09-01,42.17
2015-09-02,42.36
2015-09-03,43.41
2015-09-04,42.81
2015-09-08,43.3
2015-09-09,44.21
2015-09-10,43.12
2015-09-11,43.14
2015-09-14,43.43
2015-09-15,43.19
2015-09-16,43.97
2015-09-17,44.29
2015-09-18,43.5
2015-09-21,43.62
2015-09-22,43.38
2015-09-23,43.93
2015-09-24,43.45
2015-09-25,44.48
2015-09-28,43.83
2015-09-29,43.37
2015-09-30,43.88
2015-10-01,44.75
2015-10-02,44.27
2015-10-05,45.74
2015-10-06,46.33
2015-10-07,47.1
2015-10-08,46.56
2015-10-09,47.45
2015-10-12,46.98
2015-10-13,46.56
2015-10-14,46.65
2015-10-15,47.01
2015-10-16,47.02
2015-10-19,47.42
2015-10-20,47.44
2015-10-21,47.92
2015-10-22,47.53
2015-10-23,52.3
2015-10-26,52.53
2015-10-27,53.99
2015-10-28,53.54
2015-10-29,53.54
2015-10-30,53.32
2015-11-02,52.85
2015-11-03,52.93
2015-11-04,54.18
2015-11-05,54.49
2015-11-06,54.08
2015-11-09,54.55
2015-11-10,54.07
2015-11-11,53.7
2015-11-12,53.48
2015-11-13,53.07
2015-11-16,53.08
2015-11-17,53.17
2015-11-18,53.0
2015-11-19,53.99
2015-11-20,54.25
2015-11-23,54.25
2015-11-24,53.92
2015-11-25,54.09
2015-11-27,53.8
2015-11-30,54.54
2015-12-01,54.41
2015-12-02,55.32
2015-12-03,55.49
2015-12-04,54.12
2015-12-07,55.79
2015-12-08,55.47
2015-12-09,54.75
2015-12-10,55.39
2015-12-11,54.71
2015-12-14,54.33
2015-12-15,55.66
2015-12-16,55.54
2015-12-17,56.36
2015-12-18,54.78
2015-12-21,54.88
2015-12-22,54.99
2015-12-23,55.7
2015-12-24,55.86
2015-12-28,55.35
2015-12-29,56.29
2015-12-30,56.47
2015-12-31,56.04
2016-01-04,54.32
2016-01-05,54.93
2016-01-06,54.32
2016-01-07,52.7
2016-01-08,52.37
2016-01-11,52.51
2016-01-12,52.76
2016-01-13,53.8
2016-01-14,52.0
2016-01-15,51.31
2016-01-19,51.48
2016-01-20,49.98
2016-01-21,51.0
2016-01-22,51.41
2016-01-25,51.94
2016-01-26,51.79
2016-01-27,52.01
2016-01-28,51.86
2016-01-29,54.73
2016-02-01,54.88
2016-02-02,54.17
2016-02-03,53.25
2016-02-04,52.1
2016-02-05,51.94
2016-02-08,49.55
2016-02-09,49.02
2016-02-10,49.89
2016-02-11,48.68
2016-02-12,50.25
2016-02-16,50.9
2016-02-17,51.49
2016-02-18,52.33
2016-02-19,51.97
2016-02-22,52.28
2016-02-23,52.34
2016-02-24,50.69
2016-02-25,51.73
2016-02-26,52.6
2016-02-29,51.35
2016-03-01,50.97
2016-03-02,52.41
2016-03-03,52.97
2016-03-04,52.4
2016-03-07,51.56
2016-03-08,50.8
2016-03-09,51.89
2016-03-10,52.93
2016-03-11,53.0
2016-03-14,52.71
2016-03-15,52.75
2016-03-16,53.45
2016-03-17,54.21
2016-03-18,54.92
2016-03-21,53.25
2016-03-22,53.61
2016-03-23,54.11
2016-03-24,53.84
2016-03-28,54.21
2016-03-29,53.66
2016-03-30,54.93
2016-03-31,54.95
2016-04-01,55.05
2016-04-04,55.43
2016-04-05,55.19
2016-04-06,54.36
2016-04-07,54.87
2016-04-08,54.67
2016-04-11,54.49
2016-04-12,54.37
2016-04-13,55.12
2016-04-14,55.22
2016-04-15,55.3
2016-04-18,55.49
2016-04-19,56.63
2016-04-20,56.29
2016-04-21,55.8
2016-04-22,51.91
2016-04-25,51.78
2016-04-26,52.26
2016-04-27,51.48
2016-04-28,50.62
2016-04-29,49.35
2016-05-02,50.0
2016-05-03,50.34
2016-05-04,49.84
2016-05-05,49.87
2016-05-06,49.92
2016-05-09,50.49
2016-05-10,50.33
2016-05-11,51.13
2016-05-12,51.2
2016-05-13,51.44
2016-05-16,50.8
2016-05-17,51.72
2016-05-18,50.48
2016-05-19,50.47
2016-05-20,50.48
2016-05-23,50.6
2016-05-24,50.7
2016-05-25,51.92
2016-05-26,51.93
2016-05-27,51.92
2016-05-31,52.26
2016-06-01,52.44
2016-06-02,52.64
2016-06-03,52.38
2016-06-06,51.99
2016-06-07,52.24
2016-06-08,52.02
2016-06-09,52.0
2016-06-10,51.05
2016-06-13,49.58
2016-06-14,49.9
2016-06-15,49.78
2016-06-16,49.52
2016-06-17,50.41
2016-06-20,50.64
2016-06-21,50.2
2016-06-22,51.08
2016-06-23,51.28
2016-06-24,49.81
2016-06-27,49.1
2016-06-28,48.92
2016-06-29,49.91
2016-06-30,50.72
2016-07-01,51.13
2016-07-05,50.83
2016-07-06,50.78
2016-07-07,51.42
2016-07-08,51.73
2016-07-11,52.5
2016-07-12,52.94
2016-07-13,53.56
2016-07-14,53.84
2016-07-15,53.95
2016-07-18,53.7
2016-07-19,53.71
2016-07-20,56.15
2016-07-21,55.98
2016-07-22,56.08
2016-07-25,56.47
2016-07-26,56.52
2016-07-27,56.61
2016-07-28,56.0
2016-07-29,56.26
2016-08-01,56.6
2016-08-02,56.85
2016-08-03,56.68
2016-08-04,56.8
2016-08-05,57.65
2016-08-08,58.06
2016-08-09,58.17
2016-08-10,58.16
2016-08-11,58.03
2016-08-12,58.03
2016-08-15,58.01
2016-08-16,57.61
2016-08-17,57.54
2016-08-18,57.42
2016-08-19,57.43
2016-08-22,57.6
2016-08-23,57.9
2016-08-24,57.8
2016-08-25,57.88
2016-08-26,58.28
2016-08-29,58.18
2016-08-30,57.98
2016-08-31,57.65
2016-09-01,57.01
2016-09-02,57.67
2016-09-06,57.78
2016-09-07,57.47
2016-09-08,57.63
2016-09-09,56.79
2016-09-12,56.0
2016-09-13,56.5
2016-09-14,56.39
2016-09-15,56.15
2016-09-16,57.63
2016-09-19,57.27
2016-09-20,57.35
2016-09-21,57.51
2016-09-22,57.92
2016-09-23,57.87
2016-09-26,57.08
2016-09-27,56.93
2016-09-28,57.88
2016-09-29,57.81
2016-09-30,57.57
2016-10-03,57.4
2016-10-04,57.27
2016-10-05,57.29
2016-10-06,57.74
2016-10-07,57.85
2016-10-10,57.91
2016-10-11,57.89
2016-10-12,57.11
2016-10-13,56.7
2016-10-14,57.12
2016-10-17,57.36
2016-10-18,57.53
2016-10-19,57.47
2016-10-20,57.5
2016-10-21,60.28
2016-10-24,59.94
2016-10-25,60.85
2016-10-26,60.81
2016-10-27,60.61
2016-10-28,60.01
2016-10-31,60.16
2016-11-01,59.97
2016-11-02,59.82
2016-11-03,59.53
2016-11-04,58.65
2016-11-07,59.78
2016-11-08,60.55
2016-11-09,60.0
2016-11-10,60.48
2016-11-11,58.23
2016-11-14,59.02
2016-11-15,58.33
2016-11-16,58.94
2016-11-17,60.41
2016-11-18,60.78
2016-11-21,60.5
2016-11-22,60.98
2016-11-23,61.01
2016-11-25,60.3
2016-11-28,60.34
2016-11-29,60.65
2016-11-30,60.86
2016-12-01,60.11
2016-12-02,59.08
2016-12-05,59.7
2016-12-06,60.43
2016-12-07,60.01
2016-12-08,61.3
2016-12-09,61.18
2016-12-12,61.82
2016-12-13,62.5
2016-12-14,63.0
2016-12-15,62.7
2016-12-16,62.95
2016-12-19,62.56
2016-12-20,63.69
2016-12-21,63.43
2016-12-22,63.84
2016-12-23,63.45
2016-12-27,63.21
2016-12-28,63.4
2016-12-29,62.86
2016-12-30,62.96
2017-01-03,62.79
2017-01-04,62.48
2017-01-05,62.19
2017-01-06,62.3
2017-01-09,62.76
2017-01-10,62.73
2017-01-11,62.61
2017-01-12,63.06
2017-01-13,62.62
2017-01-17,62.68
2017-01-18,62.67
2017-01-19,62.24
2017-01-20,62.67
2017-01-23,62.7
2017-01-24,63.2
2017-01-25,63.95
2017-01-26,64.12
2017-01-27,65.39
2017-01-30,65.69
2017-01-31,64.86
2017-02-01,64.36
2017-02-02,63.25
2017-02-03,63.5
2017-02-06,63.5
2017-02-07,63.74
2017-02-08,63.57
2017-02-09,63.52
2017-02-10,64.25
2017-02-13,64.24
2017-02-14,64.41
2017-02-15,64.5
2017-02-16,64.74
2017-02-17,64.47
2017-02-21,64.61
2017-02-22,64.33
2017-02-23,64.42
2017-02-24,64.53
2017-02-27,64.54
2017-02-28,64.08
2017-03-01,64.13
2017-03-02,64.69
2017-03-03,63.99
2017-03-06,63.97
2017-03-07,64.19
2017-03-08,64.26
2017-03-09,65.19
2017-03-10,65.11
2017-03-13,65.01
2017-03-14,64.53
2017-03-15,64.55
2017-03-16,64.75
2017-03-17,64.91
2017-03-20,64.91
2017-03-21,65.19
2017-03-22,64.12
2017-03-23,64.94
2017-03-24,65.36
2017-03-27,64.63
2017-03-28,64.96
2017-03-29,65.12
2017-03-30,65.42
2017-03-31,65.65
2017-04-03,65.81
2017-04-04,65.39
2017-04-05,66.3
2017-04-06,65.6
2017-04-07,65.85
2017-04-10,65.61
2017-04-11,65.6
2017-04-12,65.42
2017-04-13,65.29
2017-04-17,65.04
2017-04-18,65.33
2017-04-19,65.65
2017-04-20,65.46
2017-04-21,65.67
2017-04-24,67.48
2017-04-25,67.9
2017-04-26,68.08
2017-04-27,68.15
2017-04-28,68.91
2017-05-01,68.68
2017-05-02,69.71
2017-05-03,69.38
2017-05-04,69.03
2017-05-05,68.9
2017-05-08,68.97
2017-05-09,68.86
2017-05-10,68.99
2017-05-11,68.36
2017-05-12,68.61
2017-05-15,68.14
2017-05-16,68.23
2017-05-17,68.89
2017-05-18,67.4
2017-05-19,67.5
2017-05-22,67.89
2017-05-23,68.72
2017-05-24,68.87
2017-05-25,68.97
2017-05-26,69.8
2017-05-30,69.79
2017-05-31,70.53
2017-06-01,70.24
2017-06-02,70.44
2017-06-05,71.97
2017-06-06,72.3
2017-06-07,72.64
2017-06-08,72.51
2017-06-09,72.04
2017-06-12,69.25
2017-06-13,70.02
2017-06-14,70.91
2017-06-15,69.27
2017-06-16,69.73
2017-06-19,70.5
2017-06-20,70.82
2017-06-21,70.21
2017-06-22,70.54
2017-06-23,70.09
2017-06-26,71.4
2017-06-27,70.11
2017-06-28,69.21
2017-06-29,69.38
2017-06-30,68.78
2017-07-03,69.33
2017-07-05,68.26
2017-07-06,68.27
2017-07-07,68.7
2017-07-10,69.46
2017-07-11,70.11
2017-07-12,70.69
2017-07-13,71.5
2017-07-14,72.24
2017-07-17,72.8
2017-07-18,73.09
2017-07-19,73.5
2017-07-20,74.18
2017-07-21,73.45
2017-07-24,73.53
2017-07-25,73.8
2017-07-26,74.34
2017-07-27,73.76
2017-07-28,72.67
2017-07-31,73.3
2017-08-01,73.1
2017-08-02,72.55
2017-08-03,72.19
2017-08-04,72.4
2017-08-07,72.8
2017-08-08,72.09
2017-08-09,72.25
2017-08-10,71.9
2017-08-11,71.61
2017-08-14,73.06
2017-08-15,73.59
2017-08-16,73.34
2017-08-17,73.58
2017-08-18,72.27
2017-08-21,72.47
2017-08-22,72.35
2017-08-23,72.96
2017-08-24,72.74
2017-08-25,72.86
2017-08-28,73.06
2017-08-29,72.25
2017-08-30,73.01
2017-08-31,74.03
2017-09-01,74.71
2017-09-05,73.34
2017-09-06,73.74
2017-09-07,73.68
2017-09-08,74.33
2017-09-11,74.31
2017-09-12,74.76
2017-09-13,74.93
2017-09-14,75.0
2017-09-15,74.83
2017-09-18,75.23
2017-09-19,75.21
2017-09-20,75.35
2017-09-21,75.11
2017-09-22,73.99
2017-09-25,74.09
2017-09-26,73.67
2017-09-27,73.55
2017-09-28,73.54
2017-09-29,73.94
2017-10-02,74.71
2017-10-03,74.67
2017-10-04,74.09
2017-10-05,75.22
2017-10-06,75.67
2017-10-09,75.97
2017-10-10,76.33
2017-10-11,76.36
2017-10-12,76.49
2017-10-13,77.59
2017-10-16,77.42
2017-10-17,77.47
2017-10-18,77.67
2017-10-19,77.57
2017-10-20,78.32
2017-10-23,78.99
2017-10-24,78.9
2017-10-25,78.58
2017-10-26,79.2
2017-10-27,84.37
2017-10-30,83.7
2017-10-31,84.36
2017-11-01,83.68
2017-11-02,83.35
2017-11-03,84.08
2017-11-06,84.2
2017-11-07,84.77
2017-11-08,84.14
2017-11-09,84.11
2017-11-10,83.79
2017-11-13,83.66
2017-11-14,83.5
2017-11-15,83.47
2017-11-16,83.1
2017-11-17,83.12
2017-11-20,82.4
2017-11-21,82.74
2017-11-22,83.83
2017-11-24,83.01
2017-11-27,83.31
2017-11-28,84.07
2017-11-29,84.71
2017-11-30,83.51
2017-12-01,83.6
2017-12-04,84.42
2017-12-05,81.34
2017-12-06,81.55
2017-12-07,82.54
2017-12-08,83.63
2017-12-11,84.29
2017-12-12,85.31
2017-12-13,85.74
2017-12-14,85.43
2017-12-15,85.26
2017-12-18,87.12
2017-12-19,86.35
2017-12-20,86.2
2017-12-21,86.05
2017-12-22,85.4
2017-12-26,85.31
2017-12-27,85.65
2017-12-28,85.9
2017-12-29,85.63
