time_captured,CVX_High
2016-02-03,84.63
2016-02-04,86.19
2016-02-05,84.29
2016-02-08,86.7
2016-02-09,85.79
2016-02-10,83.9
2016-02-11,83.66
2016-02-12,85.58
2016-02-16,85.39
2016-02-17,88.66
2016-02-18,89.25
2016-02-19,86.54
2016-02-22,89.84
2016-02-23,88.48
2016-02-24,85.49
2016-02-25,85.71
2016-02-26,87.1
2016-02-29,85.2
2016-03-01,86.53
2016-03-02,87.18
2016-03-03,87.57
2016-03-04,88.62
2016-03-07,90.76
2016-03-08,91.08
2016-03-09,94.64
2016-03-10,93.95
2016-03-11,96.14
2016-03-14,94.83
2016-03-15,94.4
2016-03-16,96.14
2016-03-17,97.74
2016-03-18,97.91
2016-03-21,97.54
2016-03-22,96.91
2016-03-23,94.81
2016-03-24,94.94
2016-03-28,95.08
2016-03-29,95.39
2016-03-30,96.69
2016-03-31,96.2
2016-04-01,94.78
2016-04-04,94.48
2016-04-05,93.35
2016-04-06,95.0
2016-04-07,95.03
2016-04-08,96.87
2016-04-11,97.3
2016-04-12,97.94
2016-04-13,97.91
2016-04-14,98.27
2016-04-15,97.8
2016-04-18,98.76
2016-04-19,100.53
2016-04-20,102.54
2016-04-21,102.8
2016-04-22,102.5
2016-04-25,101.77
2016-04-26,102.98
2016-04-27,103.94
2016-04-28,104.26
2016-04-29,102.63
2016-05-02,103.85
2016-05-03,102.35
2016-05-04,102.3
2016-05-05,102.6
2016-05-06,102.7
2016-05-09,101.8
2016-05-10,101.29
2016-05-11,101.74
2016-05-12,102.42
2016-05-13,102.04
2016-05-16,102.6
2016-05-17,102.18
2016-05-18,101.27
2016-05-19,100.08
2016-05-20,100.4
2016-05-23,100.13
2016-05-24,100.76
2016-05-25,101.98
2016-05-26,102.37
2016-05-27,102.11
2016-05-31,102.28
2016-06-01,101.38
2016-06-02,100.57
2016-06-03,101.14
2016-06-06,102.04
2016-06-07,103.7
2016-06-08,104.08
2016-06-09,103.12
2016-06-10,102.97
2016-06-13,103.1
2016-06-14,102.05
2016-06-15,101.64
2016-06-16,101.26
2016-06-17,101.74
2016-06-20,103.4
2016-06-21,103.45
2016-06-22,103.55
2016-06-23,104.45
2016-06-24,103.01
2016-06-27,101.4
2016-06-28,102.0
2016-06-29,104.68
2016-06-30,105.0
2016-07-01,104.88
2016-07-05,103.87
2016-07-06,104.6
2016-07-07,105.0
2016-07-08,104.97
2016-07-11,106.0
2016-07-12,107.3
2016-07-13,107.2
2016-07-14,107.58
2016-07-15,107.54
2016-07-18,106.75
2016-07-19,106.26
2016-07-20,106.13
2016-07-21,105.85
2016-07-22,106.0
2016-07-25,105.11
2016-07-26,103.16
2016-07-27,103.32
2016-07-28,102.22
2016-07-29,102.66
2016-08-01,102.1
2016-08-02,100.07
2016-08-03,100.64
2016-08-04,101.08
2016-08-05,101.07
2016-08-08,101.68
2016-08-09,102.0
2016-08-10,101.81
2016-08-11,101.86
2016-08-12,102.33
2016-08-15,103.06
2016-08-16,102.93
2016-08-17,102.3
2016-08-18,103.6
2016-08-19,103.13
2016-08-22,102.4
2016-08-23,102.17
2016-08-24,102.29
2016-08-25,102.29
2016-08-26,102.48
2016-08-29,102.23
2016-08-30,102.63
2016-08-31,101.33
2016-09-01,100.58
2016-09-02,101.46
2016-09-06,102.61
2016-09-07,103.05
2016-09-08,104.34
2016-09-09,103.41
2016-09-12,102.55
2016-09-13,101.65
2016-09-14,99.95
2016-09-15,100.39
2016-09-16,98.81
2016-09-19,98.85
2016-09-20,98.48
2016-09-21,99.69
2016-09-22,100.75
2016-09-23,100.55
2016-09-26,100.28
2016-09-27,99.66
2016-09-28,102.28
2016-09-29,102.27
2016-09-30,103.6
2016-10-03,102.83
2016-10-04,102.92
2016-10-05,102.86
2016-10-06,102.7
2016-10-07,103.47
2016-10-10,104.42
2016-10-11,104.1
2016-10-12,102.83
2016-10-13,101.72
2016-10-14,101.96
2016-10-17,101.48
2016-10-18,102.25
2016-10-19,103.7
2016-10-20,102.22
2016-10-21,101.56
2016-10-24,101.58
2016-10-25,101.67
2016-10-26,101.53
2016-10-27,101.98
2016-10-28,105.03
2016-10-31,105.46
2016-11-01,106.74
2016-11-02,106.05
2016-11-03,106.19
2016-11-04,105.49
2016-11-07,106.98
2016-11-08,108.19
2016-11-09,108.26
2016-11-10,108.5
2016-11-11,107.65
2016-11-14,106.73
2016-11-15,109.06
2016-11-16,109.0
2016-11-17,110.1
2016-11-18,109.67
2016-11-21,111.0
2016-11-22,111.0
2016-11-23,111.47
2016-11-25,111.22
2016-11-28,111.57
2016-11-29,109.72
2016-11-30,112.98
2016-12-01,114.91
2016-12-02,113.81
2016-12-05,114.48
2016-12-06,113.48
2016-12-07,114.48
2016-12-08,115.4
2016-12-09,115.99
2016-12-12,118.99
2016-12-13,118.31
2016-12-14,117.88
2016-12-15,117.39
2016-12-16,118.58
2016-12-19,118.45
2016-12-20,118.63
2016-12-21,119.0
2016-12-22,118.99
2016-12-23,118.7
2016-12-27,118.9
2016-12-28,118.86
2016-12-29,118.42
2016-12-30,118.24
2017-01-03,119.0
2017-01-04,118.65
2017-01-05,118.48
2017-01-06,117.58
2017-01-09,116.36
2017-01-10,116.39
2017-01-11,116.45
2017-01-12,116.99
2017-01-13,116.88
2017-01-17,116.77
2017-01-18,116.04
2017-01-19,115.96
2017-01-20,116.75
2017-01-23,115.96
2017-01-24,117.11
2017-01-25,117.43
2017-01-26,117.82
2017-01-27,114.7
2017-01-30,113.8
2017-01-31,112.2
2017-02-01,111.78
2017-02-02,112.24
2017-02-03,114.28
2017-02-06,113.5
2017-02-07,113.1
2017-02-08,111.79
2017-02-09,112.63
2017-02-10,113.45
2017-02-13,113.99
2017-02-14,113.07
2017-02-15,113.24
2017-02-16,112.99
2017-02-17,110.57
2017-02-21,112.31
2017-02-22,111.78
2017-02-23,111.83
2017-02-24,111.02
2017-02-27,112.27
2017-02-28,112.76
2017-03-01,114.39
2017-03-02,114.27
2017-03-03,113.89
2017-03-06,113.5
2017-03-07,113.88
2017-03-08,111.92
2017-03-09,110.17
2017-03-10,111.41
2017-03-13,110.81
2017-03-14,108.57
2017-03-15,108.98
2017-03-16,108.88
2017-03-17,108.42
2017-03-20,107.85
2017-03-21,108.23
2017-03-22,108.85
2017-03-23,108.86
2017-03-24,108.42
2017-03-27,107.35
2017-03-28,107.74
2017-03-29,108.08
2017-03-30,108.68
2017-03-31,108.14
2017-04-03,107.97
2017-04-04,108.72
2017-04-05,110.67
2017-04-06,109.65
2017-04-07,109.58
2017-04-10,110.2
2017-04-11,109.54
2017-04-12,109.36
2017-04-13,108.74
2017-04-17,106.48
2017-04-18,106.68
2017-04-19,106.14
2017-04-20,105.69
2017-04-21,105.43
2017-04-24,106.41
2017-04-25,106.97
2017-04-26,107.48
2017-04-27,105.98
2017-04-28,107.6
2017-05-01,106.73
2017-05-02,106.53
2017-05-03,107.26
2017-05-04,106.33
2017-05-05,105.88
2017-05-08,106.72
2017-05-09,106.75
2017-05-10,106.83
2017-05-11,107.08
2017-05-12,106.29
2017-05-15,107.71
2017-05-16,107.66
2017-05-17,106.27
2017-05-18,105.68
2017-05-19,106.52
2017-05-22,107.09
2017-05-23,106.56
2017-05-24,106.36
2017-05-25,106.71
2017-05-26,105.28
2017-05-30,104.71
2017-05-31,103.89
2017-06-01,104.28
2017-06-02,103.94
2017-06-05,103.58
2017-06-06,104.45
2017-06-07,104.43
2017-06-08,104.74
2017-06-09,106.49
2017-06-12,108.43
2017-06-13,108.49
2017-06-14,107.99
2017-06-15,106.8
2017-06-16,108.36
2017-06-19,108.38
2017-06-20,106.6
2017-06-21,106.9
2017-06-22,105.14
2017-06-23,105.42
2017-06-26,105.19
2017-06-27,104.89
2017-06-28,104.9
2017-06-29,105.15
2017-06-30,104.72
2017-07-03,106.96
2017-07-05,106.3
2017-07-06,105.13
2017-07-07,103.76
2017-07-10,103.58
2017-07-11,103.5
2017-07-12,104.75
2017-07-13,104.21
2017-07-14,104.64
2017-07-17,104.97
2017-07-18,104.6
2017-07-19,104.48
2017-07-20,105.37
2017-07-21,104.38
2017-07-24,103.57
2017-07-25,105.15
2017-07-26,106.08
2017-07-27,106.32
2017-07-28,109.13
2017-07-31,110.0
2017-08-01,110.97
2017-08-02,111.2
2017-08-03,110.45
2017-08-04,110.2
2017-08-07,110.29
2017-08-08,110.71
2017-08-09,111.41
2017-08-10,111.44
2017-08-11,110.49
2017-08-14,109.82
2017-08-15,108.9
2017-08-16,107.92
2017-08-17,106.87
2017-08-18,107.34
2017-08-21,106.48
2017-08-22,106.92
2017-08-23,107.06
2017-08-24,107.67
2017-08-25,108.71
2017-08-28,108.59
2017-08-29,108.05
2017-08-30,107.84
2017-08-31,108.23
2017-09-01,109.16
2017-09-05,110.26
2017-09-06,112.23
2017-09-07,112.87
2017-09-08,111.75
2017-09-11,112.57
2017-09-12,112.95
2017-09-13,114.32
2017-09-14,115.34
2017-09-15,114.91
2017-09-18,115.22
2017-09-19,116.42
2017-09-20,117.15
2017-09-21,116.52
2017-09-22,117.83
2017-09-25,118.33
2017-09-26,118.03
2017-09-27,117.6
2017-09-28,118.13
2017-09-29,117.52
2017-10-02,117.79
2017-10-03,118.25
2017-10-04,117.87
2017-10-05,118.69
2017-10-06,118.15
2017-10-09,118.08
2017-10-10,119.82
2017-10-11,119.25
2017-10-12,119.65
2017-10-13,120.0
2017-10-16,120.89
2017-10-17,120.74
2017-10-18,120.02
2017-10-19,118.74
2017-10-20,118.78
2017-10-23,119.3
2017-10-24,119.92
2017-10-25,119.44
2017-10-26,119.0
2017-10-27,116.4
2017-10-30,115.1
2017-10-31,116.38
2017-11-01,116.97
2017-11-02,116.47
2017-11-03,115.75
2017-11-06,117.16
2017-11-07,118.0
2017-11-08,117.15
2017-11-09,117.5
2017-11-10,117.31
2017-11-13,117.76
2017-11-14,117.26
2017-11-15,117.23
2017-11-16,115.82
2017-11-17,114.99
2017-11-20,115.03
2017-11-21,115.86
2017-11-22,116.78
2017-11-24,116.85
2017-11-27,116.03
2017-11-28,116.81
2017-11-29,117.25
2017-11-30,119.15
2017-12-01,120.46
2017-12-04,122.3
2017-12-05,121.4
2017-12-06,120.88
2017-12-07,120.1
2017-12-08,120.24
2017-12-11,121.11
2017-12-12,120.74
2017-12-13,120.17
2017-12-14,120.28
2017-12-15,120.47
2017-12-18,121.29
2017-12-19,120.75
2017-12-20,121.3
2017-12-21,125.35
2017-12-22,125.65
2017-12-26,126.14
2017-12-27,126.2
2017-12-28,125.89
2017-12-29,125.98
