time_captured,03_cap_raw_accX
1970-01-01 00:00:00.000000576,106.018
1970-01-01 00:00:00.000000577,1340.658
1970-01-01 00:00:00.000000578,1179.13
1970-01-01 00:00:00.000000579,205.936
1970-01-01 00:00:00.000000580,-775.798
1970-01-01 00:00:00.000000581,-688.812
1970-01-01 00:00:00.000000582,-135.542
1970-01-01 00:00:00.000000583,-629.154
1970-01-01 00:00:00.000000584,-424.438
1970-01-01 00:00:00.000000585,184.098
1970-01-01 00:00:00.000000586,1611.376
1970-01-01 00:00:00.000000587,1419.226
1970-01-01 00:00:00.000000588,31.354
1970-01-01 00:00:00.000000589,-1052.372
1970-01-01 00:00:00.000000590,-715.408
1970-01-01 00:00:00.000000591,-435.784
1970-01-01 00:00:00.000000592,-733.22
1970-01-01 00:00:00.000000593,-338.428
1970-01-01 00:00:00.000000594,68.93
1970-01-01 00:00:00.000000595,1622.112
1970-01-01 00:00:00.000000596,1360.544
1970-01-01 00:00:00.000000597,-9.516
1970-01-01 00:00:00.000000598,-803.37
1970-01-01 00:00:00.000000599,-695.034
1970-01-01 00:00:00.000000600,-467.748
1970-01-01 00:00:00.000000601,-622.322
1970-01-01 00:00:00.000000602,-207.522
1970-01-01 00:00:00.000000603,185.684
1970-01-01 00:00:00.000000604,1621.136
1970-01-01 00:00:00.000000605,1369.694
1970-01-01 00:00:00.000000606,9.15
1970-01-01 00:00:00.000000607,-596.58
1970-01-01 00:00:00.000000608,-677.588
1970-01-01 00:00:00.000000609,-539.85
1970-01-01 00:00:00.000000610,-699.914
1970-01-01 00:00:00.000000611,-103.944
1970-01-01 00:00:00.000000612,99.552
1970-01-01 00:00:00.000000613,1415.078
1970-01-01 00:00:00.000000614,1123.376
1970-01-01 00:00:00.000000615,195.566
1970-01-01 00:00:00.000000616,-556.686
1970-01-01 00:00:00.000000617,-516.182
1970-01-01 00:00:00.000000618,-594.994
1970-01-01 00:00:00.000000619,-685.396
1970-01-01 00:00:00.000000620,-177.388
1970-01-01 00:00:00.000000621,174.826
1970-01-01 00:00:00.000000622,1354.932
1970-01-01 00:00:00.000000623,1213.412
1970-01-01 00:00:00.000000624,191.174
1970-01-01 00:00:00.000000625,-655.994
1970-01-01 00:00:00.000000626,-620.492
