time_captured,05_unb_raw_accZ
1970-01-01 00:00:00.000000621,1460.95
1970-01-01 00:00:00.000000622,830.332
1970-01-01 00:00:00.000000623,620.37
1970-01-01 00:00:00.000000624,565.836
1970-01-01 00:00:00.000000625,884.988
1970-01-01 00:00:00.000000626,1044.93
1970-01-01 00:00:00.000000627,1434.354
1970-01-01 00:00:00.000000628,1270.02
1970-01-01 00:00:00.000000629,354.166
1970-01-01 00:00:00.000000630,635.742
1970-01-01 00:00:00.000000631,522.038
1970-01-01 00:00:00.000000632,751.886
1970-01-01 00:00:00.000000633,379.42
1970-01-01 00:00:00.000000634,422.12
1970-01-01 00:00:00.000000635,875.472
1970-01-01 00:00:00.000000636,1353.468
1970-01-01 00:00:00.000000637,1447.896
1970-01-01 00:00:00.000000638,1622.234
1970-01-01 00:00:00.000000639,788.852
1970-01-01 00:00:00.000000640,540.948
1970-01-01 00:00:00.000000641,765.428
1970-01-01 00:00:00.000000642,922.076
1970-01-01 00:00:00.000000643,279.38
1970-01-01 00:00:00.000000644,1360.91
1970-01-01 00:00:00.000000645,1160.586
1970-01-01 00:00:00.000000646,1110.81
1970-01-01 00:00:00.000000647,1156.072
1970-01-01 00:00:00.000000648,649.528
1970-01-01 00:00:00.000000649,689.3
