time_captured,AAPL_Low
2006-01-03,10.32
2006-01-04,10.64
2006-01-05,10.54
2006-01-06,10.65
2006-01-09,10.82
2006-01-10,10.83
2006-01-11,11.8
2006-01-12,11.95
2006-01-13,12.09
2006-01-17,11.98
2006-01-18,11.69
2006-01-19,11.25
2006-01-20,10.83
2006-01-23,10.86
2006-01-24,10.82
2006-01-25,10.46
2006-01-26,10.28
2006-01-27,10.16
2006-01-30,10.12
2006-01-31,10.54
2006-02-01,10.66
2006-02-02,10.29
2006-02-03,10.15
2006-02-06,9.53
2006-02-07,9.53
2006-02-08,9.43
2006-02-09,9.22
2006-02-10,8.99
2006-02-13,9.23
2006-02-14,9.29
2006-02-15,9.54
2006-02-16,9.93
2006-02-17,9.94
2006-02-21,9.81
2006-02-22,9.71
2006-02-23,10.2
2006-02-24,10.17
2006-02-27,10.09
2006-02-28,9.73
2006-03-01,9.72
2006-03-02,9.81
2006-03-03,9.65
2006-03-06,9.28
2006-03-07,9.3
2006-03-08,9.34
2006-03-09,9.12
2006-03-10,8.92
2006-03-13,9.26
2006-03-14,9.36
2006-03-15,9.36
2006-03-16,9.19
2006-03-17,9.16
2006-03-20,9.12
2006-03-21,8.77
2006-03-22,8.75
2006-03-23,8.52
2006-03-24,8.43
2006-03-27,8.49
2006-03-28,8.32
2006-03-29,8.24
2006-03-30,8.79
2006-03-31,8.89
2006-04-03,8.94
2006-04-04,8.72
2006-04-05,9.16
2006-04-06,9.74
2006-04-07,9.78
2006-04-10,9.78
2006-04-11,9.58
2006-04-12,9.47
2006-04-13,9.4
2006-04-17,9.19
2006-04-18,9.26
2006-04-19,9.35
2006-04-20,9.46
2006-04-21,9.5
2006-04-24,9.36
2006-04-25,9.37
2006-04-26,9.49
2006-04-27,9.62
2006-04-28,9.89
2006-05-01,9.88
2006-05-02,10.02
2006-05-03,10.03
2006-05-04,10.07
2006-05-05,10.16
2006-05-08,10.25
2006-05-09,10.09
2006-05-10,9.94
2006-05-11,9.65
2006-05-12,9.55
2006-05-15,9.59
2006-05-16,9.25
2006-05-17,9.15
2006-05-18,9.02
2006-05-19,8.97
2006-05-22,8.97
2006-05-23,9.0
2006-05-24,8.79
2006-05-25,9.04
2006-05-26,9.02
2006-05-30,8.75
2006-05-31,8.38
2006-06-01,8.5
2006-06-02,8.7
2006-06-05,8.57
2006-06-06,8.42
2006-06-07,8.34
2006-06-08,8.16
2006-06-09,8.44
2006-06-12,8.14
2006-06-13,8.19
2006-06-14,8.1
2006-06-15,8.11
2006-06-16,8.22
2006-06-19,8.14
2006-06-20,8.18
2006-06-21,8.19
2006-06-22,8.3
2006-06-23,8.39
2006-06-26,8.34
2006-06-27,8.2
2006-06-28,7.92
2006-06-29,8.06
2006-06-30,8.07
2006-07-03,8.19
2006-07-05,8.08
2006-07-06,7.94
2006-07-07,7.81
2006-07-10,7.79
2006-07-11,7.79
2006-07-12,7.56
2006-07-13,7.34
2006-07-14,7.17
2006-07-17,7.38
2006-07-18,7.41
2006-07-19,7.48
2006-07-20,8.53
2006-07-21,8.52
2006-07-24,8.63
2006-07-25,8.68
2006-07-26,8.81
2006-07-27,8.98
2006-07-28,9.07
2006-07-31,9.47
2006-08-01,9.42
2006-08-02,9.64
2006-08-03,9.69
2006-08-04,9.28
2006-08-07,9.47
2006-08-08,9.22
2006-08-09,9.06
2006-08-10,8.96
2006-08-11,8.94
2006-08-14,9.09
2006-08-15,9.26
2006-08-16,9.48
2006-08-17,9.6
2006-08-18,9.61
2006-08-21,9.45
2006-08-22,9.5
2006-08-23,9.56
2006-08-24,9.47
2006-08-25,9.62
2006-08-28,9.53
2006-08-29,9.3
2006-08-30,9.53
2006-08-31,9.52
2006-09-01,9.69
2006-09-05,9.79
2006-09-06,9.96
2006-09-07,10.04
2006-09-08,10.27
2006-09-11,10.2
2006-09-12,10.21
2006-09-13,10.33
2006-09-14,10.49
2006-09-15,10.47
2006-09-18,10.47
2006-09-19,10.4
2006-09-20,10.6
2006-09-21,10.57
2006-09-22,10.37
2006-09-25,10.53
2006-09-26,10.87
2006-09-27,10.83
2006-09-28,10.85
2006-09-29,10.95
2006-10-02,10.61
2006-10-03,10.46
2006-10-04,10.45
2006-10-05,10.59
2006-10-06,10.54
2006-10-09,10.5
2006-10-10,10.44
2006-10-11,10.37
2006-10-12,10.51
2006-10-13,10.68
2006-10-16,10.68
2006-10-17,10.58
2006-10-18,10.56
2006-10-19,11.17
2006-10-20,11.24
2006-10-23,11.39
2006-10-24,11.46
2006-10-25,11.57
2006-10-26,11.59
2006-10-27,11.43
2006-10-30,11.36
2006-10-31,11.46
2006-11-01,11.19
2006-11-02,11.21
2006-11-03,11.11
2006-11-06,11.2
2006-11-07,11.45
2006-11-08,11.41
2006-11-09,11.73
2006-11-10,11.79
2006-11-13,11.81
2006-11-14,12.0
2006-11-15,12.0
2006-11-16,12.09
2006-11-17,12.14
2006-11-20,12.17
2006-11-21,12.44
2006-11-22,12.55
2006-11-24,12.79
2006-11-27,12.79
2006-11-28,12.84
2006-11-29,12.89
2006-11-30,13.01
2006-12-01,12.87
2006-12-04,12.93
2006-12-05,12.98
2006-12-06,12.81
2006-12-07,12.41
2006-12-08,12.43
2006-12-11,12.58
2006-12-12,12.22
2006-12-13,12.45
2006-12-14,12.61
2006-12-15,12.48
2006-12-18,12.08
2006-12-19,11.95
2006-12-20,12.11
2006-12-21,11.74
2006-12-22,11.66
2006-12-26,11.56
2006-12-27,10.97
2006-12-28,11.38
2006-12-29,11.91
2007-01-03,11.7
2007-01-04,11.97
2007-01-05,12.06
2007-01-08,12.18
2007-01-09,12.16
2007-01-10,13.35
2007-01-11,13.59
2007-01-12,13.32
2007-01-16,13.64
2007-01-17,13.55
2007-01-18,12.72
2007-01-19,12.59
2007-01-22,12.24
2007-01-23,12.22
2007-01-24,12.3
2007-01-25,12.29
2007-01-26,12.14
2007-01-29,12.22
2007-01-30,12.18
2007-01-31,12.05
2007-02-01,12.11
2007-02-02,11.96
2007-02-05,11.99
2007-02-06,11.84
2007-02-07,11.94
2007-02-08,12.2
2007-02-09,11.89
2007-02-12,11.95
2007-02-13,12.04
2007-02-14,12.08
2007-02-15,12.11
2007-02-16,12.09
2007-02-20,12.02
2007-02-21,12.28
2007-02-22,12.65
2007-02-23,12.69
2007-02-26,12.52
2007-02-27,11.92
2007-02-28,11.86
2007-03-01,11.96
2007-03-02,12.17
2007-03-05,12.25
2007-03-06,12.49
2007-03-07,12.49
2007-03-08,12.49
2007-03-09,12.49
2007-03-12,12.57
2007-03-13,12.63
2007-03-14,12.56
2007-03-15,12.76
2007-03-16,12.76
2007-03-19,12.8
2007-03-20,13.01
2007-03-21,13.09
2007-03-22,13.29
2007-03-23,13.33
2007-03-26,13.33
2007-03-27,13.57
2007-03-28,13.31
2007-03-29,13.18
2007-03-30,13.25
2007-04-02,13.29
2007-04-03,13.39
2007-04-04,13.45
2007-04-05,13.36
2007-04-09,13.29
2007-04-10,13.34
2007-04-11,13.19
2007-04-12,12.96
2007-04-13,12.87
2007-04-16,12.89
2007-04-17,12.81
2007-04-18,12.8
2007-04-19,12.83
2007-04-20,12.94
2007-04-23,13.06
2007-04-24,13.04
2007-04-25,13.4
2007-04-26,14.04
2007-04-27,13.96
2007-04-30,14.24
2007-05-01,14.08
2007-05-02,14.21
2007-05-03,14.29
2007-05-04,14.36
2007-05-07,14.43
2007-05-08,14.77
2007-05-09,14.98
2007-05-10,15.13
2007-05-11,15.25
2007-05-14,15.46
2007-05-15,15.21
2007-05-16,14.77
2007-05-17,15.31
2007-05-18,15.68
2007-05-21,15.72
2007-05-22,16.0
2007-05-23,16.08
2007-05-24,15.77
2007-05-25,15.93
2007-05-29,16.1
2007-05-30,16.22
2007-05-31,17.08
2007-06-01,16.9
2007-06-04,16.84
2007-06-05,17.21
2007-06-06,17.42
2007-06-07,17.6
2007-06-08,17.47
2007-06-11,17.08
2007-06-12,16.9
2007-06-13,16.49
2007-06-14,16.63
2007-06-15,17.12
2007-06-18,17.51
2007-06-19,17.56
2007-06-20,17.36
2007-06-21,17.25
2007-06-22,17.48
2007-06-25,17.29
2007-06-26,16.96
2007-06-27,17.04
2007-06-28,17.14
2007-06-29,17.3
2007-07-02,17.04
2007-07-03,17.36
2007-07-05,18.38
2007-07-06,18.63
2007-07-09,18.45
2007-07-10,18.4
2007-07-11,18.76
2007-07-12,18.91
2007-07-13,19.22
2007-07-16,19.64
2007-07-17,19.64
2007-07-18,19.43
2007-07-19,19.95
2007-07-20,20.0
2007-07-23,20.13
2007-07-24,19.16
2007-07-25,19.29
2007-07-26,19.57
2007-07-27,20.54
2007-07-30,19.94
2007-07-31,18.79
2007-08-01,18.25
2007-08-02,19.16
2007-08-03,18.79
2007-08-06,18.33
2007-08-07,18.95
2007-08-08,18.86
2007-08-09,17.87
2007-08-10,17.19
2007-08-13,18.07
2007-08-14,17.67
2007-08-15,17.09
2007-08-16,15.95
2007-08-17,17.12
2007-08-20,17.21
2007-08-21,17.29
2007-08-22,18.62
2007-08-23,18.54
2007-08-24,18.54
2007-08-27,18.87
2007-08-28,18.09
2007-08-29,18.51
2007-08-30,18.9
2007-08-31,19.63
2007-09-04,19.98
2007-09-05,19.44
2007-09-06,18.96
2007-09-07,18.57
2007-09-10,19.14
2007-09-11,19.11
2007-09-12,19.39
2007-09-13,19.52
2007-09-14,19.46
2007-09-17,19.66
2007-09-18,19.69
2007-09-19,19.91
2007-09-20,19.9
2007-09-21,20.04
2007-09-24,20.95
2007-09-25,20.97
2007-09-26,21.61
2007-09-27,21.76
2007-09-28,21.82
2007-10-01,21.85
2007-10-02,22.27
2007-10-03,22.43
2007-10-04,21.93
2007-10-05,22.53
2007-10-08,23.28
2007-10-09,23.81
2007-10-10,23.66
2007-10-11,21.89
2007-10-12,23.11
2007-10-15,23.36
2007-10-16,23.59
2007-10-17,24.17
2007-10-18,24.44
2007-10-19,24.29
2007-10-22,24.28
2007-10-23,26.11
2007-10-24,25.61
2007-10-25,25.95
2007-10-26,26.13
2007-10-29,26.39
2007-10-30,26.39
2007-10-31,26.42
2007-11-01,25.71
2007-11-02,26.21
2007-11-05,26.32
2007-11-06,26.47
2007-11-07,26.59
2007-11-08,23.97
2007-11-09,23.6
2007-11-12,21.52
2007-11-13,21.97
2007-11-14,23.39
2007-11-15,22.9
2007-11-16,22.76
2007-11-19,23.16
2007-11-20,23.36
2007-11-21,23.52
2007-11-23,24.25
2007-11-26,24.62
2007-11-27,24.29
2007-11-28,25.05
2007-11-29,25.59
2007-11-30,25.67
2007-12-03,25.39
2007-12-04,25.28
2007-12-05,26.06
2007-12-06,26.59
2007-12-07,26.86
2007-12-10,27.53
2007-12-11,26.77
2007-12-12,26.54
2007-12-13,26.83
2007-12-14,27.08
2007-12-17,26.14
2007-12-18,25.51
2007-12-19,25.84
2007-12-20,26.19
2007-12-21,27.13
2007-12-24,27.83
2007-12-26,28.12
2007-12-27,28.26
2007-12-28,28.13
2007-12-31,28.25
2008-01-02,27.51
2008-01-03,27.53
2008-01-04,25.56
2008-01-07,24.32
2008-01-08,24.4
2008-01-09,24.0
2008-01-10,25.06
2008-01-11,24.29
2008-01-14,25.02
2008-01-15,23.52
2008-01-16,22.39
2008-01-17,22.63
2008-01-18,22.8
2008-01-22,20.86
2008-01-23,18.02
2008-01-24,18.86
2008-01-25,18.52
2008-01-28,18.06
2008-01-29,18.44
2008-01-30,18.57
2008-01-31,18.49
2008-02-01,18.88
2008-02-04,18.77
2008-02-05,18.41
2008-02-06,17.4
2008-02-07,16.75
2008-02-08,17.37
2008-02-11,18.17
2008-02-12,17.66
2008-02-13,17.95
2008-02-14,18.14
2008-02-15,17.72
2008-02-19,17.35
2008-02-20,17.38
2008-02-21,17.27
2008-02-22,16.55
2008-02-25,16.67
2008-02-26,16.49
2008-02-27,16.87
2008-02-28,17.97
2008-02-29,17.83
2008-03-03,16.86
2008-03-04,17.2
2008-03-05,17.46
2008-03-06,17.26
2008-03-07,17.01
2008-03-10,17.05
2008-03-11,17.43
2008-03-12,17.88
2008-03-13,17.57
2008-03-14,17.74
2008-03-17,17.51
2008-03-18,18.38
2008-03-19,18.52
2008-03-20,18.45
2008-03-24,19.09
2008-03-25,19.62
2008-03-26,20.09
2008-03-27,20.0
2008-03-28,20.23
2008-03-31,20.36
2008-04-01,20.52
2008-04-02,20.84
2008-04-03,21.0
2008-04-04,21.54
2008-04-07,22.16
2008-04-08,21.76
2008-04-09,21.49
2008-04-10,21.51
2008-04-11,20.91
2008-04-14,20.65
2008-04-15,20.82
2008-04-16,21.52
2008-04-17,21.91
2008-04-18,22.63
2008-04-21,23.11
2008-04-22,22.58
2008-04-23,23.01
2008-04-24,22.74
2008-04-25,23.77
2008-04-28,24.16
2008-04-29,24.32
2008-04-30,24.7
2008-05-01,24.98
2008-05-02,25.51
2008-05-05,25.86
2008-05-06,26.03
2008-05-07,25.79
2008-05-08,26.15
2008-05-09,25.91
2008-05-12,26.12
2008-05-13,26.84
2008-05-14,26.51
2008-05-15,26.31
2008-05-16,26.71
2008-05-19,25.9
2008-05-20,25.73
2008-05-21,25.18
2008-05-22,24.57
2008-05-23,25.4
2008-05-27,25.98
2008-05-28,26.25
2008-05-29,26.5
2008-05-30,26.77
2008-06-02,26.36
2008-06-03,26.05
2008-06-04,26.18
2008-06-05,26.53
2008-06-06,26.51
2008-06-09,25.11
2008-06-10,25.57
2008-06-11,25.66
2008-06-12,24.46
2008-06-13,23.62
2008-06-16,24.15
2008-06-17,25.34
2008-06-18,25.34
2008-06-19,25.26
2008-06-20,25.0
2008-06-23,24.51
2008-06-24,24.52
2008-06-25,24.84
2008-06-26,24.0
2008-06-27,23.45
2008-06-30,23.8
2008-07-01,23.43
2008-07-02,24.03
2008-07-03,23.68
2008-07-07,24.56
2008-07-08,24.68
2008-07-09,24.88
2008-07-10,24.48
2008-07-11,24.43
2008-07-14,24.73
2008-07-15,23.77
2008-07-16,24.09
2008-07-17,24.48
2008-07-18,23.57
2008-07-21,23.02
2008-07-22,20.93
2008-07-23,23.08
2008-07-24,22.64
2008-07-25,22.66
2008-07-28,22.0
2008-07-29,21.95
2008-07-30,22.3
2008-07-31,22.43
2008-08-01,22.25
2008-08-04,21.84
2008-08-05,22.12
2008-08-06,22.57
2008-08-07,23.07
2008-08-08,23.39
2008-08-11,24.24
2008-08-12,24.79
2008-08-13,25.13
2008-08-14,25.41
2008-08-15,25.01
2008-08-18,24.83
2008-08-19,24.54
2008-08-20,24.8
2008-08-21,24.56
2008-08-22,25.08
2008-08-25,24.52
2008-08-26,24.66
2008-08-27,24.6
2008-08-28,24.68
2008-08-29,24.15
2008-09-02,23.57
2008-09-03,23.43
2008-09-04,22.97
2008-09-05,22.52
2008-09-08,21.64
2008-09-09,21.4
2008-09-10,21.26
2008-09-11,20.86
2008-09-12,20.93
2008-09-15,20.05
2008-09-16,18.88
2008-09-17,18.26
2008-09-18,17.24
2008-09-19,19.47
2008-09-22,18.67
2008-09-23,18.09
2008-09-24,17.88
2008-09-25,18.36
2008-09-26,17.57
2008-09-29,14.37
2008-09-30,15.19
2008-10-01,15.34
2008-10-02,14.29
2008-10-03,13.52
2008-10-06,12.51
2008-10-07,12.71
2008-10-08,12.24
2008-10-09,12.37
2008-10-10,12.1
2008-10-13,14.43
2008-10-14,14.73
2008-10-15,13.98
2008-10-16,13.11
2008-10-17,12.27
2008-10-20,13.38
2008-10-21,13.02
2008-10-22,13.28
2008-10-23,13.13
2008-10-24,12.87
2008-10-27,13.12
2008-10-28,13.2
2008-10-29,14.28
2008-10-30,15.37
2008-10-31,15.02
2008-11-03,14.98
2008-11-04,15.24
2008-11-05,14.71
2008-11-06,14.0
2008-11-07,13.67
2008-11-10,13.5
2008-11-11,13.18
2008-11-12,12.86
2008-11-13,12.29
2008-11-14,12.86
2008-11-17,12.47
2008-11-18,12.41
2008-11-19,12.32
2008-11-20,11.43
2008-11-21,11.31
2008-11-24,12.12
2008-11-25,12.59
2008-11-26,12.84
2008-11-28,13.12
2008-12-01,12.7
2008-12-02,12.36
2008-12-03,12.69
2008-12-04,12.72
2008-12-05,12.69
2008-12-08,13.69
2008-12-09,13.89
2008-12-10,13.79
2008-12-11,13.55
2008-12-12,13.22
2008-12-15,13.29
2008-12-16,13.25
2008-12-17,12.57
2008-12-18,12.63
2008-12-19,12.69
2008-12-22,12.1
2008-12-23,12.27
2008-12-24,12.08
2008-12-26,12.18
2008-12-29,12.15
2008-12-30,12.1
2008-12-31,12.19
2009-01-02,12.17
2009-01-05,13.24
2009-01-06,13.2
2009-01-07,12.89
2009-01-08,12.86
2009-01-09,12.88
2009-01-12,12.51
2009-01-13,12.34
2009-01-14,12.1
2009-01-15,11.44
2009-01-16,11.49
2009-01-20,11.17
2009-01-21,11.33
2009-01-22,12.26
2009-01-23,12.36
2009-01-26,12.61
2009-01-27,12.82
2009-01-28,13.07
2009-01-29,13.23
2009-01-30,12.86
2009-02-02,12.7
2009-02-03,12.9
2009-02-04,13.3
2009-02-05,13.23
2009-02-06,13.86
2009-02-09,14.21
2009-02-10,13.87
2009-02-11,13.68
2009-02-12,13.69
2009-02-13,14.02
2009-02-17,13.47
2009-02-18,13.25
2009-02-19,12.87
2009-02-20,12.7
2009-02-23,12.36
2009-02-24,12.43
2009-02-25,12.75
2009-02-26,12.71
2009-02-27,12.52
2009-03-02,12.52
2009-03-03,12.55
2009-03-04,12.78
2009-03-05,12.64
2009-03-06,11.76
2009-03-09,11.8
2009-03-10,12.05
2009-03-11,12.8
2009-03-12,13.14
2009-03-13,13.57
2009-03-16,13.45
2009-03-17,13.58
2009-03-18,14.25
2009-03-19,14.32
2009-03-20,14.37
2009-03-23,14.54
2009-03-24,15.06
2009-03-25,14.84
2009-03-26,15.37
2009-03-27,15.2
2009-03-30,14.66
2009-03-31,15.0
2009-04-01,14.84
2009-04-02,15.68
2009-04-03,16.22
2009-04-06,16.18
2009-04-07,16.31
2009-04-08,16.37
2009-04-09,16.85
2009-04-13,17.0
2009-04-14,16.75
2009-04-15,16.54
2009-04-16,16.97
2009-04-17,17.18
2009-04-20,17.02
2009-04-21,16.94
2009-04-22,17.31
2009-04-23,17.64
2009-04-24,17.57
2009-04-27,17.52
2009-04-28,17.61
2009-04-29,17.69
2009-04-30,17.85
2009-05-01,17.97
2009-05-04,18.24
2009-05-05,18.73
2009-05-06,18.6
2009-05-07,18.27
2009-05-08,18.04
2009-05-11,18.16
2009-05-12,17.61
2009-05-13,17.05
2009-05-14,17.1
2009-05-15,17.37
2009-05-18,17.37
2009-05-19,17.96
2009-05-20,17.9
2009-05-21,17.56
2009-05-22,17.39
2009-05-26,17.79
2009-05-27,18.7
2009-05-28,18.86
2009-05-29,19.12
2009-06-01,19.43
2009-06-02,19.76
2009-06-03,19.87
2009-06-04,20.01
2009-06-05,20.46
2009-06-08,19.92
2009-06-09,20.08
2009-06-10,19.76
2009-06-11,19.79
2009-06-12,19.43
2009-06-15,19.27
2009-06-16,19.44
2009-06-17,19.22
2009-06-18,19.37
2009-06-19,19.56
2009-06-22,19.48
2009-06-23,18.98
2009-06-24,19.27
2009-06-25,19.32
2009-06-26,19.96
2009-06-29,20.22
2009-06-30,20.26
2009-07-01,20.36
2009-07-02,19.97
2009-07-06,19.46
2009-07-07,19.31
2009-07-08,19.2
2009-07-09,19.42
2009-07-10,19.47
2009-07-13,19.65
2009-07-14,20.17
2009-07-15,20.62
2009-07-16,20.8
2009-07-17,21.23
2009-07-20,21.56
2009-07-21,21.39
2009-07-22,22.3
2009-07-23,22.22
2009-07-24,22.36
2009-07-27,22.47
2009-07-28,22.51
2009-07-29,22.61
2009-07-30,23.07
2009-07-31,23.27
2009-08-03,23.55
2009-08-04,23.46
2009-08-05,23.46
2009-08-06,23.3
2009-08-07,23.54
2009-08-10,23.38
2009-08-11,23.13
2009-08-12,23.21
2009-08-13,23.79
2009-08-14,23.65
2009-08-17,22.77
2009-08-18,23.06
2009-08-19,23.21
2009-08-20,23.52
2009-08-21,23.83
2009-08-24,24.04
2009-08-25,24.16
2009-08-26,23.82
2009-08-27,23.55
2009-08-28,24.08
2009-08-31,23.79
2009-09-01,23.56
2009-09-02,23.44
2009-09-03,23.57
2009-09-04,23.87
2009-09-08,24.57
2009-09-09,24.24
2009-09-10,24.4
2009-09-11,24.41
2009-09-14,24.32
2009-09-15,24.8
2009-09-16,25.41
2009-09-17,26.0
2009-09-18,26.39
2009-09-21,25.95
2009-09-22,26.12
2009-09-23,26.43
2009-09-24,26.11
2009-09-25,25.92
2009-09-28,26.19
2009-09-29,26.33
2009-09-30,26.09
2009-10-01,25.81
2009-10-02,25.91
2009-10-05,26.32
2009-10-06,26.76
2009-10-07,27.0
2009-10-08,26.98
2009-10-09,26.95
2009-10-12,27.09
2009-10-13,27.1
2009-10-14,27.18
2009-10-15,27.08
2009-10-16,26.83
2009-10-19,26.51
2009-10-20,28.26
2009-10-21,28.46
2009-10-22,28.93
2009-10-23,29.03
2009-10-26,28.59
2009-10-27,28.06
2009-10-28,27.3
2009-10-29,27.45
2009-10-30,26.58
2009-11-02,26.51
2009-11-03,26.56
2009-11-04,27.18
2009-11-05,27.4
2009-11-06,27.49
2009-11-09,28.04
2009-11-10,28.72
2009-11-11,28.83
2009-11-12,28.78
2009-11-13,28.87
2009-11-16,29.29
2009-11-17,29.29
2009-11-18,29.14
2009-11-19,28.54
2009-11-20,28.25
2009-11-23,28.99
2009-11-24,28.99
2009-11-25,29.11
2009-11-27,28.34
2009-11-30,28.4
2009-12-01,28.12
2009-12-02,27.96
2009-12-03,28.04
2009-12-04,27.18
2009-12-07,26.95
2009-12-08,26.96
2009-12-09,27.19
2009-12-10,28.02
2009-12-11,27.63
2009-12-14,27.51
2009-12-15,27.61
2009-12-16,27.79
2009-12-17,27.29
2009-12-18,27.51
2009-12-21,27.95
2009-12-22,28.38
2009-12-23,28.69
2009-12-24,29.05
2009-12-28,29.94
2009-12-29,29.82
2009-12-30,29.76
2009-12-31,30.08
2010-01-04,30.34
2010-01-05,30.46
2010-01-06,30.11
2010-01-07,29.86
2010-01-08,29.87
2010-01-11,29.78
2010-01-12,29.49
2010-01-13,29.16
2010-01-14,29.86
2010-01-15,29.41
2010-01-19,29.61
2010-01-20,29.93
2010-01-21,29.6
2010-01-22,28.17
2010-01-25,28.6
2010-01-26,28.94
2010-01-27,28.5
2010-01-28,28.39
2010-01-29,27.18
2010-02-01,27.33
2010-02-02,27.63
2010-02-03,27.77
2010-02-04,27.37
2010-02-05,27.26
2010-02-08,27.71
2010-02-09,27.82
2010-02-10,27.75
2010-02-11,27.72
2010-02-12,27.93
2010-02-16,28.79
2010-02-17,28.69
2010-02-18,28.7
2010-02-19,28.73
2010-02-22,28.46
2010-02-23,27.96
2010-02-24,28.26
2010-02-25,28.13
2010-02-26,28.86
2010-03-01,29.35
2010-03-02,29.68
2010-03-03,29.71
2010-03-04,29.8
2010-03-05,30.66
2010-03-08,31.18
2010-03-09,31.13
2010-03-10,31.89
2010-03-11,31.9
2010-03-12,32.25
2010-03-15,31.46
2010-03-16,31.79
2010-03-17,31.9
2010-03-18,31.8
2010-03-19,31.6
2010-03-22,31.45
2010-03-23,32.01
2010-03-24,32.5
2010-03-25,32.32
2010-03-26,32.65
2010-03-29,33.09
2010-03-30,33.46
2010-03-31,33.49
2010-04-05,33.54
2010-04-06,33.86
2010-04-07,34.09
2010-04-08,34.01
2010-04-09,34.35
2010-04-12,34.54
2010-04-13,34.44
2010-04-14,34.87
2010-04-15,35.07
2010-04-16,34.94
2010-04-19,34.54
2010-04-20,34.71
2010-04-21,36.53
2010-04-22,36.6
2010-04-23,38.14
2010-04-26,38.31
2010-04-27,37.22
2010-04-28,36.63
2010-04-29,37.43
2010-04-30,37.29
2010-05-03,37.55
2010-05-04,36.68
2010-05-05,35.53
2010-05-06,28.46
2010-05-07,32.17
2010-05-10,35.5
2010-05-11,35.79
2010-05-12,36.96
2010-05-13,36.63
2010-05-14,35.64
2010-05-17,35.39
2010-05-18,35.75
2010-05-19,34.98
2010-05-20,33.74
2010-05-21,33.05
2010-05-24,35.18
2010-05-25,33.88
2010-05-26,34.82
2010-05-27,35.59
2010-05-28,36.19
2010-06-01,36.99
2010-06-02,37.19
2010-06-03,37.2
2010-06-04,36.38
2010-06-07,35.79
2010-06-08,35.09
2010-06-09,34.64
2010-06-10,34.6
2010-06-11,35.34
2010-06-14,36.29
2010-06-15,36.5
2010-06-16,37.23
2010-06-17,38.5
2010-06-18,38.77
2010-06-21,38.39
2010-06-22,38.79
2010-06-23,38.27
2010-06-24,38.3
2010-06-25,37.97
2010-06-28,37.79
2010-06-29,36.33
2010-06-30,35.72
2010-07-01,34.75
2010-07-02,34.74
2010-07-06,35.17
2010-07-07,35.68
2010-07-08,36.41
2010-07-09,36.45
2010-07-12,36.41
2010-07-13,35.2
2010-07-14,35.57
2010-07-15,35.33
2010-07-16,35.49
2010-07-19,34.23
2010-07-20,34.29
2010-07-21,36.29
2010-07-22,36.47
2010-07-23,36.61
2010-07-26,36.82
2010-07-27,37.19
2010-07-28,37.18
2010-07-29,36.59
2010-07-30,36.41
2010-08-02,37.09
2010-08-03,37.06
2010-08-04,37.19
2010-08-05,37.22
2010-08-06,36.8
2010-08-09,37.08
2010-08-10,36.79
2010-08-11,35.69
2010-08-12,35.16
2010-08-13,35.58
2010-08-16,35.23
2010-08-17,35.6
2010-08-18,35.94
2010-08-19,35.53
2010-08-20,35.57
2010-08-23,35.04
2010-08-24,34.09
2010-08-25,33.89
2010-08-26,34.33
2010-08-27,33.65
2010-08-30,34.38
2010-08-31,34.34
2010-09-01,35.18
2010-09-02,35.51
2010-09-03,36.36
2010-09-07,36.61
2010-09-08,37.01
2010-09-09,37.56
2010-09-10,37.34
2010-09-13,37.97
2010-09-14,37.93
2010-09-15,38.26
2010-09-16,38.5
2010-09-17,39.1
2010-09-20,39.41
2010-09-21,40.4
2010-09-22,40.34
2010-09-23,40.86
2010-09-24,41.51
2010-09-27,41.57
2010-09-28,39.29
2010-09-29,40.86
2010-09-30,40.18
2010-10-01,40.19
2010-10-04,39.68
2010-10-05,40.26
2010-10-06,40.75
2010-10-07,40.99
2010-10-08,41.43
2010-10-11,42.09
2010-10-12,41.78
2010-10-13,42.83
2010-10-14,42.91
2010-10-15,43.56
2010-10-18,44.9
2010-10-19,42.86
2010-10-20,43.84
2010-10-21,43.83
2010-10-22,43.76
2010-10-25,44.06
2010-10-26,43.66
2010-10-27,43.66
2010-10-28,42.99
2010-10-29,42.98
2010-11-01,43.17
2010-11-02,43.86
2010-11-03,44.08
2010-11-04,45.0
2010-11-05,45.25
2010-11-08,45.25
2010-11-09,44.93
2010-11-10,44.79
2010-11-11,44.89
2010-11-12,43.38
2010-11-15,43.75
2010-11-16,42.76
2010-11-17,42.54
2010-11-18,43.53
2010-11-19,43.61
2010-11-22,43.7
2010-11-23,43.79
2010-11-24,44.54
2010-11-26,44.71
2010-11-29,44.48
2010-11-30,44.41
2010-12-01,45.0
2010-12-02,44.98
2010-12-03,45.19
2010-12-06,45.49
2010-12-07,45.45
2010-12-08,45.3
2010-12-09,45.57
2010-12-10,45.51
2010-12-13,45.86
2010-12-14,45.57
2010-12-15,45.6
2010-12-16,45.73
2010-12-17,45.75
2010-12-20,45.46
2010-12-21,46.01
2010-12-22,46.22
2010-12-23,46.17
2010-12-27,45.93
2010-12-28,46.44
2010-12-29,46.44
2010-12-30,46.15
2010-12-31,45.9
2011-01-03,46.41
2011-01-04,46.88
2011-01-05,47.07
2011-01-06,47.56
2011-01-07,47.41
2011-01-10,48.17
2011-01-11,48.5
2011-01-12,48.86
2011-01-13,49.12
2011-01-14,49.21
2011-01-18,46.57
2011-01-19,48.13
2011-01-20,47.16
