time_captured,JNJ_High
2016-02-19,104.68
2016-02-22,104.75
2016-02-23,104.79
2016-02-24,105.08
2016-02-25,106.39
2016-02-26,106.92
2016-02-29,106.2
2016-03-01,107.24
2016-03-02,107.41
2016-03-03,107.0
2016-03-04,106.98
2016-03-07,106.92
2016-03-08,106.77
2016-03-09,107.02
2016-03-10,107.48
2016-03-11,107.99
2016-03-14,108.3
2016-03-15,108.35
2016-03-16,107.78
2016-03-17,107.6
2016-03-18,107.84
2016-03-21,107.75
2016-03-22,107.63
2016-03-23,108.82
2016-03-24,108.61
2016-03-28,108.9
2016-03-29,109.25
2016-03-30,109.56
2016-03-31,108.98
2016-04-01,109.29
2016-04-04,109.1
2016-04-05,109.84
2016-04-06,109.5
2016-04-07,109.62
2016-04-08,109.64
2016-04-11,109.62
2016-04-12,110.24
2016-04-13,110.35
2016-04-14,110.29
2016-04-15,110.4
2016-04-18,111.1
2016-04-19,113.95
2016-04-20,114.19
2016-04-21,113.73
2016-04-22,113.75
2016-04-25,113.55
2016-04-26,113.56
2016-04-27,113.2
2016-04-28,112.71
2016-04-29,112.22
2016-05-02,112.79
2016-05-03,113.1
2016-05-04,112.54
2016-05-05,113.1
2016-05-06,113.05
2016-05-09,113.99
2016-05-10,115.0
2016-05-11,114.76
2016-05-12,114.76
2016-05-13,114.09
2016-05-16,114.63
2016-05-17,114.56
2016-05-18,114.02
2016-05-19,113.04
2016-05-20,112.92
2016-05-23,112.82
2016-05-24,113.5
2016-05-25,113.72
2016-05-26,113.32
2016-05-27,113.34
2016-05-31,113.63
2016-06-01,113.06
2016-06-02,114.65
2016-06-03,115.39
2016-06-06,116.0
2016-06-07,116.23
2016-06-08,115.95
2016-06-09,117.19
2016-06-10,117.23
2016-06-13,117.64
2016-06-14,117.18
2016-06-15,117.74
2016-06-16,116.89
2016-06-17,116.67
2016-06-20,117.14
2016-06-21,117.15
2016-06-22,117.21
2016-06-23,117.38
2016-06-24,117.12
2016-06-27,116.64
2016-06-28,118.37
2016-06-29,119.41
2016-06-30,121.41
2016-07-01,121.54
2016-07-05,123.23
2016-07-06,122.66
2016-07-07,122.81
2016-07-08,123.1
2016-07-11,123.45
2016-07-12,123.2
2016-07-13,123.4
2016-07-14,123.74
2016-07-15,124.3
2016-07-18,123.22
2016-07-19,125.75
2016-07-20,126.07
2016-07-21,125.74
2016-07-22,125.35
2016-07-25,125.13
2016-07-26,125.55
2016-07-27,125.23
2016-07-28,125.0
2016-07-29,125.32
2016-08-01,125.71
2016-08-02,125.9
2016-08-03,125.0
2016-08-04,124.39
2016-08-05,124.38
2016-08-08,124.15
2016-08-09,124.0
2016-08-10,123.78
2016-08-11,124.14
2016-08-12,123.77
2016-08-15,123.27
2016-08-16,122.32
2016-08-17,121.33
2016-08-18,121.39
2016-08-19,119.99
2016-08-22,119.9
2016-08-23,119.96
2016-08-24,119.61
2016-08-25,119.21
2016-08-26,119.74
2016-08-29,120.13
2016-08-30,120.67
2016-08-31,119.62
2016-09-01,119.39
2016-09-02,119.81
2016-09-06,119.97
2016-09-07,119.95
2016-09-08,119.82
2016-09-09,119.16
2016-09-12,119.45
2016-09-13,118.83
2016-09-14,118.33
2016-09-15,118.94
2016-09-16,119.14
2016-09-19,118.66
2016-09-20,118.24
2016-09-21,119.0
2016-09-22,119.84
2016-09-23,119.6
2016-09-26,118.64
2016-09-27,119.22
2016-09-28,119.52
2016-09-29,119.27
2016-09-30,118.62
2016-10-03,119.01
2016-10-04,119.48
2016-10-05,119.44
2016-10-06,118.85
2016-10-07,119.56
2016-10-10,120.2
2016-10-11,119.63
2016-10-12,118.43
2016-10-13,119.2
2016-10-14,118.8
2016-10-17,118.55
2016-10-18,118.48
2016-10-19,115.89
2016-10-20,115.7
2016-10-21,114.24
2016-10-24,114.19
2016-10-25,114.16
2016-10-26,115.22
2016-10-27,116.55
2016-10-28,115.91
2016-10-31,116.23
2016-11-01,115.94
2016-11-02,115.76
2016-11-03,115.44
2016-11-04,115.94
2016-11-07,116.72
2016-11-08,117.57
2016-11-09,122.5
2016-11-10,121.1
2016-11-11,119.49
2016-11-14,118.99
2016-11-15,116.69
2016-11-16,116.78
2016-11-17,116.68
2016-11-18,115.92
2016-11-21,115.68
2016-11-22,115.0
2016-11-23,113.43
2016-11-25,114.23
2016-11-28,114.12
2016-11-29,113.41
2016-11-30,112.52
2016-12-01,111.54
2016-12-02,112.53
2016-12-05,112.42
2016-12-06,113.2
2016-12-07,111.89
2016-12-08,111.2
2016-12-09,112.43
2016-12-12,115.4
2016-12-13,115.97
2016-12-14,117.3
2016-12-15,115.92
2016-12-16,116.46
2016-12-19,116.66
2016-12-20,116.25
2016-12-21,116.2
2016-12-22,115.53
2016-12-23,116.32
2016-12-27,116.0
2016-12-28,116.16
2016-12-29,115.87
2016-12-30,115.99
2017-01-03,116.0
2017-01-04,116.23
2017-01-05,116.97
2017-01-06,117.0
2017-01-09,116.61
2017-01-10,117.0
2017-01-11,116.25
2017-01-12,114.73
2017-01-13,115.02
2017-01-17,115.05
2017-01-18,115.1
2017-01-19,114.9
2017-01-20,115.03
2017-01-23,114.77
2017-01-24,113.3
2017-01-25,112.8
2017-01-26,112.84
2017-01-27,113.54
2017-01-30,113.6
2017-01-31,113.4
2017-02-01,113.32
2017-02-02,113.62
2017-02-03,113.66
2017-02-06,113.59
2017-02-07,113.62
2017-02-08,113.69
2017-02-09,114.65
2017-02-10,115.99
2017-02-13,116.12
2017-02-14,116.4
2017-02-15,117.46
2017-02-16,118.28
2017-02-17,118.9
2017-02-21,119.89
2017-02-22,119.77
2017-02-23,121.9
2017-02-24,122.74
2017-02-27,122.88
2017-02-28,122.65
2017-03-01,124.45
2017-03-02,124.36
2017-03-03,123.93
2017-03-06,124.43
2017-03-07,124.46
2017-03-08,124.68
2017-03-09,126.21
2017-03-10,126.49
2017-03-13,126.95
2017-03-14,127.75
2017-03-15,129.0
2017-03-16,128.7
2017-03-17,128.94
2017-03-20,128.42
2017-03-21,128.45
2017-03-22,127.65
2017-03-23,127.0
2017-03-24,126.36
2017-03-27,126.14
2017-03-28,125.78
2017-03-29,125.33
2017-03-30,125.43
2017-03-31,124.82
2017-04-03,125.31
2017-04-04,124.76
2017-04-05,125.6
2017-04-06,125.46
2017-04-07,125.47
2017-04-10,124.95
2017-04-11,124.79
2017-04-12,125.46
2017-04-13,125.65
2017-04-17,125.81
2017-04-18,123.37
2017-04-19,122.28
2017-04-20,122.15
2017-04-21,122.04
2017-04-24,123.21
2017-04-25,123.74
2017-04-26,124.26
2017-04-27,124.31
2017-04-28,123.9
2017-05-01,123.78
2017-05-02,123.74
2017-05-03,123.7
2017-05-04,123.95
2017-05-05,123.8
2017-05-08,123.8
2017-05-09,123.47
2017-05-10,123.06
2017-05-11,123.21
2017-05-12,124.1
2017-05-15,127.36
2017-05-16,128.37
2017-05-17,127.89
2017-05-18,127.87
2017-05-19,127.39
2017-05-22,127.65
2017-05-23,128.15
2017-05-24,128.0
2017-05-25,127.62
2017-05-26,127.67
2017-05-30,127.39
2017-05-31,128.8
2017-06-01,128.78
2017-06-02,130.14
2017-06-05,130.7
2017-06-06,131.33
2017-06-07,131.48
2017-06-08,131.4
2017-06-09,131.7
2017-06-12,132.04
2017-06-13,132.73
2017-06-14,133.56
2017-06-15,133.35
2017-06-16,134.6
2017-06-19,134.68
2017-06-20,134.76
2017-06-21,135.11
2017-06-22,137.0
2017-06-23,136.51
2017-06-26,136.9
2017-06-27,136.73
2017-06-28,136.2
2017-06-29,133.73
2017-06-30,133.2
2017-07-03,133.32
2017-07-05,134.06
2017-07-06,133.97
2017-07-07,133.0
2017-07-10,132.87
2017-07-11,131.79
2017-07-12,132.89
2017-07-13,132.22
2017-07-14,133.0
2017-07-17,132.93
2017-07-18,134.95
2017-07-19,135.41
2017-07-20,137.08
2017-07-21,136.27
2017-07-24,135.16
2017-07-25,133.85
2017-07-26,132.24
2017-07-27,131.15
2017-07-28,131.99
2017-07-31,133.58
2017-08-01,133.35
2017-08-02,132.5
2017-08-03,133.4
2017-08-04,134.01
2017-08-07,133.48
2017-08-08,132.8
2017-08-09,133.41
2017-08-10,133.85
2017-08-11,134.49
2017-08-14,134.37
2017-08-15,133.94
2017-08-16,134.97
2017-08-17,134.74
2017-08-18,133.78
2017-08-21,133.65
2017-08-22,134.79
2017-08-23,134.49
2017-08-24,133.08
2017-08-25,132.56
2017-08-28,132.12
2017-08-29,132.45
2017-08-30,132.0
2017-08-31,132.5
2017-09-01,132.65
2017-09-05,131.18
2017-09-06,131.0
2017-09-07,132.52
2017-09-08,132.34
2017-09-11,133.34
2017-09-12,133.88
2017-09-13,133.75
2017-09-14,134.47
2017-09-15,135.45
2017-09-18,135.77
2017-09-19,135.79
2017-09-20,134.29
2017-09-21,133.82
2017-09-22,132.39
2017-09-25,131.76
2017-09-26,131.94
2017-09-27,131.09
2017-09-28,130.27
2017-09-29,130.47
2017-10-02,131.33
2017-10-03,132.4
2017-10-04,133.18
2017-10-05,133.31
2017-10-06,133.25
2017-10-09,133.82
2017-10-10,134.13
2017-10-11,136.39
2017-10-12,137.52
2017-10-13,137.42
2017-10-16,137.26
2017-10-17,141.12
2017-10-18,141.58
2017-10-19,142.98
2017-10-20,143.62
2017-10-23,144.35
2017-10-24,143.38
2017-10-25,143.23
2017-10-26,143.75
2017-10-27,142.7
2017-10-30,141.21
2017-10-31,140.26
2017-11-01,140.59
2017-11-02,140.29
2017-11-03,140.4
2017-11-06,140.49
2017-11-07,140.15
2017-11-08,141.87
2017-11-09,141.41
2017-11-10,140.13
2017-11-13,140.02
2017-11-14,140.28
2017-11-15,139.83
2017-11-16,139.68
2017-11-17,138.86
2017-11-20,138.56
2017-11-21,139.26
2017-11-22,138.38
2017-11-24,138.38
2017-11-27,138.31
2017-11-28,140.53
2017-11-29,140.63
2017-11-30,140.28
2017-12-01,140.53
2017-12-04,141.5
2017-12-05,140.81
2017-12-06,141.96
2017-12-07,141.5
2017-12-08,140.76
2017-12-11,141.17
2017-12-12,143.57
2017-12-13,143.43
2017-12-14,143.62
2017-12-15,143.14
2017-12-18,143.8
2017-12-19,142.38
2017-12-20,142.58
2017-12-21,142.17
2017-12-22,141.35
2017-12-26,140.54
2017-12-27,141.15
2017-12-28,141.0
2017-12-29,141.21
