time_captured,AXP_Volume
2016-01-14,6651745
2016-01-15,8597471
2016-01-19,7339976
2016-01-20,9034104
2016-01-21,8941046
2016-01-22,43770857
2016-01-25,18478314
2016-01-26,12841862
2016-01-27,10891054
2016-01-28,18008130
2016-01-29,13936917
2016-02-01,9861160
2016-02-02,11684583
2016-02-03,9729303
2016-02-04,6870644
2016-02-05,9133251
2016-02-08,11815916
2016-02-09,8489953
2016-02-10,7040431
2016-02-11,9144785
2016-02-12,6091171
2016-02-16,7127118
2016-02-17,8635672
2016-02-18,8503197
2016-02-19,6556759
2016-02-22,6535682
2016-02-23,5866682
2016-02-24,5589136
2016-02-25,4379221
2016-02-26,5885506
2016-02-29,10353881
2016-03-01,9153975
2016-03-02,7265186
2016-03-03,6847790
2016-03-04,5409804
2016-03-07,9369526
2016-03-08,10542249
2016-03-09,6468981
2016-03-10,6483850
2016-03-11,7817320
2016-03-14,4246463
2016-03-15,3881894
2016-03-16,4847950
2016-03-17,4601253
2016-03-18,8338329
2016-03-21,3662461
2016-03-22,4772666
2016-03-23,3594879
2016-03-24,3549506
2016-03-28,3255210
2016-03-29,4208144
2016-03-30,5098989
2016-03-31,6297653
2016-04-01,4167178
2016-04-04,3366340
2016-04-05,4639965
2016-04-06,4111864
2016-04-07,4037219
2016-04-08,4602800
2016-04-11,4028793
2016-04-12,4353486
2016-04-13,4689526
2016-04-14,4016306
2016-04-15,4389953
2016-04-18,3138939
2016-04-19,4793982
2016-04-20,8309424
2016-04-21,9463792
2016-04-22,5938590
2016-04-25,4201578
2016-04-26,3978824
2016-04-27,4539424
2016-04-28,3797100
2016-04-29,5035778
2016-05-02,4328800
2016-05-03,4738478
2016-05-04,4993218
2016-05-05,4036403
2016-05-06,3661371
2016-05-09,4247991
2016-05-10,4039511
2016-05-11,4949324
2016-05-12,3608004
2016-05-13,4500939
2016-05-16,4879321
2016-05-17,7977366
2016-05-18,5306460
2016-05-19,4207810
2016-05-20,5278315
2016-05-23,3070598
2016-05-24,3945991
2016-05-25,5755498
2016-05-26,3592175
2016-05-27,3956922
2016-05-31,5256024
2016-06-01,3816002
2016-06-02,3052754
2016-06-03,4352049
2016-06-06,3915959
2016-06-07,3779456
2016-06-08,2601058
2016-06-09,3884421
2016-06-10,3939141
2016-06-13,5883402
2016-06-14,12323245
2016-06-15,5979857
2016-06-16,5543625
2016-06-17,6521456
2016-06-20,4289135
2016-06-21,3360641
2016-06-22,3462767
2016-06-23,3624624
2016-06-24,10798667
2016-06-27,7581100
2016-06-28,8294263
2016-06-29,6281076
2016-06-30,8535412
2016-07-01,4166469
2016-07-05,4911842
2016-07-06,5484424
2016-07-07,5077371
2016-07-08,5768400
2016-07-11,3414353
2016-07-12,4531851
2016-07-13,3887554
2016-07-14,4417183
2016-07-15,3675649
2016-07-18,3259978
2016-07-19,3840468
2016-07-20,8315821
2016-07-21,9536383
2016-07-22,4063417
2016-07-25,3060278
2016-07-26,2745870
2016-07-27,3168485
2016-07-28,3043993
2016-07-29,3732749
2016-08-01,2913879
2016-08-02,2530953
2016-08-03,3034536
2016-08-04,3680004
2016-08-05,4863805
2016-08-08,3253729
2016-08-09,3701576
2016-08-10,2882977
2016-08-11,2450148
2016-08-12,2103814
2016-08-15,3136685
2016-08-16,2805603
2016-08-17,3054603
2016-08-18,2807456
2016-08-19,2783160
2016-08-22,3230735
2016-08-23,3551696
2016-08-24,4128222
2016-08-25,4243804
2016-08-26,3623618
2016-08-29,4173845
2016-08-30,3775806
2016-08-31,4783608
2016-09-01,3657718
2016-09-02,3131691
2016-09-06,3956384
2016-09-07,3200694
2016-09-08,4078875
2016-09-09,5144878
2016-09-12,4923161
2016-09-13,5620271
2016-09-14,5403347
2016-09-15,4660355
2016-09-16,10475829
2016-09-19,3388582
2016-09-20,2927577
2016-09-21,3849309
2016-09-22,3213744
2016-09-23,5083894
2016-09-26,6946585
2016-09-27,3916263
2016-09-28,3580082
2016-09-29,4132452
2016-09-30,4306976
2016-10-03,2770007
2016-10-04,3709357
2016-10-05,3345014
2016-10-06,7975905
2016-10-07,4217375
2016-10-10,2522929
2016-10-11,3926531
2016-10-12,3293769
2016-10-13,4220483
2016-10-14,4963849
2016-10-17,3903945
2016-10-18,3416606
2016-10-19,7888481
2016-10-20,25870728
2016-10-21,8561225
2016-10-24,5174043
2016-10-25,3882253
2016-10-26,3621817
2016-10-27,4751290
2016-10-28,4994491
2016-10-31,3233384
2016-11-01,3761564
2016-11-02,3658990
2016-11-03,3796470
2016-11-04,3429896
2016-11-07,4012053
2016-11-08,3955973
2016-11-09,9319120
2016-11-10,9419195
2016-11-11,4656115
2016-11-14,8084104
2016-11-15,4431192
2016-11-16,4663671
2016-11-17,3779687
2016-11-18,5430609
2016-11-21,3368167
2016-11-22,4086200
2016-11-23,4691260
2016-11-25,1900447
2016-11-28,4467747
2016-11-29,3814802
2016-11-30,4812489
2016-12-01,4298162
2016-12-02,2959077
2016-12-05,3929106
2016-12-06,3843944
2016-12-07,5801483
2016-12-08,3415782
2016-12-09,2566883
2016-12-12,3654947
2016-12-13,2892870
2016-12-14,5415755
2016-12-15,4061600
2016-12-16,8200621
2016-12-19,3076648
2016-12-20,3244923
2016-12-21,3244537
2016-12-22,2865190
2016-12-23,1957502
2016-12-27,2049447
2016-12-28,2517302
2016-12-29,2573668
2016-12-30,3378805
2017-01-03,5853881
2017-01-04,4635796
2017-01-05,3383003
2017-01-06,3089593
2017-01-09,4818703
2017-01-10,9561414
2017-01-11,4500174
2017-01-12,4056691
2017-01-13,3454338
2017-01-17,6450259
2017-01-18,5988353
2017-01-19,8111384
2017-01-20,8465939
2017-01-23,4444322
2017-01-24,4024267
2017-01-25,5278290
2017-01-26,3344901
2017-01-27,3530945
2017-01-30,5344520
2017-01-31,5568099
2017-02-01,3916764
2017-02-02,3655543
2017-02-03,5235837
2017-02-06,3229512
2017-02-07,2060209
2017-02-08,2223099
2017-02-09,3031767
2017-02-10,2191153
2017-02-13,3317118
2017-02-14,3511213
2017-02-15,5704079
2017-02-16,4295031
2017-02-17,2690300
2017-02-21,3505538
2017-02-22,2942964
2017-02-23,3339493
2017-02-24,3932313
2017-02-27,2619409
2017-02-28,4415322
2017-03-01,4746363
2017-03-02,4409788
2017-03-03,4597534
2017-03-06,3670253
2017-03-07,4434208
2017-03-08,4326793
2017-03-09,4573537
2017-03-10,3762755
2017-03-13,3664310
2017-03-14,3321548
2017-03-15,4337240
2017-03-16,3474802
2017-03-17,6672551
2017-03-20,3099528
2017-03-21,6804000
2017-03-22,4877322
2017-03-23,4082889
2017-03-24,4726801
2017-03-27,3835309
2017-03-28,4235903
2017-03-29,2913623
2017-03-30,2924106
2017-03-31,5228391
2017-04-03,3022678
2017-04-04,2563659
2017-04-05,2858427
2017-04-06,2914808
2017-04-07,2203039
2017-04-10,2217051
2017-04-11,4642341
2017-04-12,3055820
2017-04-13,3666554
2017-04-17,4160796
2017-04-18,3845877
2017-04-19,5283593
2017-04-20,11099336
2017-04-21,5837812
2017-04-24,3563193
2017-04-25,5061261
2017-04-26,3661571
2017-04-27,2922576
2017-04-28,5313188
2017-05-01,3458137
2017-05-02,3334875
2017-05-03,3800627
2017-05-04,3902166
2017-05-05,2936747
2017-05-08,2608590
2017-05-09,2570621
2017-05-10,2396925
2017-05-11,3780643
2017-05-12,2865797
2017-05-15,3326959
2017-05-16,2457503
2017-05-17,4441564
2017-05-18,3545677
2017-05-19,3283915
2017-05-22,2799975
2017-05-23,2239622
2017-05-24,2180625
2017-05-25,3185222
2017-05-26,1858801
2017-05-30,2073038
2017-05-31,3117138
2017-06-01,3553420
2017-06-02,3534804
2017-06-05,2738634
2017-06-06,2878015
2017-06-07,4284079
2017-06-08,4079817
2017-06-09,3849413
2017-06-12,3352279
2017-06-13,3174361
2017-06-14,4013089
2017-06-15,2773369
2017-06-16,5914697
2017-06-19,3076499
2017-06-20,3929088
2017-06-21,2683412
2017-06-22,2312070
2017-06-23,3785322
2017-06-26,2491613
2017-06-27,2994829
2017-06-28,3668491
2017-06-29,5092624
2017-06-30,3320821
2017-07-03,2306874
2017-07-05,3501204
2017-07-06,3213448
2017-07-07,2454587
2017-07-10,2147747
2017-07-11,2733163
2017-07-12,4629141
2017-07-13,3309411
2017-07-14,3354722
2017-07-17,2190465
2017-07-18,2815983
2017-07-19,5539683
2017-07-20,5386356
2017-07-21,3570375
2017-07-24,5389050
2017-07-25,3255176
2017-07-26,3038102
2017-07-27,6119259
2017-07-28,3321176
2017-07-31,3079797
2017-08-01,3148788
2017-08-02,3252280
2017-08-03,2381825
2017-08-04,2840245
2017-08-07,2089149
2017-08-08,2922837
2017-08-09,2960996
2017-08-10,3755151
2017-08-11,3078650
2017-08-14,2893607
2017-08-15,3774136
2017-08-16,3379622
2017-08-17,3870386
2017-08-18,4271186
2017-08-21,2505115
2017-08-22,2155320
2017-08-23,1960380
2017-08-24,2057905
2017-08-25,2302086
2017-08-28,2105519
2017-08-29,2779385
2017-08-30,2131663
2017-08-31,3792290
2017-09-01,2262735
2017-09-05,3328200
2017-09-06,2823281
2017-09-07,2905386
2017-09-08,3462112
2017-09-11,3397496
2017-09-12,3333342
2017-09-13,2396472
2017-09-14,2764916
2017-09-15,7791555
2017-09-18,3395073
2017-09-19,4043778
2017-09-20,4251024
2017-09-21,2877759
2017-09-22,2770085
2017-09-25,2863068
2017-09-26,2197846
2017-09-27,2868330
2017-09-28,2458773
2017-09-29,2996260
2017-10-02,4466395
2017-10-03,2912299
2017-10-04,3091679
2017-10-05,2990958
2017-10-06,1891848
2017-10-09,1653721
2017-10-10,2247195
2017-10-11,283559
2017-10-12,3279018
2017-10-13,3224158
2017-10-16,4293977
2017-10-17,2939556
2017-10-18,4720217
2017-10-19,6512126
2017-10-20,4442193
2017-10-23,2963132
2017-10-24,4481510
2017-10-25,4266092
2017-10-26,4136780
2017-10-27,3212221
2017-10-30,3096515
2017-10-31,3146438
2017-11-01,2319973
2017-11-02,3013321
2017-11-03,2089507
2017-11-06,1848269
2017-11-07,3200922
2017-11-08,2163747
2017-11-09,3949795
2017-11-10,2714369
2017-11-13,2708531
2017-11-14,2843670
2017-11-15,3236553
2017-11-16,2586458
2017-11-17,3261235
2017-11-20,3456574
2017-11-21,2917041
2017-11-22,2159113
2017-11-24,837313
2017-11-27,2731266
2017-11-28,3536397
2017-11-29,4325505
2017-11-30,5328348
2017-12-01,3445157
2017-12-04,4562392
2017-12-05,3525591
2017-12-06,3081339
2017-12-07,3026836
2017-12-08,3850254
2017-12-11,2984055
2017-12-12,3455459
2017-12-13,3463939
2017-12-14,3464840
2017-12-15,7891763
2017-12-18,3485379
2017-12-19,3282602
2017-12-20,3090965
2017-12-21,2339526
2017-12-22,1980343
2017-12-26,1575239
2017-12-27,2569863
2017-12-28,1915540
2017-12-29,2056778
