time_captured,04_out_raw_accZ
1970-01-01 00:00:00.000000567,405.284
1970-01-01 00:00:00.000000568,-13.054
1970-01-01 00:00:00.000000569,650.138
1970-01-01 00:00:00.000000570,527.528
1970-01-01 00:00:00.000000571,711.504
1970-01-01 00:00:00.000000572,851.682
1970-01-01 00:00:00.000000573,799.222
1970-01-01 00:00:00.000000574,1425.448
1970-01-01 00:00:00.000000575,1165.588
1970-01-01 00:00:00.000000576,1405.928
1970-01-01 00:00:00.000000577,552.416
1970-01-01 00:00:00.000000578,1320.65
1970-01-01 00:00:00.000000579,657.336
1970-01-01 00:00:00.000000580,631.106
1970-01-01 00:00:00.000000581,752.74
1970-01-01 00:00:00.000000582,1128.622
1970-01-01 00:00:00.000000583,1277.584
1970-01-01 00:00:00.000000584,1211.948
1970-01-01 00:00:00.000000585,898.286
1970-01-01 00:00:00.000000586,281.576
1970-01-01 00:00:00.000000587,770.308
1970-01-01 00:00:00.000000588,641.964
1970-01-01 00:00:00.000000589,750.544
1970-01-01 00:00:00.000000590,993.202
1970-01-01 00:00:00.000000591,1535.492
1970-01-01 00:00:00.000000592,1136.552
1970-01-01 00:00:00.000000593,1374.208
1970-01-01 00:00:00.000000594,61.488
1970-01-01 00:00:00.000000595,603.412
1970-01-01 00:00:00.000000596,763.232
1970-01-01 00:00:00.000000597,586.942
1970-01-01 00:00:00.000000598,942.816
1970-01-01 00:00:00.000000599,627.934
1970-01-01 00:00:00.000000600,1041.758
1970-01-01 00:00:00.000000601,1778.15
1970-01-01 00:00:00.000000602,963.19
1970-01-01 00:00:00.000000603,1256.966
1970-01-01 00:00:00.000000604,496.784
1970-01-01 00:00:00.000000605,485.194
1970-01-01 00:00:00.000000606,1136.064
1970-01-01 00:00:00.000000607,924.516
1970-01-01 00:00:00.000000608,833.992
1970-01-01 00:00:00.000000609,935.13
1970-01-01 00:00:00.000000610,1040.05
1970-01-01 00:00:00.000000611,1094.462
1970-01-01 00:00:00.000000612,1051.396
1970-01-01 00:00:00.000000613,861.93
1970-01-01 00:00:00.000000614,893.65
1970-01-01 00:00:00.000000615,210.328
1970-01-01 00:00:00.000000616,954.772
1970-01-01 00:00:00.000000617,870.47
1970-01-01 00:00:00.000000618,756.522
1970-01-01 00:00:00.000000619,1613.328
1970-01-01 00:00:00.000000620,1613.328
1970-01-01 00:00:00.000000621,586.82
1970-01-01 00:00:00.000000622,1460.828
1970-01-01 00:00:00.000000623,902.922
1970-01-01 00:00:00.000000624,47.458
1970-01-01 00:00:00.000000625,1060.058
1970-01-01 00:00:00.000000626,613.05
1970-01-01 00:00:00.000000627,869.494
1970-01-01 00:00:00.000000628,1779.492
1970-01-01 00:00:00.000000629,1010.526
