time_captured,UTX_Volume
2016-02-01,5035184
2016-02-02,7376460
2016-02-03,8302046
2016-02-04,5893531
2016-02-05,5130202
2016-02-08,6755605
2016-02-09,7191066
2016-02-10,3618823
2016-02-11,7670194
2016-02-12,5869217
2016-02-16,6929327
2016-02-17,5123611
2016-02-18,4964696
2016-02-19,11816646
2016-02-22,21602043
2016-02-23,11545740
2016-02-24,16993291
2016-02-25,16834573
2016-02-26,14653176
2016-02-29,8676591
2016-03-01,12341538
2016-03-02,5422174
2016-03-03,4597920
2016-03-04,4670229
2016-03-07,6306242
2016-03-08,5341983
2016-03-09,4158943
2016-03-10,4801830
2016-03-11,4027779
2016-03-14,3974535
2016-03-15,2750288
2016-03-16,4554966
2016-03-17,4159642
2016-03-18,9506852
2016-03-21,3994522
2016-03-22,3507903
2016-03-23,3226913
2016-03-24,2847303
2016-03-28,2279663
2016-03-29,3741070
2016-03-30,3010204
2016-03-31,3821429
2016-04-01,4038090
2016-04-04,3706474
2016-04-05,3118666
2016-04-06,5054819
2016-04-07,3828799
2016-04-08,2755488
2016-04-11,4578388
2016-04-12,3149790
2016-04-13,3644122
2016-04-14,5218172
2016-04-15,3760213
2016-04-18,2809079
2016-04-19,3837733
2016-04-20,3823175
2016-04-21,2628426
2016-04-22,3061721
2016-04-25,2767630
2016-04-26,5505028
2016-04-27,6327900
2016-04-28,4667240
2016-04-29,3053966
2016-05-02,4222588
2016-05-03,4780454
2016-05-04,5607845
2016-05-05,3530255
2016-05-06,3741507
2016-05-09,3834154
2016-05-10,3671792
2016-05-11,2788291
2016-05-12,2866967
2016-05-13,3262240
2016-05-16,3469134
2016-05-17,4190903
2016-05-18,3334881
2016-05-19,3138484
2016-05-20,4312032
2016-05-23,2641674
2016-05-24,2953654
2016-05-25,2353998
2016-05-26,2503780
2016-05-27,2640990
2016-05-31,5265712
2016-06-01,2806933
2016-06-02,2468534
2016-06-03,2251459
2016-06-06,3769349
2016-06-07,2539712
2016-06-08,2567119
2016-06-09,3608910
2016-06-10,3601667
2016-06-13,4494522
2016-06-14,3705473
2016-06-15,4480034
2016-06-16,4550347
2016-06-17,5691890
2016-06-20,4447854
2016-06-21,3318970
2016-06-22,2634985
2016-06-23,3074800
2016-06-24,7446387
2016-06-27,6248133
2016-06-28,5583189
2016-06-29,4737288
2016-06-30,5837739
2016-07-01,6578877
2016-07-05,4311132
2016-07-06,5227517
2016-07-07,3051601
2016-07-08,3502925
2016-07-11,3317075
2016-07-12,3748878
2016-07-13,2950118
2016-07-14,3307876
2016-07-15,2836917
2016-07-18,2185307
2016-07-19,3493871
2016-07-20,2987486
2016-07-21,3827718
2016-07-22,3513913
2016-07-25,3461297
2016-07-26,4414716
2016-07-27,3995355
2016-07-28,2807288
2016-07-29,3232646
2016-08-01,3061617
2016-08-02,2384080
2016-08-03,2985394
2016-08-04,1862915
2016-08-05,2676078
2016-08-08,3020855
2016-08-09,2213590
2016-08-10,1658719
2016-08-11,2005188
2016-08-12,1808404
2016-08-15,2044462
2016-08-16,2413657
2016-08-17,2208694
2016-08-18,1959750
2016-08-19,2388773
2016-08-22,2450484
2016-08-23,3064066
2016-08-24,2444669
2016-08-25,1793640
2016-08-26,2511122
2016-08-29,1793053
2016-08-30,2390925
2016-08-31,3349179
2016-09-01,3231547
2016-09-02,3066733
2016-09-06,3670706
2016-09-07,2524173
2016-09-08,2810189
2016-09-09,4258155
2016-09-12,3851781
2016-09-13,3543276
2016-09-14,4092224
2016-09-15,3158944
2016-09-16,7724226
2016-09-19,3316129
2016-09-20,3110727
2016-09-21,3144780
2016-09-22,3574599
2016-09-23,2646428
2016-09-26,3354625
2016-09-27,4299266
2016-09-28,5010726
2016-09-29,3720014
2016-09-30,5053486
2016-10-03,3971655
2016-10-04,3204196
2016-10-05,2744070
2016-10-06,3651677
2016-10-07,3938697
2016-10-10,4517801
2016-10-11,4314836
2016-10-12,3818167
2016-10-13,3768190
2016-10-14,3172007
2016-10-17,2452355
2016-10-18,3043815
2016-10-19,4014029
2016-10-20,3876682
2016-10-21,4094992
2016-10-24,4288098
2016-10-25,6752343
2016-10-26,3734107
2016-10-27,3549976
2016-10-28,4449945
2016-10-31,4014477
2016-11-01,4044502
2016-11-02,4115453
2016-11-03,2444223
2016-11-04,2607789
2016-11-07,4226225
2016-11-08,2524464
2016-11-09,5003877
2016-11-10,6105767
2016-11-11,4149869
2016-11-14,4138518
2016-11-15,3795579
2016-11-16,2707456
2016-11-17,2226541
2016-11-18,2677456
2016-11-21,2177429
2016-11-22,2640683
2016-11-23,2384904
2016-11-25,1008723
2016-11-28,2453510
2016-11-29,3133853
2016-11-30,4112076
2016-12-01,4055589
2016-12-02,3124427
2016-12-05,3077760
2016-12-06,2179451
2016-12-07,4261795
2016-12-08,3168580
2016-12-09,3429005
2016-12-12,4478670
2016-12-13,3807583
2016-12-14,2761234
2016-12-15,3611088
2016-12-16,7986205
2016-12-19,3838276
2016-12-20,2255958
2016-12-21,2078806
2016-12-22,2087923
2016-12-23,1303561
2016-12-27,1067267
2016-12-28,1894831
2016-12-29,2903926
2016-12-30,2200540
2017-01-03,2739627
2017-01-04,3091396
2017-01-05,3344920
2017-01-06,2622291
2017-01-09,2434378
2017-01-10,1800921
2017-01-11,2746199
2017-01-12,2644682
2017-01-13,2880618
2017-01-17,2240147
2017-01-18,2600332
2017-01-19,2828243
2017-01-20,3134293
2017-01-23,2296594
2017-01-24,3240027
2017-01-25,5054022
2017-01-26,3996330
2017-01-27,2829980
2017-01-30,2909899
2017-01-31,3945675
2017-02-01,4670143
2017-02-02,4714506
2017-02-03,3411707
2017-02-06,4229572
2017-02-07,2774432
2017-02-08,2073053
2017-02-09,2653958
2017-02-10,2679214
2017-02-13,2831001
2017-02-14,2771931
2017-02-15,2624996
2017-02-16,2802060
2017-02-17,2531804
2017-02-21,2136895
2017-02-22,2205614
2017-02-23,3471711
2017-02-24,2917947
2017-02-27,2731362
2017-02-28,2942507
2017-03-01,5085491
2017-03-02,2880797
2017-03-03,3108508
2017-03-06,3772184
2017-03-07,2457237
2017-03-08,2585009
2017-03-09,2919791
2017-03-10,3220155
2017-03-13,2976331
2017-03-14,2195323
2017-03-15,3169053
2017-03-16,2933831
2017-03-17,7442342
2017-03-20,3057832
2017-03-21,3572132
2017-03-22,2127037
2017-03-23,2288027
2017-03-24,2249660
2017-03-27,2490820
2017-03-28,3257682
2017-03-29,1998809
2017-03-30,1481596
2017-03-31,2483734
2017-04-03,2123043
2017-04-04,2970932
2017-04-05,3011928
2017-04-06,2185654
2017-04-07,2064214
2017-04-10,2097453
2017-04-11,2393450
2017-04-12,2605103
2017-04-13,2260869
2017-04-17,3503844
2017-04-18,2722107
2017-04-19,2566694
2017-04-20,2472394
2017-04-21,5658923
2017-04-24,3155205
2017-04-25,3322111
2017-04-26,5102681
2017-04-27,3404522
2017-04-28,4477800
2017-05-01,2557568
2017-05-02,2998914
2017-05-03,3626122
2017-05-04,3176955
2017-05-05,2437609
2017-05-08,2710290
2017-05-09,1945971
2017-05-10,2132947
2017-05-11,2751404
2017-05-12,2460933
2017-05-15,2184452
2017-05-16,2022270
2017-05-17,3357783
2017-05-18,2585875
2017-05-19,3209092
2017-05-22,2183153
2017-05-23,3404266
2017-05-24,2419665
2017-05-25,2736793
2017-05-26,2126166
2017-05-30,2665922
2017-05-31,4118106
2017-06-01,3214218
2017-06-02,2398087
2017-06-05,3202705
2017-06-06,2987400
2017-06-07,1796229
2017-06-08,3548655
2017-06-09,2129820
2017-06-12,3064407
2017-06-13,2357026
2017-06-14,1769808
2017-06-15,1947559
2017-06-16,4540870
2017-06-19,3393900
2017-06-20,2683438
2017-06-21,2732377
2017-06-22,3016560
2017-06-23,3851062
2017-06-26,1644762
2017-06-27,1703682
2017-06-28,1801211
2017-06-29,2358596
2017-06-30,2410162
2017-07-03,1156229
2017-07-05,1737984
2017-07-06,3058197
2017-07-07,1762923
2017-07-10,2053102
2017-07-11,1953482
2017-07-12,2376885
2017-07-13,2687868
2017-07-14,1779510
2017-07-17,1842384
2017-07-18,1881837
2017-07-19,1710969
2017-07-20,1831404
2017-07-21,2472453
2017-07-24,3679757
2017-07-25,4801441
2017-07-26,2993911
2017-07-27,4257311
2017-07-28,2150812
2017-07-31,2172327
2017-08-01,1553276
2017-08-02,2339443
2017-08-03,2031171
2017-08-04,1803647
2017-08-07,4975676
2017-08-08,2766894
2017-08-09,3183395
2017-08-10,3158445
2017-08-11,2090943
2017-08-14,1856033
2017-08-15,2285052
2017-08-16,3452396
2017-08-17,2721933
2017-08-18,2760448
2017-08-21,1913168
2017-08-22,2406466
2017-08-23,6203459
2017-08-24,4331020
2017-08-25,2246101
2017-08-28,3479907
2017-08-29,5572881
2017-08-30,5214285
2017-08-31,3979041
2017-09-01,2644747
2017-09-05,14218164
2017-09-06,9189124
2017-09-07,5153132
2017-09-08,4404054
2017-09-11,5623208
2017-09-12,3966418
2017-09-13,3820914
2017-09-14,7032766
2017-09-15,6529563
2017-09-18,4039640
2017-09-19,3328361
2017-09-20,3435302
2017-09-21,2565203
2017-09-22,2833424
2017-09-25,3700056
2017-09-26,4020190
2017-09-27,5537637
2017-09-28,6029160
2017-09-29,3270372
2017-10-02,2330829
2017-10-03,2211082
2017-10-04,2799863
2017-10-05,2676545
2017-10-06,1790491
2017-10-09,1749482
2017-10-10,2664954
2017-10-11,129159
2017-10-12,2375601
2017-10-13,3472976
2017-10-16,2163578
2017-10-17,2026513
2017-10-18,1855599
2017-10-19,1631657
2017-10-20,2514652
2017-10-23,2577566
2017-10-24,5432516
2017-10-25,3687339
2017-10-26,3380834
2017-10-27,2852800
2017-10-30,4432433
2017-10-31,3440550
2017-11-01,2690615
2017-11-02,1963078
2017-11-03,2405662
2017-11-06,2415567
2017-11-07,1853808
2017-11-08,2011247
2017-11-09,2815030
2017-11-10,3122523
2017-11-13,2217511
2017-11-14,2857901
2017-11-15,2628005
2017-11-16,2121574
2017-11-17,2808672
2017-11-20,2914911
2017-11-21,2493049
2017-11-22,2860673
2017-11-24,1486366
2017-11-27,2569527
2017-11-28,2733677
2017-11-29,2769320
2017-11-30,5374407
2017-12-01,3881751
2017-12-04,2756917
2017-12-05,3149316
2017-12-06,2607428
2017-12-07,3608429
2017-12-08,2999689
2017-12-11,3137455
2017-12-12,3528266
2017-12-13,5207066
2017-12-14,3033688
2017-12-15,6193568
2017-12-18,4225081
2017-12-19,3643081
2017-12-20,3270804
2017-12-21,3023938
2017-12-22,1604455
2017-12-26,1053109
2017-12-27,1810839
2017-12-28,1412983
2017-12-29,1806925
