time_captured,02_on_raw_accX
1970-01-01 00:00:00.000000492,1013.942
1970-01-01 00:00:00.000000493,653.066
1970-01-01 00:00:00.000000494,-407.846
1970-01-01 00:00:00.000000495,-996.496
1970-01-01 00:00:00.000000496,-493.368
1970-01-01 00:00:00.000000497,-354.898
1970-01-01 00:00:00.000000498,-550.708
1970-01-01 00:00:00.000000499,-170.19
1970-01-01 00:00:00.000000500,135.542
1970-01-01 00:00:00.000000501,1166.564
1970-01-01 00:00:00.000000502,326.96
1970-01-01 00:00:00.000000503,-592.432
1970-01-01 00:00:00.000000504,-654.042
1970-01-01 00:00:00.000000505,-453.596
1970-01-01 00:00:00.000000506,-361.974
1970-01-01 00:00:00.000000507,-515.572
1970-01-01 00:00:00.000000508,-167.018
1970-01-01 00:00:00.000000509,271.328
1970-01-01 00:00:00.000000510,1216.218
1970-01-01 00:00:00.000000511,104.066
1970-01-01 00:00:00.000000512,-612.928
1970-01-01 00:00:00.000000513,-596.092
1970-01-01 00:00:00.000000514,-317.81
1970-01-01 00:00:00.000000515,-379.176
1970-01-01 00:00:00.000000516,-627.08
1970-01-01 00:00:00.000000517,-83.57
1970-01-01 00:00:00.000000518,545.828
1970-01-01 00:00:00.000000519,991.616
1970-01-01 00:00:00.000000520,-22.814
1970-01-01 00:00:00.000000521,-665.51
1970-01-01 00:00:00.000000522,-395.89
1970-01-01 00:00:00.000000523,-371.856
1970-01-01 00:00:00.000000524,-438.712
1970-01-01 00:00:00.000000525,-498.126
1970-01-01 00:00:00.000000526,-157.746
1970-01-01 00:00:00.000000527,651.968
1970-01-01 00:00:00.000000528,990.518
1970-01-01 00:00:00.000000529,-17.934
1970-01-01 00:00:00.000000530,-1016.382
1970-01-01 00:00:00.000000531,-625.128
1970-01-01 00:00:00.000000532,-256.322
1970-01-01 00:00:00.000000533,-462.38
1970-01-01 00:00:00.000000534,-463.478
1970-01-01 00:00:00.000000535,-317.2
1970-01-01 00:00:00.000000536,1296.738
1970-01-01 00:00:00.000000537,913.17
1970-01-01 00:00:00.000000538,-166.896
1970-01-01 00:00:00.000000539,-1203.408
1970-01-01 00:00:00.000000540,-765.916
1970-01-01 00:00:00.000000541,-361.12
1970-01-01 00:00:00.000000542,-490.562
1970-01-01 00:00:00.000000543,-292.068
1970-01-01 00:00:00.000000544,-129.93
1970-01-01 00:00:00.000000545,941.596
1970-01-01 00:00:00.000000546,658.922
1970-01-01 00:00:00.000000547,-296.216
