time_captured,WMT_Close
2007-02-12,47.74
2007-02-13,47.98
2007-02-14,47.87
2007-02-15,48.36
2007-02-16,48.48
2007-02-20,50.26
2007-02-21,49.97
2007-02-22,49.69
2007-02-23,49.57
2007-02-26,49.98
2007-02-27,48.2
2007-02-28,48.31
2007-03-01,47.89
2007-03-02,47.81
2007-03-05,48.08
2007-03-06,48.04
2007-03-07,47.93
2007-03-08,47.88
2007-03-09,47.42
2007-03-12,47.26
2007-03-13,46.18
2007-03-14,45.73
2007-03-15,46.0
2007-03-16,46.21
2007-03-19,46.59
2007-03-20,47.3
2007-03-21,47.77
2007-03-22,48.01
2007-03-23,47.91
2007-03-26,47.84
2007-03-27,47.49
2007-03-28,46.64
2007-03-29,46.72
2007-03-30,46.95
2007-04-02,47.4
2007-04-03,48.1
2007-04-04,48.05
2007-04-05,48.27
2007-04-09,48.47
2007-04-10,47.94
2007-04-11,47.27
2007-04-12,47.26
2007-04-13,47.41
2007-04-16,48.07
2007-04-17,48.17
2007-04-18,47.97
2007-04-19,48.34
2007-04-20,49.76
2007-04-23,48.93
2007-04-24,48.69
2007-04-25,48.81
2007-04-26,48.7
2007-04-27,48.34
2007-04-30,47.92
2007-05-01,48.33
2007-05-02,48.28
2007-05-03,48.36
2007-05-04,48.27
2007-05-07,48.61
2007-05-08,48.1
2007-05-09,47.93
2007-05-10,47.75
2007-05-11,47.78
2007-05-14,47.84
2007-05-15,47.84
2007-05-16,47.18
2007-05-17,47.11
2007-05-18,47.27
2007-05-21,46.62
2007-05-22,46.54
2007-05-23,46.33
2007-05-24,46.65
2007-05-25,46.91
2007-05-29,46.94
2007-05-30,47.12
2007-05-31,47.6
2007-06-01,49.47
2007-06-04,51.21
2007-06-05,50.52
2007-06-06,50.75
2007-06-07,49.76
2007-06-08,50.08
2007-06-11,49.81
2007-06-12,48.91
2007-06-13,49.5
2007-06-14,49.28
2007-06-15,49.34
2007-06-18,49.11
2007-06-19,48.81
2007-06-20,48.59
2007-06-21,48.39
2007-06-22,47.83
2007-06-25,47.82
2007-06-26,47.97
2007-06-27,48.46
2007-06-28,48.21
2007-06-29,48.11
2007-07-02,48.33
2007-07-03,48.47
2007-07-05,48.09
2007-07-06,48.39
2007-07-09,48.5
2007-07-10,47.58
2007-07-11,47.68
2007-07-12,48.83
2007-07-13,49.15
2007-07-16,48.94
2007-07-17,48.35
2007-07-18,48.04
2007-07-19,48.79
2007-07-20,48.06
2007-07-23,48.11
2007-07-24,48.02
2007-07-25,47.87
2007-07-26,46.82
2007-07-27,45.94
2007-07-30,46.21
2007-07-31,45.95
2007-08-01,46.22
2007-08-02,46.73
2007-08-03,45.52
2007-08-06,47.02
2007-08-07,47.06
2007-08-08,48.42
2007-08-09,46.45
2007-08-10,46.07
2007-08-13,46.17
2007-08-14,43.82
2007-08-15,43.28
2007-08-16,43.5
2007-08-17,43.49
2007-08-20,43.59
2007-08-21,43.7
2007-08-22,43.75
2007-08-23,43.17
2007-08-24,43.74
2007-08-27,43.82
2007-08-28,43.4
2007-08-29,44.19
2007-08-30,43.32
2007-08-31,43.63
2007-09-04,43.3
2007-09-05,42.45
2007-09-06,42.76
2007-09-07,42.39
2007-09-10,42.27
2007-09-11,42.94
2007-09-12,42.71
2007-09-13,43.06
2007-09-14,43.32
2007-09-17,43.32
2007-09-18,44.44
2007-09-19,44.75
2007-09-20,44.32
2007-09-21,44.23
2007-09-24,43.97
2007-09-25,43.16
2007-09-26,43.3
2007-09-27,43.61
2007-09-28,43.65
2007-10-01,44.47
2007-10-02,44.87
2007-10-03,45.13
2007-10-04,45.0
2007-10-05,45.37
2007-10-08,45.27
2007-10-09,45.21
2007-10-10,45.59
2007-10-11,46.9
2007-10-12,47.06
2007-10-15,46.45
2007-10-16,45.86
2007-10-17,45.99
2007-10-18,45.89
2007-10-19,44.98
2007-10-22,45.25
2007-10-23,43.93
2007-10-24,43.87
2007-10-25,43.88
2007-10-26,44.64
2007-10-29,45.01
2007-10-30,45.37
2007-10-31,45.21
2007-11-01,44.03
2007-11-02,44.19
2007-11-05,44.03
2007-11-06,44.29
2007-11-07,43.93
2007-11-08,43.62
2007-11-09,42.9
2007-11-12,43.32
2007-11-13,45.97
2007-11-14,46.51
2007-11-15,46.2
2007-11-16,46.34
2007-11-19,45.47
2007-11-20,45.5
2007-11-21,44.86
2007-11-23,45.73
2007-11-26,45.03
2007-11-27,45.83
2007-11-28,47.23
2007-11-29,47.54
2007-11-30,47.9
2007-12-03,47.87
2007-12-04,48.19
2007-12-05,48.9
2007-12-06,49.27
2007-12-07,49.02
2007-12-10,49.43
2007-12-11,49.03
2007-12-12,48.23
2007-12-13,48.33
2007-12-14,47.63
2007-12-17,47.83
2007-12-18,48.24
2007-12-19,48.08
2007-12-20,47.85
2007-12-21,48.21
2007-12-24,48.74
2007-12-26,48.38
2007-12-27,47.77
2007-12-28,48.08
2007-12-31,47.53
2008-01-02,46.9
2008-01-03,46.38
2008-01-04,45.72
2008-01-07,46.56
2008-01-08,45.97
2008-01-09,46.9
2008-01-10,48.4
2008-01-11,47.72
2008-01-14,47.67
2008-01-15,46.99
2008-01-16,47.49
2008-01-17,47.48
2008-01-18,47.58
2008-01-22,49.2
2008-01-23,50.16
2008-01-24,48.91
2008-01-25,48.09
2008-01-28,48.71
2008-01-29,49.01
2008-01-30,49.16
2008-01-31,50.74
2008-02-01,51.18
2008-02-04,50.07
2008-02-05,49.56
2008-02-06,48.83
2008-02-07,49.84
2008-02-08,48.76
2008-02-11,49.6
2008-02-12,50.25
2008-02-13,50.66
2008-02-14,49.97
2008-02-15,49.44
2008-02-19,49.66
2008-02-20,49.7
2008-02-21,49.79
2008-02-22,49.97
2008-02-25,50.33
2008-02-26,51.4
2008-02-27,51.43
2008-02-28,50.7
2008-02-29,49.59
2008-03-03,49.89
2008-03-04,49.87
2008-03-05,49.55
2008-03-06,49.98
2008-03-07,49.9
2008-03-10,48.85
2008-03-11,50.25
2008-03-12,50.29
2008-03-13,50.6
2008-03-14,49.82
2008-03-17,49.95
2008-03-18,50.98
2008-03-19,50.78
2008-03-20,53.23
2008-03-24,53.63
2008-03-25,53.05
2008-03-26,52.9
2008-03-27,52.37
2008-03-28,52.12
2008-03-31,52.68
2008-04-01,54.08
2008-04-02,54.46
2008-04-03,54.93
2008-04-04,54.4
2008-04-07,54.23
2008-04-08,54.45
2008-04-09,54.14
2008-04-10,54.66
2008-04-11,54.8
2008-04-14,55.15
2008-04-15,56.27
2008-04-16,57.07
2008-04-17,56.67
2008-04-18,56.31
2008-04-21,56.38
2008-04-22,56.55
2008-04-23,56.92
2008-04-24,57.45
2008-04-25,57.65
2008-04-28,57.35
2008-04-29,58.61
2008-04-30,57.98
2008-05-01,58.07
2008-05-02,57.5
2008-05-05,56.97
2008-05-06,56.35
2008-05-07,56.83
2008-05-08,57.16
2008-05-09,57.18
2008-05-12,58.02
2008-05-13,56.65
2008-05-14,57.45
2008-05-15,57.12
2008-05-16,57.04
2008-05-19,56.4
2008-05-20,55.95
2008-05-21,55.23
2008-05-22,56.05
2008-05-23,55.75
2008-05-27,56.4
2008-05-28,57.09
2008-05-29,57.94
2008-05-30,57.74
2008-06-02,57.2
2008-06-03,57.77
2008-06-04,57.68
2008-06-05,59.8
2008-06-06,58.37
2008-06-09,59.57
2008-06-10,59.78
2008-06-11,58.52
2008-06-12,59.11
2008-06-13,59.18
2008-06-16,59.31
2008-06-17,58.69
2008-06-18,57.67
2008-06-19,57.69
2008-06-20,56.26
2008-06-23,56.64
2008-06-24,57.32
2008-06-25,58.12
2008-06-26,56.83
2008-06-27,56.3
2008-06-30,56.2
2008-07-01,57.03
2008-07-02,56.5
2008-07-03,56.6
2008-07-07,56.91
2008-07-08,59.11
2008-07-09,57.67
2008-07-10,57.21
2008-07-11,56.29
2008-07-14,56.31
2008-07-15,56.24
2008-07-16,56.96
2008-07-17,57.68
2008-07-18,57.92
2008-07-21,57.31
2008-07-22,59.06
2008-07-23,58.09
2008-07-24,56.97
2008-07-25,56.83
2008-07-28,56.02
2008-07-29,57.45
2008-07-30,58.56
2008-07-31,58.62
2008-08-01,57.75
2008-08-04,58.43
2008-08-05,60.34
2008-08-06,60.76
2008-08-07,56.96
2008-08-08,57.86
2008-08-11,58.56
2008-08-12,59.25
2008-08-13,57.88
2008-08-14,58.1
2008-08-15,59.37
2008-08-18,58.83
2008-08-19,58.2
2008-08-20,58.36
2008-08-21,58.5
2008-08-22,59.44
2008-08-25,58.55
2008-08-26,59.0
2008-08-27,59.29
2008-08-28,59.88
2008-08-29,59.07
2008-09-02,59.65
2008-09-03,59.79
2008-09-04,59.78
2008-09-05,60.74
2008-09-08,62.0
2008-09-09,61.13
2008-09-10,62.02
2008-09-11,63.17
2008-09-12,62.41
2008-09-15,61.63
2008-09-16,62.14
2008-09-17,59.64
2008-09-18,61.48
2008-09-19,59.7
2008-09-22,58.89
2008-09-23,58.4
2008-09-24,58.92
2008-09-25,60.12
2008-09-26,60.71
2008-09-29,58.45
2008-09-30,59.89
2008-10-01,59.66
2008-10-02,58.85
2008-10-03,59.73
2008-10-06,57.9
2008-10-07,54.84
2008-10-08,54.55
2008-10-09,51.39
2008-10-10,50.95
2008-10-13,54.5
2008-10-14,54.44
2008-10-15,50.05
2008-10-16,54.62
2008-10-17,53.77
2008-10-20,54.43
2008-10-21,53.67
2008-10-22,52.27
2008-10-23,52.76
2008-10-24,51.4
2008-10-27,49.67
2008-10-28,55.17
2008-10-29,55.02
2008-10-30,54.75
2008-10-31,55.81
2008-11-03,55.97
2008-11-04,56.13
2008-11-05,54.13
2008-11-06,53.49
2008-11-07,54.39
2008-11-10,55.18
2008-11-11,54.75
2008-11-12,52.62
2008-11-13,54.93
2008-11-14,52.71
2008-11-17,51.81
2008-11-18,52.72
2008-11-19,51.0
2008-11-20,50.66
2008-11-21,52.92
2008-11-24,52.77
2008-11-25,54.68
2008-11-26,56.69
2008-11-28,55.88
2008-12-01,53.01
2008-12-02,53.45
2008-12-03,54.38
2008-12-04,55.11
2008-12-05,58.21
2008-12-08,57.56
2008-12-09,55.81
2008-12-10,55.25
2008-12-11,54.79
2008-12-12,54.63
2008-12-15,54.71
2008-12-16,55.24
2008-12-17,55.19
2008-12-18,55.41
2008-12-19,55.74
2008-12-22,55.99
2008-12-23,55.29
2008-12-24,55.44
2008-12-26,55.35
2008-12-29,55.11
2008-12-30,55.05
2008-12-31,56.06
2009-01-02,57.18
2009-01-05,56.52
2009-01-06,56.02
2009-01-07,55.54
2009-01-08,51.38
2009-01-09,51.58
2009-01-12,51.39
2009-01-13,52.12
2009-01-14,51.56
2009-01-15,51.35
2009-01-16,51.56
2009-01-20,50.56
2009-01-21,49.14
2009-01-22,48.87
2009-01-23,48.35
2009-01-26,48.6
2009-01-27,48.79
2009-01-28,48.73
2009-01-29,47.86
2009-01-30,47.12
2009-02-02,46.57
2009-02-03,47.81
2009-02-04,46.42
2009-02-05,48.56
2009-02-06,49.63
2009-02-09,49.28
2009-02-10,47.72
2009-02-11,48.23
2009-02-12,48.13
2009-02-13,46.53
2009-02-17,48.24
2009-02-18,50.0
2009-02-19,50.45
2009-02-20,50.02
2009-02-23,48.88
2009-02-24,50.01
2009-02-25,49.21
2009-02-26,48.25
2009-02-27,49.24
2009-03-02,48.04
2009-03-03,47.38
2009-03-04,48.49
2009-03-05,49.75
2009-03-06,48.91
2009-03-09,47.51
2009-03-10,48.67
2009-03-11,47.46
2009-03-12,48.94
2009-03-13,49.19
2009-03-16,48.8
2009-03-17,50.0
2009-03-18,50.44
2009-03-19,49.95
2009-03-20,49.59
2009-03-23,51.48
2009-03-24,51.08
2009-03-25,51.68
2009-03-26,52.76
2009-03-27,52.57
2009-03-30,51.76
2009-03-31,52.1
2009-04-01,52.82
2009-04-02,53.64
2009-04-03,53.8
2009-04-06,53.43
2009-04-07,52.39
2009-04-08,52.61
2009-04-09,50.66
2009-04-13,51.53
2009-04-14,51.12
2009-04-15,51.29
2009-04-16,50.78
2009-04-17,50.2
2009-04-20,49.27
2009-04-21,49.83
2009-04-22,48.96
2009-04-23,48.86
2009-04-24,47.87
2009-04-27,48.51
2009-04-28,48.47
2009-04-29,50.45
2009-04-30,50.4
2009-05-01,50.05
2009-05-04,50.84
2009-05-05,50.46
2009-05-06,49.51
2009-05-07,49.89
2009-05-08,50.14
2009-05-11,50.63
2009-05-12,50.9
2009-05-13,50.03
2009-05-14,49.1
2009-05-15,48.15
2009-05-18,49.92
2009-05-19,49.36
2009-05-20,48.94
2009-05-21,49.11
2009-05-22,49.25
2009-05-26,50.0
2009-05-27,49.32
2009-05-28,49.55
2009-05-29,49.74
2009-06-01,50.59
2009-06-02,49.93
2009-06-03,50.88
2009-06-04,50.87
2009-06-05,51.07
2009-06-08,50.81
2009-06-09,50.61
2009-06-10,50.06
2009-06-11,49.32
2009-06-12,49.84
2009-06-15,48.46
2009-06-16,48.25
2009-06-17,48.56
2009-06-18,48.68
2009-06-19,48.17
2009-06-22,48.59
2009-06-23,48.35
2009-06-24,48.51
2009-06-25,49.15
2009-06-26,48.63
2009-06-29,48.76
2009-06-30,48.44
2009-07-01,48.37
2009-07-02,47.79
2009-07-06,47.73
2009-07-07,47.84
2009-07-08,48.37
2009-07-09,48.08
2009-07-10,47.57
2009-07-13,47.83
2009-07-14,48.13
2009-07-15,48.55
2009-07-16,48.51
2009-07-17,48.49
2009-07-20,48.82
2009-07-21,48.86
2009-07-22,49.17
2009-07-23,48.76
2009-07-24,48.94
2009-07-27,48.97
2009-07-28,48.92
2009-07-29,49.37
2009-07-30,49.98
2009-07-31,49.88
2009-08-03,49.84
2009-08-04,49.85
2009-08-05,49.2
2009-08-06,48.98
2009-08-07,49.29
2009-08-10,49.72
2009-08-11,50.04
2009-08-12,50.51
2009-08-13,51.88
2009-08-14,51.79
2009-08-17,51.57
2009-08-18,51.36
2009-08-19,51.67
2009-08-20,51.71
2009-08-21,51.36
2009-08-24,51.55
2009-08-25,51.67
2009-08-26,51.8
2009-08-27,51.24
2009-08-28,51.13
2009-08-31,50.87
2009-09-01,50.97
2009-09-02,50.92
2009-09-03,51.74
2009-09-04,51.68
2009-09-08,51.4
2009-09-09,51.11
2009-09-10,51.03
2009-09-11,50.72
2009-09-14,50.38
2009-09-15,49.93
2009-09-16,50.04
2009-09-17,49.96
2009-09-18,50.11
2009-09-21,50.91
2009-09-22,50.99
2009-09-23,50.4
2009-09-24,50.7
2009-09-25,49.47
2009-09-28,49.5
2009-09-29,49.23
2009-09-30,49.09
2009-10-01,49.0
2009-10-02,49.08
2009-10-05,49.06
2009-10-06,49.48
2009-10-07,49.49
2009-10-08,49.74
2009-10-09,49.97
2009-10-12,49.61
2009-10-13,50.34
2009-10-14,50.19
2009-10-15,50.95
2009-10-16,51.22
2009-10-19,51.89
2009-10-20,51.7
2009-10-21,50.63
2009-10-22,50.48
2009-10-23,50.44
2009-10-26,49.84
2009-10-27,49.87
2009-10-28,49.9
2009-10-29,50.4
2009-10-30,49.68
2009-11-02,50.28
2009-11-03,49.9
2009-11-04,50.38
2009-11-05,51.28
2009-11-06,51.25
2009-11-09,52.0
2009-11-10,52.31
2009-11-11,52.97
2009-11-12,53.24
2009-11-13,53.2
2009-11-16,53.16
2009-11-17,53.66
2009-11-18,54.15
2009-11-19,54.54
2009-11-20,54.28
2009-11-23,54.68
2009-11-24,54.85
2009-11-25,54.96
2009-11-27,54.63
2009-11-30,54.55
2009-12-01,54.75
2009-12-02,54.57
2009-12-03,54.44
2009-12-04,54.24
2009-12-07,54.93
2009-12-08,54.41
2009-12-09,54.07
2009-12-10,54.69
2009-12-11,54.65
2009-12-14,54.07
2009-12-15,53.98
2009-12-16,53.32
2009-12-17,52.76
2009-12-18,52.85
2009-12-21,53.4
2009-12-22,53.34
2009-12-23,53.32
2009-12-24,53.6
2009-12-28,53.98
2009-12-29,54.11
2009-12-30,54.3
2009-12-31,53.45
2010-01-04,54.23
2010-01-05,53.69
2010-01-06,53.57
2010-01-07,53.6
2010-01-08,53.33
2010-01-11,54.21
2010-01-12,54.73
2010-01-13,55.01
2010-01-14,54.21
2010-01-15,53.68
2010-01-19,54.03
2010-01-20,53.86
2010-01-21,52.92
2010-01-22,52.94
2010-01-25,52.88
2010-01-26,53.61
2010-01-27,53.4
2010-01-28,52.61
2010-01-29,53.43
2010-02-01,53.48
2010-02-02,53.49
2010-02-03,54.27
2010-02-04,52.97
2010-02-05,53.45
2010-02-08,52.93
2010-02-09,53.25
2010-02-10,53.24
2010-02-11,53.08
2010-02-12,52.9
2010-02-16,53.56
2010-02-17,54.06
2010-02-18,53.47
2010-02-19,53.49
2010-02-22,53.83
2010-02-23,53.62
2010-02-24,53.92
2010-02-25,54.15
2010-02-26,54.07
2010-03-01,53.9
2010-03-02,53.59
2010-03-03,53.66
2010-03-04,53.96
2010-03-05,54.14
2010-03-08,54.15
2010-03-09,54.06
2010-03-10,53.63
2010-03-11,53.97
2010-03-12,53.9
2010-03-15,55.42
2010-03-16,55.99
2010-03-17,55.92
2010-03-18,55.94
2010-03-19,55.34
2010-03-22,55.62
2010-03-23,55.89
2010-03-24,55.58
2010-03-25,55.61
2010-03-26,55.51
2010-03-29,55.74
2010-03-30,55.91
2010-03-31,55.6
2010-04-01,55.49
2010-04-05,55.49
2010-04-06,55.53
2010-04-07,55.28
2010-04-08,55.38
2010-04-09,55.07
2010-04-12,55.02
2010-04-13,54.72
2010-04-14,54.64
2010-04-15,54.13
2010-04-16,54.11
2010-04-19,54.39
2010-04-20,54.52
2010-04-21,54.47
2010-04-22,54.49
2010-04-23,54.53
2010-04-26,54.04
2010-04-27,54.04
2010-04-28,53.61
2010-04-29,53.7
2010-04-30,53.64
2010-05-03,53.74
2010-05-04,54.02
2010-05-05,54.77
2010-05-06,53.23
2010-05-07,52.4
2010-05-10,52.58
2010-05-11,52.46
2010-05-12,52.48
2010-05-13,52.4
2010-05-14,52.12
2010-05-17,52.73
2010-05-18,53.7
2010-05-19,53.04
2010-05-20,51.3
2010-05-21,51.37
2010-05-24,51.0
2010-05-25,50.28
2010-05-26,50.02
2010-05-27,50.7
2010-05-28,50.56
2010-06-01,50.92
2010-06-02,51.72
2010-06-03,51.72
2010-06-04,50.4
2010-06-07,50.74
2010-06-08,50.78
2010-06-09,50.99
2010-06-10,51.22
2010-06-11,50.86
2010-06-14,51.24
2010-06-15,51.64
2010-06-16,50.98
2010-06-17,51.41
2010-06-18,51.55
2010-06-21,51.02
2010-06-22,50.68
2010-06-23,50.81
2010-06-24,50.03
2010-06-25,48.8
2010-06-28,49.57
2010-06-29,48.9
2010-06-30,48.07
2010-07-01,48.34
2010-07-02,48.0
2010-07-06,48.57
2010-07-07,48.92
2010-07-08,49.18
2010-07-09,49.43
2010-07-12,50.12
2010-07-13,50.54
2010-07-14,50.35
2010-07-15,50.41
2010-07-16,49.67
2010-07-19,49.52
2010-07-20,50.88
2010-07-21,50.35
2010-07-22,50.86
2010-07-23,51.67
2010-07-26,51.13
2010-07-27,50.96
2010-07-28,51.13
2010-07-29,51.06
2010-07-30,51.19
2010-08-02,51.41
2010-08-03,51.29
2010-08-04,51.6
2010-08-05,51.62
2010-08-06,51.79
2010-08-09,52.06
2010-08-10,52.22
2010-08-11,51.02
2010-08-12,50.43
2010-08-13,50.4
2010-08-16,50.41
2010-08-17,51.02
2010-08-18,50.86
2010-08-19,50.06
2010-08-20,50.22
2010-08-23,51.14
2010-08-24,51.3
2010-08-25,51.55
2010-08-26,50.97
2010-08-27,51.0
2010-08-30,50.55
2010-08-31,50.14
2010-09-01,51.2
2010-09-02,51.76
2010-09-03,52.04
2010-09-07,51.86
2010-09-08,51.83
2010-09-09,51.91
2010-09-10,51.97
2010-09-13,52.21
2010-09-14,52.66
2010-09-15,52.86
2010-09-16,53.15
2010-09-17,53.01
2010-09-20,53.54
2010-09-21,53.57
2010-09-22,53.82
2010-09-23,53.65
2010-09-24,54.08
2010-09-27,53.48
2010-09-28,53.82
2010-09-29,53.35
2010-09-30,53.52
2010-10-01,53.36
2010-10-04,53.57
2010-10-05,54.0
2010-10-06,54.56
2010-10-07,54.36
2010-10-08,54.41
2010-10-11,54.61
2010-10-12,53.92
2010-10-13,53.82
2010-10-14,53.25
2010-10-15,53.35
2010-10-18,53.76
2010-10-19,53.32
2010-10-20,53.47
2010-10-21,54.03
2010-10-22,54.06
2010-10-25,53.95
2010-10-26,54.56
2010-10-27,53.87
2010-10-28,54.08
2010-10-29,54.17
2010-11-01,54.31
2010-11-02,54.79
2010-11-03,54.91
2010-11-04,55.36
2010-11-05,55.2
2010-11-08,54.91
2010-11-09,55.05
2010-11-10,54.51
2010-11-11,54.34
2010-11-12,54.13
2010-11-15,53.95
2010-11-16,54.26
2010-11-17,53.77
2010-11-18,53.98
2010-11-19,54.39
2010-11-22,54.38
2010-11-23,53.67
2010-11-24,54.01
2010-11-26,53.74
2010-11-29,53.85
2010-11-30,54.09
2010-12-01,54.7
2010-12-02,54.75
2010-12-03,54.62
2010-12-06,54.49
2010-12-07,55.09
2010-12-08,54.49
2010-12-09,54.34
2010-12-10,54.28
2010-12-13,54.21
2010-12-14,54.45
2010-12-15,54.23
2010-12-16,54.63
2010-12-17,54.41
2010-12-20,53.77
2010-12-21,53.65
2010-12-22,53.31
2010-12-23,53.6
2010-12-27,53.57
2010-12-28,53.74
2010-12-29,54.08
2010-12-30,54.07
2010-12-31,53.93
2011-01-03,54.56
2011-01-04,54.77
2011-01-05,54.41
2011-01-06,53.96
2011-01-07,54.08
2011-01-10,53.73
2011-01-11,54.29
2011-01-12,54.85
2011-01-13,54.79
2011-01-14,54.81
2011-01-18,55.14
