time_captured,MCD_Low
2016-02-02,123.1
2016-02-03,120.84
2016-02-04,118.72
2016-02-05,114.96
2016-02-08,112.71
2016-02-09,115.35
2016-02-10,117.26
2016-02-11,115.69
2016-02-12,116.1
2016-02-16,117.6
2016-02-17,116.72
2016-02-18,116.93
2016-02-19,115.81
2016-02-22,116.87
2016-02-23,116.85
2016-02-24,115.8
2016-02-25,117.16
2016-02-26,116.17
2016-02-29,116.71
2016-03-01,117.77
2016-03-02,117.66
2016-03-03,115.32
2016-03-04,115.9
2016-03-07,116.12
2016-03-08,116.21
2016-03-09,118.46
2016-03-10,118.66
2016-03-11,120.36
2016-03-14,121.45
2016-03-15,122.21
2016-03-16,122.67
2016-03-17,123.11
2016-03-18,122.75
2016-03-21,123.05
2016-03-22,123.56
2016-03-23,123.86
2016-03-24,122.66
2016-03-28,123.12
2016-03-29,123.34
2016-03-30,124.6
2016-03-31,125.61
2016-04-01,124.87
2016-04-04,126.88
2016-04-05,126.39
2016-04-06,126.84
2016-04-07,127.02
2016-04-08,127.28
2016-04-11,127.45
2016-04-12,126.89
2016-04-13,126.08
2016-04-14,127.04
2016-04-15,126.96
2016-04-18,127.68
2016-04-19,128.12
2016-04-20,128.51
2016-04-21,125.6
2016-04-22,125.36
2016-04-25,125.01
2016-04-26,127.03
2016-04-27,127.78
2016-04-28,127.44
2016-04-29,126.1
2016-05-02,126.5
2016-05-03,127.38
2016-05-04,127.57
2016-05-05,129.0
2016-05-06,128.59
2016-05-09,130.35
2016-05-10,130.85
2016-05-11,129.14
2016-05-12,129.16
2016-05-13,128.71
2016-05-16,128.05
2016-05-17,127.3
2016-05-18,125.73
2016-05-19,124.68
2016-05-20,122.14
2016-05-23,122.47
2016-05-24,123.01
2016-05-25,123.03
2016-05-26,123.23
2016-05-27,123.12
2016-05-31,121.62
2016-06-01,121.5
2016-06-02,120.55
2016-06-03,120.34
2016-06-06,121.2
2016-06-07,121.9
2016-06-08,120.89
2016-06-09,122.07
2016-06-10,121.61
2016-06-13,121.85
2016-06-14,121.93
2016-06-15,122.13
2016-06-16,120.95
2016-06-17,121.42
2016-06-20,123.27
2016-06-21,122.31
2016-06-22,120.05
2016-06-23,120.64
2016-06-24,118.29
2016-06-27,116.08
2016-06-28,116.83
2016-06-29,119.0
2016-06-30,119.3
2016-07-01,119.66
2016-07-05,120.1
2016-07-06,119.0
2016-07-07,120.41
2016-07-08,121.08
2016-07-11,121.46
2016-07-12,121.96
2016-07-13,122.16
2016-07-14,123.01
2016-07-15,123.39
2016-07-18,123.39
2016-07-19,123.75
2016-07-20,125.56
2016-07-21,125.93
2016-07-22,127.29
2016-07-25,126.86
2016-07-26,120.97
2016-07-27,119.24
2016-07-28,118.36
2016-07-29,117.43
2016-08-01,117.74
2016-08-02,117.11
2016-08-03,117.14
2016-08-04,117.58
2016-08-05,118.6
2016-08-08,118.2
2016-08-09,117.6
2016-08-10,117.65
2016-08-11,118.85
2016-08-12,119.28
2016-08-15,118.52
2016-08-16,117.92
2016-08-17,116.52
2016-08-18,116.8
2016-08-19,115.0
2016-08-22,114.65
2016-08-23,115.05
2016-08-24,114.73
2016-08-25,114.88
2016-08-26,113.96
2016-08-29,114.5
2016-08-30,114.6
2016-08-31,115.2
2016-09-01,114.86
2016-09-02,115.7
2016-09-06,116.91
2016-09-07,116.44
2016-09-08,116.04
2016-09-09,114.58
2016-09-12,114.13
2016-09-13,114.48
2016-09-14,114.82
2016-09-15,114.77
2016-09-16,114.83
2016-09-19,114.96
2016-09-20,115.5
2016-09-21,115.96
2016-09-22,117.28
2016-09-23,116.35
2016-09-26,116.28
2016-09-27,116.37
2016-09-28,114.46
2016-09-29,114.73
2016-09-30,114.69
2016-10-03,114.41
2016-10-04,113.42
2016-10-05,113.38
2016-10-06,112.4
2016-10-07,113.22
2016-10-10,114.16
2016-10-11,113.56
2016-10-12,113.54
2016-10-13,114.07
2016-10-14,114.07
2016-10-17,112.1
2016-10-18,111.23
2016-10-19,111.12
2016-10-20,110.33
2016-10-21,112.75
2016-10-24,112.64
2016-10-25,112.67
2016-10-26,111.4
2016-10-27,111.78
2016-10-28,111.53
2016-10-31,111.79
2016-11-01,111.95
2016-11-02,111.82
2016-11-03,111.52
2016-11-04,110.83
2016-11-07,111.88
2016-11-08,113.0
2016-11-09,111.8
2016-11-10,113.78
2016-11-11,114.17
2016-11-14,114.72
2016-11-15,117.02
2016-11-16,118.46
2016-11-17,118.28
2016-11-18,118.91
2016-11-21,118.96
2016-11-22,118.88
2016-11-23,119.73
2016-11-25,119.92
2016-11-28,120.23
2016-11-29,119.02
2016-11-30,119.27
2016-12-01,117.87
2016-12-02,117.71
2016-12-05,119.03
2016-12-06,118.6
2016-12-07,118.46
2016-12-08,119.5
2016-12-09,120.21
2016-12-12,121.26
2016-12-13,121.76
2016-12-14,122.39
2016-12-15,121.77
2016-12-16,122.54
2016-12-19,122.77
2016-12-20,122.71
2016-12-21,123.1
2016-12-22,123.09
2016-12-23,123.07
2016-12-27,122.97
2016-12-28,122.61
2016-12-29,122.76
2016-12-30,121.44
2017-01-03,118.96
2017-01-04,118.18
2017-01-05,119.1
2017-01-06,118.52
2017-01-09,120.33
2017-01-10,119.73
2017-01-11,120.62
2017-01-12,120.2
2017-01-13,121.1
2017-01-17,120.7
2017-01-18,121.8
2017-01-19,122.04
2017-01-20,122.02
2017-01-23,119.82
2017-01-24,120.52
2017-01-25,120.95
2017-01-26,121.76
2017-01-27,121.48
2017-01-30,122.3
2017-01-31,122.1
2017-02-01,121.7
2017-02-02,122.26
2017-02-03,123.28
2017-02-06,123.95
2017-02-07,124.59
2017-02-08,124.49
2017-02-09,124.36
2017-02-10,124.52
2017-02-13,125.49
2017-02-14,125.27
2017-02-15,125.45
2017-02-16,126.31
2017-02-17,126.68
2017-02-21,127.16
2017-02-22,126.4
2017-02-23,127.44
2017-02-24,127.75
2017-02-27,126.78
2017-02-28,126.58
2017-03-01,127.62
2017-03-02,128.15
2017-03-03,127.44
2017-03-06,127.4
2017-03-07,127.34
2017-03-08,127.47
2017-03-09,127.69
2017-03-10,127.72
2017-03-13,127.35
2017-03-14,127.5
2017-03-15,127.47
2017-03-16,127.93
2017-03-17,128.42
2017-03-20,128.47
2017-03-21,128.18
2017-03-22,128.41
2017-03-23,128.81
2017-03-24,129.16
2017-03-27,129.02
2017-03-28,128.94
2017-03-29,128.63
2017-03-30,128.6
2017-03-31,129.3
2017-04-03,128.86
2017-04-04,128.65
2017-04-05,129.65
2017-04-06,129.96
2017-04-07,129.62
2017-04-10,129.52
2017-04-11,129.8
2017-04-12,130.87
2017-04-13,130.57
2017-04-17,130.91
2017-04-18,131.8
2017-04-19,132.34
2017-04-20,132.64
2017-04-21,133.15
2017-04-24,133.26
2017-04-25,137.18
2017-04-26,140.34
2017-04-27,140.85
2017-04-28,139.78
2017-05-01,139.84
2017-05-02,140.72
2017-05-03,141.4
2017-05-04,142.26
2017-05-05,142.58
2017-05-08,143.66
2017-05-09,144.0
2017-05-10,143.73
2017-05-11,143.4
2017-05-12,144.46
2017-05-15,145.43
2017-05-16,146.28
2017-05-17,146.24
2017-05-18,145.81
2017-05-19,146.84
2017-05-22,147.93
2017-05-23,147.65
2017-05-24,147.0
2017-05-25,149.27
2017-05-26,149.25
2017-05-30,149.52
2017-05-31,149.6
2017-06-01,150.35
2017-06-02,152.15
2017-06-05,152.76
2017-06-06,151.21
2017-06-07,150.73
2017-06-08,151.01
2017-06-09,150.9
2017-06-12,148.04
2017-06-13,148.62
2017-06-14,149.91
2017-06-15,149.65
2017-06-16,150.92
2017-06-19,151.84
2017-06-20,153.84
2017-06-21,153.61
2017-06-22,153.68
2017-06-23,154.43
2017-06-26,153.52
2017-06-27,153.46
2017-06-28,153.74
2017-06-29,152.15
2017-06-30,152.72
2017-07-03,152.48
2017-07-05,151.99
2017-07-06,152.33
2017-07-07,153.15
2017-07-10,155.16
2017-07-11,154.01
2017-07-12,155.27
2017-07-13,154.34
2017-07-14,154.73
2017-07-17,154.7
2017-07-18,153.37
2017-07-19,153.48
2017-07-20,153.55
2017-07-21,153.29
2017-07-24,151.77
2017-07-25,156.54
2017-07-26,155.68
2017-07-27,155.54
2017-07-28,155.07
2017-07-31,154.85
2017-08-01,153.71
2017-08-02,153.71
2017-08-03,154.41
2017-08-04,153.23
2017-08-07,154.0
2017-08-08,154.1
2017-08-09,154.35
2017-08-10,154.25
2017-08-11,156.63
2017-08-14,156.46
2017-08-15,157.34
2017-08-16,157.6
2017-08-17,157.81
2017-08-18,157.02
2017-08-21,157.54
2017-08-22,158.39
2017-08-23,158.38
2017-08-24,158.33
2017-08-25,158.53
2017-08-28,158.66
2017-08-29,158.73
2017-08-30,158.32
2017-08-31,159.35
2017-09-01,159.5
2017-09-05,158.07
2017-09-06,158.22
2017-09-07,158.33
2017-09-08,159.18
2017-09-11,159.92
2017-09-12,155.77
2017-09-13,156.0
2017-09-14,156.05
2017-09-15,156.88
2017-09-18,156.35
2017-09-19,156.33
2017-09-20,157.76
2017-09-21,158.51
2017-09-22,158.56
2017-09-25,156.1
2017-09-26,153.27
2017-09-27,153.44
2017-09-28,155.48
2017-09-29,156.12
2017-10-02,155.8
2017-10-03,156.36
2017-10-04,156.65
2017-10-05,157.3
2017-10-06,158.58
2017-10-09,159.5
2017-10-10,159.59
2017-10-11,160.58
2017-10-12,162.77
2017-10-13,164.08
2017-10-16,164.44
2017-10-17,164.75
2017-10-18,163.89
2017-10-19,164.92
2017-10-20,165.5
2017-10-23,163.09
2017-10-24,163.59
2017-10-25,163.0
2017-10-26,163.75
2017-10-27,163.77
2017-10-30,164.66
2017-10-31,166.13
2017-11-01,165.57
2017-11-02,166.5
2017-11-03,167.6
2017-11-06,168.6
2017-11-07,169.52
2017-11-08,169.45
2017-11-09,166.1
2017-11-10,163.52
2017-11-13,165.08
2017-11-14,166.57
2017-11-15,167.15
2017-11-16,167.53
2017-11-17,166.16
2017-11-20,166.76
2017-11-21,167.51
2017-11-22,168.67
2017-11-24,168.82
2017-11-27,168.09
2017-11-28,169.04
2017-11-29,169.05
2017-11-30,169.34
2017-12-01,170.39
2017-12-04,170.43
2017-12-05,172.46
2017-12-06,173.0
2017-12-07,171.92
2017-12-08,172.51
2017-12-11,172.22
2017-12-12,171.85
2017-12-13,172.4
2017-12-14,172.83
2017-12-15,173.68
2017-12-18,174.11
2017-12-19,173.08
2017-12-20,171.71
2017-12-21,171.67
2017-12-22,170.55
2017-12-26,170.82
2017-12-27,170.84
2017-12-28,172.62
2017-12-29,171.92
