time_captured,JPM_Volume
2016-02-01,16761416
2016-02-02,22269412
2016-02-03,31521731
2016-02-04,21570101
2016-02-05,21897326
2016-02-08,28229438
2016-02-09,26251534
2016-02-10,22360482
2016-02-11,43976046
2016-02-12,36905293
2016-02-16,23537318
2016-02-17,21185566
2016-02-18,16937282
2016-02-19,15595530
2016-02-22,14867122
2016-02-23,31533968
2016-02-24,25526826
2016-02-25,14453901
2016-02-26,20867827
2016-02-29,19504736
2016-03-01,23505176
2016-03-02,20922700
2016-03-03,15768403
2016-03-04,18420483
2016-03-07,12820229
2016-03-08,14050324
2016-03-09,13222794
2016-03-10,21108547
2016-03-11,21005331
2016-03-14,13412516
2016-03-15,10910468
2016-03-16,17039145
2016-03-17,19190218
2016-03-18,29494852
2016-03-21,12659604
2016-03-22,12012152
2016-03-23,11580873
2016-03-24,12887007
2016-03-28,11158977
2016-03-29,15855168
2016-03-30,13269003
2016-03-31,14780568
2016-04-01,15405515
2016-04-04,12277467
2016-04-05,12870771
2016-04-06,12156589
2016-04-07,19087683
2016-04-08,13535569
2016-04-11,17580857
2016-04-12,17651526
2016-04-13,37244076
2016-04-14,24234623
2016-04-15,19257257
2016-04-18,13805437
2016-04-19,18993076
2016-04-20,14579548
2016-04-21,15314757
2016-04-22,11970762
2016-04-25,10681635
2016-04-26,12030279
2016-04-27,14850477
2016-04-28,12841555
2016-04-29,16297433
2016-05-02,10228650
2016-05-03,18993276
2016-05-04,16955039
2016-05-05,14029562
2016-05-06,11047364
2016-05-09,11192527
2016-05-10,11884732
2016-05-11,11201777
2016-05-12,10996165
2016-05-13,14397207
2016-05-16,10943684
2016-05-17,12164730
2016-05-18,24008793
2016-05-19,15882976
2016-05-20,11755544
2016-05-23,9328181
2016-05-24,13816086
2016-05-25,18921428
2016-05-26,9418636
2016-05-27,10112767
2016-05-31,15139407
2016-06-01,14031018
2016-06-02,10637550
2016-06-03,20261681
2016-06-06,13193497
2016-06-07,9924106
2016-06-08,9428013
2016-06-09,10817761
2016-06-10,16678358
2016-06-13,14382759
2016-06-14,19509322
2016-06-15,16982140
2016-06-16,16791228
2016-06-17,15751497
2016-06-20,12213239
2016-06-21,11611632
2016-06-22,12643492
2016-06-23,16583609
2016-06-24,44108712
2016-06-27,37925291
2016-06-28,29088741
2016-06-29,21483012
2016-06-30,21343616
2016-07-01,14217796
2016-07-05,23357694
2016-07-06,20429800
2016-07-07,13771417
2016-07-08,16998814
2016-07-11,13151438
2016-07-12,16588124
2016-07-13,18526932
2016-07-14,28985935
2016-07-15,17607090
2016-07-18,10824364
2016-07-19,9737390
2016-07-20,10411068
2016-07-21,9952750
2016-07-22,8195688
2016-07-25,8168252
2016-07-26,8067766
2016-07-27,11806756
2016-07-28,10013424
2016-07-29,13210412
2016-08-01,11422601
2016-08-02,13550022
2016-08-03,13122345
2016-08-04,9873007
2016-08-05,20752730
2016-08-08,11359174
2016-08-09,10096971
2016-08-10,11556086
2016-08-11,9604549
2016-08-12,7685383
2016-08-15,8371557
2016-08-16,10128856
2016-08-17,11868065
2016-08-18,9313621
2016-08-19,9084877
2016-08-22,9055631
2016-08-23,8949607
2016-08-24,10167204
2016-08-25,9978651
2016-08-26,14038597
2016-08-29,14583145
2016-08-30,13791151
2016-08-31,14952329
2016-09-01,12226517
2016-09-02,13720662
2016-09-06,16649371
2016-09-07,10070407
2016-09-08,12252961
2016-09-09,19686877
2016-09-12,16452983
2016-09-13,18876069
2016-09-14,12648595
2016-09-15,12639749
2016-09-16,25161488
2016-09-19,13466874
2016-09-20,10092157
2016-09-21,14116774
2016-09-22,12781744
2016-09-23,13967357
2016-09-26,16408130
2016-09-27,13711386
2016-09-28,11278036
2016-09-29,18727192
2016-09-30,21680093
2016-10-03,14901651
2016-10-04,17226890
2016-10-05,16279971
2016-10-06,17484978
2016-10-07,18497019
2016-10-10,13027466
2016-10-11,15657104
2016-10-12,11899831
2016-10-13,17890046
2016-10-14,24163776
2016-10-17,14963411
2016-10-18,11870286
2016-10-19,12705774
2016-10-20,14122005
2016-10-21,12175674
2016-10-24,10197123
2016-10-25,9945050
2016-10-26,9801266
2016-10-27,14210699
2016-10-28,12766498
2016-10-31,14336299
2016-11-01,15564491
2016-11-02,12449788
2016-11-03,10369670
2016-11-04,13571306
2016-11-07,16515137
2016-11-08,17531748
2016-11-09,50948378
2016-11-10,56192320
2016-11-11,27574323
2016-11-14,46130653
2016-11-15,28126307
2016-11-16,26054926
2016-11-17,19226190
2016-11-18,19769965
2016-11-21,11983529
2016-11-22,14410100
2016-11-23,13401387
2016-11-25,6185719
2016-11-28,13007242
2016-11-29,14144062
2016-11-30,25351899
2016-12-01,23823632
2016-12-02,16931504
2016-12-05,18529840
2016-12-06,16130043
2016-12-07,18996905
2016-12-08,20844853
2016-12-09,14567202
2016-12-12,14511332
2016-12-13,16669046
2016-12-14,22622633
2016-12-15,19438924
2016-12-16,23008520
2016-12-19,21685098
2016-12-20,14587310
2016-12-21,11400484
2016-12-22,13924219
2016-12-23,10759433
2016-12-27,6946360
2016-12-28,9455586
2016-12-29,14689042
2016-12-30,13617776
2017-01-03,20550714
2017-01-04,15266596
2017-01-05,14300816
2017-01-06,12893298
2017-01-09,12806609
2017-01-10,13989033
2017-01-11,14713067
2017-01-12,21337435
2017-01-13,28295985
2017-01-17,30024625
2017-01-18,21270134
2017-01-19,16555554
2017-01-20,18436790
2017-01-23,12179161
2017-01-24,15175319
2017-01-25,17550952
2017-01-26,15962835
2017-01-27,12535420
2017-01-30,13661859
2017-01-31,15655126
2017-02-01,15430940
2017-02-02,11081359
2017-02-03,17885244
2017-02-06,11828416
2017-02-07,9392832
2017-02-08,13970870
2017-02-09,13749123
2017-02-10,10992466
2017-02-13,18739103
2017-02-14,17932086
2017-02-15,17381807
2017-02-16,17672724
2017-02-17,15776589
2017-02-21,14068315
2017-02-22,11838980
2017-02-23,11066952
2017-02-24,15062298
2017-02-27,12360988
2017-02-28,15183542
2017-03-01,24451380
2017-03-02,16862487
2017-03-03,12861607
2017-03-06,15059178
2017-03-07,11156845
2017-03-08,17378401
2017-03-09,13726237
2017-03-10,13729948
2017-03-13,10004297
2017-03-14,10237702
2017-03-15,16601394
2017-03-16,14492039
2017-03-17,21734743
2017-03-20,14623597
2017-03-21,33089241
2017-03-22,21741025
2017-03-23,16090092
2017-03-24,16093237
2017-03-27,16689294
2017-03-28,16264403
2017-03-29,10207578
2017-03-30,11630996
2017-03-31,16987605
2017-04-03,19831778
2017-04-04,14280832
2017-04-05,17635486
2017-04-06,14379588
2017-04-07,13097108
2017-04-10,15081616
2017-04-11,14690492
2017-04-12,14730636
2017-04-13,30529763
2017-04-17,19071650
2017-04-18,14127049
2017-04-19,17588506
2017-04-20,15635808
2017-04-21,19820592
2017-04-24,25468285
2017-04-25,18253752
2017-04-26,12832154
2017-04-27,13329025
2017-04-28,10755629
2017-05-01,15712266
2017-05-02,14414164
2017-05-03,11540536
2017-05-04,11540103
2017-05-05,9436036
2017-05-08,8162209
2017-05-09,10273937
2017-05-10,8334867
2017-05-11,10907382
2017-05-12,8738802
2017-05-15,8835631
2017-05-16,9794968
2017-05-17,24679728
2017-05-18,23350068
2017-05-19,13412878
2017-05-22,11635998
2017-05-23,11753016
2017-05-24,9923251
2017-05-25,12238543
2017-05-26,8113464
2017-05-30,12603176
2017-05-31,28327925
2017-06-01,17123490
2017-06-02,14998489
2017-06-05,9080165
2017-06-06,12196816
2017-06-07,13711071
2017-06-08,17950964
2017-06-09,19120172
2017-06-12,16053405
2017-06-13,12557225
2017-06-14,16175654
2017-06-15,12509682
2017-06-16,16936572
2017-06-19,15972336
2017-06-20,11197809
2017-06-21,10005941
2017-06-22,12180579
2017-06-23,18812029
2017-06-26,10082422
2017-06-27,15415152
2017-06-28,17466177
2017-06-29,27697818
2017-06-30,16892700
2017-07-03,13208087
2017-07-05,17535404
2017-07-06,16596123
2017-07-07,12817808
2017-07-10,13987191
2017-07-11,13262282
2017-07-12,13540107
2017-07-13,12820084
2017-07-14,22235168
2017-07-17,14374219
2017-07-18,14719404
2017-07-19,11651245
2017-07-20,11561740
2017-07-21,10971292
2017-07-24,10725116
2017-07-25,16447678
2017-07-26,11815499
2017-07-27,12332375
2017-07-28,9351915
2017-07-31,11520329
2017-08-01,12523725
2017-08-02,10165604
2017-08-03,11078804
2017-08-04,14323999
2017-08-07,7978339
2017-08-08,13745401
2017-08-09,11214440
2017-08-10,13252269
2017-08-11,10679534
2017-08-14,10994793
2017-08-15,8812720
2017-08-16,11085401
2017-08-17,13837463
2017-08-18,13040738
2017-08-21,11502065
2017-08-22,9211781
2017-08-23,8811292
2017-08-24,8623165
2017-08-25,11794644
2017-08-28,7292915
2017-08-29,10886082
2017-08-30,9165342
2017-08-31,13217404
2017-09-01,9815834
2017-09-05,17031549
2017-09-06,11845663
2017-09-07,14592255
2017-09-08,14242198
2017-09-11,13219047
2017-09-12,14003776
2017-09-13,12485428
2017-09-14,10562826
2017-09-15,18171794
2017-09-18,11318699
2017-09-19,12626131
2017-09-20,15311581
2017-09-21,10851489
2017-09-22,8358310
2017-09-25,10463432
2017-09-26,9358111
2017-09-27,14928264
2017-09-28,10270398
2017-09-29,11438412
2017-10-02,13797213
2017-10-03,9633452
2017-10-04,12166633
2017-10-05,14236219
2017-10-06,10231853
2017-10-09,7765100
2017-10-10,10631527
2017-10-11,1493431
2017-10-12,18251616
2017-10-13,13190576
2017-10-16,12434009
2017-10-17,10335687
2017-10-18,10158626
2017-10-19,9133863
2017-10-20,15326608
2017-10-23,9238624
2017-10-24,13000801
2017-10-25,14632741
2017-10-26,13054361
2017-10-27,10400446
2017-10-30,8839456
2017-10-31,8690197
2017-11-01,8418239
2017-11-02,8731788
2017-11-03,7103513
2017-11-06,8121544
2017-11-07,18822583
2017-11-08,18524671
2017-11-09,13697785
2017-11-10,9314009
2017-11-13,9303072
2017-11-14,11043772
2017-11-15,15384080
2017-11-16,9808033
2017-11-17,9017866
2017-11-20,9483200
2017-11-21,13389407
2017-11-22,7342248
2017-11-24,3680043
2017-11-27,13076207
2017-11-28,16772956
2017-11-29,21105546
2017-11-30,23945890
2017-12-01,19683510
2017-12-04,23576608
2017-12-05,17193948
2017-12-06,15476226
2017-12-07,13371781
2017-12-08,13506869
2017-12-11,10591228
2017-12-12,15508840
2017-12-13,15020293
2017-12-14,13034232
2017-12-15,29350598
2017-12-18,12713148
2017-12-19,12149937
2017-12-20,13091473
2017-12-21,12323670
2017-12-22,14573385
2017-12-26,7403739
2017-12-27,9496548
2017-12-28,7440555
2017-12-29,8925701
