time_captured,BA_Close
2007-01-18,88.0
2007-01-19,88.63
2007-01-22,85.6
2007-01-23,87.36
2007-01-24,87.6
2007-01-25,86.16
2007-01-26,85.43
2007-01-29,85.5
2007-01-30,86.0
2007-01-31,89.56
2007-02-01,91.05
2007-02-02,90.05
2007-02-05,90.72
2007-02-06,90.98
2007-02-07,90.35
2007-02-08,89.52
2007-02-09,90.0
2007-02-12,89.2
2007-02-13,89.29
2007-02-14,89.94
2007-02-15,91.71
2007-02-16,90.94
2007-02-20,91.03
2007-02-21,90.96
2007-02-22,90.58
2007-02-23,90.28
2007-02-26,88.93
2007-02-27,87.2
2007-02-28,87.26
2007-03-01,87.85
2007-03-02,87.03
2007-03-05,87.02
2007-03-06,87.82
2007-03-07,88.71
2007-03-08,88.89
2007-03-09,89.51
2007-03-12,91.2
2007-03-13,89.45
2007-03-14,89.98
2007-03-15,91.04
2007-03-16,90.0
2007-03-19,90.32
2007-03-20,90.16
2007-03-21,90.8
2007-03-22,90.57
2007-03-23,90.98
2007-03-26,90.83
2007-03-27,90.52
2007-03-28,89.45
2007-03-29,89.76
2007-03-30,88.91
2007-04-02,88.83
2007-04-03,89.9
2007-04-04,90.27
2007-04-05,90.5
2007-04-09,90.03
2007-04-10,90.84
2007-04-11,89.97
2007-04-12,90.85
2007-04-13,91.03
2007-04-16,90.31
2007-04-17,90.45
2007-04-18,93.88
2007-04-19,92.99
2007-04-20,93.29
2007-04-23,93.64
2007-04-24,93.67
2007-04-25,94.69
2007-04-26,94.26
2007-04-27,94.02
2007-04-30,93.0
2007-05-01,93.23
2007-05-02,93.83
2007-05-03,93.85
2007-05-04,93.61
2007-05-07,94.56
2007-05-08,94.21
2007-05-09,94.08
2007-05-10,92.8
2007-05-11,93.4
2007-05-14,93.56
2007-05-15,94.34
2007-05-16,95.34
2007-05-17,96.79
2007-05-18,96.63
2007-05-21,96.9
2007-05-22,96.48
2007-05-23,95.57
2007-05-24,97.42
2007-05-25,98.25
2007-05-29,98.5
2007-05-30,100.55
2007-05-31,100.59
2007-06-01,99.83
2007-06-04,99.98
2007-06-05,99.5
2007-06-06,98.29
2007-06-07,96.84
2007-06-08,98.19
2007-06-11,97.55
2007-06-12,96.48
2007-06-13,98.47
2007-06-14,98.97
2007-06-15,98.15
2007-06-18,97.4
2007-06-19,96.92
2007-06-20,96.08
2007-06-21,97.2
2007-06-22,95.92
2007-06-25,95.57
2007-06-26,94.98
2007-06-27,94.65
2007-06-28,95.16
2007-06-29,96.16
2007-07-02,96.77
2007-07-03,97.65
2007-07-05,98.36
2007-07-06,98.88
2007-07-09,99.9
2007-07-10,100.25
2007-07-11,100.12
2007-07-12,100.78
2007-07-13,101.88
2007-07-16,102.07
2007-07-17,102.05
2007-07-18,101.82
2007-07-19,102.48
2007-07-20,103.86
2007-07-23,104.04
2007-07-24,103.8
2007-07-25,107.23
2007-07-26,103.7
2007-07-27,103.71
2007-07-30,105.54
2007-07-31,103.43
2007-08-01,104.53
2007-08-02,105.93
2007-08-03,104.24
2007-08-06,104.34
2007-08-07,103.22
2007-08-08,102.72
2007-08-09,98.3
2007-08-10,98.44
2007-08-13,100.05
2007-08-14,97.63
2007-08-15,95.51
2007-08-16,92.74
2007-08-17,95.93
2007-08-20,97.21
2007-08-21,96.95
2007-08-22,97.99
2007-08-23,96.74
2007-08-24,98.47
2007-08-27,98.54
2007-08-28,95.65
2007-08-29,96.9
2007-08-30,96.85
2007-08-31,96.7
2007-09-04,95.92
2007-09-05,95.84
2007-09-06,96.2
2007-09-07,94.84
2007-09-10,95.33
2007-09-11,97.44
2007-09-12,98.32
2007-09-13,98.95
2007-09-14,99.35
2007-09-17,98.64
2007-09-18,98.47
2007-09-19,100.02
2007-09-20,101.25
2007-09-21,102.59
2007-09-24,103.05
2007-09-25,104.93
2007-09-26,104.45
2007-09-27,105.46
2007-09-28,104.99
2007-10-01,106.65
2007-10-02,105.93
2007-10-03,104.72
2007-10-04,104.5
2007-10-05,102.25
2007-10-08,101.07
2007-10-09,101.45
2007-10-10,98.68
2007-10-11,96.26
2007-10-12,96.69
2007-10-15,94.83
2007-10-16,95.94
2007-10-17,95.59
2007-10-18,96.94
2007-10-19,93.9
2007-10-22,94.93
2007-10-23,94.95
2007-10-24,94.26
2007-10-25,96.0
2007-10-26,96.02
2007-10-29,96.99
2007-10-30,97.33
2007-10-31,98.59
2007-11-01,96.6
2007-11-02,97.76
2007-11-05,97.97
2007-11-06,97.7
2007-11-07,96.89
2007-11-08,96.28
2007-11-09,94.21
2007-11-12,92.86
2007-11-13,93.7
2007-11-14,92.79
2007-11-15,91.34
2007-11-16,89.99
2007-11-19,88.27
2007-11-20,87.86
2007-11-21,87.41
2007-11-23,89.54
2007-11-26,89.93
2007-11-27,91.73
2007-11-28,93.61
2007-11-29,93.21
2007-11-30,92.54
2007-12-03,91.79
2007-12-04,89.99
2007-12-05,90.7
2007-12-06,91.78
2007-12-07,93.16
2007-12-10,92.64
2007-12-11,88.7
2007-12-12,86.92
2007-12-13,88.55
2007-12-14,88.42
2007-12-17,87.4
2007-12-18,87.17
2007-12-19,86.62
2007-12-20,87.19
2007-12-21,89.07
2007-12-24,90.02
2007-12-26,90.0
2007-12-27,88.88
2007-12-28,88.25
2007-12-31,87.46
2008-01-02,86.62
2008-01-03,86.98
2008-01-04,85.82
2008-01-07,82.87
2008-01-08,79.91
2008-01-09,80.3
2008-01-10,82.36
2008-01-11,80.52
2008-01-14,81.67
2008-01-15,77.86
2008-01-16,79.87
2008-01-17,79.52
2008-01-18,78.4
2008-01-22,77.6
2008-01-23,76.57
2008-01-24,77.62
2008-01-25,77.03
2008-01-28,77.6
2008-01-29,80.96
2008-01-30,82.87
2008-01-31,83.18
2008-02-01,82.76
2008-02-04,82.9
2008-02-05,81.69
2008-02-06,79.91
2008-02-07,79.75
2008-02-08,79.33
2008-02-11,81.13
2008-02-12,83.56
2008-02-13,85.48
2008-02-14,85.22
2008-02-15,85.18
2008-02-19,85.37
2008-02-20,84.0
2008-02-21,82.01
2008-02-22,83.04
2008-02-25,84.66
2008-02-26,84.57
2008-02-27,83.95
2008-02-28,84.8
2008-02-29,82.79
2008-03-03,80.67
2008-03-04,79.62
2008-03-05,80.71
2008-03-06,79.51
2008-03-07,76.6
2008-03-10,74.38
2008-03-11,73.4
2008-03-12,72.45
2008-03-13,74.18
2008-03-14,76.23
2008-03-17,75.49
2008-03-18,76.53
2008-03-19,73.45
2008-03-20,74.8
2008-03-24,76.29
2008-03-25,75.9
2008-03-26,76.3
2008-03-27,74.22
2008-03-28,73.47
2008-03-31,74.37
2008-04-01,75.88
2008-04-02,76.85
2008-04-03,76.14
2008-04-04,75.65
2008-04-07,74.98
2008-04-08,75.02
2008-04-09,78.6
2008-04-10,78.43
2008-04-11,76.86
2008-04-14,77.22
2008-04-15,75.7
2008-04-16,76.67
2008-04-17,76.91
2008-04-18,78.66
2008-04-21,79.09
2008-04-22,78.56
2008-04-23,82.09
2008-04-24,83.0
2008-04-25,84.84
2008-04-28,84.98
2008-04-29,85.53
2008-04-30,84.86
2008-05-01,85.41
2008-05-02,85.69
2008-05-05,85.92
2008-05-06,86.15
2008-05-07,84.55
2008-05-08,84.76
2008-05-09,84.06
2008-05-12,84.8
2008-05-13,85.08
2008-05-14,85.69
2008-05-15,85.55
2008-05-16,85.17
2008-05-19,87.07
2008-05-20,85.14
2008-05-21,81.19
2008-05-22,81.41
2008-05-23,81.48
2008-05-27,82.87
2008-05-28,82.13
2008-05-29,82.11
2008-05-30,82.77
2008-06-02,81.15
2008-06-03,78.12
2008-06-04,78.02
2008-06-05,77.31
2008-06-06,73.16
2008-06-09,73.95
2008-06-10,73.67
2008-06-11,73.31
2008-06-12,74.12
2008-06-13,75.12
2008-06-16,75.02
2008-06-17,74.38
2008-06-18,74.65
2008-06-19,76.95
2008-06-20,75.83
2008-06-23,75.59
2008-06-24,74.79
2008-06-25,69.64
2008-06-26,68.21
2008-06-27,66.92
2008-06-30,65.72
2008-07-01,65.45
2008-07-02,63.9
2008-07-03,64.47
2008-07-07,64.29
2008-07-08,65.92
2008-07-09,65.59
2008-07-10,65.99
2008-07-11,63.28
2008-07-14,63.19
2008-07-15,63.88
2008-07-16,65.58
2008-07-17,66.92
2008-07-18,68.14
2008-07-21,68.24
2008-07-22,69.26
2008-07-23,66.72
2008-07-24,62.53
2008-07-25,63.83
2008-07-28,62.34
2008-07-29,63.21
2008-07-30,63.82
2008-07-31,61.11
2008-08-01,62.01
2008-08-04,61.36
2008-08-05,65.2
2008-08-06,65.4
2008-08-07,64.69
2008-08-08,67.86
2008-08-11,66.62
2008-08-12,65.93
2008-08-13,64.26
2008-08-14,64.77
2008-08-15,64.45
2008-08-18,63.64
2008-08-19,62.95
2008-08-20,63.21
2008-08-21,63.55
2008-08-22,65.55
2008-08-25,64.07
2008-08-26,63.46
2008-08-27,64.52
2008-08-28,66.34
2008-08-29,65.56
2008-09-02,65.87
2008-09-03,66.07
2008-09-04,63.03
2008-09-05,62.89
2008-09-08,63.91
2008-09-09,64.02
2008-09-10,61.71
2008-09-11,62.57
2008-09-12,63.3
2008-09-15,62.25
2008-09-16,61.72
2008-09-17,57.0
2008-09-18,58.11
2008-09-19,59.76
2008-09-22,58.81
2008-09-23,57.31
2008-09-24,57.36
2008-09-25,57.42
2008-09-26,58.32
2008-09-29,55.47
2008-09-30,57.35
2008-10-01,56.62
2008-10-02,53.58
2008-10-03,53.83
2008-10-06,51.29
2008-10-07,49.28
2008-10-08,47.7
2008-10-09,44.41
2008-10-10,41.8
2008-10-13,47.08
2008-10-14,45.07
2008-10-15,42.33
2008-10-16,44.79
2008-10-17,44.55
2008-10-20,46.71
2008-10-21,46.4
2008-10-22,42.91
2008-10-23,46.52
2008-10-24,45.24
2008-10-27,42.36
2008-10-28,48.91
2008-10-29,49.8
2008-10-30,50.7
2008-10-31,52.42
2008-11-03,52.85
2008-11-04,53.62
2008-11-05,49.55
2008-11-06,45.72
2008-11-07,46.58
2008-11-10,46.14
2008-11-11,43.97
2008-11-12,42.52
2008-11-13,43.16
2008-11-14,41.04
2008-11-17,41.18
2008-11-18,39.56
2008-11-19,37.48
2008-11-20,37.11
2008-11-21,39.58
2008-11-24,40.75
2008-11-25,40.18
2008-11-26,41.28
2008-11-28,42.63
2008-12-01,39.88
2008-12-02,40.7
2008-12-03,40.47
2008-12-04,39.19
2008-12-05,39.53
2008-12-08,42.85
2008-12-09,40.82
2008-12-10,41.68
2008-12-11,40.27
2008-12-12,39.2
2008-12-15,38.74
2008-12-16,41.9
2008-12-17,41.02
2008-12-18,41.07
2008-12-19,41.24
2008-12-22,41.12
2008-12-23,40.15
2008-12-24,40.12
2008-12-26,40.53
2008-12-29,39.99
2008-12-30,41.25
2008-12-31,42.67
2009-01-02,45.25
2009-01-05,46.17
2009-01-06,46.31
2009-01-07,44.76
2009-01-08,44.79
2009-01-09,44.45
2009-01-12,43.74
2009-01-13,42.46
2009-01-14,41.2
2009-01-15,40.96
2009-01-16,42.46
2009-01-20,40.36
2009-01-21,42.27
2009-01-22,42.26
2009-01-23,41.98
2009-01-26,43.01
2009-01-27,43.22
2009-01-28,43.24
2009-01-29,40.71
2009-01-30,42.31
2009-02-02,40.8
2009-02-03,42.09
2009-02-04,41.97
2009-02-05,42.72
2009-02-06,42.92
2009-02-09,42.8
2009-02-10,40.21
2009-02-11,40.33
2009-02-12,39.86
2009-02-13,40.48
2009-02-17,38.43
2009-02-18,37.98
2009-02-19,37.57
2009-02-20,36.31
2009-02-23,34.46
2009-02-24,35.44
2009-02-25,33.91
2009-02-26,32.71
2009-02-27,31.44
2009-03-02,29.51
2009-03-03,29.36
2009-03-04,30.31
2009-03-05,29.39
2009-03-06,30.1
2009-03-09,31.0
2009-03-10,33.01
2009-03-11,33.27
2009-03-12,33.63
2009-03-13,33.4
2009-03-16,33.83
2009-03-17,34.44
2009-03-18,33.75
2009-03-19,33.19
2009-03-20,32.55
2009-03-23,35.5
2009-03-24,36.1
2009-03-25,37.06
2009-03-26,38.66
2009-03-27,37.53
2009-03-30,35.52
2009-03-31,35.58
2009-04-01,35.44
2009-04-02,37.2
2009-04-03,37.69
2009-04-06,38.16
2009-04-07,36.64
2009-04-08,36.87
2009-04-09,39.15
2009-04-13,37.15
2009-04-14,37.04
2009-04-15,37.57
2009-04-16,38.39
2009-04-17,38.32
2009-04-20,36.48
2009-04-21,36.65
2009-04-22,37.3
2009-04-23,37.93
2009-04-24,38.72
2009-04-27,39.47
2009-04-28,38.85
2009-04-29,40.55
2009-04-30,40.05
2009-05-01,41.21
2009-05-04,42.18
2009-05-05,43.15
2009-05-06,44.2
2009-05-07,43.53
2009-05-08,45.83
2009-05-11,44.72
2009-05-12,44.1
2009-05-13,42.95
2009-05-14,43.44
2009-05-15,43.0
2009-05-18,44.37
2009-05-19,44.62
2009-05-20,44.58
2009-05-21,43.29
2009-05-22,42.94
2009-05-26,44.16
2009-05-27,43.57
2009-05-28,44.32
2009-05-29,44.85
2009-06-01,47.7
2009-06-02,49.2
2009-06-03,48.37
2009-06-04,50.57
2009-06-05,52.65
2009-06-08,52.83
2009-06-09,52.35
2009-06-10,52.3
2009-06-11,50.66
2009-06-12,51.44
2009-06-15,49.52
2009-06-16,48.83
2009-06-17,48.55
2009-06-18,48.96
2009-06-19,48.44
2009-06-22,46.9
2009-06-23,43.87
2009-06-24,41.32
2009-06-25,42.53
2009-06-26,41.88
2009-06-29,42.65
2009-06-30,42.5
2009-07-01,42.23
2009-07-02,40.83
2009-07-06,40.56
2009-07-07,39.04
2009-07-08,39.55
2009-07-09,39.3
2009-07-10,39.65
2009-07-13,40.44
2009-07-14,40.41
2009-07-15,41.36
2009-07-16,42.05
2009-07-17,41.36
2009-07-20,42.2
2009-07-21,43.02
2009-07-22,42.0
2009-07-23,41.95
2009-07-24,42.37
2009-07-27,42.24
2009-07-28,43.25
2009-07-29,43.37
2009-07-30,43.24
2009-07-31,42.91
2009-08-03,43.79
2009-08-04,44.16
2009-08-05,44.03
2009-08-06,45.52
2009-08-07,46.69
2009-08-10,45.77
2009-08-11,45.39
2009-08-12,46.34
2009-08-13,46.62
2009-08-14,44.87
2009-08-17,44.16
2009-08-18,43.78
2009-08-19,43.52
2009-08-20,44.74
2009-08-21,45.87
2009-08-24,47.13
2009-08-25,48.25
2009-08-26,47.82
2009-08-27,51.82
2009-08-28,51.04
2009-08-31,49.67
2009-09-01,48.77
2009-09-02,48.4
2009-09-03,48.46
2009-09-04,49.15
2009-09-08,49.5
2009-09-09,50.53
2009-09-10,50.49
2009-09-11,51.35
2009-09-14,50.97
2009-09-15,52.07
2009-09-16,52.36
2009-09-17,52.88
2009-09-18,53.02
2009-09-21,52.86
2009-09-22,53.14
2009-09-23,52.37
2009-09-24,51.79
2009-09-25,51.52
2009-09-28,53.07
2009-09-29,54.62
2009-09-30,54.15
2009-10-01,52.11
2009-10-02,51.4
2009-10-05,52.28
2009-10-06,52.29
2009-10-07,51.79
2009-10-08,52.3
2009-10-09,52.69
2009-10-12,51.66
2009-10-13,51.9
2009-10-14,52.51
2009-10-15,51.76
2009-10-16,53.19
2009-10-19,53.45
2009-10-20,51.89
2009-10-21,50.63
2009-10-22,51.07
2009-10-23,49.89
2009-10-26,48.29
2009-10-27,47.75
2009-10-28,47.22
2009-10-29,48.81
2009-10-30,47.8
2009-11-02,48.27
2009-11-03,48.1
2009-11-04,48.07
2009-11-05,49.77
2009-11-06,49.68
2009-11-09,51.35
2009-11-10,50.32
2009-11-11,50.68
2009-11-12,50.28
2009-11-13,50.68
2009-11-16,52.48
2009-11-17,52.53
2009-11-18,52.02
2009-11-19,51.43
2009-11-20,51.7
2009-11-23,52.63
2009-11-24,51.97
2009-11-25,52.93
2009-11-27,52.45
2009-11-30,52.41
2009-12-01,53.72
2009-12-02,53.78
2009-12-03,53.77
2009-12-04,54.68
2009-12-07,55.82
2009-12-08,55.66
2009-12-09,55.47
2009-12-10,55.01
2009-12-11,55.6
2009-12-14,56.05
2009-12-15,55.67
2009-12-16,55.13
2009-12-17,54.47
2009-12-18,53.44
2009-12-21,54.3
2009-12-22,55.1
2009-12-23,54.96
2009-12-24,55.48
2009-12-28,55.14
2009-12-29,55.21
2009-12-30,54.96
2009-12-31,54.13
2010-01-04,56.18
2010-01-05,58.02
2010-01-06,59.78
2010-01-07,62.2
2010-01-08,61.6
2010-01-11,60.87
2010-01-12,60.43
2010-01-13,61.16
2010-01-14,61.56
2010-01-15,60.82
2010-01-19,60.65
2010-01-20,60.2
2010-01-21,59.2
2010-01-22,57.77
2010-01-25,57.78
2010-01-26,57.71
2010-01-27,61.93
2010-01-28,62.56
2010-01-29,60.6
2010-02-01,61.7
2010-02-02,61.94
2010-02-03,61.46
2010-02-04,59.32
2010-02-05,58.4
2010-02-08,57.89
2010-02-09,59.74
2010-02-10,59.54
2010-02-11,60.59
2010-02-12,59.65
2010-02-16,61.26
2010-02-17,61.82
2010-02-18,62.89
2010-02-19,63.59
2010-02-22,63.97
2010-02-23,62.77
2010-02-24,63.48
2010-02-25,62.87
2010-02-26,63.16
2010-03-01,64.0
2010-03-02,64.44
2010-03-03,64.45
2010-03-04,65.55
2010-03-05,67.93
2010-03-08,67.24
2010-03-09,67.79
2010-03-10,70.01
2010-03-11,70.07
2010-03-12,69.83
2010-03-15,69.4
2010-03-16,68.72
2010-03-17,69.38
2010-03-18,70.87
2010-03-19,70.72
2010-03-22,71.91
2010-03-23,72.18
2010-03-24,72.32
2010-03-25,72.49
2010-03-26,72.59
2010-03-29,74.11
2010-03-30,73.53
2010-03-31,72.61
2010-04-01,72.99
2010-04-05,72.04
2010-04-06,72.36
2010-04-07,72.1
2010-04-08,72.28
2010-04-09,72.42
2010-04-12,71.92
2010-04-13,71.19
2010-04-14,71.7
2010-04-15,72.09
2010-04-16,70.79
2010-04-19,70.96
2010-04-20,71.41
2010-04-21,74.16
2010-04-22,75.59
2010-04-23,75.13
2010-04-26,74.34
2010-04-27,72.48
2010-04-28,72.37
2010-04-29,73.79
2010-04-30,72.43
2010-05-03,74.39
2010-05-04,72.79
2010-05-05,71.0
2010-05-06,67.97
2010-05-07,66.72
2010-05-10,71.0
2010-05-11,71.42
2010-05-12,72.87
2010-05-13,71.76
2010-05-14,69.82
2010-05-17,69.68
2010-05-18,67.72
2010-05-19,66.21
2010-05-20,63.0
2010-05-21,64.56
2010-05-24,63.15
2010-05-25,62.78
2010-05-26,63.26
2010-05-27,65.13
2010-05-28,64.18
2010-06-01,62.95
2010-06-02,64.34
2010-06-03,64.31
2010-06-04,61.15
2010-06-07,60.11
2010-06-08,61.02
2010-06-09,61.71
2010-06-10,63.89
2010-06-11,65.38
2010-06-14,64.82
2010-06-15,67.48
2010-06-16,67.03
2010-06-17,67.26
2010-06-18,67.96
2010-06-21,67.97
2010-06-22,66.28
2010-06-23,67.45
2010-06-24,67.43
2010-06-25,68.77
2010-06-28,67.3
2010-06-29,63.04
2010-06-30,62.75
2010-07-01,62.26
2010-07-02,61.94
2010-07-06,61.36
2010-07-07,63.3
2010-07-08,64.73
2010-07-09,64.66
2010-07-12,64.34
2010-07-13,64.43
2010-07-14,64.75
2010-07-15,64.37
2010-07-16,61.9
2010-07-19,63.18
2010-07-20,63.88
2010-07-21,63.18
2010-07-22,66.6
2010-07-23,67.93
2010-07-26,68.85
2010-07-27,68.62
2010-07-28,67.32
2010-07-29,67.22
2010-07-30,68.14
2010-08-02,69.69
2010-08-03,69.54
2010-08-04,69.25
2010-08-05,68.71
2010-08-06,68.7
2010-08-09,68.99
2010-08-10,68.62
2010-08-11,65.6
2010-08-12,64.7
2010-08-13,64.84
2010-08-16,64.4
2010-08-17,65.99
2010-08-18,66.0
2010-08-19,64.62
2010-08-20,64.6
2010-08-23,63.3
2010-08-24,60.93
2010-08-25,60.76
2010-08-26,61.32
2010-08-27,63.16
2010-08-30,62.1
2010-08-31,61.13
2010-09-01,62.29
2010-09-02,63.39
2010-09-03,64.64
2010-09-07,63.42
2010-09-08,64.5
2010-09-09,63.44
2010-09-10,63.84
2010-09-13,64.19
2010-09-14,62.76
2010-09-15,62.73
2010-09-16,62.58
2010-09-17,62.95
2010-09-20,63.72
2010-09-21,64.23
2010-09-22,63.9
2010-09-23,62.65
2010-09-24,64.6
2010-09-27,63.89
2010-09-28,64.52
2010-09-29,65.97
2010-09-30,66.54
2010-10-01,66.83
2010-10-04,66.33
2010-10-05,68.6
2010-10-06,68.58
2010-10-07,68.46
2010-10-08,69.23
2010-10-11,69.99
2010-10-12,70.22
2010-10-13,71.47
2010-10-14,71.36
2010-10-15,70.11
2010-10-18,70.23
2010-10-19,69.05
2010-10-20,71.36
2010-10-21,71.5
2010-10-22,71.26
2010-10-25,71.66
2010-10-26,71.3
2010-10-27,70.86
2010-10-28,71.27
2010-10-29,70.64
2010-11-01,70.48
2010-11-02,69.78
2010-11-03,68.94
2010-11-04,70.85
2010-11-05,71.27
2010-11-08,70.21
2010-11-09,69.25
2010-11-10,67.07
2010-11-11,65.37
2010-11-12,63.09
2010-11-15,63.61
2010-11-16,62.78
2010-11-17,62.5
2010-11-18,64.61
2010-11-19,63.59
2010-11-22,64.03
2010-11-23,63.6
2010-11-24,65.41
2010-11-26,64.8
2010-11-29,64.36
2010-11-30,63.77
2010-12-01,65.72
2010-12-02,66.59
2010-12-03,66.54
2010-12-06,66.59
2010-12-07,66.23
2010-12-08,65.18
2010-12-09,64.61
2010-12-10,64.16
2010-12-13,63.79
2010-12-14,64.49
2010-12-15,64.24
2010-12-16,64.4
2010-12-17,65.03
2010-12-20,63.27
2010-12-21,64.19
2010-12-22,64.61
2010-12-23,65.06
2010-12-27,64.75
2010-12-28,64.86
2010-12-29,65.05
2010-12-30,65.01
2010-12-31,65.26
2011-01-03,66.4
2011-01-04,66.94
2011-01-05,67.48
2011-01-06,68.8
2011-01-07,69.38
2011-01-10,69.09
2011-01-11,68.96
2011-01-12,70.15
2011-01-13,69.83
2011-01-14,70.07
2011-01-18,72.47
