time_captured,07_c75_raw_accX
1970-01-01 00:00:00.000000539,-52.094
1970-01-01 00:00:00.000000540,227.286
1970-01-01 00:00:00.000000541,396.134
1970-01-01 00:00:00.000000542,681.126
1970-01-01 00:00:00.000000543,955.748
1970-01-01 00:00:00.000000544,1489.62
1970-01-01 00:00:00.000000545,-13.786
1970-01-01 00:00:00.000000546,-946.354
1970-01-01 00:00:00.000000547,-828.502
1970-01-01 00:00:00.000000548,-913.17
1970-01-01 00:00:00.000000549,-548.39
1970-01-01 00:00:00.000000550,-51.362
1970-01-01 00:00:00.000000551,797.88
1970-01-01 00:00:00.000000552,955.26
1970-01-01 00:00:00.000000553,-228.872
1970-01-01 00:00:00.000000554,-575.718
1970-01-01 00:00:00.000000555,13.908
1970-01-01 00:00:00.000000556,-175.436
1970-01-01 00:00:00.000000557,56.852
1970-01-01 00:00:00.000000558,197.762
1970-01-01 00:00:00.000000559,431.392
1970-01-01 00:00:00.000000560,921.954
1970-01-01 00:00:00.000000561,1511.336
1970-01-01 00:00:00.000000562,1062.01
1970-01-01 00:00:00.000000563,-443.958
1970-01-01 00:00:00.000000564,-912.682
1970-01-01 00:00:00.000000565,-979.416
1970-01-01 00:00:00.000000566,-924.516
1970-01-01 00:00:00.000000567,-586.088
1970-01-01 00:00:00.000000568,372.71
1970-01-01 00:00:00.000000569,944.158
1970-01-01 00:00:00.000000570,736.514
1970-01-01 00:00:00.000000571,-373.93
1970-01-01 00:00:00.000000572,-788.974
1970-01-01 00:00:00.000000573,-195.566
1970-01-01 00:00:00.000000574,35.99
1970-01-01 00:00:00.000000575,230.458
1970-01-01 00:00:00.000000576,326.106
1970-01-01 00:00:00.000000577,524.234
1970-01-01 00:00:00.000000578,942.938
1970-01-01 00:00:00.000000579,1379.576
1970-01-01 00:00:00.000000580,315.736
1970-01-01 00:00:00.000000581,-776.53
1970-01-01 00:00:00.000000582,-734.928
1970-01-01 00:00:00.000000583,-1092.51
1970-01-01 00:00:00.000000584,-687.226
1970-01-01 00:00:00.000000585,-235.826
1970-01-01 00:00:00.000000586,557.54
1970-01-01 00:00:00.000000587,932.934
1970-01-01 00:00:00.000000588,184.098
1970-01-01 00:00:00.000000589,-369.538
1970-01-01 00:00:00.000000590,-706.502
1970-01-01 00:00:00.000000591,-318.176
1970-01-01 00:00:00.000000592,296.094
1970-01-01 00:00:00.000000593,202.764
1970-01-01 00:00:00.000000594,297.558
1970-01-01 00:00:00.000000595,639.28
1970-01-01 00:00:00.000000596,1548.79
1970-01-01 00:00:00.000000597,1364.814
1970-01-01 00:00:00.000000598,-231.678
1970-01-01 00:00:00.000000599,-909.632
1970-01-01 00:00:00.000000600,-996.374
1970-01-01 00:00:00.000000601,-915.244
1970-01-01 00:00:00.000000602,-731.512
1970-01-01 00:00:00.000000603,125.416
1970-01-01 00:00:00.000000604,860.954
1970-01-01 00:00:00.000000605,1001.986
1970-01-01 00:00:00.000000606,-274.866
1970-01-01 00:00:00.000000607,-558.15
1970-01-01 00:00:00.000000608,-517.402
1970-01-01 00:00:00.000000609,-47.092
1970-01-01 00:00:00.000000610,-76.372
1970-01-01 00:00:00.000000611,243.878
1970-01-01 00:00:00.000000612,360.144
1970-01-01 00:00:00.000000613,985.15
1970-01-01 00:00:00.000000614,1142.164
1970-01-01 00:00:00.000000615,766.648
1970-01-01 00:00:00.000000616,-569.252
1970-01-01 00:00:00.000000617,-950.868
1970-01-01 00:00:00.000000618,-750.422
1970-01-01 00:00:00.000000619,-789.706
1970-01-01 00:00:00.000000620,-399.428
1970-01-01 00:00:00.000000621,257.298
