time_captured,03_cap_raw_accY
1970-01-01 00:00:00.000000445,-285.602
1970-01-01 00:00:00.000000446,-730.536
1970-01-01 00:00:00.000000447,-148.352
1970-01-01 00:00:00.000000448,100.528
1970-01-01 00:00:00.000000449,5.368
1970-01-01 00:00:00.000000450,-139.69
1970-01-01 00:00:00.000000451,-112.606
1970-01-01 00:00:00.000000452,52.338
1970-01-01 00:00:00.000000453,-41.358
1970-01-01 00:00:00.000000454,266.082
1970-01-01 00:00:00.000000455,131.394
1970-01-01 00:00:00.000000456,-452.864
1970-01-01 00:00:00.000000457,-486.048
1970-01-01 00:00:00.000000458,-4.514
1970-01-01 00:00:00.000000459,-146.278
1970-01-01 00:00:00.000000460,-488.0
1970-01-01 00:00:00.000000461,195.078
1970-01-01 00:00:00.000000462,-68.198
1970-01-01 00:00:00.000000463,164.944
1970-01-01 00:00:00.000000464,-75.64
1970-01-01 00:00:00.000000465,4.27
1970-01-01 00:00:00.000000466,-389.668
1970-01-01 00:00:00.000000467,98.576
1970-01-01 00:00:00.000000468,-118.462
1970-01-01 00:00:00.000000469,206.79
1970-01-01 00:00:00.000000470,576.816
1970-01-01 00:00:00.000000471,412.848
1970-01-01 00:00:00.000000472,410.042
1970-01-01 00:00:00.000000473,-6.344
1970-01-01 00:00:00.000000474,114.558
1970-01-01 00:00:00.000000475,-216.672
1970-01-01 00:00:00.000000476,-123.708
1970-01-01 00:00:00.000000477,176.412
1970-01-01 00:00:00.000000478,-496.54
1970-01-01 00:00:00.000000479,-299.388
1970-01-01 00:00:00.000000480,71.004
1970-01-01 00:00:00.000000481,111.508
1970-01-01 00:00:00.000000482,-131.394
1970-01-01 00:00:00.000000483,396.866
1970-01-01 00:00:00.000000484,507.398
1970-01-01 00:00:00.000000485,422.852
1970-01-01 00:00:00.000000486,-155.428
1970-01-01 00:00:00.000000487,-423.584
1970-01-01 00:00:00.000000488,-202.642
1970-01-01 00:00:00.000000489,4.514
1970-01-01 00:00:00.000000490,-162.138
1970-01-01 00:00:00.000000491,-492.636
1970-01-01 00:00:00.000000492,546.804
1970-01-01 00:00:00.000000493,59.17
1970-01-01 00:00:00.000000494,401.38
1970-01-01 00:00:00.000000495,64.782
1970-01-01 00:00:00.000000496,-13.786
1970-01-01 00:00:00.000000497,3.172
1970-01-01 00:00:00.000000498,283.772
1970-01-01 00:00:00.000000499,283.772
1970-01-01 00:00:00.000000500,-146.4
1970-01-01 00:00:00.000000501,110.41
1970-01-01 00:00:00.000000502,-65.88
1970-01-01 00:00:00.000000503,47.336
1970-01-01 00:00:00.000000504,-334.28
1970-01-01 00:00:00.000000505,-267.058
1970-01-01 00:00:00.000000506,-202.154
1970-01-01 00:00:00.000000507,-190.808
1970-01-01 00:00:00.000000508,-206.79
1970-01-01 00:00:00.000000509,-452.742
1970-01-01 00:00:00.000000510,383.69
1970-01-01 00:00:00.000000511,292.922
1970-01-01 00:00:00.000000512,68.808
1970-01-01 00:00:00.000000513,-283.284
1970-01-01 00:00:00.000000514,-135.908
1970-01-01 00:00:00.000000515,76.006
1970-01-01 00:00:00.000000516,124.074
1970-01-01 00:00:00.000000517,-224.48
1970-01-01 00:00:00.000000518,-512.4
1970-01-01 00:00:00.000000519,261.934
1970-01-01 00:00:00.000000520,205.204
1970-01-01 00:00:00.000000521,144.204
1970-01-01 00:00:00.000000522,63.196
1970-01-01 00:00:00.000000523,25.742
1970-01-01 00:00:00.000000524,-117.12
1970-01-01 00:00:00.000000525,-147.254
1970-01-01 00:00:00.000000526,-316.834
1970-01-01 00:00:00.000000527,-605.974
1970-01-01 00:00:00.000000528,351.848
1970-01-01 00:00:00.000000529,-49.044
1970-01-01 00:00:00.000000530,-129.93
1970-01-01 00:00:00.000000531,0.732
1970-01-01 00:00:00.000000532,-3.416
1970-01-01 00:00:00.000000533,-497.516
1970-01-01 00:00:00.000000534,-157.624
1970-01-01 00:00:00.000000535,-74.786
1970-01-01 00:00:00.000000536,-508.984
1970-01-01 00:00:00.000000537,-1.708
1970-01-01 00:00:00.000000538,-420.778
1970-01-01 00:00:00.000000539,-158.6
1970-01-01 00:00:00.000000540,-194.468
1970-01-01 00:00:00.000000541,190.198
1970-01-01 00:00:00.000000542,-15.006
1970-01-01 00:00:00.000000543,96.014
1970-01-01 00:00:00.000000544,593.408
1970-01-01 00:00:00.000000545,486.048
1970-01-01 00:00:00.000000546,-181.78
1970-01-01 00:00:00.000000547,-43.554
1970-01-01 00:00:00.000000548,339.038
1970-01-01 00:00:00.000000549,-197.518
1970-01-01 00:00:00.000000550,192.76
1970-01-01 00:00:00.000000551,-264.374
1970-01-01 00:00:00.000000552,-146.034
1970-01-01 00:00:00.000000553,314.15
1970-01-01 00:00:00.000000554,-117.12
1970-01-01 00:00:00.000000555,-359.168
1970-01-01 00:00:00.000000556,-504.348
1970-01-01 00:00:00.000000557,423.95
1970-01-01 00:00:00.000000558,358.802
1970-01-01 00:00:00.000000559,232.41
1970-01-01 00:00:00.000000560,-143.96
1970-01-01 00:00:00.000000561,360.022
1970-01-01 00:00:00.000000562,443.836
1970-01-01 00:00:00.000000563,-692.35
1970-01-01 00:00:00.000000564,-353.434
1970-01-01 00:00:00.000000565,-173.24
1970-01-01 00:00:00.000000566,127.246
1970-01-01 00:00:00.000000567,-478.118
1970-01-01 00:00:00.000000568,-609.634
1970-01-01 00:00:00.000000569,-573.766
1970-01-01 00:00:00.000000570,-65.026
1970-01-01 00:00:00.000000571,-65.026
1970-01-01 00:00:00.000000572,432.246
1970-01-01 00:00:00.000000573,139.324
1970-01-01 00:00:00.000000574,267.668
1970-01-01 00:00:00.000000575,-56.364
1970-01-01 00:00:00.000000576,-374.174
1970-01-01 00:00:00.000000577,-190.93
1970-01-01 00:00:00.000000578,-407.968
