time_captured,MRK_Open
2015-11-06,54.79
2015-11-09,54.03
2015-11-10,54.38
2015-11-11,54.81
2015-11-12,53.59
2015-11-13,53.46
2015-11-16,52.19
2015-11-17,53.71
2015-11-18,53.86
2015-11-19,54.44
2015-11-20,54.61
2015-11-23,54.08
2015-11-24,53.56
2015-11-25,53.62
2015-11-27,53.36
2015-11-30,54.04
2015-12-01,53.77
2015-12-02,54.66
2015-12-03,54.07
2015-12-04,52.87
2015-12-07,54.02
2015-12-08,53.57
2015-12-09,53.28
2015-12-10,53.02
2015-12-11,53.0
2015-12-14,52.15
2015-12-15,52.48
2015-12-16,53.42
2015-12-17,54.11
2015-12-18,52.15
2015-12-21,52.15
2015-12-22,52.01
2015-12-23,52.38
2015-12-24,52.79
2015-12-28,52.79
2015-12-29,52.97
2015-12-30,53.34
2015-12-31,52.8
2016-01-04,52.01
2016-01-05,52.79
2016-01-06,52.51
2016-01-07,51.52
2016-01-08,52.51
2016-01-11,51.25
2016-01-12,51.51
2016-01-13,51.91
2016-01-14,50.67
2016-01-15,50.5
2016-01-19,51.6
2016-01-20,50.29
2016-01-21,50.78
2016-01-22,51.44
2016-01-25,51.35
2016-01-26,51.05
2016-01-27,50.66
2016-01-28,50.33
2016-01-29,49.8
2016-02-01,50.39
2016-02-02,50.27
2016-02-03,49.62
2016-02-04,49.7
2016-02-05,48.6
2016-02-08,48.93
2016-02-09,48.69
2016-02-10,49.51
2016-02-11,48.81
2016-02-12,48.98
2016-02-16,49.4
2016-02-17,50.0
2016-02-18,50.6
2016-02-19,50.25
2016-02-22,50.28
2016-02-23,50.56
2016-02-24,50.16
2016-02-25,50.56
2016-02-26,51.05
2016-02-29,50.52
2016-03-01,50.39
2016-03-02,51.63
2016-03-03,52.18
2016-03-04,51.85
2016-03-07,51.84
2016-03-08,52.36
2016-03-09,52.58
2016-03-10,52.69
2016-03-11,53.02
2016-03-14,53.15
2016-03-15,52.48
2016-03-16,52.31
2016-03-17,51.93
2016-03-18,51.74
2016-03-21,52.33
2016-03-22,52.58
2016-03-23,53.6
2016-03-24,52.79
2016-03-28,53.12
2016-03-29,52.91
2016-03-30,53.48
2016-03-31,53.08
2016-04-01,52.5
2016-04-04,53.91
2016-04-05,54.09
2016-04-06,54.35
2016-04-07,55.34
2016-04-08,55.75
2016-04-11,55.37
2016-04-12,54.97
2016-04-13,55.46
2016-04-14,56.02
2016-04-15,56.53
2016-04-18,56.11
2016-04-19,56.73
2016-04-20,57.15
2016-04-21,56.34
2016-04-22,56.69
2016-04-25,56.48
2016-04-26,56.41
2016-04-27,56.06
2016-04-28,55.89
2016-04-29,55.64
2016-05-02,54.85
2016-05-03,55.14
2016-05-04,54.71
2016-05-05,54.28
2016-05-06,53.82
2016-05-09,53.57
2016-05-10,54.47
2016-05-11,54.7
2016-05-12,54.59
2016-05-13,54.1
2016-05-16,53.77
2016-05-17,54.41
2016-05-18,54.39
2016-05-19,54.16
2016-05-20,54.83
2016-05-23,55.0
2016-05-24,55.23
2016-05-25,55.81
2016-05-26,56.47
2016-05-27,56.5
2016-05-31,56.49
2016-06-01,56.2
2016-06-02,56.44
2016-06-03,56.84
2016-06-06,56.66
2016-06-07,57.2
2016-06-08,56.97
2016-06-09,57.51
2016-06-10,56.82
2016-06-13,56.18
2016-06-14,55.77
2016-06-15,56.41
2016-06-16,56.99
2016-06-17,57.43
2016-06-20,56.34
2016-06-21,56.54
2016-06-22,56.14
2016-06-23,57.48
2016-06-24,56.04
2016-06-27,55.49
2016-06-28,55.44
2016-06-29,56.14
2016-06-30,57.15
2016-07-01,57.54
2016-07-05,57.78
2016-07-06,58.27
2016-07-07,58.89
2016-07-08,58.98
2016-07-11,59.26
2016-07-12,59.27
2016-07-13,59.78
2016-07-14,59.87
2016-07-15,59.8
2016-07-18,59.0
2016-07-19,59.08
2016-07-20,59.0
2016-07-21,59.0
2016-07-22,58.99
2016-07-25,58.63
2016-07-26,58.7
2016-07-27,58.39
2016-07-28,58.52
2016-07-29,59.01
2016-08-01,58.83
2016-08-02,58.68
2016-08-03,58.17
2016-08-04,57.74
2016-08-05,62.51
2016-08-08,62.66
2016-08-09,62.86
2016-08-10,62.09
2016-08-11,62.61
2016-08-12,63.14
2016-08-15,63.35
2016-08-16,63.0
2016-08-17,63.03
2016-08-18,63.08
2016-08-19,63.18
2016-08-22,63.25
2016-08-23,63.71
2016-08-24,63.6
2016-08-25,62.86
2016-08-26,62.48
2016-08-29,62.92
2016-08-30,62.96
2016-08-31,63.08
2016-09-01,62.7
2016-09-02,62.59
2016-09-06,62.99
2016-09-07,63.31
2016-09-08,62.45
2016-09-09,62.69
2016-09-12,62.0
2016-09-13,62.37
2016-09-14,61.92
2016-09-15,61.24
2016-09-16,62.45
2016-09-19,62.54
2016-09-20,61.9
2016-09-21,62.26
2016-09-22,62.92
2016-09-23,62.87
2016-09-26,62.53
2016-09-27,62.31
2016-09-28,63.0
2016-09-29,63.02
2016-09-30,61.89
2016-10-03,62.22
2016-10-04,62.48
2016-10-05,62.7
2016-10-06,62.49
2016-10-07,62.77
2016-10-10,64.21
2016-10-11,63.53
2016-10-12,62.4
2016-10-13,62.25
2016-10-14,62.72
2016-10-17,62.05
2016-10-18,61.9
2016-10-19,62.13
2016-10-20,61.95
2016-10-21,61.55
2016-10-24,61.4
2016-10-25,60.27
2016-10-26,61.74
2016-10-27,61.15
2016-10-28,61.02
2016-10-31,59.09
2016-11-01,59.0
2016-11-02,59.06
2016-11-03,59.18
2016-11-04,58.69
2016-11-07,59.52
2016-11-08,59.82
2016-11-09,63.96
2016-11-10,64.54
2016-11-11,64.08
2016-11-14,64.0
2016-11-15,63.68
2016-11-16,63.7
2016-11-17,62.51
2016-11-18,62.57
2016-11-21,61.94
2016-11-22,62.5
2016-11-23,60.33
2016-11-25,61.82
2016-11-28,61.78
2016-11-29,61.95
2016-11-30,62.31
2016-12-01,61.3
2016-12-02,61.05
2016-12-05,61.52
2016-12-06,60.18
2016-12-07,59.7
2016-12-08,59.73
2016-12-09,60.49
2016-12-12,61.44
2016-12-13,61.8
2016-12-14,61.85
2016-12-15,62.0
2016-12-16,62.66
2016-12-19,61.8
2016-12-20,61.19
2016-12-21,60.59
2016-12-22,59.62
2016-12-23,59.77
2016-12-27,59.87
2016-12-28,59.72
2016-12-29,59.29
2016-12-30,58.78
2017-01-03,59.15
2017-01-04,60.5
2017-01-05,60.22
2017-01-06,60.09
2017-01-09,60.3
2017-01-10,61.2
2017-01-11,62.34
2017-01-12,62.53
2017-01-13,62.33
2017-01-17,61.92
2017-01-18,61.38
2017-01-19,61.05
2017-01-20,62.4
2017-01-23,61.81
2017-01-24,61.59
2017-01-25,61.32
2017-01-26,61.02
2017-01-27,61.38
2017-01-30,61.52
2017-01-31,61.06
2017-02-01,62.06
2017-02-02,62.64
2017-02-03,63.86
2017-02-06,63.92
2017-02-07,64.76
2017-02-08,63.9
2017-02-09,64.34
2017-02-10,64.32
2017-02-13,64.25
2017-02-14,64.64
2017-02-15,64.9
2017-02-16,65.14
2017-02-17,65.2
2017-02-21,64.9
2017-02-22,65.5
2017-02-23,65.52
2017-02-24,65.65
2017-02-27,65.78
2017-02-28,65.81
2017-03-01,66.07
2017-03-02,66.38
2017-03-03,65.86
2017-03-06,66.08
2017-03-07,65.43
2017-03-08,65.96
2017-03-09,65.97
2017-03-10,66.07
2017-03-13,65.24
2017-03-14,64.13
2017-03-15,64.4
2017-03-16,64.57
2017-03-17,64.25
2017-03-20,64.14
2017-03-21,64.32
2017-03-22,63.98
2017-03-23,63.36
2017-03-24,63.16
2017-03-27,62.92
2017-03-28,63.2
2017-03-29,63.67
2017-03-30,63.5
2017-03-31,63.26
2017-04-03,63.43
2017-04-04,63.59
2017-04-05,63.69
2017-04-06,63.48
2017-04-07,63.28
2017-04-10,63.27
2017-04-11,62.49
2017-04-12,62.37
2017-04-13,62.79
2017-04-17,62.71
2017-04-18,62.46
2017-04-19,62.26
2017-04-20,62.66
2017-04-21,62.36
2017-04-24,62.5
2017-04-25,62.49
2017-04-26,62.63
2017-04-27,62.78
2017-04-28,62.58
2017-05-01,62.25
2017-05-02,62.51
2017-05-03,62.5
2017-05-04,63.67
2017-05-05,63.5
2017-05-08,63.91
2017-05-09,64.18
2017-05-10,63.13
2017-05-11,64.75
2017-05-12,64.39
2017-05-15,63.42
2017-05-16,63.44
2017-05-17,63.38
2017-05-18,62.91
2017-05-19,64.04
2017-05-22,63.7
2017-05-23,64.0
2017-05-24,64.77
2017-05-25,64.96
2017-05-26,65.0
2017-05-30,64.72
2017-05-31,65.08
2017-06-01,65.09
2017-06-02,65.46
2017-06-05,65.35
2017-06-06,65.0
2017-06-07,64.6
2017-06-08,64.24
2017-06-09,63.2
2017-06-12,64.56
2017-06-13,63.73
2017-06-14,63.02
2017-06-15,63.3
2017-06-16,63.26
2017-06-19,63.09
2017-06-20,63.68
2017-06-21,64.56
2017-06-22,65.51
2017-06-23,66.04
2017-06-26,66.15
2017-06-27,66.27
2017-06-28,65.76
2017-06-29,65.01
2017-06-30,64.49
2017-07-03,63.85
2017-07-05,64.47
2017-07-06,63.77
2017-07-07,63.21
2017-07-10,63.39
2017-07-11,62.82
2017-07-12,62.66
2017-07-13,62.79
2017-07-14,62.93
2017-07-17,63.15
2017-07-18,62.5
2017-07-19,62.5
2017-07-20,62.91
2017-07-21,62.79
2017-07-24,62.54
2017-07-25,62.85
2017-07-26,62.31
2017-07-27,63.67
2017-07-28,63.81
2017-07-31,
2017-08-01,64.04
2017-08-02,63.95
2017-08-03,63.21
2017-08-04,63.63
2017-08-07,62.95
2017-08-08,62.54
2017-08-09,62.45
2017-08-10,62.37
2017-08-11,62.42
2017-08-14,62.91
2017-08-15,62.73
2017-08-16,62.43
2017-08-17,62.75
2017-08-18,61.77
2017-08-21,61.48
2017-08-22,61.97
2017-08-23,62.25
2017-08-24,62.25
2017-08-25,62.87
2017-08-28,63.11
2017-08-29,63.13
2017-08-30,63.14
2017-08-31,63.35
2017-09-01,63.79
2017-09-05,63.75
2017-09-06,63.89
2017-09-07,64.09
2017-09-08,63.99
2017-09-11,64.94
2017-09-12,65.12
2017-09-13,65.36
2017-09-14,64.99
2017-09-15,66.17
2017-09-18,66.02
2017-09-19,66.02
2017-09-20,66.07
2017-09-21,65.85
2017-09-22,65.63
2017-09-25,65.16
2017-09-26,65.1
2017-09-27,64.68
2017-09-28,64.27
2017-09-29,64.29
2017-10-02,64.21
2017-10-03,64.55
2017-10-04,64.42
2017-10-05,64.42
2017-10-06,64.7
2017-10-09,64.67
2017-10-10,64.31
2017-10-11,64.34
2017-10-12,63.79
2017-10-13,63.95
2017-10-16,63.49
2017-10-17,63.21
2017-10-18,64.09
2017-10-19,63.64
2017-10-20,63.85
2017-10-23,64.03
2017-10-24,63.31
2017-10-25,63.1
2017-10-26,62.29
2017-10-27,60.55
2017-10-30,55.75
2017-10-31,55.17
2017-11-01,55.54
2017-11-02,55.48
2017-11-03,55.3
2017-11-06,56.04
2017-11-07,55.88
2017-11-08,55.5
2017-11-09,56.55
2017-11-10,56.29
2017-11-13,55.31
2017-11-14,54.97
2017-11-15,54.76
2017-11-16,54.86
2017-11-17,55.0
2017-11-20,54.04
2017-11-21,54.36
2017-11-22,54.23
2017-11-24,54.5
2017-11-27,54.41
2017-11-28,54.93
2017-11-29,55.04
2017-11-30,55.18
2017-12-01,55.4
2017-12-04,55.93
2017-12-05,56.15
2017-12-06,54.44
2017-12-07,54.85
2017-12-08,55.57
2017-12-11,56.34
2017-12-12,57.07
2017-12-13,56.94
2017-12-14,56.4
2017-12-15,56.23
2017-12-18,56.38
2017-12-19,56.22
2017-12-20,56.28
2017-12-21,56.08
2017-12-22,56.6
2017-12-26,56.49
2017-12-27,56.39
2017-12-28,56.34
2017-12-29,56.83
