time_captured,GS_High
2017-04-05,232.89
2017-04-06,230.12
2017-04-07,228.83
2017-04-10,229.79
2017-04-11,229.4
2017-04-12,228.25
2017-04-13,228.17
2017-04-17,226.88
2017-04-18,219.89
2017-04-19,217.18
2017-04-20,218.98
2017-04-21,219.18
2017-04-24,224.81
2017-04-25,227.98
2017-04-26,229.36
2017-04-27,226.7
2017-04-28,226.77
2017-05-01,226.39
2017-05-02,225.84
2017-05-03,226.69
2017-05-04,228.89
2017-05-05,227.47
2017-05-08,227.34
2017-05-09,226.56
2017-05-10,225.35
2017-05-11,225.09
2017-05-12,224.49
2017-05-15,226.57
2017-05-16,226.82
2017-05-17,222.16
2017-05-18,217.61
2017-05-19,217.8
2017-05-22,217.64
2017-05-23,220.79
2017-05-24,224.4
2017-05-25,225.45
2017-05-26,224.23
2017-05-30,222.44
2017-05-31,218.3
2017-06-01,215.93
2017-06-02,215.21
2017-06-05,215.81
2017-06-06,216.02
2017-06-07,217.23
2017-06-08,221.0
2017-06-09,223.85
2017-06-12,225.23
2017-06-13,226.8
2017-06-14,226.94
2017-06-15,226.35
2017-06-16,223.67
2017-06-19,227.04
2017-06-20,226.54
2017-06-21,224.93
2017-06-22,221.9
2017-06-23,220.69
2017-06-26,221.97
2017-06-27,222.41
2017-06-28,224.63
2017-06-29,228.79
2017-06-30,226.05
2017-07-03,229.07
2017-07-05,228.92
2017-07-06,230.06
2017-07-07,228.49
2017-07-10,227.34
2017-07-11,227.95
2017-07-12,229.02
2017-07-13,230.64
2017-07-14,229.61
2017-07-17,229.64
2017-07-18,230.36
2017-07-19,224.2
2017-07-20,224.76
2017-07-21,222.31
2017-07-24,219.73
2017-07-25,222.87
2017-07-26,223.74
2017-07-27,222.71
2017-07-28,223.67
2017-07-31,225.5
2017-08-01,228.62
2017-08-02,227.73
2017-08-03,226.74
2017-08-04,229.79
2017-08-07,233.13
2017-08-08,235.83
2017-08-09,231.49
2017-08-10,229.45
2017-08-11,226.68
2017-08-14,229.83
2017-08-15,230.61
2017-08-16,229.01
2017-08-17,225.98
2017-08-18,224.09
2017-08-21,222.4
2017-08-22,223.78
2017-08-23,224.81
2017-08-24,224.56
2017-08-25,224.95
2017-08-28,223.08
2017-08-29,220.13
2017-08-30,224.22
2017-08-31,224.49
2017-09-01,227.56
2017-09-05,224.0
2017-09-06,221.02
2017-09-07,218.81
2017-09-08,219.28
2017-09-11,221.89
2017-09-12,227.69
2017-09-13,227.14
2017-09-14,228.1
2017-09-15,227.21
2017-09-18,229.0
2017-09-19,230.14
2017-09-20,231.65
2017-09-21,232.1
2017-09-22,231.49
2017-09-25,231.86
2017-09-26,231.44
2017-09-27,235.6
2017-09-28,236.2
2017-09-29,237.6
2017-10-02,241.1
2017-10-03,242.71
2017-10-04,242.88
2017-10-05,246.32
2017-10-06,247.08
2017-10-09,246.35
2017-10-10,243.73
2017-10-11,242.5
2017-10-12,243.42
2017-10-13,239.45
2017-10-16,242.76
2017-10-17,244.89
2017-10-18,242.65
2017-10-19,240.99
2017-10-20,245.25
2017-10-23,245.33
2017-10-24,246.25
2017-10-25,246.5
2017-10-26,244.0
2017-10-27,242.44
2017-10-30,242.59
2017-10-31,244.18
2017-11-01,247.4
2017-11-02,247.74
2017-11-03,246.28
2017-11-06,244.58
2017-11-07,244.98
2017-11-08,242.32
2017-11-09,242.37
2017-11-10,243.32
2017-11-13,240.9
2017-11-14,240.88
2017-11-15,238.15
2017-11-16,240.69
2017-11-17,239.08
2017-11-20,238.78
2017-11-21,239.59
2017-11-22,238.95
2017-11-24,238.56
2017-11-27,236.88
2017-11-28,240.0
2017-11-29,244.47
2017-11-30,250.79
2017-12-01,250.68
2017-12-04,254.9
2017-12-05,251.35
2017-12-06,248.08
2017-12-07,249.48
2017-12-08,250.68
2017-12-11,251.4
2017-12-12,258.2
2017-12-13,260.5
2017-12-14,259.55
2017-12-15,258.97
2017-12-18,262.0
2017-12-19,261.8
2017-12-20,259.09
2017-12-21,262.09
2017-12-22,262.14
2017-12-26,259.2
2017-12-27,257.98
2017-12-28,257.0
2017-12-29,256.65
