time_captured,03_cap_raw_accZ
1970-01-01 00:00:00.000000616,948.306
1970-01-01 00:00:00.000000617,823.012
1970-01-01 00:00:00.000000618,488.976
1970-01-01 00:00:00.000000619,1140.334
1970-01-01 00:00:00.000000620,651.968
1970-01-01 00:00:00.000000621,1063.23
1970-01-01 00:00:00.000000622,1477.176
1970-01-01 00:00:00.000000623,1475.224
1970-01-01 00:00:00.000000624,1027.606
1970-01-01 00:00:00.000000625,1378.234
1970-01-01 00:00:00.000000626,782.996
1970-01-01 00:00:00.000000627,756.4
1970-01-01 00:00:00.000000628,1550.132
1970-01-01 00:00:00.000000629,429.196
1970-01-01 00:00:00.000000630,1196.454
1970-01-01 00:00:00.000000631,1553.914
1970-01-01 00:00:00.000000632,1140.09
1970-01-01 00:00:00.000000633,1137.406
1970-01-01 00:00:00.000000634,1401.658
1970-01-01 00:00:00.000000635,787.266
1970-01-01 00:00:00.000000636,1090.924
1970-01-01 00:00:00.000000637,279.258
1970-01-01 00:00:00.000000638,438.712
1970-01-01 00:00:00.000000639,1172.664
1970-01-01 00:00:00.000000640,2024.102
1970-01-01 00:00:00.000000641,897.798
1970-01-01 00:00:00.000000642,580.964
1970-01-01 00:00:00.000000643,529.114
1970-01-01 00:00:00.000000644,837.164
1970-01-01 00:00:00.000000645,511.546
1970-01-01 00:00:00.000000646,594.14
1970-01-01 00:00:00.000000647,688.446
1970-01-01 00:00:00.000000648,1021.628
1970-01-01 00:00:00.000000649,1762.29
