time_captured,NKE_Open
2016-02-08,56.1
2016-02-09,54.5
2016-02-10,56.54
2016-02-11,56.46
2016-02-12,57.37
2016-02-16,57.57
2016-02-17,58.6
2016-02-18,58.17
2016-02-19,58.5
2016-02-22,59.65
2016-02-23,60.26
2016-02-24,59.74
2016-02-25,60.68
2016-02-26,62.64
2016-02-29,62.46
2016-03-01,61.97
2016-03-02,62.52
2016-03-03,62.05
2016-03-04,61.42
2016-03-07,61.07
2016-03-08,59.03
2016-03-09,59.58
2016-03-10,58.7
2016-03-11,59.13
2016-03-14,60.19
2016-03-15,60.5
2016-03-16,61.47
2016-03-17,61.76
2016-03-18,63.55
2016-03-21,63.55
2016-03-22,64.83
2016-03-23,61.33
2016-03-24,62.06
2016-03-28,61.58
2016-03-29,61.26
2016-03-30,61.77
2016-03-31,61.99
2016-04-01,61.22
2016-04-04,61.73
2016-04-05,59.62
2016-04-06,59.6
2016-04-07,59.79
2016-04-08,60.49
2016-04-11,59.73
2016-04-12,58.0
2016-04-13,59.02
2016-04-14,59.71
2016-04-15,59.02
2016-04-18,59.38
2016-04-19,59.96
2016-04-20,59.43
2016-04-21,60.53
2016-04-22,60.18
2016-04-25,59.34
2016-04-26,59.31
2016-04-27,59.63
2016-04-28,58.95
2016-04-29,58.41
2016-05-02,59.09
2016-05-03,59.24
2016-05-04,59.23
2016-05-05,58.94
2016-05-06,58.16
2016-05-09,58.59
2016-05-10,58.61
2016-05-11,58.5
2016-05-12,57.52
2016-05-13,57.74
2016-05-16,57.27
2016-05-17,57.15
2016-05-18,56.76
2016-05-19,55.82
2016-05-20,55.88
2016-05-23,56.6
2016-05-24,56.05
2016-05-25,56.47
2016-05-26,56.05
2016-05-27,56.17
2016-05-31,56.41
2016-06-01,53.33
2016-06-02,54.22
2016-06-03,54.29
2016-06-06,53.77
2016-06-07,54.16
2016-06-08,53.83
2016-06-09,54.11
2016-06-10,54.64
2016-06-13,55.0
2016-06-14,54.58
2016-06-15,54.24
2016-06-16,53.54
2016-06-17,53.45
2016-06-20,54.23
2016-06-21,54.46
2016-06-22,55.0
2016-06-23,55.11
2016-06-24,52.36
2016-06-27,52.0
2016-06-28,52.04
2016-06-29,54.5
2016-06-30,55.29
2016-07-01,55.07
2016-07-05,55.34
2016-07-06,54.88
2016-07-07,55.8
2016-07-08,56.1
2016-07-11,56.83
2016-07-12,57.09
2016-07-13,58.18
2016-07-14,58.3
2016-07-15,58.59
2016-07-18,58.0
2016-07-19,57.46
2016-07-20,57.99
2016-07-21,57.99
2016-07-22,56.82
2016-07-25,56.87
2016-07-26,57.2
2016-07-27,56.5
2016-07-28,55.59
2016-07-29,55.27
2016-08-01,55.73
2016-08-02,55.23
2016-08-03,54.55
2016-08-04,54.96
2016-08-05,55.32
2016-08-08,56.13
2016-08-09,56.08
2016-08-10,55.95
2016-08-11,55.63
2016-08-12,56.7
2016-08-15,56.65
2016-08-16,56.8
2016-08-17,56.87
2016-08-18,56.99
2016-08-19,57.4
2016-08-22,58.82
2016-08-23,58.8
2016-08-24,59.89
2016-08-25,60.01
2016-08-26,58.57
2016-08-29,59.2
2016-08-30,58.46
2016-08-31,57.86
2016-09-01,57.67
2016-09-02,58.63
2016-09-06,58.25
2016-09-07,57.48
2016-09-08,56.88
2016-09-09,55.88
2016-09-12,55.0
2016-09-13,55.86
2016-09-14,55.16
2016-09-15,55.0
2016-09-16,55.24
2016-09-19,55.38
2016-09-20,55.26
2016-09-21,55.02
2016-09-22,55.47
2016-09-23,55.02
2016-09-26,54.8
2016-09-27,54.25
2016-09-28,54.6
2016-09-29,52.92
2016-09-30,52.57
2016-10-03,52.54
2016-10-04,52.9
2016-10-05,52.15
2016-10-06,52.2
2016-10-07,52.42
2016-10-10,52.13
2016-10-11,51.95
2016-10-12,52.01
2016-10-13,52.12
2016-10-14,52.38
2016-10-17,51.65
2016-10-18,51.3
2016-10-19,51.34
2016-10-20,51.77
2016-10-21,51.74
2016-10-24,52.16
2016-10-25,50.97
2016-10-26,50.95
2016-10-27,52.34
2016-10-28,52.12
2016-10-31,50.88
2016-11-01,50.5
2016-11-02,49.24
2016-11-03,49.98
2016-11-04,49.8
2016-11-07,50.48
2016-11-08,51.1
2016-11-09,50.07
2016-11-10,51.29
2016-11-11,50.22
2016-11-14,51.18
2016-11-15,50.46
2016-11-16,50.0
2016-11-17,50.94
2016-11-18,51.39
2016-11-21,51.0
2016-11-22,51.47
2016-11-23,51.71
2016-11-25,51.68
2016-11-28,51.44
2016-11-29,51.2
2016-11-30,50.52
2016-12-01,50.11
2016-12-02,50.26
2016-12-05,50.8
2016-12-06,50.83
2016-12-07,50.79
2016-12-08,52.15
2016-12-09,51.76
2016-12-12,51.5
2016-12-13,51.83
2016-12-14,52.24
2016-12-15,52.0
2016-12-16,51.6
2016-12-19,50.91
2016-12-20,51.06
2016-12-21,52.9
2016-12-22,52.8
2016-12-23,51.99
2016-12-27,51.8
2016-12-28,51.31
2016-12-29,51.0
2016-12-30,51.1
2017-01-03,51.99
2017-01-04,52.23
2017-01-05,52.92
2017-01-06,53.09
2017-01-09,53.96
2017-01-10,53.55
2017-01-11,53.12
2017-01-12,52.51
2017-01-13,52.59
2017-01-17,53.4
2017-01-18,53.86
2017-01-19,53.84
2017-01-20,53.22
2017-01-23,53.02
2017-01-24,53.02
2017-01-25,53.73
2017-01-26,54.11
2017-01-27,53.68
2017-01-30,52.78
2017-01-31,51.68
2017-02-01,52.98
2017-02-02,53.0
2017-02-03,52.62
2017-02-06,52.09
2017-02-07,53.07
2017-02-08,52.74
2017-02-09,53.93
2017-02-10,55.63
2017-02-13,56.17
2017-02-14,55.92
2017-02-15,56.29
2017-02-16,56.88
2017-02-17,56.12
2017-02-21,56.38
2017-02-22,57.48
2017-02-23,58.11
2017-02-24,57.39
2017-02-27,57.65
2017-02-28,57.37
2017-03-01,57.86
2017-03-02,57.9
2017-03-03,57.63
2017-03-06,56.7
2017-03-07,56.71
2017-03-08,56.94
2017-03-09,56.61
2017-03-10,56.49
2017-03-13,56.4
2017-03-14,56.87
2017-03-15,57.63
2017-03-16,57.43
2017-03-17,57.77
2017-03-20,58.0
2017-03-21,58.78
2017-03-22,54.76
2017-03-23,54.61
2017-03-24,55.29
2017-03-27,55.64
2017-03-28,55.99
2017-03-29,56.41
2017-03-30,56.48
2017-03-31,56.0
2017-04-03,55.74
2017-04-04,55.15
2017-04-05,54.97
2017-04-06,55.07
2017-04-07,55.1
2017-04-10,55.0
2017-04-11,54.95
2017-04-12,54.66
2017-04-13,55.41
2017-04-17,55.32
2017-04-18,56.02
2017-04-19,56.16
2017-04-20,55.96
2017-04-21,56.29
2017-04-24,56.14
2017-04-25,55.53
2017-04-26,55.46
2017-04-27,55.18
2017-04-28,55.43
2017-05-01,55.43
2017-05-02,55.12
2017-05-03,55.17
2017-05-04,54.68
2017-05-05,54.41
2017-05-08,54.18
2017-05-09,54.33
2017-05-10,54.91
2017-05-11,54.52
2017-05-12,54.1
2017-05-15,54.12
2017-05-16,52.37
2017-05-17,52.39
2017-05-18,51.97
2017-05-19,51.0
2017-05-22,51.77
2017-05-23,51.98
2017-05-24,52.25
2017-05-25,52.38
2017-05-26,52.35
2017-05-30,52.76
2017-05-31,53.02
2017-06-01,53.06
2017-06-02,52.7
2017-06-05,53.0
2017-06-06,52.9
2017-06-07,52.79
2017-06-08,53.54
2017-06-09,53.2
2017-06-12,53.51
2017-06-13,54.03
2017-06-14,54.48
2017-06-15,54.0
2017-06-16,51.75
2017-06-19,51.42
2017-06-20,52.05
2017-06-21,51.9
2017-06-22,52.6
2017-06-23,52.15
2017-06-26,52.95
2017-06-27,53.19
2017-06-28,53.17
2017-06-29,53.33
2017-06-30,56.6
2017-07-03,58.37
2017-07-05,58.24
2017-07-06,57.45
2017-07-07,57.4
2017-07-10,57.89
2017-07-11,58.54
2017-07-12,58.31
2017-07-13,58.22
2017-07-14,57.95
2017-07-17,58.0
2017-07-18,57.74
2017-07-19,57.6
2017-07-20,59.12
2017-07-21,59.0
2017-07-24,59.69
2017-07-25,59.32
2017-07-26,59.09
2017-07-27,58.6
2017-07-28,58.15
2017-07-31,
2017-08-01,59.0
2017-08-02,59.55
2017-08-03,59.8
2017-08-04,60.17
2017-08-07,59.82
2017-08-08,59.88
2017-08-09,59.42
2017-08-10,59.68
2017-08-11,58.73
2017-08-14,59.15
2017-08-15,58.94
2017-08-16,58.9
2017-08-17,58.53
2017-08-18,54.85
2017-08-21,54.44
2017-08-22,53.92
2017-08-23,53.92
2017-08-24,53.93
2017-08-25,54.03
2017-08-28,54.07
2017-08-29,52.74
2017-08-30,52.8
2017-08-31,52.6
2017-09-01,53.0
2017-09-05,53.25
2017-09-06,53.12
2017-09-07,52.76
2017-09-08,52.25
2017-09-11,52.38
2017-09-12,53.77
2017-09-13,53.45
2017-09-14,53.54
2017-09-15,53.86
2017-09-18,53.87
2017-09-19,52.78
2017-09-20,53.49
2017-09-21,53.55
2017-09-22,53.02
2017-09-25,53.08
2017-09-26,53.18
2017-09-27,52.17
2017-09-28,52.8
2017-09-29,52.59
2017-10-02,52.16
2017-10-03,52.0
2017-10-04,51.51
2017-10-05,52.01
2017-10-06,52.2
2017-10-09,52.23
2017-10-10,51.58
2017-10-11,51.39
2017-10-12,50.98
2017-10-13,50.83
2017-10-16,50.8
2017-10-17,51.5
2017-10-18,52.18
2017-10-19,51.66
2017-10-20,52.79
2017-10-23,53.06
2017-10-24,53.9
2017-10-25,53.43
2017-10-26,55.26
2017-10-27,55.82
2017-10-30,55.71
2017-10-31,54.75
2017-11-01,55.42
2017-11-02,55.15
2017-11-03,55.15
2017-11-06,55.29
2017-11-07,55.75
2017-11-08,55.0
2017-11-09,55.5
2017-11-10,55.88
2017-11-13,55.66
2017-11-14,55.71
2017-11-15,55.96
2017-11-16,56.62
2017-11-17,58.54
2017-11-20,58.63
2017-11-21,59.03
2017-11-22,59.18
2017-11-24,59.0
2017-11-27,59.2
2017-11-28,58.76
2017-11-29,59.73
2017-11-30,60.26
2017-12-01,60.42
2017-12-04,60.27
2017-12-05,60.65
2017-12-06,60.41
2017-12-07,59.86
2017-12-08,60.5
2017-12-11,61.37
2017-12-12,62.17
2017-12-13,62.22
2017-12-14,64.43
2017-12-15,64.89
2017-12-18,64.93
2017-12-19,65.15
2017-12-20,64.39
2017-12-21,64.29
2017-12-22,61.2
2017-12-26,62.9
2017-12-27,63.56
2017-12-28,63.0
2017-12-29,63.21
